m.z	mode	p.value	t.score
168.12289	positive	0.77122	-0.29576
252.9159	negative	0.77355	-0.29265
154.99005139	positive	0.7747	-0.29112
154.07416	positive	0.77506	-0.29063
190.88826	negative	0.77558	-0.28995
588.8972	negative	0.77678	0.28835
157.08687	negative	0.77686	-0.28824
289.08726	negative	0.77723	-0.28775
313.67631	positive	0.77754	0.28734
123.05623	negative	0.7776	-0.28726
375.84311	negative	0.77774	-0.28707
215.16506	negative	0.77841	0.28618
111.96828	positive	0.77873	-0.28576
175.02463	negative	0.77927	-0.28503
400.76551	positive	0.77978	-0.28437
290.87563	positive	0.78143	-0.28217
97.99127	positive	0.78211	-0.28126
159.02506	positive	0.78233	-0.28098
169.9771874	positive	0.78245	0.28082
87.05534	positive	0.7826	0.28061
239.90272	negative	0.78341	-0.27955
99.01221	positive	0.78455	-0.27803
196.01656852	positive	0.78545	0.27683
311.83314	negative	0.78553	0.27673
138.49502	positive	0.78612	-0.27595
180.97298	negative	0.78619	0.27585
285.89304	positive	0.78642	-0.27555
182.98497	positive	0.78653	0.27541
200.99555	positive	0.78697	0.27482
156.99047	positive	0.78714	0.27459
342.85478	negative	0.78746	-0.27418
786.43393	positive	0.78925	-0.2718
180.97297	negative	0.79037	-0.27032
157.86266	negative	0.79158	0.26871
248.14743	positive	0.79172	0.26853
419.30107	negative	0.79297	-0.26688
359.31502	positive	0.79348	-0.2662
193.92992922	positive	0.79363	0.26601
129.97561	negative	0.79379	-0.26579
498.90036	positive	0.79524	0.26389
551.35516	positive	0.79542	0.26364
271.91625	positive	0.79566	0.26332
255.1963	negative	0.79651	0.26221
916.77843	positive	0.79663	-0.26205
467.04097	positive	0.79663	-0.26204
307.11603	negative	0.79756	0.26081
344.82156	negative	0.79823	-0.25994
299.91879	negative	0.79992	0.2577
112.51953465	positive	0.80018	0.25736
117.02046	negative	0.80033	-0.25716
133.13346	positive	0.80081	0.25653
431.75551	positive	0.80086	-0.25646
104.10685	positive	0.80136	0.2558
133.09706	positive	0.8028	-0.25391
804.5489	positive	0.80286	0.25383
407.30089	positive	0.80349	-0.25299
242.94321	negative	0.80357	-0.2529
389.72632	positive	0.80534	-0.25057
199.13385	negative	0.8054	-0.25049
868.83619	negative	0.80599	0.24971
88.50901904	positive	0.80635	-0.24923
94.03856	negative	0.80663	0.24886
384.16059	negative	0.80709	-0.24827
111.09156	positive	0.81031	0.24404
430.97299	negative	0.81237	-0.24132
298.06539	negative	0.81321	-0.24021
316.89056	positive	0.81348	-0.23986
240.91065	negative	0.81359	-0.23973
112.51951537	positive	0.814	0.23918
141.92363473	negative	0.81419	-0.23894
162.11223	positive	0.81519	0.23762
384.93513	negative	0.81533	-0.23744
287.88847106	positive	0.81566	0.23701
303.91321	negative	0.81679	0.23553
195.99337	positive	0.81829	-0.23356
342.82455	negative	0.81929	-0.23225
670.92958	negative	0.81965	0.23178
811.60159	positive	0.81969	-0.23172
182.98849	negative	0.82159	-0.22924
135.06746	negative	0.82185	-0.2289
205.01701	positive	0.82278	0.22768
127.11154	positive	0.82291	-0.2275
215.09229	negative	0.82504	0.22473
106.0408763	negative	0.82599	-0.22349
309.13182	negative	0.82652	-0.22278
102.93179	negative	0.82727	-0.22181
340.85928	negative	0.83002	-0.21821
171.09906	positive	0.83029	-0.21786
98.93897	negative	0.83031	-0.21783
330.91511	positive	0.83432	0.21261
257.13907	negative	0.83459	-0.21226
165.99084	positive	0.83496	-0.21177
142.96183	positive	0.83686	0.20929
145.08692	negative	0.83741	0.20858
110.37068	positive	0.83773	0.20816
356.83023	negative	0.83832	-0.20739
154.0369	negative	0.83863	-0.20699
115.07525	positive	0.83972	-0.20558
285.13054	positive	0.84033	-0.20478
289.20168	negative	0.84048	-0.20458
271.19113	negative	0.84081	-0.20415
199.97516397	positive	0.84113	-0.20374
107.5172257	positive	0.84236	0.20214
261.85059	negative	0.8424	0.20208
117.02771	positive	0.84329	0.20092
331.00154	positive	0.84404	-0.19994
216.15922	positive	0.84438	-0.19951
228.99379	negative	0.84504	-0.19865
753.55841	positive	0.84643	-0.19684
173.11819	negative	0.84714	-0.19592
309.1304	positive	0.84725	0.19578
179.98535	positive	0.84821	-0.19453
229.87396	negative	0.85058	-0.19146
213.1494	negative	0.85077	0.1912
249.25734	positive	0.85078	0.19119
417.84598	positive	0.85147	0.1903
348.85875	negative	0.85166	0.19004
328.91483	positive	0.85199	0.18962
109.0405584	negative	0.85412	-0.18686
328.91487	positive	0.85688	0.18328
160.93532	negative	0.85694	0.1832
172.9562	positive	0.85764	-0.1823
437.2402	negative	0.85819	-0.18158
199.05885	negative	0.85826	-0.1815
388.25326	positive	0.859	0.18053
146.92174	negative	0.85963	0.17972
143.1178265	positive	0.86113	-0.17778
130.96633	positive	0.86117	-0.17773
192.89026	negative	0.86222	0.17636
220.84889	negative	0.86284	-0.17556
201.14952	negative	0.86379	0.17433
171.93168	negative	0.86497	-0.1728
520.90917	negative	0.86537	0.17229
320.94822	negative	0.8659	0.1716
98.07121	positive	0.86619	-0.17123
477.06975	positive	0.8669	0.17032
133.05181801	negative	0.86746	0.16959
320.89048	negative	0.86974	0.16664
328.19492	negative	0.87235	-0.16327
352.14526	negative	0.87391	-0.16125
203.02163	positive	0.87528	-0.15948
359.23948	positive	0.87542	-0.15931
261.13396	negative	0.87674	-0.15761
97.07597	positive	0.8771	0.15714
91.50463	positive	0.87797	0.15602
178.99056	positive	0.87802	0.15595
325.21702	negative	0.87857	0.15525
180.98969	positive	0.87926	0.15435
156.99053	positive	0.87933	-0.15427
243.08381	positive	0.87966	0.15384
248.96011	negative	0.88028	-0.15305
205.017937	positive	0.88146	-0.15153
90.00832	positive	0.88173	0.15117
152.99481	positive	0.88209	-0.15071
199.09392	positive	0.88277	0.14983
125.98618	positive	0.88294	0.14962
131.97412	positive	0.88297	0.14958
351.83099	negative	0.88298	0.14957
132.94627	negative	0.88503	-0.14692
270.09223	negative	0.88577	-0.14597
307.09173	positive	0.88674	-0.14472
185.1182	negative	0.88802	-0.14307
251.01775	positive	0.88896	0.14187
355.17599	negative	0.88911	-0.14167
289.92671	positive	0.89111	-0.13909
231.03935	negative	0.89206	0.13787
111.03904	positive	0.89269	-0.13706
100.50987	positive	0.89459	-0.13462
134.89451	negative	0.89569	0.1332
163.07637	negative	0.89685	-0.13171
201.90595	negative	0.8976	-0.13075
131.97418	positive	0.89789	-0.13039
238.97834	positive	0.89792	-0.13034
793.59076	positive	0.89816	0.13003
107.5172238	positive	0.89903	-0.12892
221.09997	negative	0.90085	0.12658
207.01737	positive	0.90308	-0.12371
129.95865	positive	0.90438	0.12205
291.06964	positive	0.90449	0.12191
335.89061	negative	0.90617	-0.11975
198.09749	positive	0.90619	-0.11972
205.01696	positive	0.90755	0.11799
320.88607	negative	0.90758	0.11795
145.09709	positive	0.90859	-0.11664
257.91324	negative	0.91118	0.11332
121.05178	negative	0.91133	-0.11313
438.654	positive	0.91136	-0.1131
166.09729	positive	0.91276	-0.1113
107.51723	positive	0.91289	0.11113
139.9632	positive	0.91566	0.10759
148.0515	negative	0.91566	0.10759
180.98972	positive	0.91577	0.10745
272.03539	negative	0.91609	0.10704
690.30355	negative	0.9162	-0.1069
140.96155	positive	0.91657	-0.10642
390.22791	positive	0.91694	-0.10595
156.10178	positive	0.91715	-0.10568
235.92581	negative	0.91765	0.10504
149.99437	negative	0.91799	-0.1046
324.83333	negative	0.91883	0.10353
273.96404	negative	0.92004	0.10198
292.16285	positive	0.92065	-0.1012
311.85145	negative	0.92155	0.10004
143.9807	positive	0.92214	0.099287
107.04909	positive	0.92346	0.097607
614.347	negative	0.9278	-0.092053
282.91005	positive	0.92848	0.091181
105.05775	negative	0.93005	0.089177
150.03086	negative	0.93176	0.086985
158.96129	positive	0.9324	-0.086172
281.7639	negative	0.9343	-0.083736
320.88689	positive	0.93566	0.08201
316.94765	negative	0.93731	-0.0799
241.00983	positive	0.93798	-0.079037
768.58721	positive	0.93901	0.077731
396.89064	negative	0.93923	-0.077451
794.60345	positive	0.94038	-0.075982
118.03994	positive	0.94047	-0.075857
317.15663	positive	0.94224	0.073601
122.54702	positive	0.94367	0.071781
177.90305	negative	0.94405	0.071284
89.50666	positive	0.94498	0.070098
398.24065	positive	0.94554	-0.069388
138.97989	positive	0.94581	-0.069039
213.10971	positive	0.9465	-0.068164
347.20342	positive	0.94679	-0.067799
248.9602125	negative	0.94725	0.067205
654.32607	negative	0.94753	-0.066851
282.91006961	positive	0.95048	0.063083
104.10691	positive	0.95049	0.063076
437.31141	positive	0.9506	-0.062933
185.07611	negative	0.95093	0.062511
89.05954	positive	0.95344	-0.059308
164.95679	negative	0.9536	-0.0591
127.8701	negative	0.95574	-0.056375
188.93396	negative	0.95579	-0.056313
239.12868	negative	0.95628	-0.055689
365.888	negative	0.96157	-0.048944
179.03487	negative	0.9639	0.045976
90.5069	positive	0.96396	-0.0459
277.05985	positive	0.96396	0.045895
159.96905	positive	0.96439	0.045345
792.86151	negative	0.96551	0.043928
209.94582	positive	0.96642	-0.042761
603.11612	negative	0.96684	-0.042228
125.09013	positive	0.96702	0.041999
101.09312	positive	0.9672	0.041773
155.99334	positive	0.96869	-0.039876
292.16291	positive	0.96963	0.038669
452.92209	negative	0.97041	-0.037683
860.84977	negative	0.97167	0.036076
165.10213	positive	0.97169	0.036049
173.08179	negative	0.97177	0.03595
834.84106	negative	0.97264	0.034838
92.03433	negative	0.97496	-0.031882
165.98279	positive	0.97699	-0.029299
197.11822	negative	0.97797	0.028048
161.91348	negative	0.9791	-0.026611
167.01269	positive	0.97924	-0.026431
204.12398	positive	0.97965	-0.025906
96.96941	negative	0.97985	-0.025657
102.12754	positive	0.98025	0.025145
106.04087783	negative	0.98143	0.023639
236.63942	positive	0.98161	0.023418
225.13843	positive	0.98322	0.021364
140.986	negative	0.98349	0.021022
101.07087	positive	0.98445	-0.019799
152.99483	positive	0.9864	0.01732
282.03629	positive	0.98677	0.016839
377.27259	negative	0.98686	-0.016724
139.9633	positive	0.98762	-0.015759
194.15381	positive	0.98797	-0.015316
266.13849	positive	0.98983	0.012953
179.98531	positive	0.99047	-0.01213
258.09549	negative	0.991	-0.011455
99.01041	positive	0.99133	-0.01104
138.90667	negative	0.99257	-0.0094626
361.163	negative	0.99397	-0.0076773
137.02429	negative	0.99478	-0.0066421
751.543	positive	0.99584	-0.0052953
208.82466	negative	0.99585	-0.0052771
153.99324	positive	0.99625	-0.0047688
112.99165	positive	0.99725	0.0034999
313.23445	positive	0.99751	0.0031661
196.01663	positive	0.99792	-0.0026456
228.99384649	negative	0.99889	0.001412
182.98847	negative	0.99912	-0.0011208
431.22832	negative	0.99951	0.00062637
