"m.z" "p.value" "t.score" "r.t"
117.92746 0.855353162122877 -0.439357156429296 527.15558
117.92749 0.881618922026613 -0.361456043783874 22.43159
117.92756 0.418140800093544 -1.55592987370025 948.06659
118.02141 0.423617171229787 1.54520544508909 45.23639
118.03681 0.911297853186831 0.265458454319717 67.30324
118.04982 0.353012069232912 1.75903643544195 42.2408
118.91706 0.660161421697629 0.92463611403708 614.33319
118.91707 0.681373796678899 -0.879699464920004 680.21451
118.91708 0.813675524637911 0.548187813530131 721.03064
118.92546 0.16178506575361 -2.64330295188532 750.85181
118.92554 0.323202687003165 -1.87835590344597 817.37198
118.92563 0.263412022002893 -2.14819048986545 848.34354
118.92569 0.386870046768034 -1.64531727811276 890.89165
118.93169 0.353012069232912 1.76003295381801 26.22427
118.96816 0.834373741744382 0.500880198487999 924.50323
119.01604 0.570277074780119 -1.15467660983117 85.03769
119.03373 0.457837725921101 1.44538312829221 42.85759
119.04904 0.590423143882898 -1.08874842677074 68.35848
119.04906 0.386516200495628 1.64734166570539 125.27296
119.04908 0.775159114870087 0.65212676998566 103.53648
121.02833 0.344568513076729 -1.80515776322293 24.35511
121.02835 0.525002781072252 1.2714871471749 209.36639
121.02836 0.353040572545753 1.75603360377685 104.56003
121.02839 0.30608002154578 1.94852033842868 73.93253
121.06467 0.890295557212016 -0.33849878926383 124.99173
121.06475 0.998369591716657 0.00426125420543939 172.75874
122.02356 0.471843928372095 -1.40979651522335 45.98049
122.05993 0.398434418735236 -1.61396816492894 44.53548
122.97451 0.736803423082957 -0.74586314720129 961.88416
123.03149 0.911297853186831 0.265758417831709 66.3465
123.04385 0.557639945078438 1.18903419219271 45.60574
123.04399 0.266269558965955 -2.1164717800955 151.29439
124.00277 0.426346205935165 -1.53426183469431 955.05319
124.03917 0.330146335944296 1.84519317666302 44.38645
125.02322 0.515418634365172 1.29800682819769 46.53301
125.05969 0.373013272706928 -1.68616719461982 59.18811
125.09604 0.864406727990631 0.413622624517598 221.82791
125.09604 0.864406727990631 0.413622624517598 146.47231
126.00079 0.12728176230526 2.88880862145513 71.81426
126.02991 0.786541195647772 0.624706567258612 44.4955
127.0001 0.303797213720224 1.96786153859356 914.42664
127.00014 0.406563915418293 1.59477601639984 878.01288
127.039 0.752598001465977 0.714995480516209 43.9322
127.07533 0.838803095603276 0.486920638323326 96.07196
128.03415 0.277469653481282 2.07054360893519 44.53548
128.04947 0.412636780945118 -1.57796727378411 95.8389
128.07054 0.528197300267989 -1.26176453536336 43.9702
129.00325 0.179416506744318 2.54217380205958 40.0967
129.05452 0.552019123762783 1.20110149676329 44.30521
129.05462 0.296020282610677 2.00774638531553 73.60823
129.96895 0.159744099416397 2.66889188410421 961.6272
129.97467 0.868429149912669 0.402624620888663 251.37225
130.06508 0.175232455879483 -2.56677671029383 230.33537
130.07552 0.688327022025882 0.851818859053366 45.53393
130.08627 0.298795026893935 1.99396118004093 105.88314
130.9826 0.791126072205682 -0.611732965946271 38.03467
131.0701 0.490978943575995 1.36380657345008 102.50203
131.07025 0.652917289257068 -0.942401826071905 60.60038
131.08142 0.740389573035147 0.737534779443432 41.43854
132.02868 0.648595698783985 0.955574429063617 40.14334
132.04438 0.994489569887283 0.0213149072034022 65.78519
132.06557 0.346609610869254 1.7938001996993 41.93781
132.86701 0.685676411664602 0.860311347868085 961.43378
132.89905 0.0700857474420129 3.44275035733999 984.36551
133.01304 0.39389245060811 1.62829661283842 43.99062
134.04613 0.82692086243223 0.521435555087672 43.37317
134.05981 0.71856498552905 0.781700575998459 66.32909
134.33928 0.649234224704032 -0.952790606112082 619.74683
134.89342 0.767765823979129 0.669449416548973 914.31836
134.89355 0.0944782497355124 3.20741531317756 981.5332
135.03016 0.334477870089358 1.83358711613439 44.97884
135.04398 0.497632642602532 -1.34944797233112 222.84267
135.04407 0.875910733769805 0.374044348420624 121.54514
135.93511 0.497632642602532 1.34720188620721 985.01218
135.96987 0.552857097218302 1.19847012380903 957.32684
136.03928 0.462456903986488 1.43289165118451 44.48132
136.04968 0.730159413016086 -0.755421594183008 117.66611
136.06135 0.524059177844837 1.27630096476353 73.3333
136.07561 0.354836772947255 -1.74835251457049 174.55289
136.07562 0.602151667050862 -1.06219798781727 352.76981
136.89057 0.179416506744318 2.54058222306669 983.65656
136.96324 0.526745618224333 -1.26790672059276 913.37204
137.02334 0.707369238960593 -0.810317307759512 74.71598
137.02339 0.726701691950834 0.763748080832749 44.3464
137.05968 0.847248439526382 0.458015104063638 175.11795
137.05976 0.871011098945568 -0.394008250749312 64.33801
138.05446 0.745231244659144 -0.727216499479678 48.02742
138.05509 0.428584314621367 -1.52730933589142 111.62576
138.96949 0.597157167931731 1.07212650682737 955.83002
138.96957 0.296020282610677 2.00921115475148 982.57751
139.03891 0.774484699367319 0.654528152066334 45.16906
139.05806 0.96189598824635 0.125081064282293 66.08443
139.11173 0.725326344264694 -0.766953828650863 345.71255
140.06191 0.917332091439972 -0.245572766203176 45.08325
141.01563 0.915221797403133 0.251115047324003 969.92072
141.01578 0.960482711387178 -0.133178568549018 915.68848
141.01831 0.725326344264694 -0.768242473180203 45.69596
142.04113 0.94292782571913 0.181359259774578 61.4611
142.05001 0.346746603572429 1.79043859678518 45.05375
143.04499 0.828770454780384 0.51730817611023 44.5436
143.07011 0.509677342383604 -1.31257072114249 109.31891
143.07023 0.870761244773848 0.395983412604951 62.28748
144.02914 0.649234224704032 -0.951560834489729 45.32663
144.04438 0.149388577911965 -2.72466385626762 96.0745
144.04438 0.149388577911965 -2.72466385626762 230.12503
144.04442 0.188076424756497 2.49232664488832 188.35402
144.06541 0.270613970874973 2.099643064926 55.0849
144.99825 0.364686892436682 -1.71139559077474 36.74022
145.04962 0.873075479851697 0.385063283438945 59.42994
145.06473 0.258759514284582 -2.162068419659 79.43048
145.08579 0.115414971626062 2.96742851051952 41.06287
146.02363 0.278495353742902 -2.06062232744451 60.51976
146.06002 0.728383942018878 -0.759718114464357 102.91502
146.06563 0.324681942702954 1.86100519904534 42.41372
146.95927 0.148670016867677 2.73566251362985 983.11105
146.95928 0.434020442616266 1.50323390396963 961.35217
147.04402 0.220884589447461 2.33692729073018 125.21611
147.06343 0.206082077916753 -2.38578358204703 96.70078
147.06468 0.232368967767398 2.27285473558571 45.2622
148.03942 0.277469653481282 2.07019624989304 64.58867
148.04269 0.794927403499375 0.600263114834054 44.90749
148.99822 0.0804226394603851 -3.34017405939457 961.88864
149.02675 0.0974484924152251 3.16601467579022 64.3154
149.0597 0.865826342768108 -0.40856993046347 349.5217
149.05971 0.654868036190282 0.938376006980924 420.52083
149.09608 0.198307583547328 -2.428320313627 333.74614
149.99333 0.958191209425741 -0.137058281453156 957.87735
149.9935 0.807184154194351 0.565341720137315 983.7298
150.0412 0.556285476199313 -1.19190408515128 43.81516
150.05489 0.230991550131762 2.27898690265877 62.15794
150.05494 0.929757002244708 0.213014791555837 94.5773
151.00269 0.992019983155461 -0.0284004015568938 60.02861
151.01377 0.60693054715626 1.04870493701013 956.01105
151.02517 0.204978056288512 2.39824973289522 44.99554
151.03908 0.754655406619879 0.709436811353861 120.44361
151.0392 0.58184883460828 -1.12274967918183 79.57034
151.07533 0.843521376059405 -0.467977509562662 223.10474
151.07533 0.843521376059405 -0.467977509562662 165.21252
152.04226 0.634797847302508 0.987973347913188 77.57869
152.07069 0.889130417740213 -0.341475827202988 42.99999
152.99465 0.278951165117353 -2.05806110190461 901.26849
152.99472 0.379465158527948 -1.6686085275039 945.32251
152.99473 0.110822133985922 -3.00481489393148 919.63947
153.01811 0.873075479851697 0.381617077837981 49.08306
153.01831 0.873075479851697 0.385064886386611 98.55808
153.05473 0.908663538771349 -0.276780722953139 58.58537
153.05481 0.929757002244708 0.211550895040907 44.65078
153.09104 0.497632642602532 -1.34599578759364 153.26929
153.09105 0.995387547900307 -0.018997226657054 275.42975
154.06093 0.109587680890825 3.05067039782568 42.53703
154.06121 0.796484384806598 0.593477251037215 362.07391
154.96434 0.159744099416397 2.66266811402368 984.00137
154.96435 0.163614827184449 2.63535825766476 962.16833
155.00098 0.996165512486125 -0.0123993527958106 45.95214
155.10672 0.832097976000702 -0.507495092485641 294.97409
156.06547 0.891738109585553 0.334176024678139 45.54482
156.96147 0.100841101909937 3.1196216475856 977.09717
157.04951 0.660161421697629 0.924245450045753 45.47744
157.04985 0.662557021069244 -0.91867415106513 64.10028
157.08597 0.871013447462992 -0.393721920772679 515.48813
158.06013 0.925578549523909 -0.228706951180242 45.47874
158.08118 0.506966462353307 1.3197040875068 93.50811
158.08122 0.950359486386907 -0.162269936649764 66.29565
158.93795 0.829761626276883 0.514658400264294 939.15424
158.93799 0.708676394090345 -0.806477298344333 971.57346
158.97749 0.857865378256941 0.43253776041777 36.26717
159.06532 0.399387730269141 -1.61184554574565 73.86371
159.06532 0.399387730269141 -1.61184554574565 106.33389
159.07642 0.635343069857877 0.985249656030119 42.3539
159.10157 0.975212116878737 -0.0891883375568677 126.08326
160.03951 0.895978958378277 0.317687520519023 179.06115
160.03952 0.346609610869254 -1.79234482044668 68.55778
160.06049 0.79632179086287 0.594489724661079 44.54831
160.8414 0.0700857474420129 3.44570512104239 951.26373
161.04471 0.756161628819788 0.699689982412386 44.46616
161.05989 0.910814890932974 -0.272256933033798 67.76027
162.05494 0.404875082671713 -1.59903560579196 65.67467
163.03922 0.627141199964558 1.00633169366639 239.24335
163.03922 0.627141199964558 1.00633169366639 334.96533
163.03924 0.845135910161352 0.46394481445935 103.3056
163.06012 0.584994054977223 1.11367986036238 44.40358
163.07538 0.823983366662108 -0.527806512796755 177.51291
164.03447 0.651734298915779 0.945507889681204 118.67671
164.05703 0.165221051116154 2.61913374020564 54.09315
164.0707 0.500714087226244 1.33352078528678 156.24593
164.92636 0.871011098945568 0.394504910245261 26.47338
164.98547 0.450808003785526 -1.46128296595141 45.83273
165.01838 0.832582091424318 -0.50631832213234 71.61917
165.05473 0.910835627644352 -0.267822022044477 368.00319
165.05474 0.831859418733019 0.508650497956073 124.72383
165.0548 0.713209788097351 -0.791755609503265 53.58932
165.0548 0.713209788097351 -0.791755609503265 172.72875
165.05487 0.278495353742902 2.06046730689073 100.95392
166.01704 0.612493208840076 1.03286964790025 46.04071
166.05003 0.831859418733019 0.50818050224287 43.78848
167.02036 0.256268554491616 2.16973647000076 44.34014
167.03421 0.813114180549648 0.551364926707448 64.25996
168.0423 0.905292597363609 0.286420842242842 43.68081
168.0657 0.251649871524566 -2.1998299101787 172.69618
168.98824 0.807658259573216 0.564251113308625 958.92194
169.04759 0.100841101909937 -3.12161969096257 183.48148
169.04966 0.872491088930816 0.391698711763758 45.79647
169.07615 0.955153360094356 -0.146757683052661 67.10841
170.03079 0.18888422372821 2.48635648667121 72.23784
170.04503 0.60693054715626 -1.04911364166415 45.78485
171.04015 0.990979238608402 0.0341379186496881 45.52677
171.06542 0.833363093195471 0.503582607200415 95.44153
171.10171 0.94626781219181 -0.173534184323785 817.52209
171.10174 0.850440583816875 0.44975747827394 304.34409
171.13809 0.771324097952869 -0.661640472932651 632.88074
172.0065 0.824681456460329 -0.525924472488552 46.13189
172.06071 0.876523590292197 -0.371256825484268 44.53814
172.0969 0.110992194492521 2.99572176023731 97.38914
172.09702 0.501539652520347 -1.33020121133303 61.52522
172.99322 0.592026459280879 -1.08223466749014 35.49985
173.02104 0.755185327742963 0.702828711774552 77.90289
173.08107 0.188076424756497 -2.49616850479096 138.24205
173.08108 0.321329150234256 -1.88503083922658 229.14383
173.08111 0.529177762466677 1.2566584297087 111.48793
173.08124 0.580486831095424 1.12696765205381 43.47999
173.11743 0.417866659810671 1.55669958939978 259.38783
174.05525 0.179416506744318 -2.53904343351261 230.2915
174.07624 0.165221051116154 2.62677009748662 44.25567
174.95536 0.990280295291636 0.0385237750600204 252.57779
174.95547 0.521464386824568 -1.28068181100591 198.41692
175.06043 0.873075479851697 0.388496010622908 45.0586
175.0756 0.261966902052244 -2.15286999912312 333.76799
175.09657 0.349656219102646 1.78109119351248 113.13872
175.0966 0.868429149912669 -0.402210060853 169.57782
176.03442 0.372557223878456 -1.68896711298581 54.03092
176.03455 0.555626739180599 -1.19331965210352 161.69328
176.03797 0.427605021989381 -1.52936653816402 61.62023
176.05562 0.124692904558208 2.90421696195075 44.061
177.01863 0.795035183126601 -0.597277779602233 75.58577
177.03944 0.414014042318929 1.57348361933197 45.49677
178.05013 0.791282205674015 -0.61033825983786 71.42454
178.07092 0.829761626276883 -0.515395095798114 41.47463
179.0013 0.307833668577865 -1.94128727595905 53.76979
179.03417 0.894880703352204 0.319781389858137 114.12017
179.0343 0.795035183126601 0.599377445821183 74.78814
179.05532 0.379498289070581 1.66781511640534 43.09045
179.10685 0.241102521579362 2.24024305747405 384.40588
179.10685 0.241102521579362 2.24024305747405 567.04254
180.0297 0.599543795136686 1.06663778511548 48.41844
180.03272 0.834373741744382 -0.498508016613142 946.85071
180.03273 0.860674846071422 0.425109438228245 981.03827
180.06567 0.976841931220404 0.0808709068106677 74.73329
180.06572 0.215173289993842 2.35730990361271 44.44303
181.01671 0.535239400321114 -1.24284797003667 50.06313
181.0499 0.707521452503986 0.808672853498518 64.73859
181.0499 0.707521452503986 0.808672853498518 129.35823
181.04996 0.266338806157315 -2.11558874062979 256.48737
181.05962 0.567348985826427 1.16403581372504 45.27001
181.06089 0.864406727990631 -0.413388452471983 172.53751
181.08617 0.938649741106033 0.189221082501552 287.66107
181.08617 0.938649741106033 0.189221082501552 100.14675
181.12258 0.863438057208861 -0.416229809555514 392.93527
182.04451 0.525002781072252 -1.27118420673936 52.9584
182.08152 0.746790647942322 -0.723677625162587 97.01228
182.98786 0.976841931220404 0.0826565765939353 237.20148
183.04863 0.559232572299359 1.18094561991333 46.31813
183.0919 0.91480670053295 -0.253122133596361 74.26781
183.10162 0.620099343067329 1.01799502807815 124.45471
183.1018 0.909068718660166 0.275740979207944 347.06075
183.13817 0.914179539973732 -0.257474736751214 520.46979
183.13828 0.795035183126601 0.597441329505439 426.25949
184.06083 0.518221722636952 -1.29063702452292 44.74849
184.09707 0.763454812240072 -0.682179587916277 116.6706
184.99073 0.924144226135347 -0.232639490596444 352.51016
185.02713 0.711629469027357 -0.801034767414332 93.17905
185.05605 0.165221051116154 2.61704839525529 45.11422
185.08087 0.736803423082957 -0.746469420849831 134.71971
185.08102 0.559232572299359 -1.18138835187121 164.88933
185.10752 0.436893641772713 -1.49719277743377 74.6988
185.11745 0.654868036190282 0.937252587235897 703.72089
186.02231 0.656053877803588 -0.933402728869008 61.01518
186.06755 0.578692940688185 -1.136704996479 45.02076
186.07651 0.731648678544423 0.752985402554879 74.48561
186.11263 0.378632066896967 1.67018811155582 144.44928
186.11277 0.997159473152521 0.00888240462039758 209.9512
186.11278 0.905292597363609 -0.2863984023403 172.0726
187.00391 0.944186557359576 0.178623325529832 85.50146
187.00896 0.558462647901682 -1.18675604533897 36.3636
187.03684 0.963213544942023 -0.121697692245649 125.2411
187.07151 0.580486831095424 1.13222536231478 44.76439
187.09688 0.891866680493649 0.330727406876282 221.59006
187.13314 0.870761244773848 -0.396500582549169 522.14102
188.0099 0.576368155703781 -1.14192930263446 121.85245
188.01005 0.730159413016086 -0.755131473324283 53.21456
188.07094 0.365299066222019 -1.70903451851999 346.10486
188.09192 0.573042542691369 -1.1489560097575 45.26553
188.97113 0.87566169310395 0.375410793432761 26.75822
189.07589 0.518221722636952 1.29112793420588 44.82421
189.07638 0.810674725400655 -0.557025077858983 66.03698
190.04227 0.655131512200926 -0.936471408364835 45.09463
190.0503 0.19016556729833 -2.47350651145317 96.44953
190.05352 0.67990206862102 0.883577802732986 66.08524
190.92791 0.546893935116523 1.21610925166 22.1802
191.03591 0.497632642602532 1.34007067281164 45.45613
191.07058 0.771324097952869 -0.662196158656631 434.12827
191.0707 0.424666715767952 -1.53887220654821 198.84023
192.06579 0.307833668577865 1.9374771679762 104.84979
192.06584 0.376337016525943 1.67648442371558 54.71811
193.00319 0.784597991795246 0.631411334906847 222.06292
193.04976 0.303943604271038 1.95656558455933 45.21254
193.04996 0.446596770500785 -1.47056206116141 126.56842
193.05004 0.320002019668062 -1.89350739332418 151.74384
193.08624 0.230991550131762 2.28201903822069 482.7914
193.08646 0.155140587790364 -2.69814348183095 331.21826
193.08932 0.276257252213408 2.075929542887 370.20245
194.04872 0.0952074421556119 3.19721046168873 60.63115
194.08107 0.156045464656059 -2.68985231908068 118.02586
194.08956 0.309691953694382 -1.92739223539341 334.51753
194.90503 0.834373741744382 -0.499152286278367 615.77881
194.90506 0.252881420792461 -2.19230488378931 847.43665
194.90507 0.789369475834102 -0.615878961138379 720.57318
194.90508 0.528974480078187 -1.25865134310188 750.8349
195.03682 0.830946535679391 0.51043007951093 48.01613
195.06571 0.899014088143189 0.307504117552424 115.73926
195.06573 0.761198380775412 0.688489383512496 78.42141
195.06585 0.995387547900307 0.0195469242576156 334.90688
195.13822 0.996165512486125 0.0136111497130519 193.36353
195.13826 0.296020282610677 2.0042690840118 554.65433
196.04879 0.417026097096216 -1.55956571568329 45.5186
196.0609 0.497632642602532 1.3480210155913 67.13771
197.04493 0.892746730876745 0.325360916451944 45.63268
197.04514 0.299268192429396 -1.99008724503806 119.2892
197.08123 0.754777600397236 0.706254793389971 275.78452
197.08133 0.992019983155461 -0.0280915425128866 164.00974
197.08134 0.38996129570012 -1.63695764769678 201.39316
197.11762 0.910814890932974 -0.272162924604755 97.95226
197.11768 0.666650891428245 0.910370368166205 81.43855
198.06801 0.630371312654561 -0.998783338959442 304.55887
198.07621 0.520657688883718 -1.28410730756586 45.31569
198.14928 0.893776595744545 -0.322713203609295 492.96423
199.00067 0.0646905247308566 -3.59134158529594 915.63306
199.06049 0.472199527157309 1.40715213996346 96.90262
199.06066 0.444415906318479 1.47841244806875 45.46873
199.09698 0.663709669786281 -0.916230878495214 295.79886
199.097 0.883329474038663 -0.357509348470421 172.9767
199.13318 0.663709669786281 0.916299118444814 388.68063
199.13326 0.736803423082957 -0.746134296616708 465.26392
199.16965 0.857855698221846 0.433348114964055 732.56873
200.05595 0.786541195647772 0.624321014375565 45.38776
200.09219 0.950359486386907 0.162934066445204 70.13763
200.09223 0.946642171357408 -0.172105399090657 204.75005
200.10049 0.97235063235775 -0.099001440448261 294.42546
200.12857 0.386516200495628 1.64697646204415 271.82465
201.04029 0.895978958378277 0.315034010771407 44.64727
201.07636 0.395605610208577 -1.61955826867263 67.49179
201.11257 0.188076424756497 -2.49416188675321 597.87756
201.11257 0.188076424756497 -2.49416188675321 101.10746
201.11265 0.79270806287126 -0.605793934566201 345.01056
201.13186 0.852338386696712 0.444592340798764 294.22568
201.14891 0.692945473506581 0.843877650211672 424.40836
202.10713 0.98409299461326 -0.0612826106896728 45.06905
203.03199 0.524396081640564 -1.27520394331288 222.96864
203.05592 0.934050511152164 -0.200507713461255 78.03803
203.07072 0.467695191202363 1.42222493517902 111.15646
203.08137 0.699814197639986 0.825391417481987 44.64295
203.08214 0.812019784893998 -0.553704462627075 160.15989
203.12819 0.511331318678434 -1.30447748291041 129.69936
203.12819 0.511331318678434 -1.30447748291041 94.3976
203.12834 0.789360872985104 0.616219939720963 262.8006
204.05086 0.486381177685525 1.37775661434739 44.89149
204.06633 0.413109228917615 1.57635225156879 143.25603
204.06913 0.431337778411056 1.51052710855532 81.93613
205.04987 0.278127095303175 -2.06552199111015 67.41911
205.05017 0.806714790169493 -0.566352828390042 102.07553
205.07102 0.852573770840129 -0.443487490577801 44.81971
205.12279 0.18888422372821 -2.48511214855895 371.6834
205.15907 0.846864011008053 0.458712024647458 723.509
206.01217 0.147356963661348 -2.74304547898475 45.63434
206.04549 0.253316599122447 -2.18062210730569 67.15651
206.04897 0.524059177844837 -1.27653757225591 44.96841
206.08153 0.873075479851697 0.385409546365562 97.73508
206.08171 0.417026097096216 1.55903396296275 123.688
207.05029 0.838803095603276 0.487641750266048 45.54715
207.0657 0.868327806420613 0.40317193965441 367.20023
207.06582 0.725326344264694 0.767942964964338 101.59658
208.06107 0.511289911261028 -1.30527291660633 102.24645
208.06111 0.823983366662108 0.528027931174626 59.67601
208.09734 0.501539652520347 -1.33003285429512 168.79464
208.96054 0.895978958378277 -0.315474856908922 34.72375
209.04516 0.0627972553953271 -3.63452175347033 276.16226
209.05298 0.230991550131762 -2.27912449990832 57.89452
209.0662 0.324681942702954 1.86178757109284 43.17908
209.07905 0.996165512486125 -0.0130083137116554 221.84334
209.08138 0.826131569564084 0.524104261146785 113.37606
209.0815 0.967272838135491 0.110003502707009 318.25311
209.08154 0.681373796678899 -0.876714705336475 146.92651
209.08162 0.950364475655599 -0.161097898769153 178.44468
209.08886 0.662103059944539 0.919460805207464 86.91739
209.15407 0.524396081640564 1.27546487190039 497.46619
210.05326 0.873075479851697 0.387732617145062 45.65268
210.05326 0.873075479851697 0.387732617145062 347.7226
210.05963 0.22419445004449 2.31857098705874 19.52868
211.05258 0.887712036562977 -0.346181123106734 46.39649
211.06089 0.875495636728061 -0.376066046464285 125.86713
211.09703 0.218786511745813 2.34283809330674 91.41134
211.13343 0.969500086529083 -0.104848344616306 448.05823
211.13349 0.552411761825617 -1.1999779412764 382.92453
211.1335 0.508702640571621 1.31442048189717 548.68073
211.16981 0.483900022871305 -1.3849490667601 724.84293
212.03251 0.975858273241825 0.0872904485599021 94.75871
212.05608 0.561505349296623 -1.17353190318013 45.25096
212.07459 0.754655406619879 0.709897588534825 20.77275
212.97893 0.303943604271038 -1.95883691678426 952.92145
213.05417 0.688630411195188 0.85090024316035 90.76086
213.07164 0.433339315242905 1.50591436819874 46.0115
213.09139 0.635343069857877 -0.986302064948907 545.17502
