"m.z" "p.value" "t.score"
73.02806 0.303943604271038 1.95704053854538
74.02331 0.580486831095424 1.12885704429167
75.0073 0.310236896441211 1.92401881252653
78.95758 0.586844568548695 1.10685154537082
79.95596 0.538609326125893 -1.23584039369982
80.96383 0.470984367670097 -1.41569536547823
82.95267 0.126953681837464 2.89169471820908
85.02802 0.652769615007377 0.942866770415755
85.06443 0.471597261900817 1.41257635217241
87.00713 0.258502344988994 2.16402062099685
87.04369 0.587925704278364 -1.10322102710625
87.04371 0.636419942236376 -0.981048878789416
88.03894 0.178351203411716 2.55436133469399
89.02294 0.209711929427491 2.36994220597112
91.05387 0.589587203297184 -1.09609667114895
92.92662 0.109587680890825 3.05464035397628
92.92672 0.639070858090611 0.976036372266103
93.03316 0.829761626276883 -0.514543271068231
94.02841 0.508475200751231 -1.31541019863087
94.97934 0.711629469027357 0.798282954235134
94.97936 0.659792784794385 -0.927705735052648
94.97942 0.189930613824076 2.47958242045149
96.95865 0.914179539973732 -0.255280905106997
96.95868 0.745231244659144 -0.72714802444803
96.95879 0.167522242205041 -2.6013506522659
96.95881 0.722698164623213 0.77412516005975
96.96827 0.115414971626062 2.96948313882398
98.02336 0.873723915194444 -0.380028549027643
98.95444 0.711629469027357 0.798523389796041
98.97259 0.948768247086331 0.16760378453275
99.0074 0.220884589447461 2.3361252817707
99.0438 0.368701172967413 -1.69669917306221
99.04382 0.97235063235775 0.0991288305285459
99.92439 0.147356963661348 -2.74168251176382
99.9244 0.30167119859594 -1.97653440104775
99.92441 0.707592067380189 0.808005292280543
99.92441182 0.659921908160367 0.925773765438277
99.92441474 0.648929030120507 0.954050310298043
99.9244165 0.395092714801498 1.62215803066978
99.92442 0.820053011876524 -0.534963888987463
99.9245 0.761466942933934 0.68747937096394
100.03908 0.754777600397236 0.706396345018184
100.92456 0.148976201371596 -2.72997585769094
101.02304 0.199480689081891 2.4213563535461
101.05947 0.773232252572723 0.658197686992111
101.05947113 0.193375356191675 -2.4520127533765
101.0594767 0.858228411961718 0.430008316128061
102.05474 0.580486831095424 1.12920804893114
102.98728 0.409555314483117 -1.58865828564022
103.03878 0.189930613824076 2.48034573878822
104.03388 0.726879276661614 0.762748522613684
105.95913 0.952111776743568 0.156146523284813
106.04113 0.89506756515858 0.319005653392777
107.01268 0.655848702845706 0.934513528284489
107.02378 0.843137541218763 0.468798665363457
107.04893 0.801026854108329 0.579525299557608
107.04896 0.974911035314328 0.0913194916394706
108.04414 0.340811238539658 1.82100153599733
108.04426 0.766931677334898 0.672401053531645
109.00305 0.899295748365181 -0.304633814270473
109.00308 0.915057270586199 0.251587377042044
109.00308702 0.654868036190282 -0.939064315884079
109.02827 0.63032666523207 -1.00108538962044
109.02828 0.763454812240072 -0.681766910804717
109.02836 0.573042542691369 1.14746752425114
110.02363 0.381374771587333 -1.66331425154413
111.00751 0.926844120400401 0.220977765125039
111.04393 0.761198380775412 -0.688838320195542
111.08031 0.950359486386907 -0.165263640545257
112.03918 0.674840606537781 0.893498348056087
112.98436 0.660287854005977 -0.922914140431758
112.98453 0.769839713110941 0.664351225930556
113.02315 0.36631363279991 1.70448217507834
113.05959 0.58184883460828 -1.12181449474758
114.01842 0.609031819973687 1.04502199566168
114.05485 0.447024490245307 1.46963950485544
114.92511 0.284786339689691 2.04303682599997
114.9328 0.483900022871305 -1.3836034946948
114.93282 0.686656502062337 0.856576881971671
114.93282863 0.890993975813944 0.337158324058872
114.9328362 0.870814899867262 -0.395641104481594
114.9328367 0.497632642602532 -1.3523999041684
114.9328603 0.0687765723695619 -3.52108849313716
114.98759 0.793800954397804 -0.603966810319809
115.0389 0.688180174621886 0.852273126793133
115.07521 0.263512208062921 -2.14612657016616
115.07522 0.209172753017287 -2.37385683151146
115.98833 0.989833727345417 0.0399360842545925
116.0494 0.899285896340139 -0.306064273100663
116.07009 0.142042346014382 -2.80199565565924
116.07041 0.117308528425136 2.95720888558232
116.92727 0.96189598824635 -0.125185401424684
116.92728 0.644482502763697 -0.964771849035255
116.92729 0.836440583809994 0.493464627194328
116.92729209 0.76853439693668 -0.66609921524998
116.9273 0.60693054715626 -1.04926982488551
116.92731 0.892100205051683 -0.327955115170553
116.92731377 0.911297853186831 0.264871030636897
116.92731889 0.996177686291085 0.0109738419569419
116.92741 0.807769944206277 0.563809200562369
116.92741639 0.887614329264622 -0.348277862445611
116.92745 0.521009440221096 -1.28266600302695
116.97121 0.950359486386907 -0.163620780056375
117.03334 0.638209636636468 0.978201882983434
117.03356 0.830689231995756 -0.510988562820671
117.05463 0.967049359503371 -0.111038304846496
117.92739 0.199447189071467 -2.4230759924302
117.92739282 0.204978056288512 -2.40034876340106
117.92741 0.907559120352765 0.279573105735295
117.92743 0.81396533339086 0.547547631597064
117.92743722 0.766931677334898 0.672457404279971
117.92744 0.711629469027357 0.795180535981438
117.9274475 0.973720340584363 0.0942255786317747
117.92745 0.801026854108329 0.579499854800346
117.92746 0.855353162122877 -0.439357156429296
117.92749 0.881618922026613 -0.361456043783874
117.92756 0.418140800093544 -1.55592987370025
118.02141 0.423617171229787 1.54520544508909
118.03681 0.911297853186831 0.265458454319717
118.04982 0.353012069232912 1.75903643544195
118.91706 0.660161421697629 0.92463611403708
118.91707 0.681373796678899 -0.879699464920004
118.91708 0.813675524637911 0.548187813530131
118.92546 0.16178506575361 -2.64330295188532
118.92554 0.323202687003165 -1.87835590344597
118.92563 0.263412022002893 -2.14819048986545
118.92569 0.386870046768034 -1.64531727811276
118.93169 0.353012069232912 1.76003295381801
118.96816 0.834373741744382 0.500880198487999
119.01604 0.570277074780119 -1.15467660983117
119.03373 0.457837725921101 1.44538312829221
119.04904 0.590423143882898 -1.08874842677074
119.04906 0.386516200495628 1.64734166570539
119.04908 0.775159114870087 0.65212676998566
121.02833 0.344568513076729 -1.80515776322293
121.02835 0.525002781072252 1.2714871471749
121.02836 0.353040572545753 1.75603360377685
121.02839 0.30608002154578 1.94852033842868
121.06467 0.890295557212016 -0.33849878926383
121.06475 0.998369591716657 0.00426125420543939
122.02356 0.471843928372095 -1.40979651522335
122.05993 0.398434418735236 -1.61396816492894
122.97451 0.736803423082957 -0.74586314720129
123.03149 0.911297853186831 0.265758417831709
123.04385 0.557639945078438 1.18903419219271
123.04399 0.266269558965955 -2.1164717800955
124.00277 0.426346205935165 -1.53426183469431
124.03917 0.330146335944296 1.84519317666302
125.02322 0.515418634365172 1.29800682819769
125.05969 0.373013272706928 -1.68616719461982
125.09604 0.864406727990631 0.413622624517598
126.00079 0.12728176230526 2.88880862145513
126.02991 0.786541195647772 0.624706567258612
127.0001 0.303797213720224 1.96786153859356
127.00014 0.406563915418293 1.59477601639984
127.039 0.752598001465977 0.714995480516209
127.07533 0.838803095603276 0.486920638323326
128.03415 0.277469653481282 2.07054360893519
128.04947 0.412636780945118 -1.57796727378411
128.07054 0.528197300267989 -1.26176453536336
129.00325 0.179416506744318 2.54217380205958
129.05452 0.552019123762783 1.20110149676329
129.05462 0.296020282610677 2.00774638531553
129.96895 0.159744099416397 2.66889188410421
129.97467 0.868429149912669 0.402624620888663
130.06508 0.175232455879483 -2.56677671029383
130.07552 0.688327022025882 0.851818859053366
130.08627 0.298795026893935 1.99396118004093
130.9826 0.791126072205682 -0.611732965946271
131.0701 0.490978943575995 1.36380657345008
131.07025 0.652917289257068 -0.942401826071905
131.08142 0.740389573035147 0.737534779443432
132.02868 0.648595698783985 0.955574429063617
132.04438 0.994489569887283 0.0213149072034022
132.06557 0.346609610869254 1.7938001996993
132.86701 0.685676411664602 0.860311347868085
132.89905 0.0700857474420129 3.44275035733999
133.01304 0.39389245060811 1.62829661283842
134.04613 0.82692086243223 0.521435555087672
134.05981 0.71856498552905 0.781700575998459
134.33928 0.649234224704032 -0.952790606112082
134.89342 0.767765823979129 0.669449416548973
134.89355 0.0944782497355124 3.20741531317756
135.03016 0.334477870089358 1.83358711613439
135.04398 0.497632642602532 -1.34944797233112
135.04403187 0.93132314917349 0.207012042814148
135.04407 0.875910733769805 0.374044348420624
135.93511 0.497632642602532 1.34720188620721
135.96987 0.552857097218302 1.19847012380903
136.03928 0.462456903986488 1.43289165118451
136.04968 0.730159413016086 -0.755421594183008
136.06135 0.524059177844837 1.27630096476353
136.07561 0.354836772947255 -1.74835251457049
136.07562 0.602151667050862 -1.06219798781727
136.89057 0.179416506744318 2.54058222306669
136.96324 0.526745618224333 -1.26790672059276
137.02334 0.707369238960593 -0.810317307759512
137.02339 0.726701691950834 0.763748080832749
137.05968 0.847248439526382 0.458015104063638
137.05976 0.871011098945568 -0.394008250749312
138.05446 0.745231244659144 -0.727216499479678
138.05509 0.428584314621367 -1.52730933589142
138.96949 0.597157167931731 1.07212650682737
138.96957 0.296020282610677 2.00921115475148
139.03891 0.774484699367319 0.654528152066334
139.05806 0.96189598824635 0.125081064282293
139.11173 0.725326344264694 -0.766953828650863
140.06191 0.917332091439972 -0.245572766203176
141.01563 0.915221797403133 0.251115047324003
141.01578 0.960482711387178 -0.133178568549018
141.01831 0.725326344264694 -0.768242473180203
142.04113 0.94292782571913 0.181359259774578
142.05001 0.346746603572429 1.79043859678518
143.04499 0.828770454780384 0.51730817611023
143.07011 0.509677342383604 -1.31257072114249
143.07023 0.870761244773848 0.395983412604951
144.02914 0.649234224704032 -0.951560834489729
144.04438 0.149388577911965 -2.72466385626762
144.04438319 0.452122815446458 -1.45746618423689
144.04442 0.188076424756497 2.49232664488832
144.06541 0.270613970874973 2.099643064926
144.99825 0.364686892436682 -1.71139559077474
145.04962 0.873075479851697 0.385063283438945
145.06473 0.258759514284582 -2.162068419659
145.08579 0.115414971626062 2.96742851051952
146.02363 0.278495353742902 -2.06062232744451
146.06002 0.728383942018878 -0.759718114464357
146.06563 0.324681942702954 1.86100519904534
146.95927 0.148670016867677 2.73566251362985
146.95928 0.434020442616266 1.50323390396963
147.04402 0.220884589447461 2.33692729073018
147.06343 0.206082077916753 -2.38578358204703
147.06468 0.232368967767398 2.27285473558571
148.03942 0.277469653481282 2.07019624989304
148.04269 0.794927403499375 0.600263114834054
148.99822 0.0804226394603851 -3.34017405939457
149.02675 0.0974484924152251 3.16601467579022
149.0597 0.865826342768108 -0.40856993046347
149.05971 0.654868036190282 0.938376006980924
149.09608 0.198307583547328 -2.428320313627
149.99333 0.958191209425741 -0.137058281453156
149.9935 0.807184154194351 0.565341720137315
150.0412 0.556285476199313 -1.19190408515128
150.05489 0.230991550131762 2.27898690265877
150.05494 0.929757002244708 0.213014791555837
151.00269 0.992019983155461 -0.0284004015568938
151.01377 0.60693054715626 1.04870493701013
151.02517 0.204978056288512 2.39824973289522
151.03908 0.754655406619879 0.709436811353861
151.0392 0.58184883460828 -1.12274967918183
151.07533 0.843521376059405 -0.467977509562662
152.04226 0.634797847302508 0.987973347913188
152.07069 0.889130417740213 -0.341475827202988
152.99465 0.278951165117353 -2.05806110190461
152.99472 0.379465158527948 -1.6686085275039
152.99473 0.110822133985922 -3.00481489393148
153.01811 0.873075479851697 0.381617077837981
153.01831 0.873075479851697 0.385064886386611
153.05473 0.908663538771349 -0.276780722953139
153.05481 0.929757002244708 0.211550895040907
153.09104 0.497632642602532 -1.34599578759364
153.09105 0.995387547900307 -0.018997226657054
154.06093 0.109587680890825 3.05067039782568
154.06121 0.796484384806598 0.593477251037215
154.96434 0.159744099416397 2.66266811402368
154.96435 0.163614827184449 2.63535825766476
155.00098 0.996165512486125 -0.0123993527958106
155.10672 0.832097976000702 -0.507495092485641
156.06547 0.891738109585553 0.334176024678139
156.96147 0.100841101909937 3.1196216475856
157.04951 0.660161421697629 0.924245450045753
157.04985 0.662557021069244 -0.91867415106513
157.08597 0.871013447462992 -0.393721920772679
158.06013 0.925578549523909 -0.228706951180242
158.08118 0.506966462353307 1.3197040875068
158.08122 0.950359486386907 -0.162269936649764
