"m.z"	"r.t"	"p.value"	"t.score"
731.8535	93.7	0.167410971	1.388263194
732.5129	69.4	0.007455382	2.716024865
732.5527	121.8	0.017937658	-2.404044848
732.6095	133.9	0.88789511	-0.141219774
732.6644	76	0.852904108	-0.185753443
732.6751	76.2	0.116418436	-1.579576455
732.6965	65.9	0.046272798	2.007958788
732.8574	91.4	0.000912644	3.372940425
733.3301	159.8	0.794800641	-0.26049395
733.556	121.6	0.023702224	-2.305041405
733.6742	76	0.386889064	0.867669606
733.8313	158.8	0.763782848	-0.301014072
734.2183	189.3	0.677507885	-0.416700715
734.4989	96.1	0.238875111	1.184157898
734.5122	68.9	0.172363524	1.370580865
734.5693	122.4	0.000115651	3.950025843
734.6591	75.9	0.943356398	0.071172699
734.6698	76	0.973020999	0.033883011
734.6927	65.1	0.093971447	1.684980441
734.8095	118.7	0.332507481	0.9718434
735.3971	105.4	0.071030094	-1.823249757
735.5717	122.8	0.446262337	0.763861127
735.6729	76.3	0.015905091	-2.460374291
736.5009	72.4	0.222246519	1.225352003
736.5085	69.2	0.000939183	3.38669085
736.6825	89.8	0.048213179	-1.995114403
736.8232	42.5	0.618935587	0.498653876
736.8471	113.9	0.427482005	0.795737124
736.8551	113.8	0.127411408	-1.534701442
737.0349	192.6	0.693707111	0.394590066
737.2014	193.8	0.339602343	-0.957975254
737.2847	190.8	0.36337685	0.911935828
737.3577	113.7	0.316461353	-1.005033354
737.3949	197.4	0.073732654	-1.806450349
737.5077	198.4	0.397445458	-0.849728781
737.6179	198.7	0.371042404	-0.898592657
737.6852	98	0.105518969	-1.631122622
737.7283	199.1	0.658434502	-0.44334373
737.8411	198.7	0.449143373	-0.759490815
737.8573	114	0.213733618	1.248206217
737.9515	197.7	0.41335004	-0.821027411
738.0644	197.2	0.916556009	-0.104940959
738.1747	197.2	0.376259411	-0.887395483
738.2874	189.9	0.220501763	1.229522601
738.4597	73.5	0.018353305	2.383343774
738.4951	73.5	0.290758578	-1.061348969
738.5054	72.1	0.051329998	1.963662828
738.6863	72.4	0.421947542	0.805231741
738.7025	65.6	0.413752705	-0.820530522
739.061	201.8	0.535599533	0.620845527
739.1716	201.5	0.869817175	0.16416806
739.2846	202.1	0.660986969	-0.439413801
739.3955	201.2	0.688804557	0.40117298
739.4439	66.1	0.721455008	-0.357100457
739.5061	197.9	0.424335419	0.800893251
739.6183	202.2	0.674370748	-0.420931106
739.7301	200.9	0.510045076	-0.660147405
739.7896	88.1	0.117269664	1.575076728
739.8408	198.7	0.631152131	-0.48098701
739.9515	201.1	0.046846722	2.001734014
740.0623	200.9	0.011434046	2.556308188
740.4567	73.9	0.002801522	3.032181648
740.503	68.2	0.683297301	-0.408718213
740.522	87.8	0.040131091	2.067530237
740.5461	70.2	0.780604465	0.278994823
740.7002	65.4	0.007804405	-2.733988077
740.7652	95.2	0.041045171	2.059260331
740.7923	87.7	0.551187766	-0.597530158
741.461	76	0.383510665	-0.874467908
741.5261	99.6	0.859968413	-0.176740014
741.5314	132.9	0.668421377	-0.429307433
741.8323	111.4	0.946900146	0.066713737
742.4537	73.7	0.01428287	2.475285209
742.4998	69.2	0.308385495	-1.024880421
742.5323	107.3	0.942659059	0.072071767
742.5432	71.2	0.964469515	0.044633698
742.573	119.3	1.09E-05	4.554040211
742.7012	88.3	0.143133886	-1.47357779
742.7251	65.8	0.007486745	2.708014368
743.0349	135.5	0.466575541	0.729681073
743.3395	176.5	0.075301415	1.789126087
743.5408	101.2	0.585474994	0.546574314
743.576	121	0.004492318	2.886346592
743.6741	176.8	0.003013317	3.025060325
743.704	85.6	0.236246803	-1.190056682
743.8184	42	5.67E-07	5.201286561
743.8645	61.5	0.305350805	1.02798756
743.9276	56.6	0.28655102	1.0693813
743.9329	111.8	0.101766947	-1.655662405
744.4504	73.7	0.077444968	1.776176726
744.5404	72.2	0.472461183	-0.720656727
744.5522	108.8	0.812320309	-0.237813018
744.5894	121.6	1.52E-05	4.470637012
744.7011	85.7	0.683451093	-0.408621321
744.7216	66.8	0.850378659	0.189036544
744.8214	44.7	0.133245842	1.508953539
744.8429	114.3	0.765401891	0.298855252
745.4065	112.8	0.055339804	-1.938776855
745.5559	106.7	0.889132107	-0.139639831
745.592	121.8	0.070666891	1.821083966
745.6893	91.8	0.801848701	-0.25140672
745.6975	98	0.268856654	-1.110412886
745.8724	92.1	0.001583069	3.212315939
745.9053	114.9	0.065383023	-1.865697262
746.4913	73.7	0.070981169	1.816855062
746.5371	80.4	0.81195471	-0.238303416
746.5684	121.7	0.141814824	-1.476834604
746.6049	121.7	3.27E-05	4.264303277
746.7014	87.8	0.576477739	-0.559782736
746.7177	66.1	0.229696143	-1.20685022
746.8658	153.2	0.792747855	-0.263165793
746.874	87.6	0.000853346	3.398407214
747.0547	168.3	0.322170934	-0.993845001
747.5716	121.7	0.662302114	-0.437512204
747.6085	121.5	6.81E-05	4.082153514
747.696	89.7	0.488987678	-0.69368452
747.8774	88.1	0.376014161	-0.888291597
748.4867	74.2	0.734768595	0.339415438
748.5243	84.8	0.844521747	-0.196471507
748.5323	84	0.328338949	-0.981326177
748.6451	76.3	0.275229729	1.094470989
749.5282	92.6	0.96948431	0.038319095
749.6466	74.7	0.754702095	0.312927807
749.815	74.4	0.008603321	-2.666324465
750.0185	100.1	0.214049534	1.24929817
750.217	106.4	0.570577437	-0.568381605
750.4842	74.3	0.986059481	-0.017499819
750.5406	89.5	0.009080654	2.638316002
750.5729	75.9	0.104377565	-1.634124398
750.6419	75.2	0.201351055	-1.28838299
750.6667	175.8	0.053523283	-1.957868803
750.7385	87.1	0.516840214	0.649784781
750.7468	87.3	0.002032374	-3.15497175
750.7909	106.8	0.909539625	-0.113783099
750.8133	58.4	1.68E-08	5.916534354
750.8281	113.3	0.412180946	-0.822357379
751.5438	92.1	0.534549349	-0.622692572
751.57	134.1	0.71301924	0.368399797
751.7498	86.7	0.123580509	-1.550680883
751.816	59.2	0.027355837	2.235334478
752.4813	75.9	0.743556734	0.327756047
752.5175	122.4	0.049865812	-1.977448748
752.5564	89.6	0.233799272	-1.197739758
752.5691	74.2	0.050770983	1.969434584
752.5746	131.9	0.806708313	0.245094988
752.8186	60.2	0.347935048	-0.943343801
753.3593	186.6	0.201539447	1.281932088
753.4582	62.8	0.482009798	-0.704996342
753.5231	116.1	0.047486438	-2.002858214
753.5593	106.2	0.026545048	2.239420368
753.9478	109.8	0.047063487	-2.019466674
754.4319	75	0.247301007	1.161256984
754.4781	73.9	0.336699229	0.963345857
754.5342	120.3	0.002932505	-3.03459307
754.5677	74.3	0.101621314	1.645703852
754.988	149.1	0.315987855	1.005571398
755.1689	183	0.545404863	-0.606286385
755.4894	148	0.996610041	-0.0042559
755.5374	124.3	0.580029966	-0.554554614
755.7011	106	0.830985729	0.213755679
755.7262	90.7	0.051501658	-1.964781118
755.9911	151.5	0.696547378	-0.390782798
756.4293	74.6	0.026948994	2.230749878
756.5186	76.8	0.826037681	-0.220142383
756.5515	122.7	0.227142759	1.212727881
756.7141	106.7	0.841868143	0.199860127
756.9461	150.5	0.453166081	0.752035783
757.5553	121.5	0.756094342	0.311203399
757.62	132.6	0.002550375	3.071107026
757.7238	71.8	0.146489759	-1.459830813
757.9027	116.9	0.028346501	2.214501862
758.1799	121.3	0.474280629	-0.717395725
758.4266	75.1	0.531236561	0.627629933
758.5159	74.9	0.598607649	0.527440665
758.5555	121.8	0.315999081	-1.005869261
758.5671	122.1	0.353543497	0.930572735
758.9565	123.4	0.666200813	-0.432639481
759.5152	71	0.017936773	2.389138825
759.5713	121	0.110618654	1.603403139
759.7202	66	0.119770228	-1.566003404
760.4233	74.8	0.003082127	3.011202662
760.5134	76.3	0.146974979	-1.463815898
760.5831	121.2	0.389151828	0.863374896
760.8202	114.2	0.938302559	0.077569675
760.8427	126.5	0.79936027	-0.254633244
760.8794	165.9	0.941979404	-0.07289221
761.5139	71.6	9.19E-05	4.033284159
761.5865	120.4	0.559391145	0.585432671
761.7701	87.7	0.028480875	2.208626268
761.8463	125.9	0.841781103	-0.200000999
762.4643	76	2.05E-05	4.408623536
762.5015	89	0.436226877	0.780619267
762.5894	121.1	0.427595875	0.79545218
762.6003	71.6	0.808440496	0.242850703
762.8151	112.2	0.007707667	2.695469569
762.9763	148.2	0.609813008	0.51148511
763.4799	148.2	0.646264911	-0.459738912
763.4997	133.9	0.121261587	1.558689465
763.5111	71.7	0.006191825	2.773817577
763.5922	120.8	0.347271604	0.942417917
763.9755	152.9	0.419499901	-0.809944994
764.3754	121.3	0.099930121	-1.66138603
764.4633	85.1	0.953792423	0.058027486
764.4745	149.3	0.004693464	2.88528876
764.5201	91.5	0.376445316	0.887178557
764.5539	116.8	0.283618643	1.076206524
764.5965	74.1	0.801423119	0.252032891
765.4996	71.5	0.498367884	0.678500369
765.5082	70.7	0.008557441	2.662295183
765.5579	118.5	0.043798891	2.030536048
765.8339	113	0.395068209	-0.853861056
765.9857	149.3	0.056799358	1.917321662
766.0369	170.5	0.259351636	-1.133240884
766.4587	75.1	0.262614682	1.123811984
766.536	93.4	0.13667464	-1.497331654
766.5711	117.8	0.243387592	1.172972859
766.6705	123.1	0.110548092	-1.607460399
766.8342	109.2	0.732928342	-0.342145202
766.9881	148.4	0.20563404	1.27033714
767.4901	142.5	0.142190314	-1.482352684
767.5045	71.3	0.133342815	1.509774572
767.5414	103.6	0.813615424	0.236132347
767.5751	117.5	0.059236215	1.900135871
767.6784	79.6	0.97531516	0.030999619
767.8554	127	0.469144246	-0.725803325
767.9925	146.6	0.196102454	-1.300048693
768.456	76.3	0.630302572	0.482139528
768.5513	98.5	0.053577052	-1.945402061
768.5875	118.8	0.362712911	0.913940026
769.0503	121.2	0.279709829	1.085676111
769.5024	73.9	0.368909314	0.901173306
769.5574	119.2	0.365156384	0.90795842
769.5916	119.1	0.372958099	-0.893653954
769.6746	79.9	0.938797384	0.076896733
769.8389	94.6	0.005020323	2.843585699
769.9554	149.5	0.86154759	-0.174681177
770.0587	121.3	0.140408307	1.482863073
770.2021	111.1	0.481319301	-0.70604104
770.4518	82	0.543525023	0.608705133
770.4641	139.9	0.035160798	-2.134270014
770.566	121.9	0.301288799	1.036763286
770.6044	120.4	0.446115195	0.7638658
770.6325	70.7	0.599167812	-0.526590847
770.776	105.3	0.529559569	0.630425619
770.848	114.1	0.154764964	-1.431004717
770.9395	111.3	0.174248251	-1.36972855
770.9627	148.3	0.007729573	2.694273901
771.0668	121	0.961805061	-0.047988955
771.3503	114	0.867905629	0.166591797
771.4659	149.3	0.445284129	0.765183351
771.4944	148.5	6.02E-06	4.684921514
771.5708	122.3	0.552576228	0.59517512
771.6063	121.9	0.040262522	2.066904582
771.7965	66.5	0.192254073	-1.311273715
771.8512	114.1	0.269727769	-1.108546796
771.9658	148.3	6.34E-06	4.66194424
772.0728	121.1	0.131443131	1.516050074
772.3521	111.8	0.429214283	0.792345003
772.4035	78.1	0.420972886	0.806725798
772.467	148.4	0.003763188	2.937703288
772.5366	120.6	0.484205807	0.701190059
772.5452	122.8	0.000543114	3.524192815
772.5827	120.5	0.156017419	-1.427278161
772.796	60.1	0.078069806	1.772215299
772.8533	113.7	0.943073956	-0.071507829
772.9654	148.9	0.016749603	2.416710142
773.4622	147.9	0.367560825	0.903380333
773.4911	69.8	0.305815821	-1.030298241
773.5495	122.8	0.003266765	2.983143677
773.5863	121.2	0.96232458	0.0473045
773.7975	59.2	0.860376357	0.17621631
773.9345	117.2	0.954531602	-0.057098958
774.4013	76.2	0.534312442	-0.623341113
774.4909	75.3	0.153582685	1.433120349
774.5402	89.4	0.094990791	1.678628688
774.5618	123.5	6.24E-05	4.108014112
774.6443	66.3	0.067031657	-1.849483504
774.6559	66.8	0.005253858	-2.839034993
775.4782	119.5	0.038062273	-2.109372201
775.4868	67.5	0.234493276	1.19471637
775.5537	123.8	0.882022983	-0.148650704
775.5651	123.3	0.00079504	3.418509276
775.6579	69.6	0.015784646	-2.450378829
775.826	112.7	0.012742865	2.525540736
775.913	120	0.076656476	1.782060364
776.4498	70.6	0.124692548	1.542971417
776.5681	123.9	0.000315355	3.678476627
776.6415	65.8	0.21980258	1.231387015
776.653	66.1	0.006092041	-2.791315886
776.8129	112	0.148725125	1.450984146
776.9814	149.6	0.437394458	0.778511993
777.1209	89.6	0.904594138	0.120105379
777.4844	67.2	0.894119681	-0.13337934
777.5713	123.4	0.034474858	2.130848175
777.5834	71.9	0.04731652	2.001313808
777.6559	65.2	0.016799824	-2.425513122
777.7085	96.3	0.047207144	-2.005413255
777.9704	148.8	0.050167842	1.972191776
777.985	148	0.002137995	3.117054598
778.1278	88.4	0.848102107	-0.19189601
778.4195	26.9	0.558343909	0.586431071
778.4455	70.9	0.018794642	2.371794246
778.5336	119.3	0.582333495	-0.551010745
778.6492	65.5	0.064803954	-1.861714975
778.696	104.7	0.109060898	1.610717227
778.8359	115.5	0.991265066	-0.010963279
779.3994	113.2	0.791753368	0.264436279
779.4441	72	0.024423311	2.270370151
779.4818	70.2	0.025481648	2.255378711
779.5379	119.7	0.239089329	-1.181711751
779.5803	87	0.693152558	-0.395324397
779.8198	150.1	0.880066662	-0.151121735
779.8522	94.6	0.125328018	1.543596288
779.9631	72.6	0.180697157	1.346829489
780.4428	71.5	0.144035951	1.468462373
780.5148	95.6	0.006553531	2.764102833
780.549	120.7	0.797889757	0.256566908
780.6593	70.6	0.180486923	1.344747134
780.8028	112.6	0.405297884	-0.835415737
780.8564	89.9	0.336433147	-0.965249136
780.9608	69.2	0.474469246	0.716895399
781.0512	120.9	0.605694525	-0.5172161
781.4418	71.7	0.055436769	1.92813421
781.4794	69.1	0.099453404	1.656562817
781.5438	120.3	0.957581416	0.053267296
781.5531	120.3	0.877211047	-0.154780291
781.805	112.9	0.042787689	2.046490815
781.9545	148.7	0.951017082	-0.061530337
782.0584	120.3	0.002163736	-3.156289945
782.4244	75.5	0.237205039	-1.189472207
782.4391	70.9	0.066467681	1.849095263
782.5301	93.5	0.909592647	-0.113791747
782.5569	119.8	0.586710713	0.544606722
782.5668	119.2	0.553781339	-0.593713922
782.7799	112.3	0.345599396	-0.94605575
782.8037	46.5	0.000658807	3.467533528
782.9627	147.9	0.003895889	2.925670106
783.0666	120.2	0.092738558	-1.699228701
783.4388	75.7	0.179474864	1.347808638
783.4656	147	0.905629715	-0.118725356
783.5703	118.6	0.322757777	-0.993314947
783.7535	87.3	0.132330071	1.513018962
783.9688	147.3	0.00958451	2.61953793
784.075	120.2	0.588400344	-0.542250967
784.4372	70.9	0.023804414	2.279843143
784.4718	147.2	0.804469278	0.247972566
784.5835	120.1	0.710621398	-0.371829313
784.6112	83.3	0.31034079	1.018548644
784.676	76.1	0.237314967	1.186154858
784.6848	78.2	0.02574231	-2.254974623
784.8234	112.9	0.752627651	0.315674122
784.9785	146.5	0.017043561	2.409502415
785.0822	120.5	0.363923081	-0.91312475
785.4353	73.8	0.019702675	2.363371645
785.4805	145.9	0.076301399	1.783116727
785.5271	121.4	0.653001582	-0.45058093
785.5863	119.4	0.681521582	-0.411219751
785.6887	73.1	0.1592695	-1.414300689
785.9821	145.4	0.37330385	0.892708341
786.0286	122.3	0.751274889	-0.317583003
786.4252	71.6	0.053918042	1.94172808
786.434	71.4	0.02040696	2.342789885
786.4776	71.8	0.162218719	-1.404267692
786.4842	145.8	0.613867838	0.505464451
786.5334	121.4	0.647473405	0.458152108
786.5989	121.3	0.327521511	0.982207715
786.6084	111.5	0.623992014	-0.491235694
786.6825	79.4	0.014595595	-2.483593334
786.8217	115.4	0.628452354	-0.485035776
787.0355	123.7	0.483828683	-0.701802071
787.4321	73.9	0.110488631	1.604480469
787.4529	71.8	0.173283574	1.370444962
787.5393	121.9	0.165842135	-1.39744238
787.6013	119.6	0.085071171	1.731784415
787.8266	116.6	0.055438931	1.931584677
787.9506	112.9	0.80463516	-0.247799329
788.0405	121.7	0.353550807	-0.93121707
788.4207	73.2	0.063326778	1.876354837
788.4299	71.3	0.080338413	1.760285944
788.4769	69	0.18442827	1.333444263
788.5426	118.3	0.045885533	-2.019244428
788.5548	119	0.802345976	-0.250772328
788.6044	120.5	0.168017282	1.385017468
788.887	158.9	0.738353266	-0.334596474
788.9525	115.4	0.675049363	-0.420259344
789.0476	122.6	0.537326013	0.618083633
789.4286	73.2	0.793381919	-0.262394518
789.5509	119.6	0.561202636	-0.582475946
789.5803	120.7	0.081398502	1.752720023
789.617	119.7	0.096754417	1.670592406
789.8692	135.1	0.745039764	0.325725072
790.0548	123	0.379260688	0.882083897
790.4288	72.4	0.967839	-0.040383614
790.4624	72	0.344969941	0.946907671
790.4714	69.4	0.126737312	1.537686435
790.5339	92	0.844473711	0.196581619
790.5455	117.7	0.534846656	-0.62292288
790.5579	119.9	0.121033037	1.561005409
790.5712	119.8	0.031124735	2.17795593
790.6295	78.2	0.590591621	-0.539115837
790.8684	59.6	0.174955952	1.364290707
791.4261	76.1	0.034799651	2.127057657
791.5608	120.2	0.000366413	3.635206878
791.7971	186.3	0.591372727	0.537845964
792.0004	171.4	0.043681221	2.031668185
792.1978	188.7	0.112601617	-1.596516739
792.4583	72.9	0.222514784	-1.228668726
792.4689	68.6	0.006040502	2.782512137
792.5495	107.7	0.409332959	-0.8274864
792.5632	118.7	0.001617623	3.201853891
792.5875	117.7	0.980975987	0.023883883
792.6289	78	0.472226491	-0.720856185
792.6498	64.9	0.11044166	1.605196747
792.9584	107.2	0.217882007	-1.241893748
793.0512	119.7	0.16636839	1.389666147
793.4231	74.2	0.080794201	1.756270216
793.4591	75.6	0.985649155	-0.018014508
793.525	123.1	0.349234715	-0.939650855
793.5558	118	0.001516933	-3.227982491
793.5911	117	0.160422693	1.409686118
793.6301	74.2	0.392994707	0.856291475
793.7081	87.9	0.021952482	2.312691042
793.9541	149.1	0.059053218	1.904463983
794.0264	122	0.403693222	0.837376471
794.0587	119.6	0.793206199	0.262561058
794.2034	113	0.507744979	0.663694808
794.4015	185.2	0.901571366	0.12385482
794.4209	73.5	0.014647667	2.468861569
794.4558	99.5	0.864326164	-0.171173429
794.4649	69	0.140471871	1.481497702
794.5288	122.5	0.910652221	-0.112433044
794.565	118.9	0.047728591	-1.996235906
794.6031	121.4	0.072727713	1.807888538
794.6471	67	0.012098149	2.535251563
794.7023	96.5	0.015723441	-2.463706722
794.714	93.4	0.017043251	-2.418033675
794.8388	37	0.720807157	0.357961032
794.9634	147	0.033873565	2.139225548
795.0663	119.6	0.102319152	-1.643436389
795.1954	189.8	0.147315761	-1.457444832
795.465	147.1	0.569859167	0.569424926
795.5333	121.6	0.205566038	1.270838217
795.5708	119.1	0.151043381	-1.44388894
795.6077	117.8	0.199187729	1.28892931
795.7163	108.2	0.003114801	-3.018560871
795.8402	80.8	0.038077819	2.090259553
795.8489	96.2	0.090496638	1.704299464
795.9697	146.6	0.485641972	0.698896824
796.0748	119.4	0.09122292	-1.703164391
796.4366	176.1	0.245449262	-1.166383657
796.4547	72.9	0.228008629	1.209673213
796.4639	69.4	0.760485888	-0.305426655
796.4718	147	0.235681471	-1.191332225
796.5242	120.3	0.888372183	-0.140597813
796.5452	123.5	0.541415996	0.612085926
796.6878	177.7	0.025783777	-2.266630799
796.8468	96.3	0.449006346	0.759364574
796.9378	177.2	0.03891544	-2.095641534
796.978	146	0.046718759	2.002806803
797.0463	121.8	0.753721658	-0.314310448
797.0824	120.5	0.092058407	-1.703229052
797.1882	177.7	0.063807771	-1.873087395
797.4815	137.8	0.893768353	-0.133757423
797.5267	120.8	0.767018466	0.296811785
797.5477	123.2	0.048399914	1.993358895
797.8502	96.7	0.008925109	2.646971275
797.986	145.2	0.411923275	0.822703038
798.0283	121.4	0.242206982	-1.175800949
798.0534	119.3	0.356795647	-0.926061831
798.0891	119.8	0.943139074	0.071445351
798.414	73.4	0.335321586	0.967354469
798.4603	70.2	0.759584024	0.30654881
798.4881	144.8	0.026045922	2.244287589
798.5038	74.3	0.924392342	-0.095038874
798.5401	118.9	0.128736283	-1.529364721
798.5621	120.8	0.000697071	3.458672036
798.6854	65	0.005485894	2.818741216
798.797	111.6	0.953462679	-0.058470992
798.9947	144.9	3.51E-06	4.800196149
799.0359	121.3	0.20765615	-1.267080937
799.4129	74.4	0.46478771	0.732574209
799.4961	144.8	0.07111522	1.815604831
799.5434	119.9	0.1439691	-1.471176695
799.5655	120.3	0.000285446	3.729697824
799.6671	130.3	0.905346746	-0.119102067
799.8286	113.8	0.95759414	-0.053281205
799.9979	143.3	0.317317594	1.003244657
800.044	122	0.280235167	-1.084421115
800.4119	73.6	0.351624938	-0.935610373
800.4573	68.9	0.044858149	2.020868588
800.5004	79.2	0.464336446	0.733606362
800.5455	120.2	0.036447982	-2.113366631
800.5787	122	0.03765911	2.09448826
800.6588	77.1	0.389952335	0.861825573
800.6701	128.5	0.372393399	-0.895634197
800.6822	70.5	0.014100311	2.484130633
800.8282	113.2	0.097741641	1.665159718
801.0492	121.7	0.337045567	0.962725786
801.5229	123.4	0.212106259	1.252488057
801.5811	121.8	0.231694854	1.200158922
802.0248	123.8	0.007464125	2.708396017
802.0549	121.8	0.567687985	-0.572772358
802.4089	73.7	0.482617497	0.703783475
802.4979	72.3	0.098329042	1.661882869
802.5337	117.5	0.265614933	1.116876331
802.5833	110.7	0.193763777	-1.306814335
802.5941	122	1.75E-05	4.43559728
802.6803	66	0.054927075	1.937702706
802.7964	116	0.948014939	0.065304009
803.0631	121.9	0.383156948	-0.874514306
803.5383	118.6	0.947879824	0.06546786
803.5968	121.8	0.000326639	3.670311712
803.7984	192.3	0.014011404	-2.491578741
804.0707	121.5	0.899546651	-0.126538836
804.4046	74.4	0.848516861	-0.191329194
804.4491	73.9	0.259473543	1.131425425
804.4962	75.7	0.521599736	0.642215963
804.5494	117.6	0.993117227	-0.008641698
804.6003	120.4	0.430983247	-0.791815521
804.6689	92.5	0.89911679	-0.126981079
804.6766	73.4	0.043053534	-2.050550671
804.8059	189.2	0.113841167	-1.59693922
804.8331	117.3	0.104284851	1.633107213
804.8423	113.6	0.823179377	-0.223836067
804.9311	195.7	0.112160086	-1.602255526
805.0523	134.8	0.599960868	0.525403665
805.1825	197.1	0.90784351	0.115952803
805.3446	113.3	0.804453706	0.247964003
805.5442	121.6	0.500370276	-0.675595386
805.5536	117.5	0.072005824	1.810066621
805.7347	88.3	0.020622535	2.337902059
805.8452	113.5	0.518056069	0.647644625
806.027	120.5	0.050525549	1.969272616
806.0584	118.4	0.025633879	-2.258168211
806.448	65.8	0.73868027	0.33420355
806.4902	71	0.854916673	-0.18320095
806.5324	113.5	0.381798034	-0.87759907
806.5568	121.9	0.04930565	1.986261813
806.5675	119.4	0.586237431	0.545374259
806.6746	65.2	0.132184895	1.513104623
806.6806	198.2	0.741605137	0.330243831
806.8068	200.8	0.718012645	-0.361780231
806.9308	198.8	0.006744254	2.74142727
807.0343	122.8	0.087613753	1.717603825
807.0568	184.1	0.955312998	0.056120249
807.0665	118.6	0.363024395	0.912206405
807.1821	201.1	0.593419865	-0.534995373
807.3067	200.3	0.562448415	0.580408915
807.4315	198	0.856157409	0.181562377
807.4546	46.5	0.65129402	0.452731487
807.539	122.3	0.537652916	0.617687406
807.5609	120.1	0.028238302	-2.236770985
807.5702	117.8	0.953038242	-0.059004626
807.9705	146	0.520141523	-0.644626777
808.0419	121.2	2.68E-05	4.316926198
808.0745	119	0.023786415	-2.282878076
808.4425	75.3	0.374561101	-0.891515768
808.4731	145.8	0.163277346	-1.402569091
808.5318	72.3	0.946349472	-0.067390622
808.5441	117.3	0.513877063	-0.654591836
808.5818	118.7	0.855305074	-0.182642639
808.7509	107.4	0.922238803	-0.097829228
808.8562	33.7	0.000980728	-3.412977375
808.979	145.4	0.391293328	0.859368677
809.0473	120.8	0.02287329	2.30052165
809.0809	119.2	0.835379144	0.208112407
809.4797	145	0.15832032	1.417277374
809.5851	118.2	0.809917142	0.240915674
809.8198	113.3	0.179132199	1.348749316
809.8573	41.7	0.231203949	-1.202212195
809.9857	143.7	0.435903116	0.781042013
810.0298	122	0.241664882	-1.176108741
810.0549	119.1	0.644393573	0.462382954
810.3949	74.4	0.074301859	1.796112058
810.44	74.1	0.342460858	0.952181853
810.4881	144.7	0.191269635	1.312287088
810.5253	118.4	0.483450078	0.702616577
810.5284	81.6	0.993616388	0.008014684
810.5896	118.2	0.129186135	-1.533538841
810.5993	118.4	0.367679967	0.903282945
810.994	143	0.016107966	2.429909272
811.0362	122.5	0.240234718	-1.179640867
811.0614	121.8	0.090582427	-1.710091161
811.4061	28.5	0.498731043	0.6780892
811.4966	144.8	0.331818532	0.973312128
811.5265	128.7	0.015056634	2.45495241
811.6023	117.9	0.431536588	0.788556931
811.6663	130.2	0.134429638	1.508051465
811.8151	109.4	0.18003543	-1.351211499
811.8528	55.4	0.48784807	-0.695674551
811.8653	33.7	0.00086198	3.391262237
811.9206	121.2	0.034409052	-2.151247897
812.0024	143.3	0.000142772	3.895900299
812.0443	121.6	0.937940862	-0.077992554
812.3916	74.6	0.411032034	0.824872988
812.4363	73.6	0.229495991	1.205805639
812.5263	83.7	0.303388311	-1.033400167
812.5398	121.8	0.565324806	0.576238597
812.6032	118.2	0.823513528	-0.223402765
812.6157	118.4	0.327190022	-0.983511793
812.6695	130.6	0.025612012	2.253906077
812.8311	115.1	0.047725568	-2.002155123
812.8688	42.5	0.207786758	1.264297233
813.0107	142.9	0.069000645	1.830854779
813.0518	122.9	0.226653067	1.214215768
813.1327	184	0.24184968	-1.176717135
813.3941	111.5	0.9463649	0.06737041
813.5218	125	0.770136331	0.292725785
813.5431	121.4	0.028504482	2.21117572
813.6194	118.8	0.389355993	0.863271099
813.6826	129.9	0.197530189	1.294359252
813.8926	114.1	0.55038621	-0.598520946
814.0127	143.9	0.000827518	3.424167733
814.024	129.3	0.348273856	0.940672109
814.3883	75.8	0.501067838	0.674805818
814.5222	80.2	0.064060852	1.86930364
814.5568	123.7	1.39E-06	4.999507029
814.6853	131.6	0.018605303	2.386424349
815.0311	123.6	0.307704137	1.023175493
815.437	69.9	0.164113985	1.398339959
815.5493	123.5	0.177980263	-1.355904243
815.561	123.9	2.86E-09	6.262407112
815.8212	34.3	0.613666085	0.505740703
816.0391	123	0.007912929	2.687842125
816.3848	74.3	0.019289103	2.364508412
816.5619	121.2	0.229665079	1.206455098
816.573	121.7	0.000175866	3.832364387
816.776	113.1	0.323277072	-0.990688176
817.0518	119.9	0.525001239	0.637630796
817.2775	111.9	0.211910395	-1.254514638
817.4311	70.4	0.385833369	0.869456799
817.5763	121.7	1.55E-06	4.972850038
817.5889	118	0.38623079	0.868632966
817.7385	181.5	0.140998631	-1.484569308
818.0273	119.5	0.19870121	1.290090146
818.0587	117.6	0.119905513	1.562899173
818.0713	181.3	0.162330362	-1.40727746
818.3823	75.2	0.144358397	1.468684635
818.4073	180.6	0.063097167	-1.881187904
818.4733	75.2	0.553212711	0.594080275
818.5081	114.3	0.610722221	0.510025695
818.5307	120.1	0.014288364	2.474632022
818.5613	92.7	0.516310728	-0.650816966
818.5647	114.8	0.192890454	-1.308150449
818.589	118.4	0.005345291	2.832951473
818.816	111.6	0.711745075	-0.37030123
818.8649	93.5	0.234352197	1.194274117
819.036	121.3	0.006144018	2.778893466
819.0663	117.6	0.764257547	0.300355241
819.165	187.2	0.66721784	0.430705178
819.4166	187.6	0.275172228	-1.095054447
819.537	119.5	0.000268366	3.743439285
819.5711	118.2	0.081888444	-1.752104487
819.5925	118.3	2.68E-05	4.330309237
819.8672	93.5	0.523172557	0.639814005
820.0435	119.8	0.900678186	0.125002719
820.0735	118.2	0.812828771	-0.237237739
820.1696	180.8	0.032868387	2.150465475
820.4226	85.3	0.048315761	1.994936733
820.5228	117.5	0.393077427	-0.857407238
