"m.z"	"r.t"	"p.value"	"t.score"
239.8887	71.8	0.890025007	-0.138521772
240.0296	104	0.038844506	2.081711431
240.0995	143.9	0.825643778	0.220710785
240.1803	40.7	0.011905989	2.547015487
240.2321	274.1	0.098238866	1.662205223
240.6631	161.3	0.453274321	-0.751969699
240.7892	121.1	0.952040957	0.060272513
240.8387	76.5	0.002891528	3.034386587
240.9026	107.3	0.955190603	-0.056283929
240.9248	101.6	0.0036816	2.968320912
241.014	29.4	0.792691706	0.263214514
241.027	32.1	0.383595954	-0.873647101
241.031	168.7	0.018611999	-2.386343663
241.064	28.5	0.012034945	2.537448503
241.1072	34.6	0.018714384	2.387039492
241.1423	29.5	0.40173528	0.840901158
241.1547	125.7	0.754682169	0.313101979
241.1773	85.2	0.103122122	1.638839086
241.1798	269.4	0.598615784	-0.527359926
241.2161	262	0.230678234	1.202730342
241.8838	237.9	0.003967113	-2.923359054
241.9722	117	0.318999109	0.999867577
242.0106	29.1	0.093466825	1.690359992
242.0221	127.6	0.58912585	0.541821185
242.0586	167.2	0.432222206	0.787324226
242.0789	117.5	0.316215864	1.005351159
242.1751	29.5	0.300345473	1.039857282
242.1807	90.9	0.578153064	0.557270929
242.34	98.9	0.023390684	2.28716462
242.8362	76.5	0.830050393	0.214994499
242.8728	103.5	0.019446697	2.359175658
242.9254	98.9	0.150819742	-1.44430739
243.0063	115.6	0.979829664	0.025320778
243.0147	38.4	0.32071067	-0.999910629
243.0378	168.8	0.444880379	0.766614704
243.1088	162.6	0.262953855	-1.125082014
243.138	28.5	0.20396897	1.275380851
243.1955	277.1	0.350917096	0.935347013
243.918	89.2	0.195855668	1.298394383
243.9287	114.3	0.043551141	-2.035480616
244.0302	165.5	0.988030816	-0.015024317
244.0403	166.8	0.011468846	2.554956366
244.0531	112	0.768913669	-0.294333948
244.1542	29.8	0.335659086	0.965509956
244.1543	113.7	0.026401427	2.242839227
244.1906	76.1	0.385784023	-0.869909706
244.7867	75.6	1.94E-06	4.930517592
244.9233	105.5	0.090054518	-1.705627718
245.0332	168	0.024644883	2.268960194
245.042	166.4	0.911122099	0.111819409
245.0632	81.3	0.123582161	-1.552877877
245.0785	276.9	0.129117637	-1.526241884
245.1173	29	0.647253526	-0.458609784
245.1537	29	0.144417247	1.467315528
245.186	73	0.001033024	-3.371324838
245.9678	95.8	0.391158849	0.859612838
246.1447	113.1	0.489321377	-0.693140115
246.1699	92.9	0.306226368	1.026172474
246.1893	75.1	0.016108154	-2.439637298
246.784	75.7	0.042541158	2.045908648
246.8622	196.6	0.013198767	-2.505086624
247.0012	128.6	0.268657467	1.109634264
247.0373	165.8	0.010098138	2.600655372
247.0936	58.6	0.394403508	0.853942402
247.1152	59.7	0.074058855	1.796854429
247.1287	110.6	0.473839058	0.717994515
247.1328	28.9	0.111612056	-1.609510473
247.1402	116.8	0.001693643	3.188052947
247.1442	116.9	0.844530356	0.196438158
247.15	47.7	0.050861167	-1.976940468
247.2017	145.9	0.032295987	-2.167781516
247.2268	264.2	0.605246159	-0.518144727
247.4673	189.1	0.276909178	-1.090690288
247.6488	42.8	0.5473234	-0.602996424
247.9907	116.9	0.081995278	1.749757478
248.0917	34.6	0.259864983	1.13032463
248.124	118	0.887322825	-0.141950242
248.1363	29.4	0.059505706	-1.908986685
248.1476	122.7	0.175259691	-1.36355803
248.6312	133.7	0.870072299	-0.163976148
248.6493	119.4	0.0059204	-2.789346446
248.7813	76.2	0.014353629	2.472756059
248.8703	77.1	0.647941281	-0.458233621
248.8912	109.3	0.599772146	0.526066979
248.9006	250.3	0.424888871	-0.799962987
248.9761	66.1	0.637407281	0.472172247
249.0087	90.4	0.478921323	0.709584306
249.0331	127.3	0.523448619	-0.639539677
249.0609	98.3	0.052767644	1.957218069
249.1071	76.1	0.0034769	-2.968471261
249.148	150.3	0.216244436	-1.242014815
249.1573	76.9	0.471757351	-0.722552038
249.1697	29.3	3.15E-05	4.297905682
249.1849	254.9	0.304027699	1.031206235
249.6493	31	0.034971565	-2.140752098
249.6552	177.8	0.90244151	-0.122790833
249.9152	110.7	0.488202935	0.694641272
249.9569	245.7	0.348421987	0.940254533
250.0642	98.4	0.002158202	3.115255027
250.0992	62.5	0.02332095	2.287908093
250.1046	63.9	0.175216086	1.364209102
250.1517	30	0.367991653	0.903006902
250.1649	29.3	0.676700028	0.417660573
250.1882	276.6	0.385492647	0.870236204
250.201	31.8	0.971555734	-0.035707761
250.6471	31.7	0.612755523	-0.507448122
250.8675	76.1	0.59343149	0.535561856
250.8758	64.5	0.001604529	-3.255436851
250.92	63.8	5.47E-09	6.132095886
251	229.6	0.200735489	1.284781876
251.0179	100.9	0.247095341	1.161367357
251.0226	162.5	0.833584805	-0.210450393
251.0366	89.9	0.2997695	1.039959975
251.1026	32	0.041986089	2.048561963
251.1274	38.3	0.122433685	1.552204056
251.1279	273.6	0.231391145	1.201783726
251.1367	129.1	0.017423556	-2.410150499
251.1489	30.7	0.107552979	1.619034858
251.1502	139.4	0.956098037	0.055146556
251.1642	267	0.010366833	2.598918451
251.1642	29.5	0.114755276	1.58625036
251.1852	209.8	0.507247876	0.664589135
251.2006	275.5	0.458546798	-0.743119294
251.2369	272.5	0.723776607	0.354013254
251.8886	107.5	0.000402972	3.623364903
251.9653	68.3	0.132801767	1.511975571
252.0035	275	0.061535378	1.882050447
252.0816	115.2	0.983917633	0.020188485
252.1076	126	0.000368944	-3.713855322
252.1594	29.3	0.001100176	3.325331592
252.1595	278	0.056366961	1.922815182
252.1803	31	2.69E-05	4.336724345
252.1884	31.7	6.91E-05	4.077787855
252.1886	276.8	0.002998756	3.01030842
252.6367	152.8	0.234279299	-1.195341106
252.8724	66.1	0.016889922	-2.441871043
252.9171	63.1	7.54E-07	5.215398402
252.9971	224.4	0.764697808	-0.299901318
253.056	104.5	0.060206802	-1.901617135
253.1081	99	0.088883929	-1.721646137
253.1434	32.1	0.74214929	0.329525478
253.1434	275.6	0.324175963	0.98903485
253.1644	47	6.50E-05	4.092910079
253.1798	274.4	0.180276602	1.346211837
253.2162	258.6	0.96056697	0.049522305
253.2525	273.5	0.323276186	0.990780937
253.6106	101	0.066911161	-1.858897091
253.6312	149.8	0.737723705	-0.335404043
253.9076	187.6	0.935363824	0.081241863
254.0086	107.9	0.343598913	0.949720234
254.1073	101	0.08408275	-1.74911441
254.1228	40.6	1.15E-05	4.526299039
254.1364	114.3	0.049376453	1.979921846
254.1679	44.7	0.097745514	1.66525395
254.6092	100.6	0.092798799	-1.702131023
254.8154	75.8	6.93E-05	4.087624913
254.8237	71.3	0.020359055	2.341026334
254.8993	109.4	0.372968179	-0.89563794
254.9491	278.8	0.543091036	-0.609514542
254.9942	271.2	0.236295444	-1.188867861
255.1203	72.4	0.586397902	0.545470644
255.1451	154.1	0.420508769	-0.808558431
255.1591	271.2	0.77648446	-0.284691346
255.1592	29.6	0.215824495	1.243529029
255.1954	272.3	0.003870709	2.933696687
255.2681	272.2	0.05774656	1.913923732
255.6552	136	0.39163126	0.859199534
255.9781	116.2	0.643368415	0.463869386
255.9822	91.6	0.14026073	1.482021061
256.0012	153.6	0.00109505	3.319355037
256.1233	35.9	0.052585696	1.954617227
256.1568	135.2	0.240971836	1.176986214
256.1907	32.4	0.455945558	-0.748197212
256.2351	267.6	0.35270012	0.931942477
256.2634	257.8	0.533613144	0.623736878
256.813	75.8	0.000992898	3.352918523
256.8179	73.2	0.040834528	2.060333344
256.8207	71.7	0.552988283	0.595330097
256.9442	89.7	0.252210379	1.149754542
257.0219	126.3	0.87245314	-0.160809548
257.1241	159	0.699614022	0.386538939
257.1358	103.1	0.000942761	3.367649853
257.1384	28.8	0.576874301	0.559437376
257.1471	145.8	0.395038883	0.852633828
257.2112	274.9	0.570178947	0.568957759
257.2475	274.5	0.666872529	-0.431442731
257.9323	42.6	0.857268204	-0.18011374
258.0019	160.5	0.351617905	0.93403307
258.1092	176.3	0.000898003	3.377715375
258.1505	146	0.831403671	0.213230304
258.279	47.6	0.140467293	-1.484444997
258.6232	109.4	0.880748405	-0.150292915
258.6502	148.5	0.042619963	-2.053588434
258.8105	76.4	3.90E-05	4.219436446
258.8176	71.8	0.83771234	0.205294049
258.8864	219.5	0.691581465	-0.397476245
258.8994	103	0.356554802	0.924383484
258.9801	109.2	0.062377991	1.87592039
259.0743	28.7	0.095317948	1.677211241
259.1516	92.1	4.35E-06	4.740554368
259.6197	104.8	0.054741981	1.933962756
259.6495	140.7	0.308699536	-1.024714744
259.6656	152.2	0.010417837	2.589227037
259.8938	242.5	0.000587114	-3.504564508
259.9301	41.9	0.076273786	-1.789894289
260.0782	28.4	0.07766359	1.779970771
260.1218	105	0.569091993	0.57049651
260.1605	116	0.33872297	-0.960271184
260.1674	154.8	0.166943219	1.388156786
260.1855	103.1	0.418301677	0.811620425
260.5989	75	0.356833963	-0.927079217
260.6573	151.4	0.00240956	3.085911098
260.8147	71.2	0.059099124	1.899990631
260.8974	112	0.445958738	-0.765885424
260.9487	63.9	0.000451377	3.588190658
260.9991	152.8	0.760051086	-0.306017349
261.0321	105.3	0.598835523	-0.527784205
261.0868	95.5	0.201753636	-1.281535758
261.1098	136.1	0.051068516	1.96727503
261.1194	126.1	0.488050124	-0.695397651
261.1308	100.3	0.453866709	0.750824641
261.1445	112	0.822296485	0.225009522
261.1486	29.4	0.658332307	0.442963779
261.1809	145.2	0.714914586	0.365890406
261.2421	254.1	0.1407173	1.480752587
261.4649	169.5	0.928014342	0.090509631
261.6175	151.4	0.351109215	-0.93616668
261.8878	222.5	0.413736709	-0.82002088
261.9174	106.5	0.005252421	2.834285944
261.9654	181.7	0.127030151	1.533174447
261.9939	92.2	0.049648719	1.980050922
262.012	63.5	0.042259704	2.046481854
262.1033	133.1	0.393282361	0.856524313
262.1116	117	0.000101782	3.977048748
262.1648	35.6	0.10980782	1.608431889
262.1842	144.3	0.375396983	0.888778054
262.6365	150	0.523517536	-0.640394409
262.6889	120.8	0.27662517	-1.093860641
262.8119	69.5	0.716277844	-0.364329641
262.9067	104.6	4.18E-07	5.286231278
262.9461	63.4	0.652920538	-0.450879623
262.9985	115.1	0.032483977	2.160069117
263.0241	86.8	0.36609288	0.906699432
263.0738	61.8	0.466831631	-0.730808985
263.1102	77.1	0.671275807	0.425104252
263.1276	31	0.502557052	0.672060049
263.1489	29	0.142318117	1.476620421
263.1642	28.9	0.022810308	2.299939984
263.1854	28.6	0.100192952	1.654553526
263.2368	271.9	0.498479415	0.678282487
263.8154	106.3	0.012893781	2.515938354
263.9947	91	0.701043552	0.384537572
264.1314	33	0.661576089	0.438471683
264.1593	29.5	0.940698534	0.074557347
264.2171	27.3	0.009985027	-2.62236481
264.6138	142.7	0.021582427	-2.328952204
264.7788	78.3	0.048190656	1.992678856
264.8525	66.7	0.001219975	3.293964631
264.8728	199.7	0.523900393	-0.638808977
264.8918	29.3	0.339476427	-0.958487253
265.021	101.3	0.039561608	2.076325465
265.0349	86.4	0.154204318	1.431401487
265.1182	32.3	0.011219979	-2.592792273
265.1435	28.5	0.244236703	1.168965182
265.1547	78.4	0.425284746	-0.799829605
265.2121	118.2	0.402715843	-0.840409186
265.2162	272.5	0.522194252	0.641388542
265.2525	267.2	0.14826127	-1.452080069
265.999	128.7	0.386716594	0.867956785
266.1213	32.6	0.12753365	-1.534709331
266.1962	29.1	0.000468983	3.577126932
266.6092	110	0.293613163	1.05371137
266.6279	147.6	0.616408612	-0.50245747
266.6391	149.7	2.16E-06	-5.058175949
266.7759	79.1	0.038111855	2.092515184
266.8496	67.6	0.87990994	-0.151465454
267.0119	159.1	0.655553183	0.446949693
267.0425	33.6	0.085140927	-1.739658774
267.0773	95	0.349032667	0.939023133
267.1113	108	0.835571439	-0.207980291
267.1256	105.3	0.694890381	0.393066476
267.134	90.3	0.848324255	-0.191631416
267.1592	36.5	0.982070229	-0.022516382
267.1802	41.7	2.95E-08	5.806510731
267.1955	275.1	0.369310815	0.90048664
267.2318	271.2	0.847859322	0.192196318
267.2682	141.9	0.008294082	-2.674988954
267.6174	108.3	0.352226732	-0.933360198
267.6358	144.8	0.001621315	3.201741285
267.6468	148.5	0.025868556	-2.267636337
267.9018	262.3	0.76424531	0.300418392
267.9779	115.3	0.470790753	-0.724191828
268.0234	113.6	0.360201514	-0.918767817
268.0267	29.2	0.000211978	3.783729881
268.1373	119.9	0.264072671	1.120363231
268.1485	146.9	0.543206349	-0.609145714
268.1833	42.3	0.006065443	2.77756338
268.2714	30.6	0.014972036	-2.465059989
268.6438	151.2	0.016464869	-2.435816554
268.65	148.1	0.896473572	-0.130324418
268.773	79	0.072547937	1.808200135
268.8465	67.9	0.001048867	3.336618727
268.9829	128.4	0.772458085	0.289639286
269.0288	36.3	0.035123606	2.12319343
269.0877	61.2	0.076891073	-1.785210883
269.1124	104.4	0.015074909	2.45536824
269.1255	118.2	0.286305061	1.069530382
269.1358	102	0.130868497	1.51933284
269.1384	29.6	0.546612616	0.604035176
269.1613	111.4	0.312300316	1.013347776
269.1748	29.2	0.052271675	1.954249757
269.2111	255.3	0.559480503	-0.584956327
269.2264	30.3	0.000127545	-3.998058257
269.2474	260.7	0.17255958	1.369709839
269.6436	149.4	0.03874999	2.082983201
269.6547	138	0.000540751	-3.600548556
269.8409	174.3	0.87556228	-0.156921863
269.9672	116.1	0.640664836	-0.467776983
269.9933	115.6	0.011777743	-2.552226819
270.1294	115.8	0.87465081	0.15806915
270.1504	159.1	0.644459589	0.462587098
270.17	29.2	0.336341121	0.964349408
270.1911	47.6	0.000107527	3.963368631
270.2145	276.8	0.259161625	1.132749697
270.2296	30.6	0.005446189	-2.836611398
270.6588	45.6	0.667742407	-0.43032588
270.7703	79.8	0.864187533	0.171305953
270.7971	74.5	0.002733842	3.049007788
270.8437	70.1	0.637864996	-0.471724017
270.8865	258.2	0.507005383	-0.6651363
270.9332	97.3	0.077910372	1.773672951
270.9578	63	0.340218199	0.956753231
270.9777	101.7	0.020008242	2.351020969
270.9969	123.9	0.36458654	-0.909338038
271.0011	40.5	0.001581482	-3.28445566
271.0398	62.1	0.176932561	-1.358485423
271.0489	136.1	0.32440173	-0.989033409
271.0933	46.5	0.646152685	0.459934317
271.1326	31.3	0.016154754	2.44347711
271.1652	35.9	0.001478763	-3.285164303
271.188	99.8	0.290438197	1.060636424
271.1943	47.2	0.027907295	2.228548808
271.2268	247.9	0.197999942	-1.292895853
271.2631	265.5	0.866036792	-0.168955997
271.3998	89.8	0.005221797	-2.839816374
271.6581	147	0.050420427	-1.986838732
271.6656	150.7	0.367115111	-0.904934205
271.9164	182.3	0.23732451	-1.185822881
271.9519	116.7	0.008539937	2.659609535
271.9771	90.8	0.008976232	-2.669908411
272.0866	61.9	0.130334267	1.519805347
272.1596	147.3	0.059283697	-1.907342495
272.1716	160.3	0.943085434	-0.071509945
272.2302	279.5	0.406875578	-0.83189375
272.6568	146.7	0.621698376	-0.494621412
272.6661	144.8	0.000737483	-3.493295189
272.6734	151	0.020716921	2.334347394
272.7942	74.3	0.004140126	2.911464987
272.949	70.6	0.002303606	3.103302981
272.955	64.1	0.51158726	-0.65822678
272.974	93.1	0.349223411	0.938908858
273.0843	67.6	0.287914738	-1.069686163
273.1209	145.2	7.37E-05	4.084055273
273.1486	28.7	0.717325063	0.362618832
273.1673	118.5	0.004851807	2.852688
273.1818	150.7	0.210186427	1.258017828
273.185	31.7	0.512572741	0.656241994
273.6279	150.5	0.000469637	-3.578814486
273.665	149.6	0.564851759	0.577162243
274.1874	144.8	0.336365931	-0.965045807
274.2739	64.4	0.366972065	0.905229251
274.6248	149.5	1.47E-08	-5.946780062
274.6354	148.5	0.551814802	0.596412161
274.7914	74.4	0.072825793	1.806201975
274.808	78.5	0.142634673	1.475868304
274.8147	169.4	0.186043557	1.328500216
274.8733	109.6	0.411632837	0.82389186
274.8814	72.7	0.000100068	3.987213192
275.0033	62.4	0.281245223	-1.084868207
275.0437	161.5	0.362826052	0.913647255
275.0695	29.9	7.45E-09	6.073346556
275.1019	29.9	0.100272656	1.652528558
275.1229	108	0.587164374	0.543972477
275.1269	147.9	0.834710869	-0.208971252
275.1349	149.3	0.135229006	1.501038454
275.1489	174.7	2.76E-06	4.911060191
275.1603	123.2	0.160035878	1.411104596
275.1643	28.5	0.199938922	1.286739228
275.2579	162	0.130015469	1.521595033
275.5207	97.5	0.912107824	0.110570005
275.6329	147.8	0.420655893	0.807204895
275.8885	273.4	0.035223985	2.125029573
275.9597	183.7	6.99E-06	4.675462178
276.0567	60.2	0.362623119	0.913071169
276.1052	30.8	0.438888378	0.775871261
276.1187	133.2	0.886907875	0.14256923
276.1349	145.1	0.113534877	1.590712995
276.1553	171	0.866019962	-0.169075566
276.6347	148.6	0.523314044	0.639582569
276.6519	148.4	0.081994925	-1.758983978
276.789	74.4	0.020476913	2.343493909
276.8049	78.1	0.029389487	2.199878605
276.8783	72.7	0.000134834	3.908886961
276.8966	245	0.905226539	0.119297129
277.0597	66.2	0.000679235	3.462288397
277.0895	70.1	0.148201694	-1.453853382
277.1031	121.9	0.086890849	-1.730608939
277.1223	134.7	0.305679681	1.027798353
277.1281	273.6	0.482223095	0.704503581
277.1435	28.9	0.216527351	1.241276741
277.1539	148.5	0.015515556	-2.452360413
277.1797	265.7	0.273811046	-1.098173542
277.2009	28.6	0.306983048	1.024882047
277.2162	29.8	0.000746753	-3.485848203
277.65	141.2	0.491009239	-0.691428137
277.8598	196.7	0.707160213	-0.37632516
277.964	196.8	0.576621167	-0.559906842
278.0372	108.8	0.009971917	-2.612846947
278.0956	61.4	0.135654055	1.499123298
278.1054	136.3	0.440001581	-0.776187377
278.1747	79.7	0.843719567	-0.197491197
278.6092	106.8	0.806334558	0.245522782
278.628	147.7	0.193056341	-1.307450766
278.6388	151.5	0.100483727	1.651275175
278.8017	79.6	0.239190996	1.181214447
278.8752	74.8	0.061460825	1.882204767
278.9226	103.9	1.08E-05	4.530049884
278.9264	88.8	0.295448769	-1.05046357
279.0274	64.4	0.011606523	2.566280613
279.0408	107.4	0.602990854	-0.521174162
279.0933	240	0.289481628	1.062796912
279.1113	105.8	0.968373736	0.039706162
279.159	223.3	0.897208537	-0.129404481
279.1703	79.6	0.454310239	-0.750358275
279.2317	270	0.112259339	-1.596644075
279.2317	30.4	0.116456357	-1.577686759
279.4459	187.1	0.796315426	0.258569436
279.6176	110.8	0.385765274	-0.869664931
279.6466	147.1	0.121194881	-1.563567231
279.857	202.2	0.001291673	-3.277802225
279.9491	116.5	0.003711635	-2.978929131
280.0967	266.2	0.535343064	0.621085991
280.139	114.7	0.014800539	-2.475674853
280.1487	149.1	2.22E-05	-4.456267639
280.1516	125.5	0.694559599	-0.393408158
280.1624	251.4	0.198808452	1.290189255
280.1722	126.2	0.874098255	-0.158840482
280.2118	28.6	0.041740142	2.051639391
280.6428	140	0.034025887	2.136353858
280.6545	144.5	0.236675323	-1.189044446
280.6729	147.1	0.025197915	-2.280013723
280.7529	79.1	0.074216496	1.797868246
280.8264	74.7	0.000997172	3.348869956
280.9154	256.1	0.593256158	-0.535297309
280.9232	89.5	0.285150827	-1.075082022
280.9869	62.6	0.131023571	1.519876958
281.133	147.9	0.064348576	1.867257001
281.141	104.6	0.065039664	1.858454484
281.1451	139.9	0.913595133	0.108687606
281.1706	150.1	0.06310678	1.870196954
281.1745	29.4	0.587667354	0.543258206
281.1957	37.6	5.52E-08	5.768813342
281.2474	249.3	0.339337424	0.958444094
281.6428	121.1	0.842427032	0.199204571
281.651	149.7	0.462800231	0.736885956
281.6625	143.7	0.049583005	-1.985741943
281.6713	145.4	0.06521754	-1.867439992
281.9927	115.4	0.04954946	-1.979625973
282.0058	112.2	0.244443896	-1.170359341
282.1189	105.4	0.28336801	-1.077283361
282.1304	150.7	0.80936935	0.241623861
282.1529	150.5	0.716256105	0.364210364
282.164	145.4	0.720761953	-0.358016338
282.2215	260.1	0.428240527	0.794572498
282.279	253.2	0.00340885	2.976879903
282.6321	151.3	0.104374552	-1.632594671
282.6511	148.3	0.803109141	0.249835677
282.7499	78.2	0.016186829	2.432044682
282.8235	74.5	0.000353316	3.65337321
282.9103	212.1	0.010335585	2.59512483
282.997	115.7	0.586817941	-0.544801099
283.0055	104.1	0.319797404	0.998198023
283.0374	32.1	0.999792626	0.000260291
283.1031	75.8	0.419513914	0.809171367
283.1262	118.2	0.743253827	0.328140907
283.1351	100.1	0.320914273	-0.997231399
283.1488	262.1	0.944236106	0.070134049
283.1539	33.7	0.99381235	0.007773149
283.1626	144.5	0.753686983	0.314310129
283.2056	30.6	0.618675868	0.499050848
283.2629	227.1	0.886504311	0.142997162
283.6302	156.9	0.100025295	1.653481568
283.6583	138.8	0.114598674	-1.5897
283.8207	181.6	0.242150763	-1.175666392
283.8992	104.9	0.000583535	3.534757769
283.994	64.6	0.365946789	0.906712929
284.0093	115.2	0.274617582	1.096004887
284.1319	156.5	0.080143053	-1.76714375
284.1465	31.2	0.922279817	-0.097729376
284.1596	144.7	0.013858722	-2.512211461
284.1659	144.6	0.924277034	0.095196516
284.1701	35.4	0.009371345	2.645652083
284.2066	44.3	3.05E-06	4.87414495
284.2662	267	0.820056065	-0.227823206
284.2948	271.8	0.256552685	1.138404875
284.6384	148	0.123036538	1.551179111
284.7469	79.7	0.041710247	2.05178746
284.8204	75.4	0.963191055	-0.046231379
284.8365	84.5	0.052128704	1.960310708
284.8887	105.8	8.81E-05	4.039501741
284.91	92.4	0.029367864	2.198365639
284.9611	266.3	0.53810705	0.616908959
285.0004	100.5	0.075313547	1.790614521
285.0055	88.5	0.763911412	-0.300945111
285.1	116.4	0.212282674	1.251807221
285.2099	43.6	0.000113611	3.977611672
285.2213	31.3	0.354589386	-0.928181889
285.2787	276	0.327240298	0.982793656
285.8933	198.5	0.011027216	-2.571166425
285.9028	88.8	0.423797953	0.801786942
285.9673	116.7	0.58558921	-0.546810734
285.9886	115.9	0.72165595	-0.356894737
286.103	105.4	0.76690487	-0.297006646
286.1194	85.7	0.107439536	1.618355453
286.1437	29.4	0.066650262	-1.848578496
286.1647	29.7	0.046917262	2.008964873
286.2011	88.3	0.546373149	-0.604631494
286.2291	31.5	0.001546457	-3.286932539
286.5678	116.6	0.573012641	0.56487546
286.6247	153.8	0.178404109	1.351553571
286.6354	147.4	0.956471403	0.054664215
286.7709	75.1	0.044710453	2.022304778
286.8337	78.8	0.022959695	2.296909109
286.8917	195	0.656710257	-0.445298036
286.9581	272.5	0.370690827	0.897650938
286.9903	121.1	0.609441941	0.511781997
286.9975	146.7	0.00106644	3.345055522
287.0105	115.5	0.725988509	-0.351142684
287.0579	29.5	0.598929011	-0.527378051
287.0991	63.4	0.070004069	-1.834657622
287.1265	153.2	0.376361846	0.887316468
287.1365	136.6	0.227663566	-1.211840483
287.1469	57.3	0.155388787	1.426828989
287.1515	144	0.001349674	3.275007584
287.1606	158.5	0.028122525	2.214030004
287.1642	29.2	0.595457418	0.532027842
287.1965	144.8	0.640642345	-0.468067665
287.6255	154.3	0.238688699	1.182312512
287.6326	147.4	0.507247186	0.664507765
287.6434	145.5	0.883706917	-0.146509128
287.8888	188	0.002440922	-3.075122504
287.9798	157.8	0.070711819	1.819649336
287.993	107	0.205766754	-1.273128301
288.0745	98.9	0.803773779	0.248841776
288.1273	153.8	0.289598371	1.062540625
288.1341	142.9	0.593227797	0.535130167
288.1421	143.6	0.499628857	-0.676789015
288.1489	142.1	4.95E-05	4.159579433
288.1598	147.7	0.097207823	-1.671631455
288.2031	138.7	0.457083712	-0.745498069
288.2168	88.2	0.029173737	2.201009092
288.633	147.5	0.212423557	1.251469854
288.6408	144.7	0.057457975	-1.913660383
288.6509	143.4	0.041828664	2.050487995
288.6616	147	0.406233404	-0.833364447
288.7682	74.7	0.009607246	2.620657995
288.891	197	0.445780779	-0.764333053
288.9218	106.7	0.682140269	-0.410408686
289.1371	130.9	0.348324319	-0.940725087
289.1425	145.2	0.704325016	-0.380261191
289.1568	151.3	0.050957258	1.965209823
289.1617	153.3	0.00033827	3.655023634
289.1621	43.5	0.172733069	1.369120463
289.1767	148.4	0.1049057	-1.640685101
289.6307	147.3	0.217855799	1.237350882
289.6405	135.4	0.296895651	1.046595592
289.6488	144.3	0.139683805	1.483674752
289.6585	150.8	0.061210231	1.884973449
289.678	148.7	0.17710357	-1.359411473
289.8892	199	0.011629771	-2.553756608
290.1324	147.7	0.3232925	0.990471703
290.1427	144.6	0.388674243	-0.865447106
290.1505	144.5	0.236761203	-1.187516298
290.1754	148.3	0.251079025	-1.153861526
290.6092	105.8	0.110463569	1.605080109
290.6279	143.4	0.048992862	1.986144227
290.6387	144.2	0.520832485	-0.643340403
290.6677	144.8	0.002062823	-3.155714813
290.6769	147.6	0.358337477	-0.921952773
290.7653	75	0.017531532	2.398696593
290.7816	77.8	0.005413888	2.817488096
290.8549	75.3	0.030726125	2.180547767
290.8759	103.3	0.008551602	2.660574502
290.9127	235.1	0.110743907	-1.60400786
291.0312	269.2	0.25852779	-1.134208082
291.0697	62.4	0.582851659	-0.550669002
291.1409	123.9	0.43680545	0.779545855
291.1593	28.7	0.941916967	0.072996122
291.1695	144.4	0.068309332	-1.849071101
291.6175	111.2	0.744598797	0.326276122
291.6467	143.2	0.271085373	-1.105898767
291.9099	112.2	0.881217691	0.149726746
291.9491	115.7	0.021354388	-2.342327027
292.073	64.4	0.953775068	0.058048768
292.1361	147.8	0.474714195	0.71645228
292.1485	144.2	0.006639052	-2.766819765
292.156	122.2	0.697447488	0.389493819
292.1631	160.4	0.059634794	-1.897542329
292.1979	161.4	0.130807223	1.518227248
292.3754	273.5	1.59E-07	5.461952996
292.6547	143.6	9.79E-09	-6.276305527
292.6648	170.1	0.426170614	-0.797669099
292.7627	75	0.762149011	0.303281837
292.7786	77.1	0.000228868	3.771093473
292.8521	75.7	0.30300005	1.033533516
292.9129	103.9	0.008276455	-2.680502343
293.0741	61.7	0.000403622	3.606388852
293.0977	228.1	0.395840922	0.851244092
293.1664	203.6	0.021237464	2.324669214
293.1746	29	0.346024661	0.944865274
293.1789	144.4	0.00728081	-2.760778844
293.1956	30.2	0.046645109	2.005395842
293.1957	270.1	0.090534215	1.702272553
293.2011	160.3	0.777354897	-0.283576741
293.2112	29	0.171147374	-1.376190703
293.6445	150.3	0.113674026	1.589736571
293.9106	96.5	0.006028701	-2.792871937
294.0317	110.7	0.907099994	0.116865481
294.0924	114.9	0.749978762	0.319222782
294.1011	206.3	0.031761436	-2.186165428
294.1543	96.7	0.003657346	-2.959605135
294.1868	142.5	0.02953869	-2.212603759
294.2273	29	0.30051968	1.038917826
294.6223	152.9	0.715023936	0.365785014
294.688	143	0.285792112	-1.071823339
294.7759	77.9	0.587226332	0.544484464
294.8493	76.9	0.213490418	-1.254371189
294.8623	249.3	0.028904231	-2.204359841
294.8654	90.5	0.057410037	1.91527947
294.9388	109.1	0.090392407	-1.712572859
294.9931	86.3	0.530400175	-0.628986083
295.0006	85.3	0.266149024	1.115486216
295.0289	110.9	0.52151877	-0.642643514
295.0354	108.4	0.070446447	-1.827589228
295.0662	61.4	0.007014262	2.728855277
295.0956	151.9	0.252827606	1.14781408
295.1243	151	0.3480719	-0.941765819
295.149	149.9	0.649133045	0.455809982
295.156	143.1	0.162794716	1.40212671
295.1651	76.5	0.58370441	-0.549601864
295.1857	142.7	0.055133751	-1.948576405
295.2112	32.9	0.001590516	3.211118234
295.2265	31.9	0.171908621	-1.373704007
295.2266	271.1	0.473002864	0.719420267
295.6469	147.9	0.703047018	0.381903904
295.8581	89.3	0.659460498	-0.441883645
295.8701	197.9	0.029120803	-2.199802051
295.9419	114	0.059359084	-1.904435067
296.1237	116.6	0.36902702	-0.901983616
296.143	147.4	0.324880688	-0.987811736
296.2299	36.2	0.769529976	0.293611391
