name,092816_RPLC_POS_0uM 1_08,092816_RPLC_POS_0uM 2_22,092816_RPLC_POS_0uM 3_24,092816_RPLC_POS_10uM 1_10,092816_RPLC_POS_10uM 2_20,092816_RPLC_POS_10uM 3_26,092816_RPLC_POS_200uM 1_14,092816_RPLC_POS_200uM 2_16,092816_RPLC_POS_200uM 3_30,092816_RPLC_POS_50uM 1_12,092816_RPLC_POS_50uM 2_18,092816_RPLC_POS_50uM 3_28
Dose,0,0,0,10,10,10,200,200,200,50,50,50
M450T1918,203995.3683,217563.605,206360.6475,49882.62177,52102.0091,36055.98929,17470.06027,20520.12066,13559.56834,32409.96322,27836.25517,31369.52025
M580T1785,204.9859732,202.8237309,205.9723909,0,0,0,5839.753433,6394.975863,449.602063,1220.134486,879.8721626,0
M444T1420,29957.16125,29417.82161,30549.57536,5098.684784,2738.782886,3142.322513,3534.510789,2074.46172,1949.228619,3583.74107,2152.024487,3910.198024
M800T1627,10575.86497,10706.35279,9986.178482,351.509363,549.2744133,324.2051702,525.5504516,0,1478.653961,252.9781982,0,517.8135026
M308T1287,889.3524437,1091.860312,641.4121682,3232.341983,3565.742856,3215.614653,32194.58278,31819.46037,34294.52224,4691.3703,4713.492538,8338.712113
M389T1183,117296.2056,133721.1368,113912.7402,22334.43181,3357.715012,18709.08761,13409.74373,2576.006445,11826.19853,7608.643396,4972.328562,5549.895598
M387T1511,150364.5402,126302.0331,136395.3748,14270.10268,10222.55545,28123.90686,20607.16905,19444.7336,52866.21135,3671.167965,16204.65804,22909.92259
M190T1223,9138.171288,9815.61261,9655.415637,5786.151917,6507.735962,5950.810303,11254.9024,8348.940084,8534.317535,8109.195221,8135.810486,11047.65009
M232T388,19061465.42,16490090.83,17446301.05,7727540.716,5891152.241,5709789.886,5159685.13,5932085.813,4535381.245,6338732.865,6475621.299,4414371.818
M565T1750,1003.198981,339.3318538,488.1213742,3697.674377,4239.20054,3512.164735,100336.4438,92970.48834,90220.45298,22806.02251,21969.01257,18739.81747
M462T1193,5563.977581,5382.015211,5405.183925,3470.20892,3482.408521,3790.520871,4827.91632,3515.38382,4189.957398,5130.212695,2352.086731,4439.427197
M452T1746,190686.929,215278.4454,178645.5976,62224.4245,30028.18797,53217.19754,18833.59055,18597.40397,11090.91621,26187.05963,25058.90052,17828.65056
M260T698,331091.2717,366432.321,343185.6728,44331.19415,64350.08857,104085.9975,33037.93377,70971.49592,64702.78681,73346.69713,49456.81272,54889.41357
M341T1626,424445.1727,365450.4113,353528.3321,122126.9206,95856.69608,58613.6839,102653.4532,96703.99084,92262.19953,98887.66677,96018.63663,95368.88071
M343T1288,3019.144429,4356.646656,3618.879196,10690.64772,9238.541061,9312.61418,418700.2064,481260.0438,343238.2183,68340.67153,46418.23047,50616.38382
M705T1892,2878.027802,377.1384973,303.8461908,17950.30013,19347.83247,15197.24066,27661.73861,32279.3809,13233.7861,47580.40577,45807.27924,32130.30244
M387T51_2,8556.400767,9677.98932,9517.436563,3394.704202,3553.410391,3991.398228,4037.522973,4385.57024,3544.127228,12908.05068,2778.56977,4557.05195
M444T1576,207302.1336,203098.1947,171184.3617,33104.63601,24336.61429,11907.24843,22771.87396,23089.3201,12191.42322,11642.10544,21079.44431,8056.315441
M310T1288,4430.953105,5779.200848,4513.942339,11136.95004,9573.622561,10549.26244,87175.26532,94768.51664,86885.55002,29203.52311,22266.32695,22071.05407
M400T1703,163351.8001,156146.3366,132747.0125,33587.57236,15716.20143,27522.42721,18993.13521,27731.49887,22402.65529,35711.44345,23292.04017,29170.81541
M440T1810,243920.8999,254981.6229,258965.8579,47362.18168,4442.885803,35102.23311,26925.76894,26022.89148,15273.0098,26326.44813,30986.33317,23952.58071
M158T951,17639.72294,17608.00915,14077.67288,5546.114102,3328.215983,2275.329763,22448.9819,18194.46,14341.4574,16671.26928,16004.73966,14896.10829
M479T634,1402.726791,2488.595686,1775.597764,5132.739076,4880.473455,5838.991287,3752.600671,3447.639308,4051.065815,3508.146751,3848.700346,4298.524914
M801T1627,4639.983871,5731.236819,5756.832029,515.7837901,0,329.4845928,0,250.4057955,271.8714018,581.4590297,204.1767565,0
M847T617_1,5811.849485,6168.633802,6735.179887,3615.728367,3964.664256,3207.758753,7206.93015,5707.254481,6089.05068,9563.067588,3647.954126,12761.06029
M451T1915,49492.57354,60622.94533,60461.73865,12810.68054,17047.88246,10582.75831,12387.35161,9179.382343,5714.845133,11295.06038,12626.55554,9186.650098
M931T1065,23362.11643,26409.20213,25252.11723,17633.58758,16848.99484,14953.07643,23769.55259,19205.58039,18241.65102,14768.24595,20030.46819,13797.8082
M198T745,201662.6442,204155.7142,207840.2078,167425.022,176840.0131,176084.2509,209636.0573,182760.9882,145357.7997,187671.9424,186492.6251,181294.1752
M371T1301,197021.0325,233458.4916,257888.7775,69213.29601,43327.5088,34178.42046,43034.80947,46802.0047,28312.71441,17801.81957,39573.7525,45603.27148
M435T1777,7203.383322,3580.267458,17407.228,68145.30004,60084.40634,49694.88459,94468.90044,16383.35597,61949.17847,13027.42092,64380.58974,62978.96722
M170T745_2,22957.39003,21640.16169,23705.0306,17342.70086,17033.45302,15222.88931,23644.44526,21795.47393,14442.76924,21287.64035,19183.02961,18815.77927
M233T388,2101305.007,2540890.938,2492390.743,979341.7046,746908.937,808830.5112,724367.661,802539.3374,447634.3992,677624.8805,773190.0094,685191.2547
M170T1339,113349.7512,114809.4462,112140.7973,97161.76538,92845.90878,91395.24534,102067.2047,99602.10678,84654.17018,91176.01153,99770.0026,99742.56184
M450T603,29236.31648,24759.12208,34031.77227,53971.75213,58768.22185,57202.07828,57158.03834,42529.97602,69418.27194,62659.08083,47793.7869,99995.55272
M719T1420,3087.803497,3798.13979,3512.531245,1477.076739,1535.252312,1990.748262,2868.5357,7205.186493,21692.09023,4628.497288,25755.03495,1327.780263
M658T1286,2069.366317,1785.620443,2080.050886,2997.087927,3363.669377,3482.552735,12022.18239,15446.76546,8174.165619,5691.812081,3339.97418,3112.458552
M185T890,15137.43575,15845.64485,15456.91678,12639.04632,13586.54642,13126.86502,21491.97294,25222.73668,13269.18854,18692.71656,14547.91079,14875.89537
M902T56,9089.502172,8204.675453,10127.5485,13588.68001,14793.32156,13794.9608,16219.4725,11352.03957,6740.00182,13604.00586,6077.999518,12554.34656
M358T1307,55657.85226,61826.99865,53999.39755,26383.72093,13715.40455,13953.63726,16677.79885,20518.83627,12214.68952,14289.26745,15060.70987,21303.61174
M428T1631,5865.13501,7718.141156,5823.054725,13163.46292,12453.19049,12071.41473,12239.81097,7666.334473,8813.239072,10337.04504,11376.34125,7073.988403
M208T774,25037.00735,23657.87564,22255.29948,12953.97821,14797.58141,16651.54714,33543.9501,27768.25124,30580.64979,26771.61245,19053.04927,12308.87333
M230T56,447348.7151,429429.4918,427427.9482,357069.1846,376058.9204,344993.0212,444620.531,326859.6311,257908.5512,358358.1199,438762.9218,363875.1169
M216T897,12773.34691,12177.08335,12364.91681,8964.990588,8032.587681,9270.916449,13229.05949,14067.1058,10559.13357,7760.325428,10875.32108,6984.475046
M479T50,4202.374858,4573.403331,3882.693223,5838.606054,6320.566189,6727.869149,3765.414427,9126.342065,9508.178625,6959.845493,3254.592324,6946.183918
M414T1714,837597.1225,736394.4878,668754.3718,74972.82646,48881.37395,43902.39785,24727.99895,25855.0879,11288.16588,21375.71429,29260.58872,18663.85634
M162T1172,1587.602783,1501.754196,1827.427383,283.833029,660.9383053,708.3885988,1709.193085,816.9661562,384.6741701,475.9211726,2201.036263,1249.262529
M649T1834,129581.7366,143304.477,123033.8454,81215.33009,93350.14752,78639.3111,74260.33896,79853.58903,49842.54323,83296.16514,116467.4626,71983.39492
M129T889,20514.34052,23407.91367,20529.73711,12370.61688,14990.22273,14147.15182,31006.96862,28981.35744,17476.34703,27878.74963,20137.40454,16344.95137
M129T1603,41439.30019,38197.20183,34355.28938,2402.441713,13695.72174,11219.24299,45509.8827,45306.39973,32384.26635,29642.44637,39966.48391,43941.58964
M243T745,2886139.482,3101008.141,3008730.309,2387117.402,2596704.881,2455510.344,3019581.857,2651196.727,2159692.982,2718216.693,2685352.978,2561636.368
M968T620,2680.363987,3514.435811,3615.109233,5992.66694,5636.908054,5246.407107,4657.388517,4512.691777,4519.192544,7897.042046,1269.089128,14891.17973
M275T50,72454.60025,76080.10411,81602.58219,105010.147,102200.3746,105519.3715,48330.77504,51973.38557,72743.64612,106092.4844,86661.3994,67739.0458
M470T1630,36213.32073,39418.91465,30282.42803,11022.36247,9875.592563,7190.447408,10460.41981,10165.01667,5910.595304,9876.057956,8716.444916,7433.005517
M391T48,23241.36681,25478.79949,24652.22678,30108.08226,31043.8803,30205.4801,29967.31395,37986.10148,33632.17696,28557.21671,15483.48569,27652.30645
M251T1599,12190.84327,11450.98474,11320.76111,9110.977699,7717.085529,7923.512005,20809.42673,19882.70293,19335.32642,18266.58587,9108.918701,11405.15308
M289T878,51218.37808,53304.54782,43198.83789,13392.04458,16473.1466,15281.0011,13702.68048,14452.50643,10224.61584,15567.7774,10660.61813,12450.56759
M698T1901,6247.723391,3026.564321,2260.717957,24658.28967,21510.34589,17253.77304,131810.1456,106528.8937,63076.92049,40673.04126,40393.68347,31718.88603
M430T1915,341688.6431,280352.3831,279814.0952,87853.28897,77601.83985,66427.53948,51067.05834,48455.5573,28803.79676,62966.0164,240497.9209,46723.26817
M398T1452,6113078.335,4779485.038,5708007.741,496778.5457,336738.2418,310585.2655,67698.18053,61432.78379,75168.61293,113038.8302,128270.5061,97414.65919
M400T1626,29322182.97,25797135.48,23080391.99,2983101.891,2262503.229,2148515.012,731504.7839,643908.3026,501275.2298,1192176.637,1137321.472,1041123.006
M386T1476,75483.20406,79441.53351,64858.93217,18993.9704,21183.96508,22130.98697,26856.65791,22401.08759,18459.66357,21369.11056,12278.53315,18933.02249
M398T1355,39107.54553,33345.51862,35321.78681,24310.32797,20863.17774,23049.72404,28218.08108,25269.51443,18272.91672,29270.16702,32798.04542,31911.473
M552T972,1075.094541,620.0387085,517.8792031,2323.281542,2661.64035,1922.212052,2065.089844,3077.89038,1991.726015,2675.385705,502.4965224,1263.355741
M317T693,66954.42321,69262.58569,75955.38809,55071.44918,47058.15297,50234.72885,71647.66152,54229.01385,47159.64632,53128.41813,64009.82181,46803.29748
M770T643,2095.145143,2823.928466,2828.038569,4912.593985,4537.863703,4637.874219,2246.119834,2993.715272,5622.291461,4901.475241,2472.342417,20484.60767
M627T50,2451.480013,3398.166562,3563.297153,5501.500929,5821.621371,6190.406508,4249.033435,6025.208802,5853.611929,5074.867619,3387.813407,6142.926769
M283T1258,899.9016096,1448.370365,870.5378727,2151.52618,2747.833527,2669.908239,2091.059054,1487.147766,3076.512939,2651.494344,1994.073945,841.8329297
M364T57,6348.658687,7291.299822,7206.10136,9376.497185,9994.647706,8844.644661,9870.468972,10141.1955,6659.597886,7904.891202,13327.9466,6650.77477
M413T1643,176177.6744,161420.3024,160652.5616,132543.2606,131980.7561,117082.4958,183556.2314,147762.2666,117918.5073,142030.1349,152874.694,128622.1771
M150T787,54485.18641,51747.69462,47865.75167,34579.28744,39014.09715,38922.75121,54264.43868,53278.80735,36742.39949,49859.45823,45901.68013,38381.17386
M638T56,6815.910719,6956.91824,6420.479387,9274.877111,8721.278632,8338.382991,12191.1659,7358.157389,8501.954354,8975.744245,7907.948985,7751.571045
M402T1626,1113521.275,920451.8115,890704.7275,116243.7232,94102.46704,93242.64568,21890.98889,22444.89348,20694.11635,49713.98909,52207.60242,48319.77008
M342T1287,228.1931853,689.7629595,454.1957257,2435.681297,1809.819672,1788.321507,55371.91124,49414.86501,35657.83097,11283.10799,6463.256986,5419.91095
M445T1576,62981.63551,65783.46963,50697.52505,15701.05562,11827.9435,11391.81311,12419.73491,11874.88855,2897.04187,10979.03286,9315.189157,10785.75896
M399T1452,1619371.836,1249514.958,1526334.72,130632.7783,88491.08401,95899.08094,14887.52566,16552.67522,17913.05407,24580.39141,35350.16704,29835.85467
M173T384,1003200.961,808869.893,810280.607,415977.1393,351764.9252,305471.193,331165.2731,434812.6375,262147.1596,340173.4346,312813.2379,211792.0505
M343T1616,17974.30773,17949.21167,17394.87452,13601.12132,13096.53825,11820.68164,18195.84052,17307.6928,16895.61543,13522.99976,11808.92208,57008.38913
M377T1290,282.5228585,623.4495772,752.7099908,1624.533721,2188.61119,1667.03203,3861.925012,2344.357994,2575.455139,2768.541581,1683.23855,1160.120528
M567T737,44145.48577,36864.54312,30678.5432,7454.749958,14992.85349,6585.597463,20693.2053,25681.78705,27437.0333,26587.77705,5759.962954,12815.23976
M396T1382,97472.91452,76314.68182,91511.85954,12438.72754,10789.55858,11245.93915,8008.88886,9248.154782,6591.166467,8371.870698,6427.029331,7523.983717
M686T624,2588.032645,1528.391294,1886.923914,4890.276113,5785.226245,4307.472247,4421.920692,6470.881785,4808.944925,4098.123111,3371.995277,7604.485977
M416T58,16047.72823,16261.03799,18554.59708,24478.68971,22729.90128,21657.51261,11727.16742,19692.674,18625.74993,24536.74027,8912.674155,25382.37623
M145T724,969642.5277,1016812.581,940834.327,713841.9719,581221.0271,694864.3488,1311426.591,1255589.938,1097285.888,1049355.223,939318.0372,963966.9017
M604T1071,15862.9509,15984.89569,15493.12546,9476.013275,11302.80682,10608.53525,13972.36932,10486.5913,10825.21895,10454.42889,11625.92395,7562.12911
M397T1556,3649.787964,4818.590227,6464.322898,9286.553683,11204.62537,11342.68872,7074.404216,8662.475769,6679.243265,13612.55358,8275.618009,8144.974204
M186T53,62168.14122,55208.81271,60060.71994,42981.42557,44194.89902,40924.66341,47267.4421,34276.53292,30371.60593,3661.029286,61538.25244,39717.53691
M266T1478,15710.96054,14927.96271,13832.48856,10025.31943,7250.167943,7272.282349,13975.07657,16865.70972,16677.54122,6561.982269,6078.027816,20214.78927
M213T1172,38069.22488,35590.48352,37480.67494,31191.27567,27479.80638,29916.06439,36758.84557,46638.68441,30048.28792,43099.16216,29249.96753,32065.61039
M214T749,9856.892072,10239.94077,11800.59092,5476.710537,6677.501264,7300.152302,12518.63588,9510.464955,7028.762979,4794.712505,6800.334262,14493.77558
M769T669,1944.18517,2254.342452,2490.52485,927.4625833,1359.550477,1164.253378,1610.582657,298.7667005,1702.784314,1266.980091,1003.338522,1092.410016
M143T81,938228.0071,829260.9039,914349.2232,1160274.341,1124624.882,1084573.144,1082036.032,1551212.559,1193522.954,1253664.132,1298590.51,922823.3828
M189T292,192792.6329,605319.9672,982033.0399,2522002.98,2657301.632,2336981.451,3077149.464,2184256.776,2731706.893,538889.9272,758264.6714,644943.6441
M401T1625,7340724.019,6212090.31,5629067.585,790339.4199,616481.3451,574816.6951,196960.3084,169799.7642,129807.5654,322639.4645,297898.0474,291840.0431
M414T1761,387238.3606,452755.4453,343403.208,35343.27352,24517.07181,36448.01621,20231.97631,18498.92626,16255.05376,16707.41662,8067.178963,7114.209662
M225T1010,404164.5346,456324.1366,457732.62,298749.9183,336065.3874,314602.6694,475838.7296,458155.0225,562601.207,359506.3378,360356.0974,1157434.064
M706T1891,1607.199562,0,688.1786992,6825.520671,8172.030551,5277.453481,9327.460267,13033.24177,7714.302673,19006.18939,17855.36078,12630.91934
M274T769,37475.71291,34558.6832,43535.98086,17792.30017,17251.41431,21446.75488,30971.02226,38442.32557,36861.60847,18736.36585,23247.68949,20535.51027
M421T1529,40069.79744,41314.16725,39153.22135,34906.3266,33192.64059,36019.25493,30182.86632,39313.92065,37088.22415,50180.19602,32382.08925,34578.95858
M330T1584,5007218.979,4300670.123,4699795.304,3405962.669,2552449.096,2641054.892,3428594.222,2702789.684,2057158.12,1865247.859,2987970.753,3176829.674
M533T1238,225730.2946,293147.5137,258751.478,96942.58306,111545.6979,129495.7694,124730.5754,113880.5022,98235.80074,105404.5207,122512.9281,83837.56471
M608T791,9194.401907,10505.27998,10095.59724,3779.659882,6088.474315,5421.372132,8641.347742,10029.9501,9863.205757,9572.559228,8429.433189,9500.508391
M400T1451,255420.1887,189301.1715,236507.1402,16346.45356,9734.600894,9120.623291,4062.253596,4088.361755,12435.06269,4990.959271,30865.24101,9383.697977
M313T49,19697.82921,23014.21629,20970.53447,28926.75286,27358.73128,26680.96768,21076.76728,34708.49107,27706.71235,31645.91243,13532.76489,29385.33399
M155T59,35534.8412,46430.65695,37926.30862,65446.92495,62703.0523,57463.22301,50736.5404,45463.87665,54257.4913,73213.49668,29769.90244,51406.0444
M386T1511,648909.7425,509581.9699,505453.348,49318.04783,44578.21393,30171.94351,55119.40277,51322.82101,134060.6374,5109.233838,36724.61082,30978.98778
M454T1972,529494.0938,451360.4445,410940.246,78426.13247,72109.71969,70457.7442,50009.86786,35340.80749,21450.28988,71628.30907,39452.31795,50062.97348
M118T288,893864.1412,671786.8846,410841.2045,1601780.126,1827130.68,1658574.949,2296816.785,2717971.883,597522.7031,2119733.558,848653.3019,1525805.925
M156T53,42048.37371,37563.907,33353.7399,22808.32617,17457.9652,23095.94265,34779.20304,31296.19609,17708.00375,31967.52985,40198.48861,30365.88433
M374T1192,168804.0959,171792.6635,151970.725,109745.1096,78004.48666,104967.2715,111902.7521,112521.7132,130284.2513,69805.70487,148565.8283,147071.4439
M513T1170,34314.66218,51486.38157,34620.99949,96035.12193,132244.1654,113097.2795,122752.1315,99318.11507,20400.4865,132672.91,20304.28045,105170.211
M318T851,184072.2849,197945.0599,185428.7348,163903.9846,160648.9959,154472.9961,167742.8141,166487.3265,139365.5452,192854.3088,199259.3524,203015.5594
M609T931,978.9970911,890.9443742,593.7913966,3334.226633,2775.261418,2423.303156,83715.52552,32341.96998,37152.73146,23359.26425,7071.935888,14854.38342
M246T56_1,150496.4296,146758.7493,146018.7198,95369.53966,82909.31353,72760.76346,153425.7057,58196.9376,73663.05702,105063.9891,144316.4215,87498.15944
M400T1741,62013.82439,64098.37124,49425.59146,12029.953,15328.68537,13855.88171,8419.51731,8051.633535,13434.98565,9196.574353,3523.037292,10342.26302
M385T1850,437915.5441,384447.313,425397.0873,292672.1954,216701.1702,210803.6806,314975.1783,287383.8926,210797.5101,265318.3974,290261.7734,313645.0104
M347T1662,13135.48455,10760.58797,13558.1108,20312.03072,25501.14803,22347.19049,19347.62134,28868.74738,26908.88253,32175.21882,34644.53281,14102.228
M265T1288,11742.64929,12372.22959,10878.56401,7483.731418,6625.689331,4834.957929,302859.8372,343824.981,324516.2,57583.99046,37024.66626,39546.82162
M139T890,33102.55553,34859.68359,31190.67464,24220.85639,26221.64689,27619.81091,41713.17182,50630.59056,32969.74177,32489.70386,30600.29889,29392.35838
M223T1484,22016.98988,30487.047,28230.77819,145528.0095,157223.4713,192156.2841,365185.3749,333960.1077,19038.21423,25363.48747,137694.1563,16546.72412
M498T53,4718.314186,5710.094526,5498.214337,3797.390884,3407.742692,2957.193078,5948.13852,3039.797301,3097.504865,4589.723864,6844.385822,2566.212917
M461T1198,7349.923181,8584.15078,7453.259003,5287.709885,4800.934738,5743.543954,5754.386353,10152.16627,6273.372591,8233.704432,7137.23462,7993.166016
M204T1456,69020.54651,75710.71823,71853.45538,57083.72273,62086.69592,60672.79663,72519.1503,90493.15749,61842.69636,70478.92729,68818.79042,100744.028
M500T1646,20203.2665,18294.83592,17975.19932,9445.451292,5217.625798,3857.271327,5658.141472,6370.066589,4010.762648,6741.906752,4535.660239,6086.921376
M428T1671,1091317.655,855975.0328,1183404.804,149267.4888,84416.62327,125371.0801,14048.87333,23838.07772,33599.4611,43691.36694,278932.821,40567.09736
M396T1361,126933.1989,102919.0642,88250.96617,33546.71546,27887.68803,15863.30834,23213.67995,166103.0795,40104.83372,44181.29554,21778.59827,32451.00098
M304T705,114969.1262,89210.38605,117654.3048,15708.03969,14990.25427,13364.92581,3775.635151,14794.25031,14931.85982,11635.10897,1728.305884,9623.338468
M386T1485,142099.3978,143521.7554,113170.025,30024.41662,30520.15253,30865.04098,35325.37615,31822.64523,26640.892,31413.73954,30904.19886,32745.65428
M696T1888,8943.060059,8570.091245,10866.71689,25660.29781,20411.27818,20569.63695,112425.4819,89406.40564,57685.30959,36487.33428,40331.2282,29405.01999
M368T1670,68320.33026,50519.12204,76140.53491,5319.102182,13921.16256,4623.069992,1003.119137,4392.537469,316.9788025,5215.874218,3896.404713,1198.126942
M231T1169,14172.23339,14607.03935,14404.51021,12818.37785,11867.00869,12010.06505,15398.6506,17288.32782,11618.09805,12071.71894,11137.7834,18237.2136
M144T724,9999585.19,10513012.13,9531102.207,7224450.527,5604591.402,7055491.634,13876002.66,13171483.82,11386224.94,11059781.68,9702082.987,9709744.387
M244T63,5590.900996,8698.332007,7611.467142,12245.46377,14297.53075,16081.34415,12724.9303,4997.600318,9766.805947,19968.7744,2428.041278,10505.09292
M548T1750,1093.703072,948.9696181,207.6769024,3526.134301,3141.487424,2300.598192,79889.0744,76091.51549,43610.11184,16356.16362,18403.68759,15691.20963
M734T1252,6624.316803,5917.548339,6202.830507,5272.153104,4563.98047,4804.599659,6029.490326,5775.153275,5367.886105,5754.499969,5295.601128,3032.501868
M480T1483,2123601.908,2159414.732,1932870.819,1694764.646,1648454.387,1459048.086,1861355.718,1739658.515,1349584.768,1761247.965,1898797.699,1744513.82
M342T1969,74752.48491,54816.86169,62667.84269,7096.747803,9468.209796,7186.675751,8415.12118,75624.49683,35868.32973,11393.34528,8410.292578,22201.43034
M265T1138,13321.40975,12433.12329,10937.49377,8345.177641,5405.524048,7103.662048,10023.06726,11982.70422,13327.22888,11011.18003,8908.342229,19879.02026
M413T1566,406208.4491,291464.2399,382669.4211,27495.79467,14456.33331,17806.93592,100035.802,3376.846781,102577.6754,83490.27021,65200.07153,63844.00149
M84T1389,127010.2783,131936.2339,127205.9234,112336.1741,115474.0573,106140.5247,129525.1856,123013.4805,76685.95274,101125.6826,117353.9508,121154.216
M412T1566,1468252.524,1055942.835,1399416.637,99826.63585,61512.41986,78907.92411,227893.5785,200349.3438,371337.014,225905.3302,18062.75671,15065.22961
M493T1393,374840.0217,383709.8683,344152.4189,246268.5824,299744.1456,253812.7662,454302.2236,282308.0983,262889.3703,418489.1967,331894.8216,341382.0121
M653T51,4260.719812,3680.138593,3735.645115,5581.514277,4868.854479,5103.278288,3505.863474,6670.506369,7594.656685,4739.46142,4123.322342,5841.37303
M504T1911,160696.4979,120273.6632,131638.2211,62376.73291,70767.12051,25763.96198,70063.56619,66791.70105,33363.89382,68168.84639,72089.80336,51621.43983
M372T1404,4780977.684,4619831.232,3483362.709,422858.2443,369326.243,323594.5594,86502.79217,75096.06261,59544.45849,155534.7969,127212.1978,117701.493
M318T1787,5813.680005,5082.276062,4510.474434,2943.812958,3255.16008,2381.826062,6256.253026,3734.835922,3579.706909,5881.879523,2715.594455,4180.690431
M838T1294,1193.070066,3030.403969,1278.417101,6069.138941,4703.372593,5560.491822,25727.59653,41733.22173,53688.41461,28168.36813,14259.98659,8898.81315
M226T1010,61504.65314,63150.87616,69002.72296,47275.84485,54332.2623,46964.013,67718.36903,67810.57332,84710.911,52357.33425,56995.19509,166176.7211
M508T58,7566.329098,5513.983156,10723.47314,14763.77812,19267.77536,17341.97302,9483.96001,14931.25053,5592.248112,11483.32286,12288.85872,19262.80787
M427T1671,6698067.189,5178546.722,7276209.454,837655.7059,530977.7404,682440.6606,158941.5976,192107.8737,203221.5805,272820.561,322839.3266,212396.9001
M341T1288_2,5753.975633,4412.608967,5842.124005,7960.459576,7567.319031,8951.195082,231461.1432,264165.4055,257437.1895,38183.33021,32087.28552,27899.28711
M223T54,78989.89736,77923.88994,83933.85853,61572.88182,55440.3894,48340.50243,131324.6846,50440.44358,46130.35196,76434.23751,96460.48397,54292.20462
M221T1456,71527.25879,68002.81605,75974.86529,60392.9393,54775.048,59132.80927,76773.9135,86561.69763,61077.84171,68214.72327,60261.87172,89036.40547
M85T1404,74962.15867,75451.58089,64109.71334,386766.1356,302950.025,301115.9409,355548.7897,348712.7357,261451.1066,359260.1486,326797.382,270707.6464
M611T1944,755.1535137,378.6226925,574.723781,1990.33505,1581.210146,1387.706823,4549.52478,5344.220336,3215.408448,3181.615547,955.8748987,295.7196609
M125T665,107256.8629,106233.8524,108161.9569,97093.31296,101167.4439,97813.7244,86442.91779,97405.37881,72652.19561,104517.9649,115705.7394,90990.21105
M182T514,2363.050356,10600.24237,5496.671656,23406.89646,18163.31904,20419.32349,29465.84644,24316.80362,16359.49418,16883.11037,8337.091463,8520.300665
M429T1670,156763.2627,107351.1057,137812.0428,16940.74132,7505.306017,9162.488507,2373.68074,3885.826292,1976.658407,2747.470786,73778.66572,2167.816689
M177T45,6546.091056,7710.597532,5567.604539,11167.67017,9560.817793,10050.42166,8391.999448,6697.120179,5305.065469,8049.116858,6095.614653,11265.89884
M708T558,10158.90667,9242.6468,6950.925194,15141.35262,15024.28515,13213.45819,7705.517368,19683.87372,12020.42827,11558.18062,12085.99949,18682.39983
M77T949,385370.9871,374447.534,363903.0137,332800.4038,343859.6392,333423.063,445074.1701,424586.9126,325636.9844,374907.2628,337447.4148,347959.6721
M83T1793,289924.7856,145827.0077,205676.4621,491767.4862,396728.7281,489396.4684,469273.498,518468.2907,258159.2238,102120.4668,603075.8794,345405.6721
M279T1010_1,24857.25501,24467.40222,21492.81378,18348.65145,17025.34581,14434.89704,26645.75245,25944.22803,30828.67578,19008.05669,19456.43722,64244.06326
M384T1372,149938.5433,124666.402,107573.7829,31518.10595,22286.55358,24261.57259,28737.17634,28032.71462,20739.78426,25707.18123,24431.90877,21192.36464
M427T1917,34473.91462,24670.09265,31018.27699,50431.71491,54621.42113,43486.85472,22579.36767,47648.8472,44173.68218,41826.9605,58336.32198,44503.41711
M634T1058,4869.983336,4499.617228,4314.74487,3231.203047,3160.266083,3124.825439,5303.357061,5474.69397,1282.694901,4484.120179,4005.892563,3859.710419
M426T1671,26236795.98,20085616.75,28679902.06,3123431.915,1823030.113,2411783.948,495843.0893,574553.588,700104.6498,872436.6178,1109547.713,747686.8859
M283T1275,426582.5855,442019.1486,372583.6622,316420.3804,283934.9835,242828.3264,444183.6976,486446.8372,466437.3144,309835.4741,251735.1679,743488.239
M537T1749,1399.878522,691.5926656,997.2192188,3206.085697,2301.051163,2461.149984,52077.92986,57841.18221,18257.8285,13218.47593,13395.96254,10524.63655
M228T51,122919.2418,107550.4486,113188.5171,90445.53319,90272.64928,82273.42128,74418.65142,40204.69394,39339.655,85819.08974,116153.8935,79113.23734
M172T903,12483.50675,14685.17784,11931.19749,9391.318188,7284.596216,6543.052148,13470.61807,15374.63735,10361.29158,13184.46342,12463.97483,13914.67964
M300T1052,49771.77854,53950.87428,48723.51269,42118.99841,43260.64125,38580.70264,33397.29022,25278.75354,20427.07564,46400.26331,43895.06208,44254.60558
M181T1286_1,618.5822902,1501.120592,618.9429145,4451.622158,3963.155935,2837.987816,35405.38559,31418.78469,34762.53077,12324.63589,11495.38372,8340.627203
M264T968,10876.04265,13383.90942,11791.54963,8003.290855,5617.619924,4526.532057,14047.20417,10247.4308,9861.128457,12453.0085,13679.24126,11371.5809
M318T1783,6192.842547,6452.984924,4980.449951,3825.897048,2774.829041,3091.637239,7808.889564,11926.51371,8580.860626,2764.448853,4173.551712,4093.540741
M133T1010,34516.60811,40630.14053,39681.89036,25935.72935,25401.38571,28818.09239,36657.36994,38942.82019,52337.68277,30259.59685,32241.61607,106708.0996
M451T48,5049.071082,6437.20284,6851.389908,8765.441253,11053.42979,10172.12014,9564.315371,11289.51174,12611.28822,3633.131417,6065.321251,8311.322467
M424T57,13628.03139,11388.37811,14339.58437,8223.043854,8044.191666,5082.06717,13534.38325,9453.79916,8986.266231,8921.029072,13099.30082,4775.184945
M360T1022,288063.5676,308097.1833,192490.258,21569.82043,18973.26388,72572.73253,22298.21003,25140.82314,11388.91771,50695.90529,13415.44324,9508.473903
