m.z	p.value	t.score
139.0861	0.027100733	-2.432574023
249.8709	0.02724925	-2.429837596
370.8369	0.027290526	-2.429079583
1072.821	0.027399879	-2.42707658
1075.934	0.027420787	-2.426694479
122.0213	0.027672233	2.422120569
813.546	0.027946706	2.41717235
208.0451	0.027982602	2.416528604
230.1016	0.028011312	-2.416014291
236.9713	0.028091703	2.414576808
276.1081	0.028231631	-2.412083968
714.9796	0.028408988	2.408940997
186.9557	0.028482528	2.407643213
351.1765	0.028806868	2.401956887
768.3318	0.0290117	2.398396785
650.0827	0.029221485	-2.394775058
528.1985	0.029637174	2.387670341
140.9611	0.029921941	2.382857206
760.1089	0.029958947	2.382234891
178.0582	0.029985129	2.381795036
514.8742	0.0301658	2.378769626
170.9795	0.03024682	-2.377418448
149.9766	0.030271292	-2.377010982
794.9104	0.030644317	2.370838231
107.0486	0.030727879	2.369465136
665.8586	0.030849088	2.367479663
714.8126	0.030945229	2.365910028
141.0902	0.031092176	2.36351974
837.6105	0.031389013	2.358723486
161.0702	0.031702925	2.353697445
315.1529	0.031887537	-2.350763405
835.8246	0.031947804	2.34980903
179.106	0.031999869	2.348985893
226.1582	0.032279868	-2.344580622
348.8982	0.032375622	-2.34308233
672.8408	0.032562573	2.340168983
444.1518	0.032635532	2.339036272
279.0755	0.032764152	-2.337045197
562.3772	0.032869475	-2.335420214
234.9304	0.032883787	-2.335199763
682.1887	0.032930954	2.33447392
393.1929	0.033023255	-2.333056338
209.1163	0.033250742	2.329578293
752.3822	0.033295151	-2.32890193
202.2153	0.033734456	2.322256291
155.1061	0.033889083	-2.319936421
945.8675	0.034039546	-2.317688508
491.3166	0.034125366	-2.316410514
319.1712	0.03428395	2.314056856
149.9521	0.034484524	-2.311094517
871.4579	0.034706288	2.307837933
539.9784	0.034845872	2.305798118
803.7125	0.035108417	2.301981995
136.0208	0.03532929	2.298792175
452.8432	0.035382409	-2.298027827
148.1158	0.035506902	2.296240623
236.57	0.035590039	2.295050362
707.3634	0.035783411	2.292291928
272.861	0.035831527	-2.291607717
1593.59	0.035939885	-2.290070004
198.9058	0.036047048	-2.288553502
219.0238	0.036199709	-2.286400386
505.2855	0.036352039	2.284260351
187.0447	0.036802514	2.277980406
298.3454	0.036837791	2.277491654
370.1213	0.036876542	-2.276955266
154.0241	0.037082192	2.274117462
882.8567	0.037373228	2.270126348
579.371	0.037673251	-2.266042203
158.1533	0.037825258	-2.2639845
349.9896	0.038074458	-2.260627732
315.0512	0.038127769	2.259912278
213.108	0.038134114	2.259827179
721.3795	0.038347117	2.256978302
778.8417	0.038733123	2.251852833
237.1684	0.038862337	2.250147716
196.9207	0.038972459	-2.248698704
255.1559	0.039079127	2.247298753
145.9538	0.039519672	2.24155426
159.0911	0.039786815	-2.238099767
354.9296	0.039864755	2.237095957
131.9664	0.04010188	2.234053156
693.4112	0.040196063	2.232849219
442.3362	0.04030983	2.231398433
1657.121	0.040365166	-2.230694155
806.4404	0.040646649	2.227125419
302.0819	0.040782982	2.225405179
139.9628	0.040839775	-2.224690143
242.0444	0.041272046	2.219277779
189.9691	0.041384963	2.217872638
735.5047	0.041435768	-2.217241578
354.8622	0.041549012	-2.21583752
582.8591	0.041686168	2.214141734
776.4164	0.041897358	-2.211540687
773.6884	0.042035987	2.209839896
855.1559	0.042064551	-2.209490109
602.0021	0.042300679	2.206606887
897.3517	0.042501109	2.204171224
127.9813	0.042665746	-2.202178458
271.8776	0.042804779	-2.200501148
120.5171	0.042884168	-2.199545648
115.0943	0.042964641	-2.198578765
209.9856	0.043112549	-2.196806025
828.8964	0.043370061	2.193733018
196.1689	0.04370379	-2.189775481
771.6038	0.043844189	2.188118899
238.2001	0.043882139	2.187671957
767.5138	0.04444815	2.181048142
201.1231	0.04467315	-2.17843667
233.1735	0.044810757	-2.176845514
676.8562	0.044839581	2.176512792
737.6069	0.044972813	-2.174977417
169.9594	0.045099053	-2.173526497
142.0494	0.04526094	2.171671347
790.9454	0.045370394	-2.170420526
157.1327	0.045607651	2.167718713
363.197	0.045953692	-2.163801244
225.0416	0.046050416	-2.162711121
828.255	0.046147547	2.16161853
211.1685	0.046430225	-2.158450793
851.9527	0.046621252	-2.156320176
164.0078	0.046839577	2.153894901
1580.095	0.04689537	-2.153276796
659.7463	0.047045986	2.151611559
480.3519	0.047206358	2.149843846
119.0484	0.047376904	2.147970053
186.9422	0.04739373	-2.147785518
632.1097	0.047599239	2.14553655
158.0353	0.047707052	2.144360274
147.0909	0.047743716	-2.143960818
659.9769	0.047834985	2.14296766
198.9483	0.047935191	2.141879249
582.7581	0.048506798	-2.135710376
822.1945	0.048712341	-2.133508454
327.2127	0.048798161	-2.132591612
343.0641	0.049127114	-2.129090989
167.9628	0.04925772	-2.12770708
209.9638	0.04954417	2.124683618
134.1172	0.049659608	-2.123469718
832.2435	0.049770089	2.122310365
627.8479	0.050111725	2.118740221
805.5427	0.050370591	-2.116049884
98.51768	0.050515812	2.114546188
88.95218	0.050540261	-2.114293419
773.5145	0.05081806	-2.111429216
136.0485	0.051020248	-2.10935359
108.0439	0.051100242	-2.108534471
419.2608	0.051204069	-2.107473064
240.1958	0.051227511	-2.107233697
285.8534	0.051264409	-2.106857116
172.0174	0.051392177	-2.105555074
124.0754	0.051421414	-2.105257538
1021.798	0.051483614	-2.10462508
206.0495	0.051713692	2.102291674
437.1632	0.051797931	-2.101439714
307.1137	0.051952422	2.099880551
616.8547	0.052194114	2.097449833
878.8169	0.052438285	2.095004618
514.9835	0.052571981	-2.093670159
670.8399	0.052850982	2.090895324
806.8364	0.053752366	2.082021203
252.2156	0.054188676	2.0777745
717.3391	0.054450153	2.075244425
305.2306	0.054613875	-2.073665878
956.3776	0.05474787	-2.07237717
382.243	0.054938871	2.070545163
269.0983	0.055449965	-2.065671384
692.0515	0.055482889	2.065358829
188.0536	0.055519829	2.065008342
136.1043	0.055783682	-2.062511138
222.0766	0.05603617	-2.060131556
295.9012	0.056155341	-2.059011814
113.9812	0.05637317	-2.056970666
1611.224	0.056753341	2.053425471
184.9598	0.056843706	2.052585979
227.0825	0.057100719	2.05020494
270.3141	0.057182429	-2.04945
508.8562	0.057245927	2.048864009
699.6315	0.05727668	-2.048580413
232.0807	0.057550674	-2.046059845
230.1384	0.05769983	-2.044692298
1631.62	0.057759839	2.044143002
362.9884	0.057850335	2.043315634
85.10073	0.057916123	-2.042714893
210.0966	0.058071419	2.041299279
763.9084	0.058140621	-2.040669573
189.9561	0.058474573	2.037640314
805.9015	0.05868051	-2.035780105
386.1268	0.058992	-2.032977698
600.8819	0.059103563	2.031977259
203.0633	0.059134149	-2.031703279
745.343	0.059363909	2.029649268
801.825	0.059637723	2.027210836
302.1134	0.059766369	2.026068693
167.0844	0.060172305	-2.022479311
106.0227	0.060215929	2.022094886
668.8684	0.060277297	2.021554526
344.1467	0.060292377	2.021421821
677.357	0.060307765	2.021286432
894.7934	0.060390874	2.020555766
724.6606	0.060747351	2.017432059
684.0406	0.061150481	-2.013919515
409.8186	0.061269311	-2.012888138
228.9899	0.061787316	-2.008413211
199.9552	0.061982781	-2.006733466
1955.944	0.062056535	-2.006100908
142.1221	0.062107939	-2.005660433
483.015	0.062134045	-2.00543686
223.9625	0.062203026	-2.004846522
372.1884	0.062385315	2.003289325
132.9034	0.062536139	2.002004038
737.3594	0.062708322	2.000540153
160.05	0.062896089	-1.998947923
148.102	0.06294148	1.998563655
708.2112	0.063062513	-1.997540265
171.062	0.063418522	1.994540302
467.1948	0.063548432	1.993449395
390.1371	0.063882304	-1.990654946
298.1841	0.06408172	1.988992169
802.8826	0.06421531	1.987880879
157.0086	0.064256162	-1.987541463
152.9478	0.064472661	-1.985745942
195.0871	0.06467941	-1.984036352
473.0821	0.065121969	1.980393419
182.1169	0.065355637	1.978478985
150.9555	0.065473383	-1.977516637
737.5057	0.065766601	-1.975126912
545.2173	0.065931969	1.973783402
402.0161	0.066091835	-1.972487484
733.9883	0.066263787	1.971096738
151.1112	0.066451831	-1.969579572
149.8903	0.066557708	1.968727038
447.256	0.067070498	-1.964615234
804.8421	0.067348636	-1.962396817
438.9652	0.067615325	-1.960277465
212.9727	0.067999849	1.957234904
249.0796	0.068026681	-1.957023176
338.2164	0.068134478	1.956173304
242.065	0.068382887	-1.954219463
1198.691	0.068640671	-1.952198621
717.6041	0.068779089	1.951116341
662.0752	0.068820702	-1.950791357
471.0346	0.068914927	-1.950056139
148.9774	0.069510529	-1.9454296
769.5261	0.069759801	-1.943503865
959.8156	0.069854347	1.942775076
166.9538	0.070256436	-1.939685516
721.2431	0.070356751	1.938917194
614.8797	0.070455452	1.938162197
491.1117	0.070645215	1.936713293
148.0495	0.070732381	1.93604893
725.1781	0.070926312	1.934573444
193.9294	0.071252764	-1.932097863
219.9471	0.071517627	1.930096791
446.2427	0.071749631	-1.928349438
119.0612	0.071903356	1.927194433
234.9553	0.072126297	-1.925523308
179.9678	0.072236454	-1.924699308
431.2242	0.07261478	1.92187787
185.023	0.072716743	1.921119714
115.061	0.073361515	1.916347408
203.2222	0.073554263	1.914928065
100.1115	0.073680722	-1.913998667
447.2436	0.073713138	1.913760661
170.0116	0.07372419	1.91367953
319.2246	0.074064415	1.911187465
782.1145	0.074163822	1.91046127
226.1788	0.074274438	1.909654214
294.903	0.074333539	-1.909223449
197.0584	0.074700278	1.906557264
448.883	0.074844751	1.905510168
344.1744	0.07492009	-1.904964848
699.8548	0.075139496	1.903379533
609.3807	0.075304391	-1.902190807
202.9564	0.075516851	-1.900662606
186.9739	0.07554535	-1.900457911
798.4039	0.075657625	-1.899652155
225.1375	0.075920663	1.89776861
405.021	0.076208036	1.895717451
872.5998	0.07629424	1.89510351
836.255	0.076475306	1.893815976
128.0703	0.076491519	-1.893700818
140.0557	0.076572732	1.893124321
190.9168	0.076691954	-1.892278999
333.2019	0.076840846	-1.891224948
891.7841	0.076959722	1.8903847
703.3648	0.077264963	1.88823247
886.9305	0.077336853	1.88772668
578.0034	0.077380187	1.887422005
248.097	0.077714067	1.885079616
791.1735	0.077747199	1.884847665
753.8349	0.077868017	1.884002574
203.9222	0.077900005	1.883779027
394.151	0.078196078	-1.881713773
231.0833	0.078264629	1.881236594
144.0924	0.078414111	1.880197339
818.0313	0.078589562	-1.878979797
760.8973	0.079030288	1.875932011
137.0954	0.079103877	1.875424595
850.0792	0.07936869	1.873602097
247.5956	0.079516875	1.872584625
194.153	0.079688535	1.871408064
483.8272	0.079896742	1.869984045
841.8228	0.080158851	1.868196048
141.006	0.080343238	-1.866941358
163.132	0.080622724	-1.865044415
893.3697	0.080741535	-1.864239787
170.0115	0.080817393	1.863726606
781.6435	0.081135817	1.861577101
302.1431	0.081287439	1.860556222
287.888	0.081774282	-1.85728968
1211.659	0.081848974	-1.856790051
145.1034	0.082357884	1.853396609
264.1063	0.082934734	-1.849572575
179.9898	0.083644628	1.844898833
510.1962	0.083896375	1.843249848
715.906	0.083955555	1.842862848
138.1101	0.084069255	-1.842119994
128.0615	0.084200753	-1.84126197
152.0018	0.084352394	1.840273983
1403.068	0.084394216	-1.840001781
297.1901	0.084738911	-1.837762815
346.8999	0.084830127	-1.837171674
232.0273	0.084955365	-1.836360965
287.8493	0.08511362	-1.835338029
351.897	0.08537123	1.833676483
510.0193	0.085424559	-1.833333074
129.0905	0.085502023	-1.832834587
196.1252	0.085763385	1.831155645
168.0643	0.085803851	-1.830896103
832.5003	0.085887537	-1.830359704
209.0376	0.086111248	1.828928048
844.4086	0.086508732	-1.826392416
880.3814	0.08652771	-1.826271606
816.6358	0.086839401	-1.824290846
167.0322	0.087405127	1.820711726
955.8482	0.087657411	-1.819122224
810.7597	0.088045693	1.816683748
273.6046	0.088330278	-1.814902531
129.0658	0.088398038	1.81447917
807.3007	0.088539425	1.813596708
116.9996	0.088700636	1.812592033
186.9799	0.088879636	-1.811478383
1580.163	0.088982245	-1.81084089
1182.665	0.08979468	-1.805816149
283.0172	0.0898852	1.805258786
906.6982	0.090117601	1.803830079
201.9789	0.090595545	1.800902038
855.2913	0.090809423	1.799596164
509.0138	0.090945422	-1.798767199
939.3735	0.090968943	1.798623942
228.028	0.091087674	1.797901291
348.9988	0.091384858	1.796096118
483.8274	0.09176888	1.793771115
131.0692	0.092013294	1.792295796
736.2899	0.092121596	1.791643175
505.1052	0.092388174	1.790039656
250.0559	0.092434799	1.789759619
457.1236	0.092769788	-1.787751247
160.0756	0.092985863	1.786459184
202.0422	0.093105829	1.785742963
739.1376	0.093312615	1.784510308
233.058	0.093565444	-1.783006451
797.1642	0.093796833	-1.781633244
817.3659	0.093854175	-1.781293405
283.0689	0.093854806	-1.781289667
827.7344	0.093939305	1.780789207
198.0069	0.093973023	1.780589621
389.2128	0.094151578	1.77953374
277.0784	0.094490842	-1.777532339
713.561	0.094585017	1.776977898
734.4967	0.094627665	1.77672697
159.1122	0.094931719	1.774940905
1616.792	0.095346885	1.772510235
143.9962	0.095703771	1.770428182
360.2877	0.095971162	1.768872693
172.9437	0.096312162	-1.766894508
1106.548	0.096488089	-1.765876328
726.5592	0.096534826	-1.765606113
953.4949	0.096751973	-1.764352146
142.0967	0.096938176	1.763278831
302.1952	0.096981354	1.763030203
129.1115	0.09733996	-1.760969003
652.8469	0.097537455	1.759836679
603.094	0.097631609	-1.759297559
734.888	0.097805686	1.758302001
521.858	0.098035716	1.756988819
704.83	0.098078977	1.756742159
857.5676	0.098089333	1.756683127
746.3524	0.098356018	1.755164787
697.6414	0.098530853	1.754171337
260.073	0.098641593	1.753542885
717.0343	0.098843	1.75240148
146.5831	0.099045613	-1.751255285
165.1269	0.099305672	-1.749787122
145.1039	0.099466212	1.748882464
828.3445	0.099610768	1.748068974
170.1168	0.099767437	-1.747188476
141.0288	0.100056923	-1.745564711
149.013	0.100161697	-1.744978033
658.92	0.100407801	1.74360208
831.4019	0.10081901	1.741309592
175.9792	0.100961891	-1.740514942
780.3968	0.101120193	1.73963567
371.0531	0.101608587	-1.736930486
212.1634	0.101763885	1.736072673
336.9861	0.102058209	1.734450065
736.8602	0.10229556	1.733144513
234.0922	0.10248326	1.732113931
394.1599	0.102583882	-1.731562137
253.0072	0.102703716	-1.730905604
1143.79	0.102843279	-1.730141823
723.0756	0.103079184	1.728852842
160.015	0.103339672	-1.727432518
735.8102	0.103638007	1.725809664
556.1245	0.103666817	-1.72565316
156.9833	0.103768858	1.725099152
128.9914	0.103832344	-1.724754708
446.8881	0.103981134	1.723948164
336.9191	0.104128943	1.723147934
883.8734	0.104487102	1.721212972
410.1348	0.104764539	1.719718075
1642.203	0.104975178	1.718585396
301.073	0.105252461	-1.717097358
199.9873	0.105497491	1.715785239
177.163	0.105522326	-1.715652396
100.0751	0.105574673	-1.715372483
181.95	0.105683736	-1.714789682
175.4795	0.105942095	1.713411165
194.9189	0.106089863	-1.712624037
215.9789	0.106389614	-1.711030244
1623.132	0.106784711	1.70893544
1038.943	0.106931219	-1.708160369
759.9522	0.107023078	-1.707674871
150.5268	0.107292505	-1.706252974
853.7044	0.107356022	1.705918219
131.0557	0.10744619	1.705443296
687.3582	0.107479483	1.705268026
230.1742	0.107711119	-1.70404988
245.9143	0.107871334	-1.703208664
287.0726	0.107961093	-1.70273785
123.9637	0.108379193	1.700549255
441.2911	0.108423316	-1.700318712
684.1867	0.108588017	1.699458878
146.0507	0.108746285	-1.698633693
469.151	0.109141021	1.696580117
128.1429	0.109389105	1.695292775
228.9087	0.109561969	-1.694397252
281.0945	0.109621233	-1.694090515
178.0172	0.109781045	1.693264084
343.1846	0.110385762	-1.69014632
796.3087	0.110593065	1.689080924
705.4827	0.110998671	-1.687001363
372.0891	0.111186767	1.686039216
236.9561	0.111454872	-1.684670237
956.1269	0.111724502	-1.683296343
719.3732	0.112047861	1.681652445
161.536	0.112311045	-1.680317485
1004.807	0.112331473	-1.680213981
233.9138	0.112418537	1.679773028
99.01913	0.112530316	1.679207329
185.1275	0.112738207	-1.678156515
184.4846	0.113288745	-1.675381797
98.89625	0.113539809	1.674120293
274.1583	0.113793769	1.672846688
834.0194	0.114024808	-1.671690157
382.9953	0.11418645	-1.670882212
391.8314	0.114293858	1.670345891
1651.295	0.114387861	1.669876864
186.0165	0.114582002	1.668909254
200.9946	0.114724113	1.668201856
939.9319	0.115254449	1.665568607
844.9748	0.115376119	1.664965961
1138.532	0.115711203	-1.66330907
706.3207	0.115810307	-1.66281982
141.9202	0.116012874	-1.661820922
664.1159	0.11620507	1.660874554
275.0076	0.116391578	1.659957485
164.1192	0.116557843	1.659141013
772.3635	0.11664824	1.658697522
194.0804	0.11671692	1.658360774
109.1007	0.116814232	-1.657883935
824.7671	0.116945479	1.657241346
1259.152	0.11718237	-1.656083093
195.1371	0.117339778	-1.655314573
362.9045	0.117709108	1.653514859
785.7188	0.118317202	1.650562209
618.2	0.11855576	1.649407436
815.3375	0.118669939	-1.64885544
374.1753	0.118839832	1.648034939
1285.879	0.118904153	-1.647724563
818.4113	0.119208696	1.646256968
231.1195	0.119351689	1.645568994
191.0216	0.119592004	-1.644414372
298.3454	0.119697448	-1.643908382
291.1171	0.120185341	-1.641572115
98.99307	0.120354156	-1.640765641
700.5358	0.120479347	1.640168199
479.3476	0.120603899	1.639574332
105.038	0.120752274	1.638867564
194.1254	0.121150514	1.636974262
1486.726	0.121414924	-1.635720151
96.05511	0.121636406	1.634671455
1175.447	0.1218424	-1.633697558
182.1532	0.122141676	-1.632285149
120.5361	0.122214865	-1.631940192
244.2256	0.122599976	1.630127974
759.6999	0.122647269	1.629905765
535.3431	0.122871161	-1.62885478
803.3745	0.123185459	1.62738218
1644.854	0.123293188	1.626878168
223.0297	0.123581346	1.625531867
199.9979	0.123756986	1.624712577
828.0085	0.123831889	-1.624363486
737.9722	0.123971566	-1.623712997
135.0871	0.124082188	-1.623198261
886.7488	0.124464863	1.621420657
1242.445	0.12470024	-1.620329601
236.0683	0.12472489	1.62021544
142.9761	0.125095424	1.618501733
196.8938	0.125373746	-1.617217349
833.1425	0.12544652	-1.616881917
816.5616	0.125650515	1.615942546
541.1323	0.125914621	-1.614728298
232.9598	0.125937188	-1.614624645
244.9235	0.126079817	1.6139699
156.9722	0.126215794	-1.613346284
863.2957	0.12627681	1.613066638
536.1621	0.12661094	-1.611537306
182.138	0.12668772	-1.611186366
719.0709	0.127212946	1.608790558
805.8399	0.127434296	1.607783399
671.8402	0.127640263	1.606847571
497.1325	0.127725277	-1.606461678
525.9808	0.12785996	-1.605850778
114.9636	0.128069789	-1.604900117
163.0631	0.128482174	-1.603035608
160.061	0.128768992	1.601741825
145.0965	0.129003959	1.60068376
393.2965	0.129122531	-1.600150447
88.0751	0.129139179	-1.600075601
891.4511	0.129408539	1.598865752
154.1584	0.129921847	-1.596566114
787.3295	0.130292845	1.594908839
250.0367	0.1307515	1.592865521
176.5241	0.131039449	-1.591585818
796.0142	0.131370562	-1.590117229
838.1463	0.131511927	1.589491189
774.8244	0.131623836	1.588996
135.0745	0.131827865	-1.58809411
196.0834	0.131951647	-1.587547521
689.3105	0.132351189	-1.585786208
107.0599	0.132458607	-1.585313444
193.5114	0.13264374	1.584499404
739.4878	0.132761849	-1.583980579
130.0571	0.133196494	1.582074643
376.1414	0.133700078	1.579872991
713.4731	0.133919236	1.578917033
796.5245	0.133938869	1.578831458
347.2026	0.134375195	-1.576932397
731.8412	0.134573965	1.576069005
676.7945	0.13473135	-1.575386142
681.4377	0.135019455	1.574137856
1660.992	0.135343904	1.572734796
705.3709	0.135417207	1.572418199
117.0905	0.135665702	1.57134601
1478.085	0.135765989	-1.570913771
152.5225	0.136209907	1.569003709
142.5197	0.136502477	-1.567747734
662.9703	0.136786537	-1.566530465
512.3409	0.137111332	-1.565141254
108.0758	0.137163481	1.564918461
1646.1	0.137180832	1.564844349
792.0022	0.137650683	1.562840475
202.0429	0.137696123	-1.562646982
129.1099	0.13812161	1.560837797
873.8096	0.138766838	1.558103221
726.948	0.139144997	-1.556505506
770.7838	0.139369409	-1.555559098
205.9765	0.139458675	1.555182998
298.827	0.139877287	-1.553421979
628.0917	0.140776046	1.549656026
123.0796	0.141138413	1.548143374
127.9532	0.141540737	-1.546467751
697.372	0.141915274	1.544911459
235.9341	0.142286889	1.543370717
244.0434	0.142447889	1.542704252
1632.722	0.143066102	1.540151005
193.9983	0.143132196	1.539878586
747.6192	0.143322133	-1.539096303
193.1216	0.143416644	1.538707369
730.1076	0.143916404	1.53665433
374.1031	0.144035971	1.536164029
133.5352	0.144198334	1.535498783
175.9794	0.144577269	-1.533948632
162.9836	0.144809969	-1.532998388
905.3381	0.145269357	1.531126212
303.883	0.145558494	1.529950412
143.0332	0.145722631	-1.52928381
1181.649	0.146011135	-1.528113645
705.1359	0.146435233	-1.526397026
745.9015	0.146458728	1.526302048
711.0776	0.146899509	-1.524522548
130.4912	0.14712585	1.523610513
177.0238	0.147209819	1.523272463
940.7472	0.147492843	1.522134221
117.959	0.147696464	1.521316447
304.2837	0.147975603	-1.520196913
125.5351	0.148186084	1.519353912
318.0188	0.14827277	1.519007017
407.198	0.14852138	-1.518013076
192.049	0.148650157	1.517498778
886.3668	0.148877784	1.516590609
668.6198	0.149079761	1.515785748
937.815	0.149328248	-1.514796796
713.9039	0.149449918	1.514313065
807.9599	0.149585387	1.51377486
172.152	0.149655354	-1.51349705
261.0264	0.150092457	1.511763929
239.1545	0.150115693	-1.511671917
158.0021	0.150156575	-1.511510057
871.3355	0.150241551	1.511173734
166.9805	0.15049038	-1.510189823
962.5113	0.150694584	-1.50938338
836.5051	0.15084228	1.508800667
710.2198	0.151467664	1.506338573
570.5854	0.151609849	-1.505779986
171.0983	0.151691172	-1.505460693
224.0057	0.151721406	1.505342028
318.8465	0.152031949	-1.50412429
801.0564	0.152094514	1.503879206
1610.683	0.152269788	-1.50319305
649.6624	0.152608546	1.501868763
782.9695	0.152708674	-1.501477807
428.148	0.152817052	1.501054882
141.9825	0.153655391	-1.497791817
258.1087	0.153995843	1.49647091
542.0667	0.154240486	1.495523229
98.956	0.155169409	1.491936187
901.8943	0.155662849	1.490038026
874.0885	0.156219124	-1.48790414
145.9335	0.156243183	1.48781199
143.1063	0.156366778	1.487338794
360.1577	0.156453214	-1.487008051
1621.169	0.156514246	1.486774604
252.1789	0.156672035	1.486171418
202.0339	0.156831855	-1.485560982
845.7684	0.157000704	1.484916617
1374.622	0.157185472	-1.484212166
97.01441	0.157357602	1.483556514
214.2521	0.157656613	-1.482418981
189.9713	0.158189174	-1.480397376
238.8836	0.158514744	1.479164293
770.8483	0.158658729	1.478619624
685.8457	0.15914441	1.476785399
783.6071	0.159489063	-1.475486593
255.0825	0.159624741	-1.474975938
548.309	0.159909798	-1.473904228
533.2716	0.16028409	-1.472499426
189.1146	0.160364991	-1.472196144
1462.404	0.160990583	-1.469855186
212.9849	0.161374927	-1.468420709
741.8364	0.161533055	1.467831353
668.8167	0.162140077	1.465573347
774.7441	0.162453118	-1.464411627
227.9103	0.16248475	-1.464294343
664.4293	0.162757853	-1.463282509
730.8845	0.163047547	-1.462210735
168.9463	0.163374213	-1.461004066
867.1261	0.16345103	-1.460720603
687.1963	0.163815599	-1.459376793
1618.259	0.163920359	1.458991101
225.9432	0.16418814	1.458006148
145.5121	0.164338275	1.457454498
273.1838	0.164520897	1.456784044
743.9924	0.164547945	-1.456684794
294.096	0.164564385	-1.456624479
123.9716	0.164817831	-1.455695225
357.1896	0.165012652	-1.45498172
118.0646	0.165141297	1.454510959
304.0991	0.165360234	-1.453710475
908.3536	0.165784687	1.452161067
173.1104	0.166054675	1.45117721
152.058	0.166517861	1.449492393
135.1163	0.166765097	-1.448594663
152.1065	0.166931633	1.447990579
1451.643	0.166974717	-1.447834379
873.0029	0.167315512	-1.446600002
652.9733	0.167351733	1.446468929
290.966	0.167534795	-1.445806839
635.8776	0.167846668	1.444680245
123.1163	0.167974695	-1.444218265
156.0423	0.168214129	-1.443355056
133.0778	0.168409658	1.442650881
97.0643	0.168581418	-1.442032864
1625.436	0.168867364	1.441005132
351.1399	0.168989554	-1.4405664
800.6501	0.169686341	1.438069507
449.2498	0.169846967	-1.437495109
786.5214	0.170642294	1.434657574
633.9915	0.171660257	-1.431041519
133.5143	0.1717828	-1.430607405
929.2115	0.172132217	-1.429370968
303.8945	0.172329215	1.428674782
297.0824	0.172625587	-1.427628638
143.0028	0.172811973	-1.426971481
118.4838	0.172960541	1.426448079
112.519	0.173319268	-1.425185801
263.1136	0.17339328	1.424925637
210.1691	0.173514747	1.42449886
489.3021	0.173622489	1.424120507
203.9246	0.173823189	1.423416232
906.153	0.173901019	-1.423143299
923.3656	0.174224864	1.422008714
186.148	0.174378921	1.421469583
199.1804	0.174491096	-1.421077267
710.5044	0.175334146	1.418135396
198.1243	0.175377051	-1.417985986
117.5394	0.175533798	1.417440393
119.0132	0.175813218	1.416468796
149.0231	0.175936261	-1.416041351
389.2502	0.17647719	1.414165083
115.0164	0.176578784	1.413813221
694.4177	0.176646347	-1.413579311
736.3679	0.176918543	1.412637686
421.9891	0.177216352	1.411608807
311.1444	0.177476334	-1.410711768
126.9549	0.178346634	-1.407716673
851.8624	0.178409063	-1.407502282
1447.473	0.178666367	-1.406619317
229.1124	0.178801147	1.40615722
133.9263	0.179044915	-1.405322175
205.0439	0.179307166	-1.404424849
697.1975	0.179447019	-1.403946756
611.1817	0.179601117	1.403420324
146.0515	0.179844302	1.402590295
712.3636	0.179934826	1.402281554
355.2137	0.180116681	1.401661704
251.068	0.180348706	-1.400871592
737.2144	0.180750324	1.399505918
345.1872	0.181175798	-1.398061813
390.2536	0.181537208	1.396837314
176.0606	0.181863655	1.395732976
726.0504	0.181941588	1.395469573
163.9874	0.18212507	1.394849795
708.7129	0.182217188	-1.394538823
816.9622	0.182371246	-1.394019038
949.7776	0.182452392	1.393745399
911.0901	0.182590893	-1.393278579
820.7476	0.183144416	-1.39141578
737.0797	0.18337934	1.390626558
322.1839	0.183515569	-1.390169278
719.8398	0.183633475	1.389773722
739.4325	0.184316448	1.387486512
805.3373	0.184404282	1.387192866
238.2001	0.184556383	1.386684624
190.992	0.184582215	-1.386598342
790.0017	0.184882226	1.385596978
747.9542	0.184961065	1.385334049
100.8932	0.185040437	-1.385069438
202.1156	0.185186849	-1.384581565
142.0858	0.185352058	1.384031434
125.9529	0.185386523	-1.383916717
918.8242	0.185498506	-1.383544105
806.1757	0.185846782	-1.382386418
296.161	0.186112665	-1.381503788
967.173	0.186217141	1.381157247
191.9186	0.186503004	-1.380209863
812.0972	0.186931453	1.378792127
329.0035	0.187156206	1.378049474
251.8794	0.187511119	-1.376878197
770.5071	0.18792372	-1.375518791
319.0198	0.188022405	1.37519401
1614.529	0.18803547	-1.375151022
236.0268	0.188139616	-1.374808438
205.0641	0.188423689	1.373874765
739.7834	0.188526599	1.373536808
820.6077	0.188910302	-1.372278037
231.9713	0.189234248	1.371216908
214.0766	0.189332824	-1.370894301
170.9972	0.189750576	1.369528639
757.5855	0.189794239	-1.369386042
326.0376	0.189953046	-1.368867621
745.7499	0.190702021	1.366427325
634.8731	0.190907171	1.365760261
834.506	0.191150484	1.36496985
731.2502	0.191306262	1.36446423
166.9826	0.191404689	1.364144925
450.2733	0.191423197	-1.364084899
1652.225	0.191489671	-1.363869345
196.9203	0.191552853	1.363664522
286.0713	0.191840016	-1.362734286
241.1004	0.191996506	-1.362227825
700.7074	0.192356512	1.361063967
317.1932	0.192563178	-1.360396632
91.02704	0.19264203	-1.360142166
767.0954	0.193438838	1.357575465
854.389	0.193622932	-1.356983667
1534.969	0.194219172	-1.355070062
413.0933	0.194368716	-1.354590849
169.9967	0.194457973	-1.354304965
506.11	0.19467558	1.353608428
792.5162	0.195345775	-1.351467136
285.1666	0.195663581	-1.350453797
266.1949	0.195917869	1.349643943
