m.z	p.value	t.score
150.1271	0.435170863	-0.800457642
1507.616	0.435344171	-0.800149642
254.1678	0.43553113	-0.799817469
582.5562	0.435923441	-0.799120734
746.2294	0.436009582	0.798967804
734.8101	0.436049866	-0.798896292
838.6492	0.43669608	0.797749706
170.0289	0.436761771	0.79763321
164.9241	0.436904864	0.797379487
731.6065	0.437092315	-0.797047191
332.293	0.437527551	-0.796275992
810.4071	0.437642357	-0.796072646
127.0517	0.43785802	-0.795690753
457.0373	0.438281724	0.794940807
282.0973	0.438500497	0.794553765
1610.216	0.438604757	-0.794369356
967.7602	0.438861215	-0.793915863
143.1173	0.439394925	-0.792972646
967.3744	0.439885453	-0.792106378
675.587	0.440010889	0.791884958
1664.251	0.440251398	0.79146052
771.1933	0.440438057	0.791131214
1609.129	0.441137968	-0.789897202
165.1378	0.441241085	0.789715501
805.7817	0.441656739	0.788983351
584.3562	0.442120654	0.788166704
267.1198	0.442157718	0.788101483
326.0622	0.442186716	-0.788050458
140.9851	0.44262392	-0.787281394
861.0675	0.443327345	-0.786045034
846.673	0.443710528	0.785372057
743.1477	0.444351493	0.784247154
118.4835	0.444843379	0.783384576
91.02308	0.445128754	-0.782884413
103.0385	0.445373085	0.782456344
714.087	0.445567095	-0.782116542
836.5795	0.446165063	0.781069802
266.8878	0.446569047	0.780363125
898.297	0.446774638	-0.780003645
745.9898	0.447227965	0.779211356
1422.822	0.447542328	-0.778662231
210.9854	0.447744029	-0.77831003
92.52189	0.448640756	-0.776745399
97.02742	0.449248619	0.775685891
676.6748	0.449725685	-0.774854986
184.9323	0.449884521	0.774578463
769.3834	0.449970234	0.774429268
683.3718	0.450123853	0.774161917
121.9574	0.450269171	-0.773909065
89.46475	0.450354662	-0.773760335
149.9398	0.45041123	-0.773661934
709.6479	0.45061871	-0.773301079
85.0773	0.450644221	0.773256716
441.7982	0.450698095	0.773163037
819.024	0.451268263	0.772172025
689.3588	0.45155308	0.771677272
285.9284	0.451796091	-0.771255295
480.8323	0.452173362	-0.770600459
745.5267	0.452286028	-0.770404968
225.1949	0.45310014	-0.768993269
824.9697	0.453630375	0.768074666
135.1156	0.454601837	-0.766393383
177.1264	0.454919648	0.765843839
191.9472	0.455654202	-0.764574585
912.5596	0.455987953	0.763998306
857.2665	0.456590945	0.762957795
535.4175	0.456766429	0.762655141
794.7063	0.457220915	-0.761871635
134.9248	0.457533374	-0.761333252
907.4077	0.457737305	0.760981989
241.1821	0.458187391	0.760207077
195.1009	0.458439072	0.759773962
284.9939	0.459139317	-0.758569687
857.1711	0.459298565	-0.758295973
529.3399	0.459764887	0.757494793
205.4371	0.460004898	0.757082627
237.9722	0.460203482	-0.756741704
752.0315	0.460647005	-0.755980602
826.2091	0.461130789	0.755150922
870.0638	0.461525924	0.75447367
157.9876	0.462130392	-0.753438312
177.09	0.46215442	-0.753397172
116.0014	0.462574704	0.752677803
105.9533	0.46305265	-0.751860223
849.1189	0.463188231	0.751628392
274.1695	0.463408414	-0.751251985
838.5655	0.463922654	-0.750373308
145.9536	0.464214466	0.749874955
224.0945	0.464847537	-0.748794464
148.0293	0.465338762	-0.747956684
779.6065	0.46558546	0.747536146
701.3785	0.46622044	0.746454341
677.1755	0.466768613	-0.745521149
805.3536	0.467719732	0.743903574
253.9066	0.46790142	0.743594803
751.5045	0.46826947	-0.74296954
718.152	0.468452819	0.74265817
141.0757	0.468604382	0.742400834
954.1531	0.46875394	0.742146954
820.4179	0.469451011	0.740964292
177.95	0.469952072	-0.740114842
88.02214	0.470915112	-0.738483735
231.1484	0.471122158	0.738133324
829.6087	0.472693782	-0.735476486
160.0956	0.472868157	0.735182034
729.5868	0.473384504	0.734310504
1571.069	0.473542527	-0.734043896
391.6439	0.473835996	0.733548912
1116.725	0.474087324	-0.733125152
992.9414	0.474587341	0.732282484
908.1078	0.474723603	0.732052938
792.0764	0.475019369	0.731554828
821.5404	0.475123828	-0.73137895
835.5112	0.475777082	0.730279588
178.1328	0.475878963	0.730108213
390.335	0.476001984	0.729901309
771.4698	0.476164228	-0.729628487
791.693	0.476818067	-0.728529584
183.0772	0.477332445	-0.727665708
1497.068	0.477549878	-0.727300706
209.1379	0.477912655	-0.72669194
318.194	0.478029782	-0.726495452
831.9052	0.478073946	0.726421371
743.4949	0.478269589	-0.726093248
169.0946	0.478454616	0.725783005
807.8165	0.478525886	0.725663522
215.0879	0.478655128	0.725446878
1104.871	0.479537869	-0.723968103
1237.115	0.480385013	-0.722550489
924.7563	0.48099151	0.721536492
152.9479	0.481382853	0.720882615
150.1127	0.481913986	0.719995676
432.8835	0.482618401	-0.718820271
130.9657	0.482664181	-0.718743917
440.3188	0.483379035	0.717552204
134.0957	0.483728219	0.716970471
475.2876	0.483858104	-0.716754148
343.283	0.484254469	-0.716094221
142.9379	0.484354014	0.715928534
868.0259	0.484547311	0.71560686
111.9677	0.485067606	0.714741391
711.1412	0.48508808	-0.714707346
314.0776	0.485708433	-0.713676186
888.7688	0.485811002	0.71350577
142.086	0.48633823	0.712630127
115.5266	0.486535156	0.712303208
819.2057	0.48689582	-0.711704668
728.6359	0.48707617	0.711405467
271.9149	0.487443281	0.710796633
776.7966	0.487612874	0.710515463
282.2775	0.487682748	0.710399634
734.1554	0.487735972	-0.710311414
100.9561	0.488395078	0.709219387
838.839	0.488551849	0.708959773
825.7229	0.488982622	0.708246661
281.0537	0.489291992	-0.707734752
910.3111	0.489922854	0.706691467
180.9663	0.490687487	0.705428019
730.3679	0.491242153	-0.704512239
109.4783	0.491456258	-0.704158904
1045.814	0.492076404	-0.703135996
342.899	0.492354619	0.702677336
165.1381	0.492712107	-0.702088212
850.5863	0.492870366	0.701827489
958.8218	0.493984384	-0.699993591
306.9749	0.494182314	0.699668014
146.0953	0.494333113	0.699420012
250.032	0.49484251	0.698582598
906.8231	0.49502442	0.698283672
750.5164	0.495452234	0.697580915
722.3848	0.495585082	0.697362762
683.9581	0.495784871	0.697034748
161.058	0.496006985	-0.696670172
523.3064	0.496366148	-0.696080846
371.3146	0.496655201	0.69560674
110.0196	0.496861758	0.695268042
751.5821	0.497172693	0.694758349
839.6465	0.497175291	0.694754091
1101.244	0.497882219	-0.693595971
176.126	0.498207177	-0.693063932
721.1778	0.498753041	0.692170669
846.1205	0.499168665	0.691490915
694.5831	0.499368352	-0.691164444
189.4768	0.499579865	0.690818721
147.9774	0.49973532	-0.690564681
1062.842	0.500726644	-0.688945766
187.1255	0.50075373	0.688901559
745.6869	0.500909995	0.688646542
713.0778	0.501545057	0.687610632
267.0048	0.501765218	-0.687251683
371.0799	0.502371923	-0.686262991
761.3107	0.5026387	-0.685828467
808.7799	0.503032332	0.685187568
332.2937	0.50330339	-0.684746409
90.90204	0.503490946	-0.684441233
1649.454	0.503693391	-0.684111905
142.0967	0.503760549	0.684002673
779.7926	0.504368257	0.683014619
730.5963	0.504690968	-0.682490211
463.2766	0.505429459	-0.68129089
131.0614	0.505757472	-0.680758515
379.2804	0.505866086	0.680582276
672.4071	0.505877237	0.680564183
193.0276	0.50639816	0.679719236
106.9913	0.506999607	0.678744298
225.8886	0.507063277	0.678641129
807.8866	0.507554764	0.677844987
1606.43	0.50775036	-0.677528272
225.9861	0.508332482	-0.676586097
714.725	0.508581067	0.676183947
1608.201	0.509134502	0.675289028
221.1526	0.509862051	0.674113411
185.0807	0.510384621	0.673269605
791.323	0.510725629	0.67271924
165.0902	0.511015436	0.672251674
141.9513	0.51134265	0.671723941
748.3956	0.511776208	0.671024991
1085.715	0.512669358	0.669586188
252.1522	0.513599204	-0.668089792
115.0383	0.513808947	0.667752467
584.9843	0.514023176	0.667408008
704.2347	0.514033836	0.667390871
946.3935	0.514527955	0.666596698
928.1384	0.514643634	0.666410837
744.5083	0.514997505	-0.665842419
283.2241	0.515126884	0.665634654
140.0316	0.515477901	-0.66507112
109.5211	0.515592022	0.664887954
129.1269	0.515935389	0.664336981
140.0436	0.516135773	0.664015539
640.8199	0.516569196	0.663320512
788.1957	0.516708391	0.663097374
927.1065	0.516765793	-0.663005363
207.137	0.516913348	0.662768875
824.0192	0.517471867	-0.661874074
1613.594	0.517606502	-0.66165846
1434.973	0.517855637	-0.661259557
1678.949	0.518159849	0.660772616
85.05107	0.518801645	-0.659745846
116.0016	0.519379904	0.658821341
730.7101	0.520036561	0.657772203
135.0131	0.520691715	-0.656726211
1661.433	0.52115042	0.655994304
863.7862	0.521888619	-0.654817199
714.3265	0.521906261	0.654789081
800.5245	0.522068292	0.654530843
243.9286	0.522450956	0.653921149
571.093	0.522483416	0.653869443
746.5689	0.523298626	-0.652571462
183.1371	0.523762601	-0.651833227
763.8287	0.523965032	0.651511253
326.9356	0.524534441	-0.650605959
263.1451	0.525126163	-0.649665776
109.0756	0.52571643	0.648728496
738.6422	0.525945689	0.648364616
856.4009	0.525981461	0.648307847
651.8525	0.526143296	0.648051047
154.1221	0.526575587	-0.647365301
1286.054	0.526851665	-0.646927522
130.0587	0.527167108	-0.646427477
135.1012	0.527369829	-0.646106211
138.9563	0.527618108	0.645712839
257.9334	0.528606096	0.644148498
441.0567	0.528764451	-0.643897917
138.9673	0.529854396	-0.642174322
179.1614	0.530296532	-0.64147571
781.7159	0.530567969	0.641046977
246.0168	0.531235223	0.639993571
138.1021	0.531745243	0.63918889
195.9336	0.531999611	-0.638787722
278.1757	0.532103558	-0.638623816
1643.681	0.532446082	0.638083843
785.1709	0.532872735	0.637411514
297.134	0.533781423	0.635980578
706.8032	0.534392884	-0.635018453
700.8177	0.534868812	0.634270008
777.5654	0.53581225	0.632787444
278.9149	0.536328712	0.63197646
175.1291	0.536478601	0.631741176
217.0301	0.537060179	0.6308286
822.081	0.537220222	0.630577565
252.1429	0.537498442	-0.630141265
492.4018	0.537733644	0.629772521
258.9427	0.538054456	0.629269701
633.6057	0.538383487	-0.628754172
178.1089	0.539329292	-0.627273239
301.1429	0.539538532	-0.626945806
196.1251	0.539733993	0.626639998
292.071	0.539855835	0.626449401
765.3124	0.539994279	0.626232862
134.046	0.54029155	-0.625768007
807.4038	0.540451316	-0.625518233
311.0444	0.540995037	-0.624668492
377.2274	0.541208694	0.624334713
206.0997	0.541565752	0.623777068
768.1971	0.541698217	0.62357024
1663.864	0.541905629	0.623246445
499.2887	0.542099889	0.622943244
309.0616	0.542222382	-0.622752087
1087.58	0.54244934	-0.62239797
124.0868	0.542651819	-0.622082115
147.9988	0.542779293	-0.621883295
207.9848	0.542971062	0.621584245
154.5293	0.543752762	-0.620365833
326.8424	0.544495461	-0.619209097
632.4569	0.544747477	0.618816783
183.9876	0.544885853	0.618601414
135.1013	0.545048501	-0.618348307
127.9886	0.545215664	-0.618088218
182.9612	0.545928171	0.616980108
676.3518	0.546129961	0.616666422
345.2312	0.546181323	-0.616586588
103.0749	0.54634556	0.616331339
152.0585	0.54659797	0.615939136
711.9262	0.546993902	0.615324121
639.389	0.547251805	-0.614923641
435.1662	0.547494464	-0.614546927
669.9889	0.547701261	0.614225957
273.1837	0.54813685	0.613550094
295.0027	0.548287571	0.613316301
440.2835	0.548392931	-0.613152892
201.1107	0.548464656	0.613041659
147.0401	0.548704778	0.612669329
475.2493	0.549044496	0.612142718
252.2153	0.54918635	-0.611922876
111.0091	0.549329433	-0.61170116
749.0013	0.549806369	-0.610962346
856.0919	0.551013373	0.609094137
373.9097	0.551945492	-0.607652907
168.9595	0.552526215	-0.606755663
765.7099	0.552636758	0.606584926
725.6697	0.553036541	0.605967604
362.0265	0.55332816	0.605517454
209.9272	0.553377783	0.605440867
88.02099	0.553490093	0.605267545
353.1262	0.553663376	0.605000164
88.50849	0.553812129	0.604770669
842.0116	0.554196864	-0.604177256
1314.817	0.554750288	-0.603324046
780.076	0.554860837	0.603153667
205.9252	0.555044762	-0.602870243
947.9321	0.55520403	-0.602624855
130.0383	0.556637765	-0.600417556
819.928	0.557153823	-0.599623806
392.0378	0.557514874	-0.599068707
146.1645	0.558162634	0.598073285
291.0628	0.558276542	0.597898304
778.3182	0.55851526	0.597531658
1121.71	0.558923117	-0.596905425
696.3728	0.559186509	-0.596501135
431.2612	0.559478626	0.596052875
663.8552	0.560071769	0.595143064
792.2189	0.560261518	0.594852118
102.0124	0.560569181	-0.594380487
712.2951	0.561102226	0.593563681
748.5062	0.561502882	0.59295001
319.0695	0.561633885	-0.592749409
145.9827	0.562137766	0.591978057
432.0923	0.562644437	0.591202803
297.9816	0.563471961	-0.589937408
664.0485	0.564098707	-0.588979682
848.3211	0.564334755	0.588619126
694.8294	0.564804511	0.587901822
126.9827	0.564959509	-0.587665214
821.3183	0.565129894	-0.587405155
802.1007	0.565856551	0.586296527
730.8444	0.566175241	-0.585810553
262.0244	0.566464191	0.585370053
186.089	0.566940439	-0.584644279
703.6977	0.567606787	-0.58362934
232.1688	0.56790067	0.583181916
720.3503	0.568097771	0.582881905
143.1061	0.568680686	-0.581994961
256.2615	0.568970517	-0.581554141
354.0562	0.569129791	0.581311942
146.543	0.569336543	-0.5809976
471.2972	0.569434525	0.58084865
909.0147	0.569782938	-0.580319112
722.4901	0.570064711	0.579890979
759.257	0.570135492	0.579783451
706.1412	0.571053477	-0.578389502
816.2839	0.571584415	-0.577583813
789.7195	0.572303928	-0.576492586
87.92322	0.572585083	0.576066376
724.785	0.572867745	-0.57563799
224.944	0.573132358	-0.575237058
1333.113	0.573496103	-0.574686083
163.0534	0.574321804	-0.573436042
1619.286	0.5747302	-0.57281811
796.6478	0.575085286	0.572281025
169.1212	0.575457613	0.571718045
211.1322	0.575934724	0.570996904
768.0249	0.57633476	-0.570392497
650.4148	0.57666459	-0.569894326
766.6357	0.576917949	-0.569511756
190.9659	0.577179551	0.569116831
726.0677	0.577560254	0.56854227
143.0717	0.577820757	-0.568149228
152.1065	0.578011307	0.567861789
948.8561	0.578330415	0.567380533
556.3675	0.579003257	0.566366247
1194.708	0.579648281	-0.565394466
131.1367	0.579977859	0.564898144
525.8534	0.580538996	0.564053444
783.0356	0.580881096	0.563538674
144.0475	0.581042716	-0.563295532
959.4237	0.581212772	0.563039738
746.6226	0.581404015	0.56275212
159.967	0.581806303	0.56214726
1215.578	0.582541326	-0.561042671
864.6551	0.58262881	0.560911249
828.1878	0.582769452	-0.560699991
305.156	0.583290977	-0.559916834
136.0613	0.583390353	0.559767645
689.9119	0.583617047	-0.559427368
435.2358	0.584539534	-0.558043371
909.2035	0.584723623	0.557767319
861.3459	0.584969388	-0.557398846
696.1344	0.58525564	-0.556969774
760.517	0.585382104	-0.556780246
114.0162	0.585395531	0.556760124
177.5217	0.585536425	-0.556548998
739.7338	0.58613662	-0.555649911
388.3193	0.586509409	0.555091711
1469.655	0.586666663	-0.5548563
570.0888	0.586853541	0.554576582
852.326	0.587008752	-0.554344297
142.9471	0.587541843	-0.553546726
139.9235	0.588291078	-0.552426394
221.5343	0.588903726	-0.551510839
875.8062	0.58915917	0.55112924
835.1562	0.589482245	0.550646729
744.8504	0.590046308	-0.549804625
113.0163	0.590491608	-0.549140111
732.6479	0.590715543	-0.548806033
134.0802	0.590991106	0.548395021
859.0361	0.591209095	0.54806995
219.0515	0.591640798	-0.547426363
755.8849	0.591792331	-0.547200512
126.9715	0.591947784	0.546968848
261.0637	0.592295949	0.546450108
435.2549	0.592426544	0.54625557
877.6535	0.592640488	-0.545936921
124.9556	0.592878574	0.545582381
123.9543	0.592988816	-0.545418242
137.1147	0.593133928	0.545202208
168.9658	0.593388661	0.54482304
163.0859	0.593490499	-0.544671479
741.2985	0.593645678	-0.544440557
655.4054	0.594061601	-0.54382177
870.52	0.594476178	0.543205202
800.4188	0.594825088	-0.542686462
107.0192	0.59525942	0.542040935
168.0047	0.595385381	-0.54185377
887.3705	0.595470221	0.541727715
698.4762	0.595763887	-0.541291465
141.113	0.595848572	0.541165681
110.0709	0.596178348	0.540675951
227.1246	0.59661913	-0.540021582
833.4448	0.59684739	0.53968281
366.1304	0.597089177	-0.539324033
157.0052	0.597296605	0.539016297
103.0159	0.597591507	0.538578878
867.5815	0.597951474	0.538045097
167.9927	0.598061245	-0.537882354
242.105	0.59835426	-0.537448011
675.3034	0.598771001	0.536830447
420.0079	0.599064104	-0.53639623
282.2202	0.599479763	-0.535780633
830.0691	0.600094325	-0.534870845
314.9044	0.600584184	-0.534145997
766.2536	0.600782187	0.533853094
1179.083	0.601130484	0.533337978
289.2922	0.601338401	0.533030548
349.3278	0.601460713	-0.532849721
253.1427	0.601885323	-0.532222111
749.1925	0.601973226	-0.532092211
196.1325	0.602329035	-0.531566502
115.957	0.602582209	-0.531192531
178.122	0.602997949	-0.530578594
944.275	0.603436279	0.529931525
668.2183	0.603843625	-0.529330404
99.04357	0.603882089	0.529273652
955.5041	0.604389485	-0.528525188
300.0211	0.604521691	-0.528330221
739.0269	0.604684235	-0.528090543
947.0424	0.605600515	-0.526740037
135.0919	0.606051105	0.52607628
740.08	0.606486566	-0.525435039
345.0764	0.607067059	-0.52458058
166.9899	0.60735929	0.524150582
164.0698	0.607684247	0.523672548
139.0688	0.607769593	0.523547019
226.081	0.608160459	-0.522972233
689.5077	0.609091868	-0.521603283
888.9333	0.609404248	-0.521144387
753.5159	0.61030233	-0.519825715
154.9069	0.611817455	-0.517603161
349.138	0.612361338	0.516805986
123.0547	0.612544884	0.516537037
104.008	0.613445203	-0.515218374
756.4903	0.613698511	0.514847532
1197.041	0.61442305	-0.513787219
121.0391	0.615190444	-0.512664847
109.9536	0.615421044	0.512327709
741.1964	0.616186394	-0.511209201
425.2851	0.617026976	0.509981516
279.1587	0.617236228	0.509676025
212.1423	0.617477668	-0.509323603
850.4136	0.617770454	0.508896323
143.9959	0.617984952	0.508583354
419.0691	0.618506895	-0.507822017
151.0151	0.618917585	-0.507223179
256.2621	0.62017043	0.50539754
934.074	0.620512503	0.504899379
150.0194	0.62071206	0.504608825
96.97139	0.621164184	-0.503950699
1289.268	0.621221553	0.503867207
211.063	0.621376698	-0.503641435
152.9942	0.621887732	-0.502897955
516.374	0.622320915	0.502267963
272.2931	0.622689725	0.501731756
200.0685	0.623233813	0.500940988
142.1585	0.623440294	0.500640979
127.0748	0.623932425	-0.49992612
448.0612	0.624291673	0.499404453
352.8968	0.624994847	0.49838378
126.0544	0.625939761	-0.497013068
701.6527	0.626501545	0.496198596
201.1589	0.626844971	0.49570087
259.0908	0.627316263	-0.495018034
348.0697	0.62796694	0.494075692
1093.685	0.628445386	-0.493383078
870.6904	0.628752514	-0.492938599
766.1985	0.629041439	0.492520556
634.4353	0.629123426	-0.492401946
1634.254	0.629363371	-0.492054862
459.2803	0.629480531	0.491885411
625.4237	0.629638534	0.491656911
1614.162	0.629847043	-0.491355412
721.1148	0.630073173	0.491028486
848.6256	0.630305744	0.490692305
798.8492	0.630689437	-0.490137805
845.5984	0.630777108	0.490011127
474.9637	0.631217328	-0.489375172
296.9425	0.631278486	0.489286836
394.0594	0.632123025	0.488067423
194.153	0.632149255	0.488029563
756.8246	0.632433902	-0.487618747
793.2292	0.633442577	0.486163667
793.0918	0.634102179	0.485212732
189.0517	0.634209682	-0.485057791
185.9446	0.634462563	-0.484693367
726.726	0.634912402	0.484045278
776.9884	0.635129224	-0.483732975
192.9635	0.635312953	-0.483468377
402.9924	0.636223299	0.482157861
111.1162	0.636529634	-0.481717062
250.2007	0.636559186	-0.481674543
817.5598	0.63712496	0.480860702
189.0566	0.638238347	0.479260113
89.00769	0.63838853	-0.479044313
121.9656	0.638585832	0.478760838
684.4201	0.638838794	-0.478397455
962.2847	0.639250347	0.477806394
761.529	0.639561367	-0.477359832
464.0363	0.640142339	0.47652594
148.0746	0.640499802	0.476013033
229.9461	0.640740532	0.475667693
277.9314	0.641009704	-0.475281623
324.9918	0.641449908	-0.474650404
123.0911	0.641700317	-0.474291425
528.3361	0.642082941	0.473743029
292.1014	0.642665953	0.472907715
379.0832	0.64337413	-0.471893534
815.9932	0.643424934	0.471820797
129.9916	0.6437953	0.471290617
799.889	0.643914056	0.471120647
114.0382	0.644256649	-0.470630389
218.1523	0.64496943	-0.469610764
1017.908	0.645149494	0.469353266
224.1272	0.645427621	-0.468955598
1663.29	0.645723072	-0.468533244
565.1172	0.646023146	-0.468104373
133.0853	0.646274858	0.467744689
740.317	0.646725604	-0.467100757
744.7489	0.646984336	-0.466731225
191.9458	0.647373727	-0.466175208
219.9471	0.648230503	-0.464952335
952.8744	0.648509015	0.464554973
797.6624	0.649006761	-0.463845014
727.8228	0.649485626	-0.463162218
90.52539	0.649647889	0.462930904
207.1736	0.649869306	0.462615306
158.9268	0.650059938	0.462343625
532.3695	0.651526946	-0.460254105
200.0654	0.652050362	-0.459509093
1635.976	0.652265552	0.459202877
864.5472	0.652415667	0.458989289
105.9625	0.653048726	0.458088795
684.8	0.653486133	0.457466836
167.9984	0.65375386	-0.457086239
147.5278	0.653872111	-0.456918157
935.8745	0.654108242	0.456582561
146.5086	0.654437932	-0.456114088
786.0297	0.65451833	-0.455999862
375.2335	0.654784842	-0.455621258
202.0278	0.65502641	0.45527815
904.814	0.655070228	0.45521592
826.5128	0.655337729	0.454836053
269.0433	0.655865264	-0.454087127
700.1323	0.656116634	-0.453730358
251.1848	0.657166892	-0.452240383
224.1847	0.657685409	-0.451505163
100.0222	0.658221017	0.45074598
133.1003	0.65884579	-0.449860755
153.993	0.65968565	0.448671363
252.1865	0.660537169	0.447466138
178.9896	0.660756048	0.447156451
596.3666	0.660786337	0.447113599
172.1521	0.661079173	-0.44669935
334.1388	0.661243857	-0.446466422
698.2025	0.661926828	0.445500702
145.9637	0.66235698	-0.444892692
819.7362	0.662512162	-0.444673389
367.1484	0.662580591	-0.444576691
131.0828	0.662938793	0.444070587
1283.566	0.663530794	-0.44323441
155.07	0.663820736	0.442824997
825.0416	0.664509533	-0.441852692
754.611	0.664803603	-0.441437718
129.491	0.665299414	0.440738238
792.281	0.666318961	-0.439300593
150.8917	0.666456506	0.439106716
126.9636	0.666832196	-0.438577249
171.9747	0.667428202	0.437737553
160.8981	0.667921716	-0.4370425
1587.856	0.668170779	-0.43669181
780.6864	0.66887907	-0.435694817
723.9341	0.66905773	-0.435443408
844.0975	0.669331806	-0.435057784
149.0131	0.669631566	-0.4346361
231.9458	0.670233834	0.433789114
175.0154	0.67069693	-0.43313807
562.3138	0.671508213	0.431997993
595.3657	0.671653495	0.431793893
125.5283	0.671705187	-0.431721279
968.283	0.672044784	0.431244285
230.1121	0.672435278	-0.430695931
200.1637	0.673074988	-0.429797907
186.9293	0.673319578	0.429454647
285.0653	0.674106354	0.428350841
157.1775	0.674737558	-0.42746569
859.9021	0.675082637	0.426981928
458.2777	0.675577157	0.426288848
698.0844	0.675990162	0.425710177
304.8944	0.676295564	0.42528237
725.0965	0.676974504	0.424331599
815.799	0.677058597	-0.424213866
152.9942	0.677189969	0.424029951
118.0518	0.677427132	-0.423697975
268.1742	0.677893826	-0.423044846
694.7908	0.678088386	-0.42277262
472.3462	0.678612833	-0.422038982
737.1485	0.678975062	-0.421532407
427.376	0.679130518	-0.421315037
277.1726	0.679432538	-0.420892792
245.0133	0.679868669	0.420283189
810.6646	0.679918802	0.420213126
133.1329	0.680227717	-0.419781451
655.3671	0.680858999	0.418899561
255.1557	0.681047252	0.418636642
176.0128	0.681431873	0.418099563
1615.117	0.681579762	0.417893085
172.1114	0.681941337	-0.41738835
719.4909	0.682283435	0.416910904
129.0734	0.683211176	-0.415616615
116.9714	0.683399775	-0.415353592
220.9994	0.683510629	-0.415199006
331.1721	0.683880118	-0.41468383
331.0729	0.683933642	-0.414609212
96.05511	0.684536186	-0.413769365
214.1791	0.685172633	-0.412882596
457.2748	0.685488744	0.412442283
900.7917	0.685742639	0.41208869
720.9205	0.685789272	-0.412023753
159.1121	0.68591064	0.41185475
783.9729	0.686262917	0.411364285
748.6049	0.686469151	0.411077199
743.7879	0.686666994	0.410801826
282.1901	0.687365002	-0.40983055
834.6749	0.688319272	0.408503344
742.5268	0.688478853	0.408281471
173.0776	0.689020148	-0.407529043
206.1892	0.68936163	0.407054488
798.7098	0.689612263	0.406706248
342.5852	0.690059328	-0.406085204
255.943	0.690488231	-0.405489547
198.1218	0.690758254	-0.405114618
1031.866	0.690815804	0.405034716
283.1473	0.691029539	0.404737997
721.9749	0.691395608	-0.404229884
489.3021	0.691515125	0.404064016
302.975	0.692134029	0.403205272
187.9995	0.69236963	0.402878452
485.3176	0.693112735	0.401847933
751.3081	0.693821588	0.400865331
621.191	0.694572109	0.399825412
118.9668	0.694974536	-0.399267998
836.4145	0.695551117	-0.398469586
860.6905	0.695785088	-0.398145675
419.3133	0.69601836	-0.397822776
723.7256	0.696287697	0.397450007
171.9923	0.696342159	-0.397374638
269.21	0.696376068	0.397327713
193.0768	0.696528526	0.397116744
97.06425	0.697049408	0.396396099
211.9393	0.697389734	-0.395925371
785.2607	0.697602997	0.395630439
137.1318	0.69811828	0.39491798
848.9745	0.698357747	-0.39458695
193.0618	0.698651676	0.394180698
1647.761	0.698924758	0.39380332
698.4001	0.699106625	0.393552028
188.1288	0.699520533	0.392980211
846.7988	0.699707698	0.392721686
123.0995	0.699856623	-0.392516
714.5543	0.699887045	0.392473985
155.081	0.700264772	0.39195238
167.981	0.700773243	-0.391250407
191.8845	0.700830327	-0.391171613
787.5034	0.700976031	-0.390970504
1617.656	0.701088851	0.390814795
822.7834	0.701161427	0.390714635
765.5052	0.701345642	0.390460422
1622.624	0.701531916	0.390203393
692.3614	0.701926455	-0.389659084
182.0805	0.702391877	0.389017141
156.99	0.70265544	-0.388653691
1624.532	0.703234973	-0.387854712
491.2226	0.703355618	-0.387688416
96.95877	0.703726075	0.387177853
825.5851	0.703974257	0.386835867
735.3833	0.704279139	-0.386415818
139.0277	0.704487616	-0.386128631
162.8978	0.705335719	0.384960673
103.9551	0.705638048	-0.384544457
724.4842	0.70600848	-0.38403458
475.1084	0.706499612	0.383358728
1022.853	0.706606999	0.383210977
224.0602	0.707171886	-0.382433905
173.0295	0.707531967	-0.381938694
825.2071	0.708066578	-0.381203641
396.2578	0.708369	-0.380787927
182.0956	0.708614689	-0.38045025
799.6629	0.709246383	0.379582255
818.6687	0.709448627	0.37930442
1609.701	0.709679621	0.378987128
830.5114	0.710073952	-0.378445568
199.3114	0.710144841	-0.378348224
123.0911	0.710624536	-0.377689612
840.6766	0.710863899	0.377361036
733.1244	0.711018435	-0.377148926
171.9765	0.711147554	0.376971715
142.1222	0.711352213	-0.376690855
139.4967	0.71166418	0.376262792
905.6036	0.711829559	-0.376035898
1010.469	0.71217319	-0.375564516
157.083	0.712816063	-0.374682876
182.9466	0.713309682	-0.374006133
151.9897	0.713441869	-0.373824937
176.9512	0.713899727	-0.373197428
855.7728	0.714249257	0.372718489
181.9332	0.714358601	-0.372568681
128.0615	0.715051696	0.371619299
476.3043	0.715457312	0.371063862
758.1849	0.716066248	0.370230231
153.9583	0.716275037	0.369944463
779.2426	0.716799482	0.369226797
719.5379	0.7171442	-0.368755183
685.2171	0.717247546	0.368613811
100.0323	0.717452037	-0.368334101
718.6357	0.717983873	-0.367606777
351.9973	0.718438602	-0.366985065
200.2	0.718789117	-0.366505939
228.1347	0.719018164	-0.366192898
142.9177	0.719299939	-0.365807843
152.9025	0.71941379	-0.365652278
100.0133	0.72002858	0.364812398
487.288	0.720336942	0.36439124
203.1427	0.72051117	-0.36415331
264.0852	0.72088062	-0.363648854
182.9611	0.721623235	0.362635162
316.014	0.721855113	0.362318722
153.0685	0.721924115	-0.362224564
296.9866	0.722366949	0.361620364
251.1997	0.722539086	-0.361385538
112.0174	0.723377149	-0.360242573
100.9562	0.723714591	0.359782504
299.1531	0.723933959	-0.35948346
789.49	0.7242045	0.359114703
374.3398	0.724633412	0.358530187
107.085	0.724859017	-0.358222787
170.0959	0.725317716	0.357597892
