"m.z" "r.t" "p.value" "t.score" "log2.fc" "effect.size" "st.dev" "lower.ci" "upper.ci" "mode"
"130.9556" "33.54" "0.999257193067609" "0.0017660522954586" "-0.11116" "0.000529371863808198" "0.595055200583335" "-0.602487223056625" "0.603545966784241" "negative"
"130.9559" "94.73" "0.205574350148101" "1.86534652358394" "0.3417" "0.559135178713016" "0.399500911507306" "-0.0541582478481909" "1.17242860527422" "negative"
"130.9819" "244.75" "0.110377656169831" "-2.26260451293546" "-0.51882" "-0.678212741011986" "0.318252904894455" "-1.29629029934763" "-0.0601351826763398" "negative"
"131.0332" "225.54" "0.757707170818922" "-0.602398920369616" "0.0927" "-0.180568287842973" "0.280844240774364" "-0.784664827503063" "0.423528251817118" "negative"
"131.0808" "83.57" "0.00996028475093159" "-3.43676864407953" "-0.52762" "-1.03016690234619" "0.163213245627966" "-1.66739544645672" "-0.392938358235652" "negative"
"131.0809" "231.83" "0.44429533994538" "-1.25632897303599" "-0.18908" "-0.37658296513785" "0.252642497788544" "-0.984282820620315" "0.231116890344615" "negative"
"131.08091" "95.94" "0.619321692753012" "0.876240823458601" "0.10161" "0.26265203983592" "0.0945381528425109" "-0.342647259007736" "0.867951338679577" "negative"
"131.0828" "53.93" "0.197124147906001" "1.90095778382041" "1.2155" "0.569809607353899" "0.529905557914401" "-0.0438765096212921" "1.18349572432909" "negative"
"132.0285" "33.96" "0.638116571784513" "-0.840624868291039" "-0.12329" "-0.251976203895589" "0.699505695665628" "-0.857094021918991" "0.353141614127813" "negative"
"132.0479" "40.57" "0.148193375778753" "-2.09125395547831" "-0.32013" "-0.626850635711413" "0.199780716108477" "-1.24275631597691" "-0.0109449554459107" "negative"
"132.0842" "83.48" "0.525325200969639" "-1.07259632391595" "-0.49775" "-0.321509344069433" "0.553484128891713" "-0.927943122091934" "0.284924433953067" "negative"
"132.0898" "53.97" "0.272227491771094" "1.67597564068206" "0.22844" "0.502371504448918" "0.187556307606592" "-0.108954659624681" "1.11369766852252" "negative"
"132.8985" "239.54" "0.418297263019742" "-1.3109115927699" "-0.2823" "-0.392944033954654" "0.486051007792529" "-1.00105792606691" "0.215169858157603" "negative"
"132.9217" "55.59" "0.265906212731529" "-1.69223278831462" "-0.63956" "-0.507244563171237" "0.293702837330094" "-1.11873159465247" "0.10424246831" "negative"
"132.9445" "33.81" "0.542430357878994" "-1.02699365763166" "-0.45108" "-0.307840004544426" "0.704924818629208" "-0.913990122759928" "0.298310113671076" "negative"
"132.9802" "245.87" "0.870292875778418" "0.354785312768231" "0.031738" "0.106346433089697" "0.150827121944893" "-0.497044971829358" "0.709737838008752" "negative"
"132.98021" "274.45" "0.937041366115346" "-0.18785806556314" "0.030753" "-0.0563102092470815" "0.291841150689601" "-0.659431905706282" "0.546811487212119" "negative"
"133.0319" "35.26" "0.0198105699146675" "-3.12875675769112" "-1.0097" "-0.937840742587611" "0.276931780963081" "-1.5693432746587" "-0.306338210516528" "negative"
"134.023" "111.14" "0.919705474347864" "0.231210791626412" "0.092821" "0.0693051321359992" "0.202593636712395" "-0.533870668680743" "0.672480932952742" "negative"
"134.0264" "42.55" "0.0105588946089935" "-3.40755205880592" "-0.46936" "-1.02140926915482" "0.392149865642977" "-1.65807390083533" "-0.384744637474304" "negative"
"134.0455" "227.19" "0.589607093576962" "-0.934166879147846" "-0.12123" "-0.280015299203792" "0.416605876868859" "-0.885625714841387" "0.325595116433803" "negative"
"134.04551" "92.11" "0.998639555582318" "0.00449209119853463" "-0.010589" "0.00134649845663103" "0.14285375945195" "-0.601670147280116" "0.604363144193378" "negative"
"134.0474" "33.8" "0.0276404091672769" "-2.9787038949476" "-0.2566" "-0.892862593398849" "0.0906625483931594" "-1.52175306123619" "-0.26397212556151" "negative"
"134.8929" "240.58" "0.565074999821603" "-0.979447185183244" "-0.36672" "-0.29358801166616" "0.425874241797265" "-0.899455368137697" "0.312279344805376" "negative"
"134.9321" "33.89" "0.19979616422459" "1.88797566860835" "2.1273" "0.565918235312621" "0.837938236991961" "-0.0476238950994339" "1.17946036572468" "negative"
"134.9714" "112.64" "0.590958370127749" "-0.930969299438631" "-0.17582" "-0.279056828871575" "0.353139031896228" "-0.884649555650636" "0.326535897907487" "negative"
"134.97141" "99.81" "0.120290186557181" "-2.21534735406171" "-0.43129" "-0.664047469499014" "0.230635435147397" "-1.28150974450355" "-0.0465851944944794" "negative"
"135.0281" "230.08" "0.364032920748626" "-1.43067759408429" "-0.45641" "-0.428843736075417" "0.161755285839539" "-1.03792670895632" "0.180239236805481" "negative"
"135.02811" "34.4" "0.0134425154751799" "3.29941416029668" "1.0859" "0.988995075628756" "0.264202000269211" "0.354379943285929" "1.62361020797158" "negative"
