"m.z" "r.t" "p.value" "t.score" "log2.fc" "effect.size" "st.dev" "lower.ci" "upper.ci" "mode"
"162.0253" "26.65" "0.821978681818916" "-0.356686014097592" "0.84658" "-0.0968025831087986" "1.79200657770901" "-0.640545678860184" "0.446940512642587" "negative"
"163.0606" "189.02" "0.599982571388638" "-0.768903243257537" "-0.095531" "-0.208676026438472" "0.457341026964064" "-0.753457993516764" "0.33610594063982" "negative"
"164.0346" "96.39" "0.203416664015444" "1.69783383966418" "0.49084" "0.46078257871937" "0.351013935553364" "-0.0891011332921063" "1.01066629073085" "negative"
"164.0714" "239.04" "0.886450642296847" "0.225374982379442" "0.54569" "0.0611655057954157" "1.03956197040157" "-0.482406269785601" "0.604737281376432" "negative"
"165.0048" "382.13" "0.473826847106108" "-1.00332731335769" "-0.231" "-0.272297403873148" "0.273076012829469" "-0.818007896523236" "0.27341308877694" "negative"
"165.0049" "267.17" "0.586805772626201" "0.792496449995741" "0.18566" "0.215079090382138" "0.143845179294607" "-0.329785273357676" "0.759943454121952" "negative"
"165.00491" "350.25" "0.80016406346503" "0.399117309526729" "0.075868" "0.108318198635762" "0.232051070335187" "-0.435496765312797" "0.652133162584322" "negative"
"165.005" "139.81" "0.645036084428141" "0.683792805360882" "0.11622" "0.185577531088826" "0.12158437694515" "-0.358927799634011" "0.730082861811663" "negative"
"165.0412" "107.88" "0.00286791289212958" "-3.86139937963817" "-1.1075" "-1.04796212800599" "0.640186263411613" "-1.62388431488463" "-0.47203994112735" "negative"
"165.0429" "25.5" "0.0354470186384819" "-2.70552347310062" "-1.127" "-0.734263891787946" "0.685431728873713" "-1.293894624125" "-0.174633159450889" "negative"
"165.0535" "118.1" "0.274743749057477" "1.47844836614324" "-0.13851" "0.401242592025183" "0.66190783187997" "-0.147094686224674" "0.949579870275039" "negative"
"165.0742" "239.11" "1.46188659530698e-05" "5.82775734903118" "0.51357" "1.58162064903153" "0.101827800181917" "0.966705151687459" "2.1965361463756" "negative"
"165.0915" "55.33" "0.00115775468711925" "4.24523356643011" "1.5195" "1.15213257287451" "0.386905922499189" "0.569663676495628" "1.73460146925339" "negative"
"165.09151" "69.72" "0.00769437471249211" "3.43592099960067" "0.90456" "0.932489682727247" "0.382895193595464" "0.363175034560538" "1.50180433089396" "negative"
"166.008" "139.88" "0.948573604382616" "0.112761957424411" "0.11903" "0.0306029626160243" "0.18830902458109" "-0.512883439566814" "0.574089364798863" "negative"
"166.0172" "175.23" "0.0527660049214133" "2.50087518614953" "0.66377" "0.678723494848703" "0.200356734337561" "0.12141769931511" "1.2360292903823" "negative"
"166.046" "118.1" "0.0242830441672448" "-2.89318185728067" "-1.1073" "-0.785193324433663" "0.861808140914689" "-1.34710719993499" "-0.223279448932331" "negative"
"166.0508" "27.84" "0.0421418575406628" "2.62063204370607" "2.5283" "0.711224834117065" "1.07367985028143" "0.152579524979275" "1.26987014325486" "negative"
"167.0344" "47.06" "0.0169330206630956" "-3.06962618872464" "-0.63031" "-0.83307932608106" "0.49544423172916" "-1.39727025825762" "-0.2688883939045" "negative"
"167.0385" "27.57" "0.727777492955415" "-0.526183315520455" "0.048412" "-0.142803199783425" "0.536023513160288" "-0.686881566317697" "0.401275166750847" "negative"
"167.0861" "98.94" "0.470707096145261" "1.00909179639019" "-0.18755" "0.273861852227661" "2.22068927094275" "-0.271874544629546" "0.819598249084868" "negative"
"167.1071" "53.04" "0.454956821362317" "1.04351094068459" "0.16609" "0.283203014887269" "0.331700025890321" "-0.262691115278892" "0.82909714505343" "negative"
"168.0771" "364.11" "0.172700266768084" "-1.81374611382771" "0.0053773" "-0.492240519624153" "0.880704640637563" "-1.04302553185165" "0.0585444926033468" "negative"
"169.0503" "289.35" "0.819881902857178" "0.364328052686545" "0.69651" "0.0988765895076738" "0.962521802234101" "-0.444878854862818" "0.642632033878165" "negative"
"169.1229" "49.57" "0.211006672558874" "1.67441014810531" "0.30765" "0.454425520244345" "0.247997681854468" "-0.095283111687346" "1.00413415217604" "negative"
"170.9962" "112.93" "0.818263897993311" "0.367689592876589" "0.49707" "0.0997888926559865" "0.382327854697072" "-0.443972066367058" "0.643549851679031" "negative"
"171.0115" "35.18" "0.406803390673367" "1.1456816711048" "0.29342" "0.310931577914364" "0.251809701163594" "-0.235461629401827" "0.857324785230554" "negative"
"171.1385" "47.38" "0.359734469635858" "-1.25172353193056" "-0.37639" "-0.339710744015306" "0.335500810243908" "-0.886670650337768" "0.207249162307156" "negative"
"172.9574" "147.65" "0.46418093163428" "-1.02274747824408" "-0.29712" "-0.277567927670269" "0.495201337256138" "-0.823366277092116" "0.268230421751578" "negative"
"172.95741" "503.32" "0.84999875410399" "-0.304267021384098" "-0.013664" "-0.0825763625728872" "0.183094603428041" "-0.626241804893557" "0.461089079747783" "negative"
"172.9575" "524.54" "0.392524621575399" "1.17738721930131" "0.3768" "0.319536285817105" "0.354797913367492" "-0.227021166028336" "0.866093737662546" "negative"
"172.9578" "570.73" "0.387640249777546" "-1.19064787911507" "0.080309" "-0.323135154494215" "0.864365008300427" "-0.869762615320142" "0.223492306331711" "negative"
"172.9917" "24" "0.515464360613103" "0.92732260176194" "0.47967" "0.251670151555666" "0.712916462881644" "-0.293712565732158" "0.79705286884349" "negative"
"173.0922" "298.71" "0.410163150339218" "1.13656557232323" "0.52298" "0.308457519849141" "0.305347599625187" "-0.237889284154751" "0.854804323853033" "negative"
"173.1256" "23.76" "0.847384802834431" "0.310967851895749" "1.0242" "0.0843949303800472" "0.869689069680297" "-0.459279752500308" "0.628069613260402" "negative"
"173.2986" "23.67" "0.907814757597042" "-0.187581363672749" "1.1435" "-0.0509085297121429" "1.74788159907688" "-0.594445315303086" "0.4926282558788" "negative"
"173.957" "502.75" "0.0248716540787593" "2.88119314835134" "0.35888" "0.781939656090554" "0.250113502218415" "0.220175932129385" "1.34370338005172" "negative"
"173.987" "23.73" "0.962497128599203" "-0.0812390590713572" "-0.67349" "-0.0220478248560762" "0.531246230117471" "-0.565520514715086" "0.521424865002934" "negative"
"174.9369" "421.76" "0.211881307981015" "1.67093182947789" "0.26511" "0.453481524083292" "0.168617646809324" "-0.0962013118920153" "1.0031643600586" "negative"
"174.989" "23.86" "0.409864240215134" "-1.13900380611538" "-0.12601" "-0.309119242821093" "0.805776973123845" "-0.855478422138762" "0.237239936496575" "negative"
"174.9918" "147.33" "0.101615934254841" "2.13418435983693" "0.3063" "0.579205661834798" "0.221721120313941" "0.0256287709505837" "1.13278255271901" "negative"
"178.0505" "176.79" "0.0602719304479463" "-2.4247432223452" "-0.93392" "-0.658061706995738" "0.589808373974414" "-1.214546927685" "-0.101576486306472" "negative"
"179.0533" "176.8" "0.298110694528475" "-1.41511299570212" "-0.46455" "-0.384053727818201" "0.530437597611931" "-0.931983572567517" "0.163876116931115" "negative"
"179.0549" "328.89" "0.00420740648389094" "-3.71147234066755" "-1.8095" "-1.00727277076576" "0.744077581338597" "-1.58078755065389" "-0.433757990877637" "negative"
"179.0553" "279.27" "0.00174097882561312" "4.08084790230629" "0.44235" "1.107519225885" "0.148204722445689" "0.527920894978116" "1.68711755679188" "negative"
"179.0554" "369.17" "0.0470142677301986" "2.55977894702603" "0.72409" "0.694709645082529" "0.206885338886202" "0.136752421442058" "1.252666868723" "negative"
"179.0569" "55.88" "0.24990760335356" "-1.55574632660299" "-1.0201" "-0.422220824828832" "1.18839298690823" "-0.971079083689337" "0.126637434031674" "negative"
"180.0591" "55.76" "0.014719622797385" "-3.13565113722794" "-1.5079" "-0.850998126684764" "1.25929713344799" "-1.41607329261691" "-0.285922960752622" "negative"
"180.0655" "281.68" "0.198664553715849" "1.71434167995045" "0.23715" "0.465262713959047" "0.170942573373738" "-0.0847458127122035" "1.0152712406303" "negative"
"180.0664" "32.25" "0.000194894472916334" "4.90653199857997" "3.6306" "1.33160525727415" "1.60728937222356" "0.736609318499249" "1.92660119604906" "negative"
"180.9996" "155.15" "0.315690938280672" "1.36581287972557" "0.59434" "0.370673952930847" "0.57448446147371" "-0.176950893528348" "0.918298799390042" "negative"
"180.9999" "120.84" "0.644627969694497" "0.685213724887404" "0.10854" "0.185963160676532" "0.147930870022059" "-0.358546523513217" "0.730472844866281" "negative"
"181.0502" "176.06" "0.0258026316924894" "2.85542654518737" "0.47978" "0.774946744550352" "0.171202595267006" "0.213503756547195" "1.33638973255351" "negative"
"181.0538" "27.3" "0.251126279318952" "1.55216696139135" "1.5552" "0.421249405191724" "0.468726533490348" "-0.127584154144287" "0.970082964527736" "negative"
"181.0706" "277.25" "0.36741189437546" "-1.23232254080448" "0.62968" "-0.334445423869164" "0.436013182657982" "-0.881297947367178" "0.212407099628849" "negative"
"182.0224" "30.43" "0.395739973260017" "-1.16601100293617" "-1.424" "-0.316448844519648" "0.787002987701047" "-0.862946854030978" "0.230049164991683" "negative"
"182.0318" "267.19" "0.864853096404609" "0.275575841963073" "0.10351" "0.074789737444285" "1.31257512939525" "-0.468838413707024" "0.618417888595594" "negative"
"182.045" "44.98" "0.0742226087223059" "-2.31856376496963" "-0.6385" "-0.629245197963137" "0.44110871636084" "-1.1846264335321" "-0.0738639623941738" "negative"
"182.8243" "59.66" "0.0860757529405246" "2.2360795346158" "0.90548" "0.606859440606787" "0.549897859454721" "0.052303142208008" "1.16141573900557" "negative"
"183.0125" "27.09" "0.847973526275373" "0.308831602169072" "-0.063384" "0.0838151641892393" "0.598677754954034" "-0.459856550926839" "0.627486879305318" "negative"
"183.0154" "242.2" "0.652901208724027" "0.669484420105302" "0.16988" "0.181694315604865" "0.15346516898792" "-0.362767678335607" "0.726156309545337" "negative"
"183.1023" "48.33" "0.413002449731282" "-1.13104005754531" "-0.46318" "-0.306957926138234" "0.326384525433027" "-0.853276782376644" "0.239360930100175" "negative"
"185.0272" "33.81" "0.175697813579912" "1.80315151045452" "1.0986" "0.489365203707626" "0.494098531300513" "-0.0613350201370136" "1.04006542755227" "negative"
"185.0565" "299.54" "0.824326969419891" "-0.351703200086488" "-0.10064" "-0.0954502753412907" "0.660250552665581" "-0.639185460297526" "0.448284909614945" "negative"
"185.1176" "76.47" "0.0144407022654889" "-3.14465913756837" "-0.90347" "-0.853442847439528" "0.249784838284759" "-1.4186400023279" "-0.288245692551152" "negative"
"186.0453" "209.11" "0.629782079779236" "-0.714302331300899" "0.069061" "-0.193857645261204" "1.00287719507101" "-0.738458430416814" "0.350743139894406" "negative"
"187.0088" "23.86" "0.940524049889501" "0.126856035009161" "0.045992" "0.0344280162004531" "1.17947581365364" "-0.509065958294263" "0.577921990695169" "negative"
"187.0419" "209.05" "0.145264604157614" "1.92584103290384" "0.91636" "0.522662451774744" "0.870359998198339" "-0.0290492332248029" "1.07437413677429" "negative"
"187.1334" "102.57" "0.21405098630887" "1.66364734285427" "0.44804" "0.451504555281831" "0.221999646819495" "-0.0981244272844919" "1.00113353784815" "negative"
"187.13341" "80.82" "0.000685909737069266" "-4.44461853966021" "-1.0375" "-1.20624453599867" "0.245665693078732" "-1.79232712385635" "-0.620161948140983" "negative"
"187.2222" "23.73" "0.819881902857178" "-0.363671702469256" "0.34223" "-0.0986984597410265" "0.967089475465342" "-0.642452833263607" "0.445055913781554" "negative"
"187.3955" "23.55" "0.644627969694497" "-0.68490964154881" "0.25673" "-0.185880634164438" "1.16423607862341" "-0.730389385935048" "0.358628117606172" "negative"
"187.9205" "23.76" "0.555546166959324" "-0.849230403688297" "-1.0377" "-0.23047636711952" "0.632422889496554" "-0.775549005631778" "0.314596271392738" "negative"
"188.045" "209.11" "0.623433237802846" "0.726190544850664" "0.34129" "0.197084039722108" "0.710499193294474" "-0.347555063032605" "0.74172314247682" "negative"
"188.0712" "92.89" "0.0449677211086512" "-2.58260494087224" "-0.88731" "-0.700904491751607" "1.16303959609591" "-1.2591180207384" "-0.142690962764815" "negative"
"188.7716" "23.69" "0.84051146746652" "0.3268332841484" "0.56726" "0.0887007196835045" "1.30397597015636" "-0.454996643724123" "0.632398083091132" "negative"
"188.9898" "23.78" "0.818739979074903" "-0.366687531038372" "0.36314" "-0.0995169386949669" "0.988447484293746" "-0.64327624852906" "0.444242371139126" "negative"
"189.6286" "23.58" "0.924722377707552" "-0.156900765791034" "-0.0004577" "-0.0425819875745535" "1.83180353891407" "-0.586095077159084" "0.500931102009978" "negative"
"190.0046" "24.33" "0.918155706410167" "-0.168935245128593" "-0.63552" "-0.0458480777496688" "0.907016733484708" "-0.589369959117667" "0.49767380361833" "negative"
