"gene","edge","net"
"K18661","edg12207","ko01100"
"K18660","edg12208","ko01100"
"K18661","edg12208","ko01100"
"K18660","edg12209","ko01100"
"K18661","edg12209","ko01100"
"K18660","edg12210","ko01100"
"K18661","edg12210","ko01100"
"K18660","edg12211","ko01100"
"K18661","edg12211","ko01100"
"K18660","edg12212","ko01100"
"K18661","edg12212","ko01100"
"K18660","edg12213","ko01100"
"K18661","edg12213","ko01100"
"K18660","edg12214","ko01100"
"K18661","edg12214","ko01100"
"K18660","edg12215","ko01100"
"K18661","edg12215","ko01100"
"K01692","edg12216","ko01100"
"K01825","edg12216","ko01100"
"K01782","edg12216","ko01100"
"K07515","edg12216","ko01100"
"K07514","edg12216","ko01100"
"K07511","edg12216","ko01100"
"K01505","edg12217","ko01100"
"K01505","edg12218","ko01100"
"K01505","edg12219","ko01100"
"K01505","edg12220","ko01100"
"K01505","edg12221","ko01100"
"K01505","edg12222","ko01100"
"K01505","edg12223","ko01100"
"K01505","edg12224","ko01100"
"K01505","edg12225","ko01100"
"K01505","edg12226","ko01100"
"K01505","edg12227","ko01100"
"K01505","edg12228","ko01100"
"K01505","edg12229","ko01100"
"K01505","edg12230","ko01100"
"K01505","edg12231","ko01100"
"K01505","edg12232","ko01100"
"K01505","edg12233","ko01100"
"K01505","edg12234","ko01100"
"K01505","edg12235","ko01100"
"K01505","edg12236","ko01100"
"K01505","edg12237","ko01100"
"K01505","edg12238","ko01100"
"K01505","edg12239","ko01100"
"K01505","edg12240","ko01100"
"K01505","edg12241","ko01100"
"K01505","edg12242","ko01100"
"K01505","edg12243","ko01100"
"K01505","edg12244","ko01100"
"K01505","edg12245","ko01100"
"K01505","edg12246","ko01100"
"K01505","edg12247","ko01100"
"K01505","edg12248","ko01100"
"K01505","edg12249","ko01100"
"K01505","edg12250","ko01100"
"K01505","edg12251","ko01100"
"K01505","edg12252","ko01100"
"K01505","edg12253","ko01100"
"K01740","edg12254","ko01100"
"K01761","edg12254","ko01100"
"K01740","edg12255","ko01100"
"K01761","edg12255","ko01100"
"K01740","edg12256","ko01100"
"K01761","edg12256","ko01100"
"K01740","edg12257","ko01100"
"K01761","edg12257","ko01100"
"K01740","edg12258","ko01100"
"K01761","edg12258","ko01100"
"K01740","edg12259","ko01100"
"K01761","edg12259","ko01100"
"K01740","edg12260","ko01100"
"K01761","edg12260","ko01100"
"K01740","edg12261","ko01100"
"K01761","edg12261","ko01100"
"K01740","edg12262","ko01100"
"K01761","edg12262","ko01100"
"K01740","edg12263","ko01100"
"K01761","edg12263","ko01100"
"K01740","edg12264","ko01100"
"K01761","edg12264","ko01100"
"K01740","edg12265","ko01100"
"K01761","edg12265","ko01100"
"K01740","edg12266","ko01100"
"K01761","edg12266","ko01100"
"K01740","edg12267","ko01100"
"K01761","edg12267","ko01100"
"K01740","edg12268","ko01100"
"K01761","edg12268","ko01100"
"K01740","edg12269","ko01100"
"K01761","edg12269","ko01100"
"K01740","edg12270","ko01100"
"K01761","edg12270","ko01100"
"K01740","edg12271","ko01100"
"K01761","edg12271","ko01100"
"K01740","edg12272","ko01100"
"K01761","edg12272","ko01100"
"K01740","edg12273","ko01100"
"K01761","edg12273","ko01100"
"K01740","edg12274","ko01100"
"K01761","edg12274","ko01100"
"K01740","edg12275","ko01100"
"K01761","edg12275","ko01100"
"K01740","edg12276","ko01100"
"K01761","edg12276","ko01100"
"K01740","edg12277","ko01100"
"K01761","edg12277","ko01100"
"K01740","edg12278","ko01100"
"K01761","edg12278","ko01100"
"K01740","edg12279","ko01100"
"K01761","edg12279","ko01100"
"K01740","edg12280","ko01100"
"K01761","edg12280","ko01100"
"K01740","edg12281","ko01100"
"K01761","edg12281","ko01100"
"K01740","edg12282","ko01100"
"K01761","edg12282","ko01100"
"K01740","edg12283","ko01100"
"K01761","edg12283","ko01100"
"K01740","edg12284","ko01100"
"K01761","edg12284","ko01100"
"K01740","edg12285","ko01100"
"K01761","edg12285","ko01100"
"K01740","edg12286","ko01100"
"K01761","edg12286","ko01100"
"K01740","edg12287","ko01100"
"K01761","edg12287","ko01100"
"K01740","edg12288","ko01100"
"K01761","edg12288","ko01100"
"K01740","edg12289","ko01100"
"K01761","edg12289","ko01100"
"K01740","edg12290","ko01100"
"K01761","edg12290","ko01100"
"K17950","edg12291","ko01100"
"K17950","edg12292","ko01100"
"K17950","edg12293","ko01100"
"K17950","edg12294","ko01100"
"K17950","edg12295","ko01100"
"K17950","edg12296","ko01100"
"K17950","edg12297","ko01100"
"K17950","edg12298","ko01100"
"K17950","edg12299","ko01100"
"K17950","edg12300","ko01100"
"K17950","edg12301","ko01100"
"K17950","edg12302","ko01100"
"K17950","edg12303","ko01100"
"K17950","edg12304","ko01100"
"K17950","edg12305","ko01100"
"K17950","edg12306","ko01100"
"K17950","edg12307","ko01100"
"K17950","edg12308","ko01100"
"K17950","edg12309","ko01100"
"K17950","edg12310","ko01100"
"K17950","edg12311","ko01100"
"K17950","edg12312","ko01100"
"K17950","edg12313","ko01100"
"K17950","edg12314","ko01100"
"K17950","edg12315","ko01100"
"K17950","edg12316","ko01100"
"K17950","edg12317","ko01100"
"K17950","edg12318","ko01100"
"K17950","edg12319","ko01100"
"K17950","edg12320","ko01100"
"K17950","edg12321","ko01100"
"K17950","edg12322","ko01100"
"K17950","edg12323","ko01100"
"K17950","edg12324","ko01100"
"K17950","edg12325","ko01100"
"K17950","edg12326","ko01100"
"K17950","edg12327","ko01100"
"K01918","edg12328","ko01100"
"K13799","edg12328","ko01100"
"K01918","edg12329","ko01100"
"K13799","edg12329","ko01100"
"K01918","edg12330","ko01100"
"K13799","edg12330","ko01100"
"K01918","edg12331","ko01100"
"K13799","edg12331","ko01100"
"K01918","edg12332","ko01100"
"K13799","edg12332","ko01100"
"K01918","edg12333","ko01100"
"K13799","edg12333","ko01100"
"K01918","edg12334","ko01100"
"K13799","edg12334","ko01100"
"K01918","edg12335","ko01100"
"K13799","edg12335","ko01100"
"K01918","edg12336","ko01100"
"K13799","edg12336","ko01100"
"K01918","edg12337","ko01100"
"K13799","edg12337","ko01100"
"K01918","edg12338","ko01100"
"K13799","edg12338","ko01100"
"K01918","edg12339","ko01100"
"K13799","edg12339","ko01100"
"K01918","edg12340","ko01100"
"K13799","edg12340","ko01100"
"K01918","edg12341","ko01100"
"K13799","edg12341","ko01100"
"K03153","edg12342","ko01100"
"K03153","edg12343","ko01100"
"K03153","edg12344","ko01100"
"K03153","edg12345","ko01100"
"K03153","edg12346","ko01100"
"K03153","edg12347","ko01100"
"K03153","edg12348","ko01100"
"K03153","edg12349","ko01100"
"K03153","edg12350","ko01100"
"K03153","edg12351","ko01100"
"K03153","edg12352","ko01100"
"K03153","edg12353","ko01100"
"K03153","edg12354","ko01100"
"K03153","edg12355","ko01100"
"K03153","edg12356","ko01100"
"K03153","edg12357","ko01100"
"K03153","edg12358","ko01100"
"K03153","edg12359","ko01100"
"K03153","edg12360","ko01100"
"K03153","edg12361","ko01100"
"K03153","edg12362","ko01100"
"K03153","edg12363","ko01100"
"K03153","edg12364","ko01100"
"K03153","edg12365","ko01100"
"K03153","edg12366","ko01100"
"K03153","edg12367","ko01100"
"K03153","edg12368","ko01100"
"K03153","edg12369","ko01100"
"K03153","edg12370","ko01100"
"K03153","edg12371","ko01100"
"K03153","edg12372","ko01100"
"K03153","edg12373","ko01100"
"K03153","edg12374","ko01100"
"K03153","edg12375","ko01100"
"K03153","edg12376","ko01100"
"K03153","edg12377","ko01100"
"K03153","edg12378","ko01100"
"K00643","edg12379","ko01100"
"K00643","edg12380","ko01100"
"K00643","edg12381","ko01100"
"K00643","edg12382","ko01100"
"K00643","edg12383","ko01100"
"K00643","edg12384","ko01100"
"K00643","edg12385","ko01100"
"K00643","edg12386","ko01100"
"K00643","edg12387","ko01100"
"K00643","edg12388","ko01100"
"K00643","edg12389","ko01100"
"K00643","edg12390","ko01100"
"K00643","edg12391","ko01100"
"K00643","edg12392","ko01100"
"K00643","edg12393","ko01100"
"K00643","edg12394","ko01100"
"K00643","edg12395","ko01100"
"K00643","edg12396","ko01100"
"K00643","edg12397","ko01100"
"K00643","edg12398","ko01100"
"K00643","edg12399","ko01100"
"K00643","edg12400","ko01100"
"K00643","edg12401","ko01100"
"K00643","edg12402","ko01100"
"K00643","edg12403","ko01100"
"K13524","edg12404","ko01100"
"K07250","edg12404","ko01100"
"K00823","edg12404","ko01100"
"K00822","edg12404","ko01100"
"K15372","edg12404","ko01100"
"K25571","edg12404","ko01100"
"K13524","edg12405","ko01100"
"K07250","edg12405","ko01100"
"K00823","edg12405","ko01100"
"K00822","edg12405","ko01100"
"K15372","edg12405","ko01100"
"K25571","edg12405","ko01100"
"K13524","edg12406","ko01100"
"K07250","edg12406","ko01100"
"K00823","edg12406","ko01100"
"K00822","edg12406","ko01100"
"K15372","edg12406","ko01100"
"K25571","edg12406","ko01100"
"K13524","edg12407","ko01100"
"K07250","edg12407","ko01100"
"K00823","edg12407","ko01100"
"K00822","edg12407","ko01100"
"K15372","edg12407","ko01100"
"K25571","edg12407","ko01100"
"K13524","edg12408","ko01100"
"K07250","edg12408","ko01100"
"K00823","edg12408","ko01100"
"K00822","edg12408","ko01100"
"K15372","edg12408","ko01100"
"K25571","edg12408","ko01100"
"K13524","edg12409","ko01100"
"K07250","edg12409","ko01100"
"K00823","edg12409","ko01100"
"K00822","edg12409","ko01100"
"K15372","edg12409","ko01100"
"K25571","edg12409","ko01100"
"K13524","edg12410","ko01100"
"K07250","edg12410","ko01100"
"K00823","edg12410","ko01100"
"K00822","edg12410","ko01100"
"K15372","edg12410","ko01100"
"K25571","edg12410","ko01100"
"K13524","edg12411","ko01100"
"K07250","edg12411","ko01100"
"K00823","edg12411","ko01100"
"K00822","edg12411","ko01100"
"K15372","edg12411","ko01100"
"K25571","edg12411","ko01100"
"K13524","edg12412","ko01100"
"K07250","edg12412","ko01100"
"K00823","edg12412","ko01100"
"K00822","edg12412","ko01100"
"K15372","edg12412","ko01100"
"K25571","edg12412","ko01100"
"K13524","edg12413","ko01100"
"K07250","edg12413","ko01100"
"K00823","edg12413","ko01100"
"K00822","edg12413","ko01100"
"K15372","edg12413","ko01100"
"K25571","edg12413","ko01100"
"K13524","edg12414","ko01100"
"K07250","edg12414","ko01100"
"K00823","edg12414","ko01100"
"K00822","edg12414","ko01100"
"K15372","edg12414","ko01100"
"K25571","edg12414","ko01100"
"K13524","edg12415","ko01100"
"K07250","edg12415","ko01100"
"K00823","edg12415","ko01100"
"K00822","edg12415","ko01100"
"K15372","edg12415","ko01100"
"K25571","edg12415","ko01100"
"K13524","edg12416","ko01100"
"K07250","edg12416","ko01100"
"K00823","edg12416","ko01100"
"K00822","edg12416","ko01100"
"K15372","edg12416","ko01100"
"K25571","edg12416","ko01100"
"K13524","edg12417","ko01100"
"K07250","edg12417","ko01100"
"K00823","edg12417","ko01100"
"K00822","edg12417","ko01100"
"K15372","edg12417","ko01100"
"K25571","edg12417","ko01100"
"K13524","edg12418","ko01100"
"K07250","edg12418","ko01100"
"K00823","edg12418","ko01100"
"K00822","edg12418","ko01100"
"K15372","edg12418","ko01100"
"K25571","edg12418","ko01100"
"K13524","edg12419","ko01100"
"K07250","edg12419","ko01100"
"K00823","edg12419","ko01100"
"K00822","edg12419","ko01100"
"K15372","edg12419","ko01100"
"K25571","edg12419","ko01100"
"K13524","edg12420","ko01100"
"K07250","edg12420","ko01100"
"K00823","edg12420","ko01100"
"K00822","edg12420","ko01100"
"K15372","edg12420","ko01100"
"K25571","edg12420","ko01100"
"K13524","edg12421","ko01100"
"K07250","edg12421","ko01100"
"K00823","edg12421","ko01100"
"K00822","edg12421","ko01100"
"K15372","edg12421","ko01100"
"K25571","edg12421","ko01100"
"K13524","edg12422","ko01100"
"K07250","edg12422","ko01100"
"K00823","edg12422","ko01100"
"K00822","edg12422","ko01100"
"K15372","edg12422","ko01100"
"K25571","edg12422","ko01100"
"K13524","edg12423","ko01100"
"K07250","edg12423","ko01100"
"K00823","edg12423","ko01100"
"K00822","edg12423","ko01100"
"K15372","edg12423","ko01100"
"K25571","edg12423","ko01100"
"K13524","edg12424","ko01100"
"K07250","edg12424","ko01100"
"K00823","edg12424","ko01100"
"K00822","edg12424","ko01100"
"K15372","edg12424","ko01100"
"K25571","edg12424","ko01100"
"K13524","edg12425","ko01100"
"K07250","edg12425","ko01100"
"K00823","edg12425","ko01100"
"K00822","edg12425","ko01100"
"K15372","edg12425","ko01100"
"K25571","edg12425","ko01100"
"K13524","edg12426","ko01100"
"K07250","edg12426","ko01100"
"K00823","edg12426","ko01100"
"K00822","edg12426","ko01100"
"K15372","edg12426","ko01100"
"K25571","edg12426","ko01100"
"K13524","edg12427","ko01100"
"K07250","edg12427","ko01100"
"K00823","edg12427","ko01100"
"K00822","edg12427","ko01100"
"K15372","edg12427","ko01100"
"K25571","edg12427","ko01100"
"K13524","edg12428","ko01100"
"K07250","edg12428","ko01100"
"K00823","edg12428","ko01100"
"K00822","edg12428","ko01100"
"K15372","edg12428","ko01100"
"K25571","edg12428","ko01100"
"K01579","edg12429","ko01100"
"K24264","edg12429","ko01100"
"K18933","edg12429","ko01100"
"K18966","edg12429","ko01100"
"K01580","edg12429","ko01100"
"K01579","edg12430","ko01100"
"K24264","edg12430","ko01100"
"K18933","edg12430","ko01100"
"K18966","edg12430","ko01100"
"K01580","edg12430","ko01100"
"K01579","edg12431","ko01100"
"K24264","edg12431","ko01100"
"K18933","edg12431","ko01100"
"K18966","edg12431","ko01100"
"K01580","edg12431","ko01100"
"K01579","edg12432","ko01100"
"K24264","edg12432","ko01100"
"K18933","edg12432","ko01100"
"K18966","edg12432","ko01100"
"K01580","edg12432","ko01100"
"K01579","edg12433","ko01100"
"K24264","edg12433","ko01100"
"K18933","edg12433","ko01100"
"K18966","edg12433","ko01100"
"K01580","edg12433","ko01100"
"K01579","edg12434","ko01100"
"K24264","edg12434","ko01100"
"K18933","edg12434","ko01100"
"K18966","edg12434","ko01100"
"K01580","edg12434","ko01100"
"K01579","edg12435","ko01100"
"K24264","edg12435","ko01100"
"K18933","edg12435","ko01100"
"K18966","edg12435","ko01100"
"K01580","edg12435","ko01100"
"K01579","edg12436","ko01100"
"K24264","edg12436","ko01100"
"K18933","edg12436","ko01100"
"K18966","edg12436","ko01100"
"K01580","edg12436","ko01100"
"K01579","edg12437","ko01100"
"K24264","edg12437","ko01100"
"K18933","edg12437","ko01100"
"K18966","edg12437","ko01100"
"K01580","edg12437","ko01100"
"K01579","edg12438","ko01100"
"K24264","edg12438","ko01100"
"K18933","edg12438","ko01100"
"K18966","edg12438","ko01100"
"K01580","edg12438","ko01100"
"K01579","edg12439","ko01100"
"K24264","edg12439","ko01100"
"K18933","edg12439","ko01100"
"K18966","edg12439","ko01100"
"K01580","edg12439","ko01100"
"K01579","edg12440","ko01100"
"K24264","edg12440","ko01100"
"K18933","edg12440","ko01100"
"K18966","edg12440","ko01100"
"K01580","edg12440","ko01100"
"K01579","edg12441","ko01100"
"K24264","edg12441","ko01100"
"K18933","edg12441","ko01100"
"K18966","edg12441","ko01100"
"K01580","edg12441","ko01100"
"K01579","edg12442","ko01100"
"K24264","edg12442","ko01100"
"K18933","edg12442","ko01100"
"K18966","edg12442","ko01100"
"K01580","edg12442","ko01100"
"K01579","edg12443","ko01100"
"K24264","edg12443","ko01100"
"K18933","edg12443","ko01100"
"K18966","edg12443","ko01100"
"K01580","edg12443","ko01100"
"K01579","edg12444","ko01100"
"K24264","edg12444","ko01100"
"K18933","edg12444","ko01100"
"K18966","edg12444","ko01100"
"K01580","edg12444","ko01100"
"K01579","edg12445","ko01100"
"K24264","edg12445","ko01100"
"K18933","edg12445","ko01100"
"K18966","edg12445","ko01100"
"K01580","edg12445","ko01100"
"K01579","edg12446","ko01100"
"K24264","edg12446","ko01100"
"K18933","edg12446","ko01100"
"K18966","edg12446","ko01100"
"K01580","edg12446","ko01100"
"K01579","edg12447","ko01100"
"K24264","edg12447","ko01100"
"K18933","edg12447","ko01100"
"K18966","edg12447","ko01100"
"K01580","edg12447","ko01100"
"K01579","edg12448","ko01100"
"K24264","edg12448","ko01100"
"K18933","edg12448","ko01100"
"K18966","edg12448","ko01100"
"K01580","edg12448","ko01100"
"K01579","edg12449","ko01100"
"K24264","edg12449","ko01100"
"K18933","edg12449","ko01100"
"K18966","edg12449","ko01100"
"K01580","edg12449","ko01100"
"K01579","edg12450","ko01100"
"K24264","edg12450","ko01100"
"K18933","edg12450","ko01100"
"K18966","edg12450","ko01100"
"K01580","edg12450","ko01100"
"K01579","edg12451","ko01100"
"K24264","edg12451","ko01100"
"K18933","edg12451","ko01100"
"K18966","edg12451","ko01100"
"K01580","edg12451","ko01100"
"K01579","edg12452","ko01100"
"K24264","edg12452","ko01100"
"K18933","edg12452","ko01100"
"K18966","edg12452","ko01100"
"K01580","edg12452","ko01100"
"K01579","edg12453","ko01100"
"K24264","edg12453","ko01100"
"K18933","edg12453","ko01100"
"K18966","edg12453","ko01100"
"K01580","edg12453","ko01100"
"K01579","edg12454","ko01100"
"K24264","edg12454","ko01100"
"K18933","edg12454","ko01100"
"K18966","edg12454","ko01100"
"K01580","edg12454","ko01100"
"K01579","edg12455","ko01100"
"K24264","edg12455","ko01100"
"K18933","edg12455","ko01100"
"K18966","edg12455","ko01100"
"K01580","edg12455","ko01100"
"K01579","edg12456","ko01100"
"K24264","edg12456","ko01100"
"K18933","edg12456","ko01100"
"K18966","edg12456","ko01100"
"K01580","edg12456","ko01100"
"K01579","edg12457","ko01100"
"K24264","edg12457","ko01100"
"K18933","edg12457","ko01100"
"K18966","edg12457","ko01100"
"K01580","edg12457","ko01100"
"K01579","edg12458","ko01100"
"K24264","edg12458","ko01100"
"K18933","edg12458","ko01100"
"K18966","edg12458","ko01100"
"K01580","edg12458","ko01100"
"K01579","edg12459","ko01100"
"K24264","edg12459","ko01100"
"K18933","edg12459","ko01100"
"K18966","edg12459","ko01100"
"K01580","edg12459","ko01100"
"K01579","edg12460","ko01100"
"K24264","edg12460","ko01100"
"K18933","edg12460","ko01100"
"K18966","edg12460","ko01100"
"K01580","edg12460","ko01100"
"K01579","edg12461","ko01100"
"K24264","edg12461","ko01100"
"K18933","edg12461","ko01100"
"K18966","edg12461","ko01100"
"K01580","edg12461","ko01100"
"K01579","edg12462","ko01100"
"K24264","edg12462","ko01100"
"K18933","edg12462","ko01100"
"K18966","edg12462","ko01100"
"K01580","edg12462","ko01100"
"K01579","edg12463","ko01100"
"K24264","edg12463","ko01100"
"K18933","edg12463","ko01100"
"K18966","edg12463","ko01100"
"K01580","edg12463","ko01100"
"K01579","edg12464","ko01100"
"K24264","edg12464","ko01100"
"K18933","edg12464","ko01100"
"K18966","edg12464","ko01100"
"K01580","edg12464","ko01100"
"K01579","edg12465","ko01100"
"K24264","edg12465","ko01100"
"K18933","edg12465","ko01100"
"K18966","edg12465","ko01100"
"K01580","edg12465","ko01100"
"K16843","edg12466","ko01100"
"K16845","edg12467","ko01100"
"K16846","edg12467","ko01100"
"K16845","edg12468","ko01100"
"K16846","edg12468","ko01100"
"K16845","edg12469","ko01100"
"K16846","edg12469","ko01100"
"K16845","edg12470","ko01100"
"K16846","edg12470","ko01100"
"K16845","edg12471","ko01100"
"K16846","edg12471","ko01100"
"K16845","edg12472","ko01100"
"K16846","edg12472","ko01100"
"K16845","edg12473","ko01100"
"K16846","edg12473","ko01100"
"K16845","edg12474","ko01100"
"K16846","edg12474","ko01100"
"K16845","edg12475","ko01100"
"K16846","edg12475","ko01100"
"K16845","edg12476","ko01100"
"K16846","edg12476","ko01100"
"K16845","edg12477","ko01100"
"K16846","edg12477","ko01100"
"K16845","edg12478","ko01100"
"K16846","edg12478","ko01100"
"K16845","edg12479","ko01100"
"K16846","edg12479","ko01100"
"K16845","edg12480","ko01100"
"K16846","edg12480","ko01100"
"K16845","edg12481","ko01100"
"K16846","edg12481","ko01100"
"K16845","edg12482","ko01100"
"K16846","edg12482","ko01100"
"K16845","edg12483","ko01100"
"K16846","edg12483","ko01100"
"K16845","edg12484","ko01100"
"K16846","edg12484","ko01100"
"K16845","edg12485","ko01100"
"K16846","edg12485","ko01100"
"K16845","edg12486","ko01100"
"K16846","edg12486","ko01100"
"K16845","edg12487","ko01100"
"K16846","edg12487","ko01100"
"K16845","edg12488","ko01100"
"K16846","edg12488","ko01100"
"K16845","edg12489","ko01100"
"K16846","edg12489","ko01100"
"K16845","edg12490","ko01100"
"K16846","edg12490","ko01100"
"K16845","edg12491","ko01100"
"K16846","edg12491","ko01100"
"K16845","edg12492","ko01100"
"K16846","edg12492","ko01100"
"K16845","edg12493","ko01100"
"K16846","edg12493","ko01100"
"K16845","edg12494","ko01100"
"K16846","edg12494","ko01100"
"K16845","edg12495","ko01100"
"K16846","edg12495","ko01100"
"K16845","edg12496","ko01100"
"K16846","edg12496","ko01100"
"K16845","edg12497","ko01100"
"K16846","edg12497","ko01100"
"K16845","edg12498","ko01100"
"K16846","edg12498","ko01100"
"K16845","edg12499","ko01100"
"K16846","edg12499","ko01100"
"K16845","edg12500","ko01100"
"K16846","edg12500","ko01100"
"K16845","edg12501","ko01100"
"K16846","edg12501","ko01100"
"K16845","edg12502","ko01100"
"K16846","edg12502","ko01100"
"K16845","edg12503","ko01100"
"K16846","edg12503","ko01100"
"K14454","edg12504","ko01100"
"K14455","edg12504","ko01100"
"K00811","edg12504","ko01100"
"K00812","edg12504","ko01100"
"K00813","edg12504","ko01100"
"K11358","edg12504","ko01100"
"K14454","edg12505","ko01100"
"K14455","edg12505","ko01100"
"K00811","edg12505","ko01100"
"K00812","edg12505","ko01100"
"K00813","edg12505","ko01100"
"K11358","edg12505","ko01100"
"K14454","edg12506","ko01100"
"K14455","edg12506","ko01100"
"K00811","edg12506","ko01100"
"K00812","edg12506","ko01100"
"K00813","edg12506","ko01100"
"K11358","edg12506","ko01100"
"K14454","edg12507","ko01100"
"K14455","edg12507","ko01100"
"K00811","edg12507","ko01100"
"K00812","edg12507","ko01100"
"K00813","edg12507","ko01100"
"K11358","edg12507","ko01100"
"K14454","edg12508","ko01100"
"K14455","edg12508","ko01100"
"K00811","edg12508","ko01100"
"K00812","edg12508","ko01100"
"K00813","edg12508","ko01100"
"K11358","edg12508","ko01100"
"K14454","edg12509","ko01100"
"K14455","edg12509","ko01100"
"K00811","edg12509","ko01100"
"K00812","edg12509","ko01100"
"K00813","edg12509","ko01100"
"K11358","edg12509","ko01100"
"K14454","edg12510","ko01100"
"K14455","edg12510","ko01100"
"K00811","edg12510","ko01100"
"K00812","edg12510","ko01100"
"K00813","edg12510","ko01100"
"K11358","edg12510","ko01100"
"K14454","edg12511","ko01100"
"K14455","edg12511","ko01100"
"K00811","edg12511","ko01100"
"K00812","edg12511","ko01100"
"K00813","edg12511","ko01100"
"K11358","edg12511","ko01100"
"K14454","edg12512","ko01100"
"K14455","edg12512","ko01100"
"K00811","edg12512","ko01100"
"K00812","edg12512","ko01100"
"K00813","edg12512","ko01100"
"K11358","edg12512","ko01100"
"K14454","edg12513","ko01100"
"K14455","edg12513","ko01100"
"K00811","edg12513","ko01100"
"K00812","edg12513","ko01100"
"K00813","edg12513","ko01100"
"K11358","edg12513","ko01100"
"K14454","edg12514","ko01100"
"K14455","edg12514","ko01100"
"K00811","edg12514","ko01100"
"K00812","edg12514","ko01100"
"K00813","edg12514","ko01100"
"K11358","edg12514","ko01100"
"K14454","edg12515","ko01100"
"K14455","edg12515","ko01100"
"K00811","edg12515","ko01100"
"K00812","edg12515","ko01100"
"K00813","edg12515","ko01100"
"K11358","edg12515","ko01100"
"K14454","edg12516","ko01100"
"K14455","edg12516","ko01100"
"K00811","edg12516","ko01100"
"K00812","edg12516","ko01100"
"K00813","edg12516","ko01100"
"K11358","edg12516","ko01100"
"K17989","edg12517","ko01100"
"K01752","edg12517","ko01100"
"K17989","edg12518","ko01100"
"K01752","edg12518","ko01100"
"K17989","edg12519","ko01100"
"K01752","edg12519","ko01100"
"K17989","edg12520","ko01100"
"K01752","edg12520","ko01100"
"K17989","edg12521","ko01100"
"K01752","edg12521","ko01100"
"K17989","edg12522","ko01100"
"K01752","edg12522","ko01100"
"K17989","edg12523","ko01100"
"K01752","edg12523","ko01100"
"K17989","edg12524","ko01100"
"K01752","edg12524","ko01100"
"K17989","edg12525","ko01100"
"K01752","edg12525","ko01100"
"K17989","edg12526","ko01100"
"K01752","edg12526","ko01100"
"K17989","edg12527","ko01100"
"K01752","edg12527","ko01100"
"K17989","edg12528","ko01100"
"K01752","edg12528","ko01100"
"K17989","edg12529","ko01100"
"K01752","edg12529","ko01100"
"K17989","edg12530","ko01100"
"K01752","edg12530","ko01100"
"K17989","edg12531","ko01100"
"K01752","edg12531","ko01100"
"K17989","edg12532","ko01100"
"K01752","edg12532","ko01100"
"K17989","edg12533","ko01100"
"K01752","edg12533","ko01100"
"K17989","edg12534","ko01100"
"K01752","edg12534","ko01100"
"K17989","edg12535","ko01100"
"K01752","edg12535","ko01100"
"K17989","edg12536","ko01100"
"K01752","edg12536","ko01100"
"K17989","edg12537","ko01100"
"K01752","edg12537","ko01100"
"K17989","edg12538","ko01100"
"K01752","edg12538","ko01100"
"K17989","edg12539","ko01100"
"K01752","edg12539","ko01100"
"K17989","edg12540","ko01100"
"K01752","edg12540","ko01100"
"K17989","edg12541","ko01100"
"K01752","edg12541","ko01100"
"K09758","edg12542","ko01100"
"K05396","edg12543","ko01100"
"K05396","edg12544","ko01100"
"K05396","edg12545","ko01100"
"K05396","edg12546","ko01100"
"K05396","edg12547","ko01100"
"K05396","edg12548","ko01100"
"K05396","edg12549","ko01100"
"K05396","edg12550","ko01100"
"K05396","edg12551","ko01100"
"K05396","edg12552","ko01100"
"K05396","edg12553","ko01100"
"K05396","edg12554","ko01100"
"K05396","edg12555","ko01100"
"K05396","edg12556","ko01100"
"K05396","edg12557","ko01100"
"K05396","edg12558","ko01100"
"K05396","edg12559","ko01100"
"K05396","edg12560","ko01100"
"K05396","edg12561","ko01100"
"K05396","edg12562","ko01100"
"K05396","edg12563","ko01100"
"K05396","edg12564","ko01100"
"K05396","edg12565","ko01100"
"K05396","edg12566","ko01100"
"K05396","edg12567","ko01100"
"K05396","edg12568","ko01100"
"K05396","edg12569","ko01100"
"K05396","edg12570","ko01100"
"K05396","edg12571","ko01100"
"K05396","edg12572","ko01100"
"K05396","edg12573","ko01100"
"K05396","edg12574","ko01100"
"K05396","edg12575","ko01100"
"K05396","edg12576","ko01100"
"K05396","edg12577","ko01100"
"K05396","edg12578","ko01100"
"K05396","edg12579","ko01100"
"K00016","edg12580","ko01100"
"K22847","edg12581","ko01100"
"K22847","edg12582","ko01100"
"K22847","edg12583","ko01100"
"K22847","edg12584","ko01100"
"K22847","edg12585","ko01100"
"K22847","edg12586","ko01100"
"K22847","edg12587","ko01100"
"K22847","edg12588","ko01100"
"K22847","edg12589","ko01100"
"K22847","edg12590","ko01100"
"K22847","edg12591","ko01100"
"K22847","edg12592","ko01100"
"K22847","edg12593","ko01100"
"K10150","edg12594","ko01100"
"K01738","edg12594","ko01100"
"K10150","edg12595","ko01100"
"K01738","edg12595","ko01100"
"K10150","edg12596","ko01100"
"K01738","edg12596","ko01100"
"K10150","edg12597","ko01100"
"K01738","edg12597","ko01100"
"K10150","edg12598","ko01100"
"K01738","edg12598","ko01100"
"K10150","edg12599","ko01100"
"K01738","edg12599","ko01100"
"K10150","edg12600","ko01100"
"K01738","edg12600","ko01100"
"K10150","edg12601","ko01100"
"K01738","edg12601","ko01100"
"K10150","edg12602","ko01100"
"K01738","edg12602","ko01100"
"K10150","edg12603","ko01100"
"K01738","edg12603","ko01100"
"K10150","edg12604","ko01100"
"K01738","edg12604","ko01100"
"K10150","edg12605","ko01100"
