"gene","edge","net"
"K05573","edg27034","ko01100"
"K05583","edg27034","ko01100"
"K05584","edg27034","ko01100"
"K05585","edg27034","ko01100"
"K05586","edg27034","ko01100"
"K05587","edg27034","ko01100"
"K05588","edg27034","ko01100"
"K03885","edg27034","ko01100"
"K00330","edg27035","ko01100"
"K00331","edg27035","ko01100"
"K00332","edg27035","ko01100"
"K00333","edg27035","ko01100"
"K13378","edg27035","ko01100"
"K13380","edg27035","ko01100"
"K00334","edg27035","ko01100"
"K00335","edg27035","ko01100"
"K00336","edg27035","ko01100"
"K00337","edg27035","ko01100"
"K00338","edg27035","ko01100"
"K00339","edg27035","ko01100"
"K00340","edg27035","ko01100"
"K00341","edg27035","ko01100"
"K00342","edg27035","ko01100"
"K15863","edg27035","ko01100"
"K00343","edg27035","ko01100"
"K05574","edg27035","ko01100"
"K05582","edg27035","ko01100"
"K05581","edg27035","ko01100"
"K05579","edg27035","ko01100"
"K05572","edg27035","ko01100"
"K05580","edg27035","ko01100"
"K05578","edg27035","ko01100"
"K05576","edg27035","ko01100"
"K05577","edg27035","ko01100"
"K05575","edg27035","ko01100"
"K05573","edg27035","ko01100"
"K05583","edg27035","ko01100"
"K05584","edg27035","ko01100"
"K05585","edg27035","ko01100"
"K05586","edg27035","ko01100"
"K05587","edg27035","ko01100"
"K05588","edg27035","ko01100"
"K03885","edg27035","ko01100"
"K00330","edg27036","ko01100"
"K00331","edg27036","ko01100"
"K00332","edg27036","ko01100"
"K00333","edg27036","ko01100"
"K13378","edg27036","ko01100"
"K13380","edg27036","ko01100"
"K00334","edg27036","ko01100"
"K00335","edg27036","ko01100"
"K00336","edg27036","ko01100"
"K00337","edg27036","ko01100"
"K00338","edg27036","ko01100"
"K00339","edg27036","ko01100"
"K00340","edg27036","ko01100"
"K00341","edg27036","ko01100"
"K00342","edg27036","ko01100"
"K15863","edg27036","ko01100"
"K00343","edg27036","ko01100"
"K05574","edg27036","ko01100"
"K05582","edg27036","ko01100"
"K05581","edg27036","ko01100"
"K05579","edg27036","ko01100"
"K05572","edg27036","ko01100"
"K05580","edg27036","ko01100"
"K05578","edg27036","ko01100"
"K05576","edg27036","ko01100"
"K05577","edg27036","ko01100"
"K05575","edg27036","ko01100"
"K05573","edg27036","ko01100"
"K05583","edg27036","ko01100"
"K05584","edg27036","ko01100"
"K05585","edg27036","ko01100"
"K05586","edg27036","ko01100"
"K05587","edg27036","ko01100"
"K05588","edg27036","ko01100"
"K03885","edg27036","ko01100"
"K00330","edg27037","ko01100"
"K00331","edg27037","ko01100"
"K00332","edg27037","ko01100"
"K00333","edg27037","ko01100"
"K13378","edg27037","ko01100"
"K13380","edg27037","ko01100"
"K00334","edg27037","ko01100"
"K00335","edg27037","ko01100"
"K00336","edg27037","ko01100"
"K00337","edg27037","ko01100"
"K00338","edg27037","ko01100"
"K00339","edg27037","ko01100"
"K00340","edg27037","ko01100"
"K00341","edg27037","ko01100"
"K00342","edg27037","ko01100"
"K15863","edg27037","ko01100"
"K00343","edg27037","ko01100"
"K05574","edg27037","ko01100"
"K05582","edg27037","ko01100"
"K05581","edg27037","ko01100"
"K05579","edg27037","ko01100"
"K05572","edg27037","ko01100"
"K05580","edg27037","ko01100"
"K05578","edg27037","ko01100"
"K05576","edg27037","ko01100"
"K05577","edg27037","ko01100"
"K05575","edg27037","ko01100"
"K05573","edg27037","ko01100"
"K05583","edg27037","ko01100"
"K05584","edg27037","ko01100"
"K05585","edg27037","ko01100"
"K05586","edg27037","ko01100"
"K05587","edg27037","ko01100"
"K05588","edg27037","ko01100"
"K03885","edg27037","ko01100"
"K00330","edg27038","ko01100"
"K00331","edg27038","ko01100"
"K00332","edg27038","ko01100"
"K00333","edg27038","ko01100"
"K13378","edg27038","ko01100"
"K13380","edg27038","ko01100"
"K00334","edg27038","ko01100"
"K00335","edg27038","ko01100"
"K00336","edg27038","ko01100"
"K00337","edg27038","ko01100"
"K00338","edg27038","ko01100"
"K00339","edg27038","ko01100"
"K00340","edg27038","ko01100"
"K00341","edg27038","ko01100"
"K00342","edg27038","ko01100"
"K15863","edg27038","ko01100"
"K00343","edg27038","ko01100"
"K05574","edg27038","ko01100"
"K05582","edg27038","ko01100"
"K05581","edg27038","ko01100"
"K05579","edg27038","ko01100"
"K05572","edg27038","ko01100"
"K05580","edg27038","ko01100"
"K05578","edg27038","ko01100"
"K05576","edg27038","ko01100"
"K05577","edg27038","ko01100"
"K05575","edg27038","ko01100"
"K05573","edg27038","ko01100"
"K05583","edg27038","ko01100"
"K05584","edg27038","ko01100"
"K05585","edg27038","ko01100"
"K05586","edg27038","ko01100"
"K05587","edg27038","ko01100"
"K05588","edg27038","ko01100"
"K03885","edg27038","ko01100"
"K00330","edg27039","ko01100"
"K00331","edg27039","ko01100"
"K00332","edg27039","ko01100"
"K00333","edg27039","ko01100"
"K13378","edg27039","ko01100"
"K13380","edg27039","ko01100"
"K00334","edg27039","ko01100"
"K00335","edg27039","ko01100"
"K00336","edg27039","ko01100"
"K00337","edg27039","ko01100"
"K00338","edg27039","ko01100"
"K00339","edg27039","ko01100"
"K00340","edg27039","ko01100"
"K00341","edg27039","ko01100"
"K00342","edg27039","ko01100"
"K15863","edg27039","ko01100"
"K00343","edg27039","ko01100"
"K05574","edg27039","ko01100"
"K05582","edg27039","ko01100"
"K05581","edg27039","ko01100"
"K05579","edg27039","ko01100"
"K05572","edg27039","ko01100"
"K05580","edg27039","ko01100"
"K05578","edg27039","ko01100"
"K05576","edg27039","ko01100"
"K05577","edg27039","ko01100"
"K05575","edg27039","ko01100"
"K05573","edg27039","ko01100"
"K05583","edg27039","ko01100"
"K05584","edg27039","ko01100"
"K05585","edg27039","ko01100"
"K05586","edg27039","ko01100"
"K05587","edg27039","ko01100"
"K05588","edg27039","ko01100"
"K03885","edg27039","ko01100"
"K00330","edg27040","ko01100"
"K00331","edg27040","ko01100"
"K00332","edg27040","ko01100"
"K00333","edg27040","ko01100"
"K13378","edg27040","ko01100"
"K13380","edg27040","ko01100"
"K00334","edg27040","ko01100"
"K00335","edg27040","ko01100"
"K00336","edg27040","ko01100"
"K00337","edg27040","ko01100"
"K00338","edg27040","ko01100"
"K00339","edg27040","ko01100"
"K00340","edg27040","ko01100"
"K00341","edg27040","ko01100"
"K00342","edg27040","ko01100"
"K15863","edg27040","ko01100"
"K00343","edg27040","ko01100"
"K05574","edg27040","ko01100"
"K05582","edg27040","ko01100"
"K05581","edg27040","ko01100"
"K05579","edg27040","ko01100"
"K05572","edg27040","ko01100"
"K05580","edg27040","ko01100"
"K05578","edg27040","ko01100"
"K05576","edg27040","ko01100"
"K05577","edg27040","ko01100"
"K05575","edg27040","ko01100"
"K05573","edg27040","ko01100"
"K05583","edg27040","ko01100"
"K05584","edg27040","ko01100"
"K05585","edg27040","ko01100"
"K05586","edg27040","ko01100"
"K05587","edg27040","ko01100"
"K05588","edg27040","ko01100"
"K03885","edg27040","ko01100"
"K00330","edg27041","ko01100"
"K00331","edg27041","ko01100"
"K00332","edg27041","ko01100"
"K00333","edg27041","ko01100"
"K13378","edg27041","ko01100"
"K13380","edg27041","ko01100"
"K00334","edg27041","ko01100"
"K00335","edg27041","ko01100"
"K00336","edg27041","ko01100"
"K00337","edg27041","ko01100"
"K00338","edg27041","ko01100"
"K00339","edg27041","ko01100"
"K00340","edg27041","ko01100"
"K00341","edg27041","ko01100"
"K00342","edg27041","ko01100"
"K15863","edg27041","ko01100"
"K00343","edg27041","ko01100"
"K05574","edg27041","ko01100"
"K05582","edg27041","ko01100"
"K05581","edg27041","ko01100"
"K05579","edg27041","ko01100"
"K05572","edg27041","ko01100"
"K05580","edg27041","ko01100"
"K05578","edg27041","ko01100"
"K05576","edg27041","ko01100"
"K05577","edg27041","ko01100"
"K05575","edg27041","ko01100"
"K05573","edg27041","ko01100"
"K05583","edg27041","ko01100"
"K05584","edg27041","ko01100"
"K05585","edg27041","ko01100"
"K05586","edg27041","ko01100"
"K05587","edg27041","ko01100"
"K05588","edg27041","ko01100"
"K03885","edg27041","ko01100"
"K00330","edg27042","ko01100"
"K00331","edg27042","ko01100"
"K00332","edg27042","ko01100"
"K00333","edg27042","ko01100"
"K13378","edg27042","ko01100"
"K13380","edg27042","ko01100"
"K00334","edg27042","ko01100"
"K00335","edg27042","ko01100"
"K00336","edg27042","ko01100"
"K00337","edg27042","ko01100"
"K00338","edg27042","ko01100"
"K00339","edg27042","ko01100"
"K00340","edg27042","ko01100"
"K00341","edg27042","ko01100"
"K00342","edg27042","ko01100"
"K15863","edg27042","ko01100"
"K00343","edg27042","ko01100"
"K05574","edg27042","ko01100"
"K05582","edg27042","ko01100"
"K05581","edg27042","ko01100"
"K05579","edg27042","ko01100"
"K05572","edg27042","ko01100"
"K05580","edg27042","ko01100"
"K05578","edg27042","ko01100"
"K05576","edg27042","ko01100"
"K05577","edg27042","ko01100"
"K05575","edg27042","ko01100"
"K05573","edg27042","ko01100"
"K05583","edg27042","ko01100"
"K05584","edg27042","ko01100"
"K05585","edg27042","ko01100"
"K05586","edg27042","ko01100"
"K05587","edg27042","ko01100"
"K05588","edg27042","ko01100"
"K03885","edg27042","ko01100"
"K00330","edg27043","ko01100"
"K00331","edg27043","ko01100"
"K00332","edg27043","ko01100"
"K00333","edg27043","ko01100"
"K13378","edg27043","ko01100"
"K13380","edg27043","ko01100"
"K00334","edg27043","ko01100"
"K00335","edg27043","ko01100"
"K00336","edg27043","ko01100"
"K00337","edg27043","ko01100"
"K00338","edg27043","ko01100"
"K00339","edg27043","ko01100"
"K00340","edg27043","ko01100"
"K00341","edg27043","ko01100"
"K00342","edg27043","ko01100"
"K15863","edg27043","ko01100"
"K00343","edg27043","ko01100"
"K05574","edg27043","ko01100"
"K05582","edg27043","ko01100"
"K05581","edg27043","ko01100"
"K05579","edg27043","ko01100"
"K05572","edg27043","ko01100"
"K05580","edg27043","ko01100"
"K05578","edg27043","ko01100"
"K05576","edg27043","ko01100"
"K05577","edg27043","ko01100"
"K05575","edg27043","ko01100"
"K05573","edg27043","ko01100"
"K05583","edg27043","ko01100"
"K05584","edg27043","ko01100"
"K05585","edg27043","ko01100"
"K05586","edg27043","ko01100"
"K05587","edg27043","ko01100"
"K05588","edg27043","ko01100"
"K03885","edg27043","ko01100"
"K00330","edg27044","ko01100"
"K00331","edg27044","ko01100"
"K00332","edg27044","ko01100"
"K00333","edg27044","ko01100"
"K13378","edg27044","ko01100"
"K13380","edg27044","ko01100"
"K00334","edg27044","ko01100"
"K00335","edg27044","ko01100"
"K00336","edg27044","ko01100"
"K00337","edg27044","ko01100"
"K00338","edg27044","ko01100"
"K00339","edg27044","ko01100"
"K00340","edg27044","ko01100"
"K00341","edg27044","ko01100"
"K00342","edg27044","ko01100"
"K15863","edg27044","ko01100"
"K00343","edg27044","ko01100"
"K05574","edg27044","ko01100"
"K05582","edg27044","ko01100"
"K05581","edg27044","ko01100"
"K05579","edg27044","ko01100"
"K05572","edg27044","ko01100"
"K05580","edg27044","ko01100"
"K05578","edg27044","ko01100"
"K05576","edg27044","ko01100"
"K05577","edg27044","ko01100"
"K05575","edg27044","ko01100"
"K05573","edg27044","ko01100"
"K05583","edg27044","ko01100"
"K05584","edg27044","ko01100"
"K05585","edg27044","ko01100"
"K05586","edg27044","ko01100"
"K05587","edg27044","ko01100"
"K05588","edg27044","ko01100"
"K03885","edg27044","ko01100"
"K00330","edg27045","ko01100"
"K00331","edg27045","ko01100"
"K00332","edg27045","ko01100"
"K00333","edg27045","ko01100"
"K13378","edg27045","ko01100"
"K13380","edg27045","ko01100"
"K00334","edg27045","ko01100"
"K00335","edg27045","ko01100"
"K00336","edg27045","ko01100"
"K00337","edg27045","ko01100"
"K00338","edg27045","ko01100"
"K00339","edg27045","ko01100"
"K00340","edg27045","ko01100"
"K00341","edg27045","ko01100"
"K00342","edg27045","ko01100"
"K15863","edg27045","ko01100"
"K00343","edg27045","ko01100"
"K05574","edg27045","ko01100"
"K05582","edg27045","ko01100"
"K05581","edg27045","ko01100"
"K05579","edg27045","ko01100"
"K05572","edg27045","ko01100"
"K05580","edg27045","ko01100"
"K05578","edg27045","ko01100"
"K05576","edg27045","ko01100"
"K05577","edg27045","ko01100"
"K05575","edg27045","ko01100"
"K05573","edg27045","ko01100"
"K05583","edg27045","ko01100"
"K05584","edg27045","ko01100"
"K05585","edg27045","ko01100"
"K05586","edg27045","ko01100"
"K05587","edg27045","ko01100"
"K05588","edg27045","ko01100"
"K03885","edg27045","ko01100"
"K00330","edg27046","ko01100"
"K00331","edg27046","ko01100"
"K00332","edg27046","ko01100"
"K00333","edg27046","ko01100"
"K13378","edg27046","ko01100"
"K13380","edg27046","ko01100"
"K00334","edg27046","ko01100"
"K00335","edg27046","ko01100"
"K00336","edg27046","ko01100"
"K00337","edg27046","ko01100"
"K00338","edg27046","ko01100"
"K00339","edg27046","ko01100"
"K00340","edg27046","ko01100"
"K00341","edg27046","ko01100"
"K00342","edg27046","ko01100"
"K15863","edg27046","ko01100"
"K00343","edg27046","ko01100"
"K05574","edg27046","ko01100"
"K05582","edg27046","ko01100"
"K05581","edg27046","ko01100"
"K05579","edg27046","ko01100"
"K05572","edg27046","ko01100"
"K05580","edg27046","ko01100"
"K05578","edg27046","ko01100"
"K05576","edg27046","ko01100"
"K05577","edg27046","ko01100"
"K05575","edg27046","ko01100"
"K05573","edg27046","ko01100"
"K05583","edg27046","ko01100"
"K05584","edg27046","ko01100"
"K05585","edg27046","ko01100"
"K05586","edg27046","ko01100"
"K05587","edg27046","ko01100"
"K05588","edg27046","ko01100"
"K03885","edg27046","ko01100"
"K00414","edg27047","ko01100"
"K00415","edg27047","ko01100"
"K00416","edg27047","ko01100"
"K00417","edg27047","ko01100"
"K00418","edg27047","ko01100"
"K00419","edg27047","ko01100"
"K00420","edg27047","ko01100"
"K00414","edg27048","ko01100"
"K00415","edg27048","ko01100"
"K00416","edg27048","ko01100"
"K00417","edg27048","ko01100"
"K00418","edg27048","ko01100"
"K00419","edg27048","ko01100"
"K00420","edg27048","ko01100"
"K00414","edg27049","ko01100"
"K00415","edg27049","ko01100"
"K00416","edg27049","ko01100"
"K00417","edg27049","ko01100"
"K00418","edg27049","ko01100"
"K00419","edg27049","ko01100"
"K00420","edg27049","ko01100"
"K00414","edg27050","ko01100"
"K00415","edg27050","ko01100"
"K00416","edg27050","ko01100"
"K00417","edg27050","ko01100"
"K00418","edg27050","ko01100"
"K00419","edg27050","ko01100"
"K00420","edg27050","ko01100"
"K00414","edg27051","ko01100"
"K00415","edg27051","ko01100"
"K00416","edg27051","ko01100"
"K00417","edg27051","ko01100"
"K00418","edg27051","ko01100"
"K00419","edg27051","ko01100"
"K00420","edg27051","ko01100"
"K00414","edg27052","ko01100"
"K00415","edg27052","ko01100"
"K00416","edg27052","ko01100"
"K00417","edg27052","ko01100"
"K00418","edg27052","ko01100"
"K00419","edg27052","ko01100"
"K00420","edg27052","ko01100"
"K00414","edg27053","ko01100"
"K00415","edg27053","ko01100"
"K00416","edg27053","ko01100"
"K00417","edg27053","ko01100"
"K00418","edg27053","ko01100"
"K00419","edg27053","ko01100"
"K00420","edg27053","ko01100"
"K00414","edg27054","ko01100"
"K00415","edg27054","ko01100"
"K00416","edg27054","ko01100"
"K00417","edg27054","ko01100"
"K00418","edg27054","ko01100"
"K00419","edg27054","ko01100"
"K00420","edg27054","ko01100"
"K00414","edg27055","ko01100"
"K00415","edg27055","ko01100"
"K00416","edg27055","ko01100"
"K00417","edg27055","ko01100"
"K00418","edg27055","ko01100"
"K00419","edg27055","ko01100"
"K00420","edg27055","ko01100"
"K00414","edg27056","ko01100"
"K00415","edg27056","ko01100"
"K00416","edg27056","ko01100"
"K00417","edg27056","ko01100"
"K00418","edg27056","ko01100"
"K00419","edg27056","ko01100"
"K00420","edg27056","ko01100"
"K00414","edg27057","ko01100"
"K00415","edg27057","ko01100"
"K00416","edg27057","ko01100"
"K00417","edg27057","ko01100"
"K00418","edg27057","ko01100"
"K00419","edg27057","ko01100"
"K00420","edg27057","ko01100"
"K00414","edg27058","ko01100"
"K00415","edg27058","ko01100"
"K00416","edg27058","ko01100"
"K00417","edg27058","ko01100"
"K00418","edg27058","ko01100"
"K00419","edg27058","ko01100"
"K00420","edg27058","ko01100"
"K00414","edg27059","ko01100"
"K00415","edg27059","ko01100"
"K00416","edg27059","ko01100"
"K00417","edg27059","ko01100"
"K00418","edg27059","ko01100"
"K00419","edg27059","ko01100"
"K00420","edg27059","ko01100"
"K00414","edg27060","ko01100"
"K00415","edg27060","ko01100"
"K00416","edg27060","ko01100"
"K00417","edg27060","ko01100"
"K00418","edg27060","ko01100"
"K00419","edg27060","ko01100"
"K00420","edg27060","ko01100"
"K00414","edg27061","ko01100"
"K00415","edg27061","ko01100"
"K00416","edg27061","ko01100"
"K00417","edg27061","ko01100"
"K00418","edg27061","ko01100"
"K00419","edg27061","ko01100"
"K00420","edg27061","ko01100"
"K00414","edg27062","ko01100"
"K00415","edg27062","ko01100"
"K00416","edg27062","ko01100"
"K00417","edg27062","ko01100"
"K00418","edg27062","ko01100"
"K00419","edg27062","ko01100"
"K00420","edg27062","ko01100"
"K00414","edg27063","ko01100"
"K00415","edg27063","ko01100"
"K00416","edg27063","ko01100"
"K00417","edg27063","ko01100"
"K00418","edg27063","ko01100"
"K00419","edg27063","ko01100"
"K00420","edg27063","ko01100"
"K00414","edg27064","ko01100"
"K00415","edg27064","ko01100"
"K00416","edg27064","ko01100"
"K00417","edg27064","ko01100"
"K00418","edg27064","ko01100"
"K00419","edg27064","ko01100"
"K00420","edg27064","ko01100"
"K00414","edg27065","ko01100"
"K00415","edg27065","ko01100"
"K00416","edg27065","ko01100"
"K00417","edg27065","ko01100"
"K00418","edg27065","ko01100"
"K00419","edg27065","ko01100"
"K00420","edg27065","ko01100"
"K00414","edg27066","ko01100"
"K00415","edg27066","ko01100"
"K00416","edg27066","ko01100"
"K00417","edg27066","ko01100"
"K00418","edg27066","ko01100"
"K00419","edg27066","ko01100"
"K00420","edg27066","ko01100"
"K00414","edg27067","ko01100"
"K00415","edg27067","ko01100"
"K00416","edg27067","ko01100"
"K00417","edg27067","ko01100"
"K00418","edg27067","ko01100"
"K00419","edg27067","ko01100"
"K00420","edg27067","ko01100"
"K00414","edg27068","ko01100"
"K00415","edg27068","ko01100"
"K00416","edg27068","ko01100"
"K00417","edg27068","ko01100"
"K00418","edg27068","ko01100"
"K00419","edg27068","ko01100"
"K00420","edg27068","ko01100"
"K00414","edg27069","ko01100"
"K00415","edg27069","ko01100"
"K00416","edg27069","ko01100"
"K00417","edg27069","ko01100"
"K00418","edg27069","ko01100"
"K00419","edg27069","ko01100"
"K00420","edg27069","ko01100"
"K00414","edg27070","ko01100"
"K00415","edg27070","ko01100"
"K00416","edg27070","ko01100"
"K00417","edg27070","ko01100"
"K00418","edg27070","ko01100"
"K00419","edg27070","ko01100"
"K00420","edg27070","ko01100"
"K00414","edg27071","ko01100"
"K00415","edg27071","ko01100"
"K00416","edg27071","ko01100"
"K00417","edg27071","ko01100"
"K00418","edg27071","ko01100"
"K00419","edg27071","ko01100"
"K00420","edg27071","ko01100"
"K00414","edg27072","ko01100"
"K00415","edg27072","ko01100"
"K00416","edg27072","ko01100"
"K00417","edg27072","ko01100"
"K00418","edg27072","ko01100"
"K00419","edg27072","ko01100"
"K00420","edg27072","ko01100"
"K02257","edg27073","ko01100"
"K02262","edg27073","ko01100"
"K02256","edg27073","ko01100"
"K02261","edg27073","ko01100"
"K02263","edg27073","ko01100"
"K02264","edg27073","ko01100"
"K02265","edg27073","ko01100"
"K02266","edg27073","ko01100"
"K02267","edg27073","ko01100"
"K02268","edg27073","ko01100"
"K02269","edg27073","ko01100"
"K02270","edg27073","ko01100"
"K02271","edg27073","ko01100"
"K02272","edg27073","ko01100"
"K02273","edg27073","ko01100"
"K02258","edg27073","ko01100"
"K02259","edg27073","ko01100"
"K02260","edg27073","ko01100"
"K02257","edg27074","ko01100"
"K02262","edg27074","ko01100"
"K02256","edg27074","ko01100"
"K02261","edg27074","ko01100"
"K02263","edg27074","ko01100"
"K02264","edg27074","ko01100"
"K02265","edg27074","ko01100"
"K02266","edg27074","ko01100"
"K02267","edg27074","ko01100"
"K02268","edg27074","ko01100"
"K02269","edg27074","ko01100"
"K02270","edg27074","ko01100"
"K02271","edg27074","ko01100"
"K02272","edg27074","ko01100"
"K02273","edg27074","ko01100"
"K02258","edg27074","ko01100"
"K02259","edg27074","ko01100"
"K02260","edg27074","ko01100"
"K02257","edg27075","ko01100"
"K02262","edg27075","ko01100"
"K02256","edg27075","ko01100"
"K02261","edg27075","ko01100"
"K02263","edg27075","ko01100"
"K02264","edg27075","ko01100"
"K02265","edg27075","ko01100"
"K02266","edg27075","ko01100"
"K02267","edg27075","ko01100"
"K02268","edg27075","ko01100"
"K02269","edg27075","ko01100"
"K02270","edg27075","ko01100"
"K02271","edg27075","ko01100"
"K02272","edg27075","ko01100"
"K02273","edg27075","ko01100"
"K02258","edg27075","ko01100"
"K02259","edg27075","ko01100"
"K02260","edg27075","ko01100"
"K02257","edg27076","ko01100"
"K02262","edg27076","ko01100"
"K02256","edg27076","ko01100"
"K02261","edg27076","ko01100"
"K02263","edg27076","ko01100"
"K02264","edg27076","ko01100"
"K02265","edg27076","ko01100"
"K02266","edg27076","ko01100"
"K02267","edg27076","ko01100"
"K02268","edg27076","ko01100"
"K02269","edg27076","ko01100"
"K02270","edg27076","ko01100"
"K02271","edg27076","ko01100"
"K02272","edg27076","ko01100"
"K02273","edg27076","ko01100"
"K02258","edg27076","ko01100"
"K02259","edg27076","ko01100"
"K02260","edg27076","ko01100"
"K02257","edg27077","ko01100"
"K02262","edg27077","ko01100"
"K02256","edg27077","ko01100"
"K02261","edg27077","ko01100"
"K02263","edg27077","ko01100"
"K02264","edg27077","ko01100"
"K02265","edg27077","ko01100"
"K02266","edg27077","ko01100"
"K02267","edg27077","ko01100"
"K02268","edg27077","ko01100"
"K02269","edg27077","ko01100"
"K02270","edg27077","ko01100"
"K02271","edg27077","ko01100"
"K02272","edg27077","ko01100"
"K02273","edg27077","ko01100"
"K02258","edg27077","ko01100"
"K02259","edg27077","ko01100"
"K02260","edg27077","ko01100"
"K02257","edg27078","ko01100"
"K02262","edg27078","ko01100"
"K02256","edg27078","ko01100"
"K02261","edg27078","ko01100"
"K02263","edg27078","ko01100"
"K02264","edg27078","ko01100"
"K02265","edg27078","ko01100"
"K02266","edg27078","ko01100"
"K02267","edg27078","ko01100"
"K02268","edg27078","ko01100"
"K02269","edg27078","ko01100"
"K02270","edg27078","ko01100"
"K02271","edg27078","ko01100"
"K02272","edg27078","ko01100"
"K02273","edg27078","ko01100"
"K02258","edg27078","ko01100"
"K02259","edg27078","ko01100"
"K02260","edg27078","ko01100"
"K02257","edg27079","ko01100"
"K02262","edg27079","ko01100"
"K02256","edg27079","ko01100"
"K02261","edg27079","ko01100"
"K02263","edg27079","ko01100"
"K02264","edg27079","ko01100"
"K02265","edg27079","ko01100"
"K02266","edg27079","ko01100"
"K02267","edg27079","ko01100"
"K02268","edg27079","ko01100"
"K02269","edg27079","ko01100"
"K02270","edg27079","ko01100"
"K02271","edg27079","ko01100"
"K02272","edg27079","ko01100"
"K02273","edg27079","ko01100"
"K02258","edg27079","ko01100"
"K02259","edg27079","ko01100"
"K02260","edg27079","ko01100"
"K02257","edg27080","ko01100"
"K02262","edg27080","ko01100"
"K02256","edg27080","ko01100"
"K02261","edg27080","ko01100"
"K02263","edg27080","ko01100"
"K02264","edg27080","ko01100"
"K02265","edg27080","ko01100"
"K02266","edg27080","ko01100"
"K02267","edg27080","ko01100"
"K02268","edg27080","ko01100"
"K02269","edg27080","ko01100"
"K02270","edg27080","ko01100"
"K02271","edg27080","ko01100"
"K02272","edg27080","ko01100"
"K02273","edg27080","ko01100"
"K02258","edg27080","ko01100"
"K02259","edg27080","ko01100"
"K02260","edg27080","ko01100"
"K02257","edg27081","ko01100"
"K02262","edg27081","ko01100"
"K02256","edg27081","ko01100"
"K02261","edg27081","ko01100"
"K02263","edg27081","ko01100"
"K02264","edg27081","ko01100"
"K02265","edg27081","ko01100"
"K02266","edg27081","ko01100"
"K02267","edg27081","ko01100"
"K02268","edg27081","ko01100"
"K02269","edg27081","ko01100"
"K02270","edg27081","ko01100"
"K02271","edg27081","ko01100"
"K02272","edg27081","ko01100"
"K02273","edg27081","ko01100"
"K02258","edg27081","ko01100"
"K02259","edg27081","ko01100"
"K02260","edg27081","ko01100"
"K02257","edg27082","ko01100"
"K02262","edg27082","ko01100"
"K02256","edg27082","ko01100"
"K02261","edg27082","ko01100"
"K02263","edg27082","ko01100"
"K02264","edg27082","ko01100"
"K02265","edg27082","ko01100"
"K02266","edg27082","ko01100"
"K02267","edg27082","ko01100"
"K02268","edg27082","ko01100"
"K02269","edg27082","ko01100"
"K02270","edg27082","ko01100"
"K02271","edg27082","ko01100"
"K02272","edg27082","ko01100"
"K02273","edg27082","ko01100"
"K02258","edg27082","ko01100"
"K02259","edg27082","ko01100"
"K02260","edg27082","ko01100"
"K02257","edg27083","ko01100"
"K02262","edg27083","ko01100"
"K02256","edg27083","ko01100"
"K02261","edg27083","ko01100"
"K02263","edg27083","ko01100"
"K02264","edg27083","ko01100"
"K02265","edg27083","ko01100"
"K02266","edg27083","ko01100"
"K02267","edg27083","ko01100"
"K02268","edg27083","ko01100"
"K02269","edg27083","ko01100"
"K02270","edg27083","ko01100"
"K02271","edg27083","ko01100"
"K02272","edg27083","ko01100"
"K02273","edg27083","ko01100"
"K02258","edg27083","ko01100"
"K02259","edg27083","ko01100"
"K02260","edg27083","ko01100"
"K02257","edg27084","ko01100"
"K02262","edg27084","ko01100"
"K02256","edg27084","ko01100"
"K02261","edg27084","ko01100"
"K02263","edg27084","ko01100"
"K02264","edg27084","ko01100"
"K02265","edg27084","ko01100"
"K02266","edg27084","ko01100"
"K02267","edg27084","ko01100"
"K02268","edg27084","ko01100"
"K02269","edg27084","ko01100"
"K02270","edg27084","ko01100"
"K02271","edg27084","ko01100"
"K02272","edg27084","ko01100"
"K02273","edg27084","ko01100"
"K02258","edg27084","ko01100"
"K02259","edg27084","ko01100"
"K02260","edg27084","ko01100"
"K02257","edg27085","ko01100"
"K02262","edg27085","ko01100"
"K02256","edg27085","ko01100"
"K02261","edg27085","ko01100"
"K02263","edg27085","ko01100"
"K02264","edg27085","ko01100"
"K02265","edg27085","ko01100"
"K02266","edg27085","ko01100"
"K02267","edg27085","ko01100"
"K02268","edg27085","ko01100"
"K02269","edg27085","ko01100"
"K02270","edg27085","ko01100"
"K02271","edg27085","ko01100"
"K02272","edg27085","ko01100"
"K02273","edg27085","ko01100"
"K02258","edg27085","ko01100"
"K02259","edg27085","ko01100"
"K02260","edg27085","ko01100"
"K02257","edg27086","ko01100"
"K02262","edg27086","ko01100"
"K02256","edg27086","ko01100"
"K02261","edg27086","ko01100"
"K02263","edg27086","ko01100"
"K02264","edg27086","ko01100"
"K02265","edg27086","ko01100"
"K02266","edg27086","ko01100"
"K02267","edg27086","ko01100"
"K02268","edg27086","ko01100"
"K02269","edg27086","ko01100"
"K02270","edg27086","ko01100"
"K02271","edg27086","ko01100"
"K02272","edg27086","ko01100"
"K02273","edg27086","ko01100"
"K02258","edg27086","ko01100"
"K02259","edg27086","ko01100"
"K02260","edg27086","ko01100"
"K02257","edg27087","ko01100"
"K02262","edg27087","ko01100"
"K02256","edg27087","ko01100"
"K02261","edg27087","ko01100"
"K02263","edg27087","ko01100"
"K02264","edg27087","ko01100"
"K02265","edg27087","ko01100"
"K02266","edg27087","ko01100"
"K02267","edg27087","ko01100"
"K02268","edg27087","ko01100"
"K02269","edg27087","ko01100"
"K02270","edg27087","ko01100"
