#NAME	GSM1432676	GSM1432677	GSM1432646	GSM1432647	GSM1432648
#CLASS	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED
328967	0.028802633	0.16704679	-0.12535977	-0.19241595	-0.029891253
74155	-0.20477104	0.95983076	0.16122627	-0.047911644	0.5801711
231147	-0.1187973	-0.22955799	0.39100266	0.33642006	0.37830305
60525	-0.129327055	0.524296775	-1.066219115	-0.900393	-1.214264415
17925	-0.64678	-0.670228465	1.1739745	1.2641473	0.94553615
208820	0.18551803	0.047548532	-0.12240958	-0.05020833	-0.037966967
16665	0.15226483	0.18936992	-0.09759593	-0.2620852	-0.112276316
56214	-0.20079827	0.007520914	0.32050204	0.09920192	0.27971196
170741	0.20841789	0.002548695	1.012331	0.4370942	0.8759074
64011	0.14976716	0.06344962	0.103630304	-0.039046526	0.2176373
319765	0.010234118	-0.07738328	0.40877795	0.116790056	0.042667627
245867	0.3682077	0.4339068	-0.3879931	-0.019923925	-0.39683604
71703	-0.20430398	-0.20810437	0.09962773	0.068048716	0.05779481
338320	0.15432143	0.0802505	-0.3137939	-0.19970536	-0.099158525
54447	-0.31675887	-0.18816018	-0.2186811	-0.19522166	-0.092921495
73738	0.16709733	-0.007879496	-0.17123675	-0.23869586	0.003928423
28253	0.247280678	0.170435357	-0.84966478	-0.683806657	-0.793205333
68145	0.019092798	-0.25953174	-0.15480924	-0.029325724	-0.021562338
192653	0.118533134	0.49317312	-1.4788837	-1.0702133	-0.8542514
18407	0.06841111	-0.1052835	0.072972536	-0.1633861	0.15501761
109801	0.18799973	0.06879759	-0.80036545	-0.7231121	-0.58927107
18412	0.5173688	0.5442076	-0.81797457	-0.67332315	-0.7033663
12369	-0.17758846	0.15355396	-0.23132849	-0.30066347	-0.17610836
16414	0.03156042	0.11184645	0.32450056	0.13824129	0.4447074
14661	0.83691252	0.80361974	-0.79469215	-0.44919503	-0.270531295
67804	-0.25358915	-0.1864872	0.22024393	0.36840773	0.2721634
109254	0.11447215	0.19388556	-0.60054135	-0.7654598	-0.57050586
13629	0.682755633	0.74581051	-0.48217375	-0.272897557	-0.41505575
66473	0.16149688	0.06393504	-0.15959096	-0.31769443	-0.002732039
18140	-0.230147243	-0.214195133	1.008576995	0.75705777	0.85657897
77975	-0.04335332	0.001418114	0.171783925	-0.00892949	0.16074454
18242	0.40229893	0.68682146	-1.6792736	-1.5742941	-1.1986108
100532	-0.24136138	-0.5823271	0.17707753	0.42889142	0.031601667
12739	-0.026310205	-0.08077979	-0.67734647	-0.09525514	-0.037070036
170757	0.003433704	-0.39305353	-0.058406353	-0.033563137	-0.15320587
76041	0.09512377	-0.0853796	0.06080389	-0.12171793	0.08657694
12460	0.042325974	-0.018735409	-0.97330475	-0.8865423	-0.946733
59083	-0.22536373	-0.11634016	-0.3035059	-0.04109192	0.0827508
77219	0.35468745	0.36045098	-0.33003068	-0.36055255	-0.2173636
28250	0.41515827	0.545799738	-0.546633245	-0.46678519	-0.360001091
68472	0.29733324	0.5229168	-0.45021296	-0.19977999	-0.37007427
234577	0.4054551	-0.18439722	0.26001596	0.28554106	0.23371601
13449	-0.11318445	-0.29075718	2.0186386	1.5886726	1.7438607
56382	0.501960993	0.25797836	-0.208027127	-0.187751853	-0.141256731
12895	0.004673362	-0.02110326	-0.029284835	-0.139821888	-0.084694984
22627	0.3603506	0.17980719	0.062885284	-0.12838554	-0.008799553
16425	-0.23344994	-0.20334482	-0.23935223	0.10084438	-0.0627923
114774	0.1672535	0.031531334	-0.029981136	-0.14591455	-0.005600929
52653	0.102295876	-0.032232285	0.050076485	0.013375282	0.018942356
27370	-0.49717999	-0.388371	0.56678295	0.68794346	0.47204542
13649	0.116661303	-0.207097293	0.53311499	0.494643127	0.978711533
22240	-0.10702491	-0.15142226	0.31723046	0.25889325	0.000153
12807	0.050588011	0.062452438	0.11830938	0.087006689	0.116255405
270160	0.20805359	-0.005543709	0.11172247	0.065889835	0.22143412
50794	-0.2012682	0.7588763	0.3337221	0.015128136	-0.11824751
270076	0.027930894	0.204667403	-0.564376993	-0.691064517	-0.546085851
14086	-0.069960594	-0.33490372	0.98211145	1.1160293	0.40508938
20778	0.4111147	0.17822218	-0.06323004	-0.41258144	-0.02614212
12934	-0.14767742	-0.148918865	0.1173532	0.02716875	-0.031101704
54608	-0.193766037	-0.23014601	0.179708083	0.159648658	0.32818627
74277	0.66188657	0.161592843	-0.092158435	0.026253127	0.082949043
20335	0.12195325	0.33547282	-0.03183055	-0.18831229	-0.15704083
238393	-0.30542898	-0.68176603	2.7322512	1.9772825	2.2178626
28042	0.22606182	-0.26806307	-0.36817932	-0.32370186	-0.31328535
67878	0.403815035	0.5220735	-0.803065535	-0.588813545	-0.723184345
235584	-0.34852433	-0.28525138	1.0649946	0.78631663	0.68484426
81489	-0.05458069	1.0759482	0.08304596	0.021683693	0.059403896
320712	0.190947535	0.104590175	-0.134538415	-0.216480255	-0.00526619
70097	0.2749021	0.23662114	0.1148026	0.1957686	-0.07751012
15902	-0.12488365	0.318449975	-0.088570118	-0.35722352	-0.162147523
192176	-0.6179991	-0.42439795	1.3103647	1.3677855	1.1085515
15476	0.005152702	-0.1254487	0.19881344	0.3516941	-0.11747408
75565	0.22778773	0.23636746	-0.20031285	-0.33820176	-0.12544227
109660	0.10306883	0.53033066	-0.003799915	-0.2642622	-0.09504175
20336	-0.14090633	0.23365211	0.046851635	0.10602808	0.116558075
19012	0.247854473	-0.090584197	0.076828558	-0.101091465	-0.040553651
83379	0.4009049	0.59404826	-0.9961765	-0.73773265	-0.7046697
19354	-0.30254793	-0.3160143	1.5419106	1.4856448	1.6388054
20853	-0.005227566	0.017593384	-0.209476	0.005227566	-0.3967085
171504	0.06054342	-0.193029525	0.748559105	0.516693948	0.518633487
56362	0.183498145	0.014945508	-0.07638359	-0.11964297	-0.014685869
16000	0.36276925	0.067951799	-1.3361796	-1.0532979	-0.57548702
66043	-0.093165874	0.12551785	-0.8481355	-0.8445573	-0.77165604
75869	-0.1566639	-0.18512917	0.15293837	0.11290026	0.010126114
102339	-0.01048255	0.117987394	-0.5357921	-0.5470884	-0.40284657
52163	0.14112306	0.13450885	-0.027213812	0.14097333	0.2827556
21355	-0.81661916	-0.88183665	1.2469556	0.7776277	0.7465689
13433	0.13449812	-0.2319746	0.7090249	1.057816	0.61725426
12368	0.299744965	-0.085045933	-0.55716908	-0.115865827	-0.42363131
11933	-0.000905	-0.23213816	1.2424402	1.1659746	0.9565625
66912	-0.49319541	-0.16171253	0.81577503	0.821220975	0.7042843
71704	0.27577972	-0.31434965	-0.007698059	0.1789217	-0.04570532
11568	-0.16698241	-0.08992314	0.63814235	0.81369376	-0.10617232
19038	-0.363785878	-0.56771529	0.618440505	1.05714905	0.27422702
18585	0.07938981	0.026382685	-0.03576684	-0.21656823	-0.045429945
211548	-0.2792127	-0.17103696	0.25723195	-0.033625364	0.22308326
229211	-0.07519984	-0.18834233	-0.24796748	-0.37628627	0.034819365
226564	0.084685326	0.4640622	-0.29312897	-0.38026047	-0.39785194
21664	-0.19115734	1.0824609	-0.82431126	-0.4660988	-0.65494967
20055	-0.0505538	0.1855812	-0.07015562	0.09656763	0.03813839
19181	-0.034585	-0.07520914	-0.094236374	-0.006386757	-0.028300762
234564	0.38598347	0.47056055	-3.1318808	-3.3719606	-3.8951087
20239	-0.034908533	-0.29985785	-0.6956732	-0.5123713	-0.76578975
209387	-0.04100442	-0.32042623	0.07974601	-0.1400621	0.05676675
66612	0.31076312	0.054406404	-0.33981538	-0.34379506	-0.2144239
69241	-0.063341855	0.068002223	0.03108871	0.04458785	0.155779243
77697	-0.16662556	0.020666777	-0.486383366	-0.519120263	-0.393863858
71436	0.15196729	-0.025022268	0.238621	-0.19076848	-0.16009831
18979	0.08064175	0.0847888	-1.5599804	-1.0572948	-1.1384377
67511	0.082889795	-0.257156134	0.092963457	0.057349445	0.215136525
18739	-0.14983702	-0.10515785	0.8633704	0.6351943	0.49584103
14419	0.038266897	-0.034549475	0.2497127	0.118415594	-0.014170408
71972	0.242295623	0.194015385	-0.26373327	-0.304888365	-0.173743605
72925	0.05344021	-0.04757774	0.41126621	0.362571365	0.466329219
74015	-0.026272774	-0.109211445	0.5961213	0.59166384	0.5320945
228869	-0.33991623	-0.26384783	0.5612383	-0.011122704	0.38478518
67887	0.337383987	0.227731307	-0.322428308	-0.21749934	-0.275253053
15439	-0.098254362	-0.47661845	1.018979247	0.951122138	0.9605093
100034361	0.045151234	0.49656105	-0.074198246	0.016869068	-0.116288185
74062	0.1793871	0.063734055	-0.035867214	-0.23439121	-0.060819626
16478	-0.36343575	-0.023870468	0.56177235	0.72164345	0.66805124
13688	-0.37852907	-0.018445969	-0.46436167	-0.5165887	-0.3643589
67867	0.105205774	1.2247713	-0.30726504	-0.39813685	-0.26923203
328110	0.17957878	0.1456294	-0.18274307	-0.17944908	-0.26829958
56041	0.12933636	0.14326811	-0.29303646	-0.33628178	0.004576206
56248	-0.068359614	0.37286353	-1.1610525	-0.868475175	-1.03699805
16564	0.086087465	0.23919368	-0.5948417	-0.4725368	-0.35330224
12721	-0.769945505	-0.750322589	1.55051995	1.7195585	1.459389675
217342	-0.094809055	-0.2387886	0.41662836	1.1406846	0.39600563
244886	0.26373744	0.16158986	-0.3406613	-0.40217853	-0.13504958
98488	0.040101767	-0.002862692	-0.16643453	-0.1353991	-0.07253289
20344	-0.07639623	-0.04526639	1.1079805	0.91824794	0.9882901
66344	0.22629118	0.111650309	-0.134095509	-0.227956457	-0.017050903
19671	0.018416405	-0.22431183	-0.09410095	0.1202507	-0.032973766
27409	0.6372843	0.49494505	-1.0372438	-1.2533073	-1.0517869
240549	0.5787449	0.0734067	-1.942256	-0.9183407	-0.9293132
71279	-0.3318529	-0.21679497	0.33689976	0.23964691	0.37624216
227737	-0.88614225	-0.77549744	0.94928694	1.1747041	1.0312948
64406	0.5254345	0.17498446	-0.50057554	-0.566154	-0.32144928
229665	0.086550835	0.0883435	-0.125972388	-0.201064465	-0.088095308
231691	-0.016993523	1.0538564	-1.0305319	-1.4811335	-0.8927655
380674	0.06475115	0.010403633	-0.05419779	-0.29512548	-0.04749632
75416	0.15475082	0.01611662	0.07739353	0.11338711	-0.06610727
14613	0.017589409	0.0037597	0.172634763	-0.047132494	0.019184072
78394	-0.058740616	-0.1925106	-0.07831383	0.017780304	-0.16213799
69573	-0.13931477	-0.147955773	0.416540747	0.861012565	0.152063496
240725	-0.25932717	-0.18290067	0.3680508	0.53939795	0.000594
13710	0.021641096	-0.037172319	0.7703479	0.799768453	0.814300209
225884	-0.74236965	0.47617388	-0.24487972	0.15662575	-0.21157694
58218	-0.024302721	-0.1426537	1.5823481	1.2668097	1.1805904
13860	0.15864968	0.02709508	-0.022972345	-0.014707804	-0.093526125
11535	0.23060608	0.14820051	-0.096236706	0.027925968	0.04262638
106583	0.007424355	-0.029477596	0.25118017	-0.06266737	-0.17174053
67068	-0.027941227	0.2551117	-0.74990034	-0.56638765	-0.77493286
22403	0.040214777	0.06810689	1.2891843	0.9632604	0.41368365
56348	-0.17261934	0.16886806	-0.3744197	-0.44391966	-0.3726244
68385	-0.39402246	0.44333267	-0.95030165	-0.7401767	-1.2416048
51875	-0.19988823	-0.14036226	0.89224815	0.16268826	0.31318521
54368	-2.15E-06	-0.091929674	0.18978381	0.20541358	0.36420226
13849	0.39936733	0.3353839	-0.21064281	-0.20830345	-0.3417611
407812	-0.07049608	-0.1543312	-0.18174458	-0.20487165	-0.12534523
20704	0.37759018	-3.1200633	1.2242699	1.2888546	0.9987273
69187	0.092859745	-0.1096406	0.026132584	0.031998634	0.17503977
66569	-0.019986153	0.072234154	0.73566675	0.37015676	0.32778883
19074	-1.7628503	-1.813335	2.1214585	1.9233584	1.9671297
53319	-0.24378681	-0.50853586	0.10706806	0.39403343	0.08082247
94249	0.034782648	-0.13490891	0.44017625	0.08686948	0.008068323
13360	-0.6124685	-0.30191922	-0.32411456	-0.66453624	-0.5653212
229228	0.11358118	0.2566929	-0.89641714	-0.6987071	-0.69428635
19294	-0.328378193	-0.345500953	0.173576993	0.241535668	0.055503527
71898	-0.46778512	-0.019569159	-1.0740731	-1.228884	-0.9237735
52377	0.08554149	-0.13097548	0.3167994	0.14845443	-0.028297663
228775	0.332616883	0.059596301	-0.25394046	-0.16783357	-0.24231902
319476	0.026688099	0.143935441	-1.05997375	-0.9418168	-0.52051854
17840	0.14823437	0.003970623	-2.1864395	-2.0737648	-1.3960862
74519	0.67071724	0.23686266	-0.43075895	-0.53667355	-0.46628332
268749	-0.4882884	-0.3944807	0.21904755	0.058508873	-0.0637002
227753	0.106704	0.08256364	-0.10529399	-0.32743526	-0.16213346
268390	0.240376	0.09459829	-0.35863066	-0.3766365	-0.25436544
15950	0.13751483	-0.02670312	0.0921123	-0.24098086	0.033764124
20846	-0.2596699	-0.264856455	0.78426157	0.526473405	0.70612465
381286	0.114688635	-0.014950514	0.018728971	-0.1955936	-0.06494975
12771	0.09618306	0.010442495	-0.09486842	-0.21006894	-0.061787844
74131	-0.43535495	-0.5647242	1.7321341	1.4200051	1.0581758
81630	0.023957014	-0.045674086	0.018840551	0.15637565	0.031918764
268822	0.33520555	0.07097435	-0.346725	-0.25455618	-0.32213306
170442	0.202664265	0.28772509	-1.04236923	-0.846605445	-0.713627924
65113	0.44278884	0.7779286	-1.2170336	-0.7224715	-0.6475971
231583	-0.5324526	0.0671401	-0.65122414	-0.55107594	-0.39274073
116904	0.24204874	0.07529926	-0.06286764	-0.21081686	0.06059742
14702	0.096655486	-0.155250905	0.648527972	0.7098359	0.6256026
74202	-0.4393556	-0.5442822	0.91383624	0.9176338	0.58629346
19885	0.141393305	0.36085522	0.039425492	-0.30434525	-0.35096324
13411	0.26350617	0.06631589	-0.008130789	-0.30247235	-0.023463964
20359	0.087642967	-0.107139051	0.182170338	0.179829295	0.166164697
68842	0.23584366	0.20706701	-0.31487656	-0.27710152	-0.2043004
69051	-0.5320761	-0.6628754	1.013706	0.77682185	0.88404393
27176	0.41986465	0.49624014	-0.53905106	-0.22633934	-0.43869734
74088	-0.283402553	-0.22896064	-0.39448726	-0.271270155	-0.304413435
56012	0.15880275	-0.15250516	0.036782503	-0.15499187	-0.106134176
319173	-0.97264075	-0.818475	2.7299626	2.8029454	2.2836626
16998	0.04005933	-0.010679483	0.1745987	0.058627605	-0.080794336
12457	0.027842641	2.0258878	0.141277678	-0.211226107	-0.15498197
69008	-0.2969134	0.07391667	-0.6418297	-0.72419	-0.6509025
54375	0.17482018	0.045971155	-0.19759774	-0.43508792	-0.18170762
230316	-0.77609897	-0.6424725	0.53864455	0.44468474	0.018490076
70394	0.050995827	0.34515524	-0.39564085	-0.3846531	-0.3617792
226652	-0.282856	-0.5219917	1.5122089	1.4256058	1.2396646
26377	0.035799625	-0.020787835	0.266593335	-0.03656709	0.039763332
241075	0.06090355	0.15692139	-0.10373068	-0.21139288	0.032512188
21973	0.011608839	-0.23403716	0.906337	0.74386716	0.82015777
54353	-0.5323739	-0.45813084	1.028275	1.0761428	0.84146214
16006	-0.1406827	-0.67240095	0.70005417	1.2780476	0.3385539
71886	0.07989168	0.07229376	-0.05176449	-0.21876383	-0.028287888
223646	0.083203156	0.334615383	-0.67633264	-0.710230987	-0.538010767
13078	-0.083268404	-0.1860187	0.6865771	0.85628724	-0.089672804
74754	-0.8363056	-0.55009127	0.6983776	0.004804611	0.76674604
67379	-0.217556	0.005391598	-0.22484016	-0.06425762	-0.53101397
68059	0.163786653	-0.037378232	-0.119847856	-0.316115933	-0.08548061
16069	-0.001117706	-0.10813761	0.000169	-0.17249203	-0.08461189
170760	-0.37328863	-0.13537312	0.1848054	0.049351215	0.23089027
50874	0.153584322	0.09670337	-0.06393496	-0.220333097	-0.125564895
67967	-0.58208346	-0.6974485	0.63218904	0.6614506	0.4545772
22057	0.82825136	1.2897949	-0.883059	-1.0458455	-0.675231
94353	-0.37414002	-0.36608505	0.471207145	0.605074405	0.18877268
14370	0.019009113	0.12397051	-0.2688489	-0.24490166	-0.0791316
14594	-0.15452075	-0.1107533	0.7839644	0.54591966	0.22447515
18132	-0.23688698	-0.36950922	0.5192871	0.83236504	0.22420645
14317	0.164774535	0.52767718	-0.82604302	-0.846885335	-0.475916745
225791	0.24250865	0.8181517	-0.9870436	-0.94064164	-0.6109903
14635	-0.33631277	0.23540878	-0.5448489	-0.34395266	-0.31889057
384009	-0.196390867	-0.124843125	1.189516565	0.928646111	0.614274037
12506	-0.058513165	0.08392	0.24226427	0.087860584	0.03778982
320782	0.21782136	0.001228094	0.12908864	0.08968043	0.035372496
16995	-0.009682655	-0.018440247	0.73974943	0.5906472	0.68898106
74760	0.029120805	-0.006658912	0.110898135	0.06159389	0.18228924
100727	0.50897574	1.0983222	-0.79478765	-0.9490454	-0.726074
15205	0.5666201	-0.2309668	-0.38874888	-0.029177427	0.000672
12608	-0.27162504	-0.26453114	1.0932069	0.8337312	1.0184288
67976	0.139088035	-0.01557028	-0.2421993	-0.187571405	-0.002828955
66922	-0.06353831	0.31139445	0.47073483	0.17826295	-0.084989786
68895	0.053242207	0.103685856	0.005291939	-0.085380554	-0.07936525
75062	-0.6358404	-0.68205595	0.4357357	0.59097004	0.36289072
14678	-0.1691432	-0.0541811	0.87799597	0.7861352	0.84602165
24047	-0.1051054	-0.13682413	0.73278475	0.39595652	0.110415936
327959	0.057124138	0.14012861	-0.16167259	-0.20264196	-0.21852064
14129	0.016286612	-0.093013525	0.55162835	0.36865735	0.5228145
66358	0.028269768	0.19916868	-0.6935215	-0.4082365	-0.6144295
68701	0.28836226	0.09818339	-0.016759157	-0.2719257	0.01493001
67781	-0.61804056	-0.16422081	0.55168104	0.71225595	0.38847733
68682	-0.084069257	-0.147478423	0.28133662	0.30503368	0.313000991
17884	0.15285373	0.07659364	-0.1586144	-0.31996417	-0.051501036
54483	0.151896	-0.03383875	0.8604331	0.7160902	0.8187146
70024	0.353386525	1.392161	-0.839528675	-1.02739395	-0.771132115
26427	0.02268076	0.13354158	-0.009865284	-0.084882736	-0.08877134
66522	-0.706339	-0.61071408	-0.007582307	-0.079486965	0.18329275
56613	-0.01887393	-0.05057168	-0.051902533	0.077519655	0.12865949
65967	0.059781075	0.08847523	-0.30056	-0.38660622	-0.10687971
71519	0.007348776	0.15917182	-0.090811014	-0.182616	-0.033313513
73124	-0.30763006	-0.34476376	-0.12850904	-0.005231381	0.08052349
14430	0.16939068	0.54012535	-0.697085365	-0.585975185	-0.488590725
320717	-0.022495747	0.6233711	0.20085382	0.055182934	0.016305923
108960	0.68223895	0.270810005	-0.21990883	-0.215283035	-0.117260575
66447	0.113926889	0.720548155	-1.22900485	-1.0765538	-1.2102933
19123	0.489511605	0.5464989	-1.22156275	-0.777271155	-0.72919835
67130	0.27603006	0.63055134	-1.2228751	-0.81778383	-0.8050213
12263	-0.14751053	-0.09904337	0.26734543	0.47506332	0.13304281
67664	0.332125035	-0.54714456	-0.534481353	-0.08310477	-0.469647257
16601	0.59426403	0.5638776	-0.43121052	-0.5033865	-0.55309725
243813	0.04553008	-0.10685849	0.025137663	-0.16982579	0.019942522
170459	-0.38959408	0.89476347	-1.3627243	-1.1241827	-1.278769
110033	-0.23420548	-0.35369468	1.6219866	1.412535	1.4307716
237880	0.06821704	0.3662579	-0.45693183	-0.16180825	-0.2910292
13618	-0.125665427	-0.043943802	0.249385121	-0.002958694	0.039034448
98878	-0.26862574	-0.4155035	1.3026128	1.3762965	1.1894445
11826	-0.334388013	-1.276716	0.149536845	-0.1878585	0.040822903
216233	-0.031124353	1.799494	-0.97750115	0.16825175	-1.1939237
11890	-0.11919403	0.42195654	-0.8889847	-0.7930765	-0.70862913
231474	0.28720427	0.16571474	-0.18135786	-0.1654172	-0.03694582
19193	0.193075895	0.487531425	-1.57084965	-1.3206222	-1.09848955
228607	-0.37048197	0.5472164	-0.84611654	-0.54779005	-0.5026331
13040	-0.09763813	-0.30999422	1.8225002	1.1800013	1.1336751
11931	-0.33714962	0.67049265	-0.95932674	-0.657691	-0.80547285
72157	0.121101856	0.51435184	-0.35070086	-0.28070784	-0.42973423
192192	-0.042370798	-0.080252411	0.074135302	-0.015300036	0.11616087
107569	-0.003313541	-0.042262077	0.073144436	0.03055334	-0.22045994
17969	0.030155421	-0.04420352	0.485670825	0.45428585	0.533792473
105014	0.47413814	0.489932415	-0.68563305	-0.52853738	-0.4045254
13870	-0.015557051	-0.07351756	-0.11396003	0.027040243	-0.021693945
12305	0.00489521	-0.077118158	0.375978469	0.241284375	0.045467853
58521	-0.03576398	0.057299376	0.002277613	-0.20460486	-0.024347067
16803	-0.20681953	-0.48966932	0.7253542	1.093543	0.832294
75462	-0.015337944	0.142210484	-1.0974362	-1.0310521	-0.88502405
211253	0.084067821	0.075885773	-0.27369833	-0.239418032	-0.17664639
69123	-0.11086464	0.40660858	-0.7668929	-0.83081293	-0.758204
72040	-0.024800777	-0.32319164	0.22110224	0.20516253	0.25991535
24055	-0.07766342	0.016273975	0.76185036	0.53608704	0.78351164
380780	0.094958305	-0.69210577	0.20368671	0.40745258	0.49492407
22245	0.398957138	0.494643213	-0.26847279	-0.281781675	-0.381107928
19252	0.5570886	0.7446053	0.2990253	-0.08928037	-0.50370955
235956	0.4200971	0.50163865	-0.43737388	-0.3883574	-0.27349687
12700	-0.7704592	1.292254	0.15573978	0.6565809	0.08537245
18033	-0.33284903	-0.26943874	0.4367175	0.57929564	0.43430138
224824	-0.01545739	0.08208283	-0.154542529	-0.23571467	-0.192512433
14057	-0.116483929	0.154526471	-0.25254464	-0.54915404	-0.394735575
232491	-0.34551525	-0.100697994	-0.30528927	-0.33895206	-0.29784632
17022	-0.7068045	-0.8465717	0.7712381	1.3425767	0.024273157
23959	0.366393445	-0.135883927	-1.3746401	-0.6580242	-1.22254765
109978	-0.19413733	-0.2869966	0.41847873	0.62529635	0.021029234
238257	0.2403121	0.0651083	-0.10124302	-0.11972952	-0.13015413
78372	-0.24068308	-0.24622536	0.52122927	0.6739011	0.2524042
52004	-0.01307869	-0.1033082	-0.33394814	-0.31261444	0.15008402
77721	-0.045895338	-0.059835672	-0.64125896	-0.53248	-0.35361505
56720	0.6861713	0.9631102	-0.67466474	-0.62881017	-0.6194203
15284	0.005178928	-0.38298273	0.2867136	0.62467766	0.31414366
17878	0.23054528	0.15874219	-0.14245152	-0.17172122	-0.001760721
70209	0.209862532	0.175139844	-0.196383894	-0.260636988	-0.12201947
64339	0.09770393	0.10028076	-0.12178278	-0.38693762	-0.27890062
70556	0.6014321	-0.028304338	-0.034029722	0.35498643	0.43169284
26561	-0.09679365	-0.19076014	0.4971776	0.5760217	-0.037229538
238024	0.11569834	0.06459999	-0.12354326	-0.22290611	-0.13758373
260409	-0.076660395	0.011589766	0.3035667	0.4623363	0.006742716
64138	-0.703835845	-0.37746561	0.38891089	0.53117335	0.46429598
76073	0.16060448	-0.1466384	0.20823193	0.48685837	0.23183203
54613	0.43075442	0.000834	-0.6141722	-0.4603722	-0.3374269
57874	-0.24958801	-0.043051243	-0.21280766	-0.27591228	-0.08612299
50914	0.21669698	0.7951014	-0.50982594	-0.68914104	-0.7336085
17119	0.049613	0.070242405	0.003611565	-0.13123178	0.011170864
13350	-0.29676676	-0.15904427	0.018813133	0.035455704	0.17241621
73373	0.42212796	0.7537954	-0.2618072	-0.34821963	-0.16842008
73451	0.00760186	-0.096092822	-0.221605895	-0.189213155	-0.102870345
23880	-0.1715343	-0.37614226	1.160372	1.2453291	1.3836076
15275	0.2026124	-0.08741236	-0.022463322	-0.024632454	-0.08743334
106143	-0.11358333	-0.12860036	0.3564484	0.30195355	0.26419997
12831	-0.17507339	-0.43360543	1.5007126	1.8778965	0.31191707
13163	-0.48637867	-0.24741411	0.35380554	0.24624443	0.2684369
16534	0.008142233	-0.17300725	0.35376	0.33498216	0.08523631
654467	0.028926134	-0.09496808	-0.16677451	0.13463235	-0.19919896
70383	0.4106543	0.5688875	-0.45141196	-0.47913337	-0.27551198
68801	-0.26358986	0.13551283	-1.7403822	-1.369112	-1.471746
56454	-0.17783737	-0.30357075	0.8415952	0.941854	0.89099216
55991	-0.34301496	-0.27814746	1.1719091	1.1621168	0.76852727
78928	-0.43983817	-0.6538646	-0.07019687	-0.048565626	0.27767825
17194	-0.22026157	-0.29543066	0.007472992	0.17773914	0.20580721
68792	0.067367473	0.012319483	0.159680922	0.138215303	0.154079198
22330	-0.57401705	-0.4260683	0.33751726	0.6414094	0.061083794
68636	-0.14478207	-0.06495619	-1.062809	-0.8118038	-0.7011876
13510	-0.023618221	0.12629509	-0.11837244	-0.24266577	-0.09419489
13214	0.1415546	0.12719703	-0.29563785	-0.20809865	-0.13147473
23921	0.2458663	0.16377497	-0.10135317	-0.2313304	-0.13069725
19125	-0.255435	0.061311245	-1.6789513	-1.7936802	-1.7596498
14727	-0.002957106	0.04371524	0.029156923	-0.084819555	0.06840634
20339	0.17059445	0.10106969	-0.06913018	-0.16555142	0.030902147
71916	-0.25607824	-0.057276726	-0.2796588	-0.27650404	-0.22514391
20556	-0.06965089	0.1357472	1.0597484	0.69341826	0.55622745
27226	0.009215832	-0.1977129	1.5759625	1.3637671	1.0779228
22271	-0.009333849	-0.260344588	0.796769867	0.75500558	0.370325803
20102	-0.3645382	-0.19903421	-0.056464195	0.26960087	-0.11892176
13088	1.057270065	0.94075991	-0.780840375	-0.7797036	-0.596292742
268741	-0.13041782	-0.26929617	0.20511532	0.13730145	0.29268694
27273	0.8291724	-0.5450847	-0.5418236	-0.23668885	-0.59908843
66496	0.30768466	0.53802705	-0.75002288	-0.75678468	-0.456584695
66117	0.21379185	0.487432	-1.0329351	-0.9552603	-0.75438356
70110	-0.12205076	0.22019482	-0.16816378	-0.26477385	-0.09321976
214459	0.001117468	-0.1348846	-0.13397336	0.17991614	-0.13759208
240034	0.024256468	-0.21500182	-0.18474936	-0.19718719	-0.043740988
70757	0.01829195	0.18781805	-0.15347576	-0.29840517	-0.058826923
30058	0.24942446	0.13478184	-0.21323252	-0.33736658	-0.20013332
74194	0.16113281	0.49207067	-0.14580917	0.022845268	-0.062983036
69082	0.32031274	-0.26341653	0.32942605	0.11180425	-0.16391015
50528	-0.5545571	-0.6711719	0.3919165	0.40427327	0.3117721
11443	-0.06245315	-0.14073479	-0.058011891	-0.028725985	-0.13131368
20887	-0.22366142	0.3479905	-1.3847637	-1.2819138	-1.0250287
18226	-0.35632777	0.068197966	0.75633645	0.64406896	0.23030066
208650	0.31340433	0.0041852	-0.08966589	-0.1068089	-0.137942313
211389	0.14671469	0.15791798	-1.2268968	-1.4745259	-1.2316475
226351	-0.31104708	0.09157276	0.2630372	0.14258051	0.22426414
142688	0.09982956	0.012371182	-0.317476394	-0.337283495	-0.189152354
12051	-0.0691967	0.010293007	0.8340864	0.7735138	0.9941468
66193	0.301362755	0.08036089	-0.37294007	-0.292422295	-0.22913646
107221	-0.083842516	-0.07227445	0.113506556	0.7171085	0.32015872
71755	0.204810263	0.37532354	-0.770472538	-0.730032818	-0.691681633
71986	0.15330148	-0.13751197	-0.04203105	-0.076306105	0.036597967
19982	-0.44339943	-0.3840146	0.19347858	0.3348894	0.14165449
22003	-0.58273673	-0.20437741	0.549144	0.61121583	0.3627565
67337	0.05729437	0.2295475	-0.16403532	-0.11592054	-0.043226242
20384	0.461363325	-0.085226535	-0.9062004	-0.576805115	-0.68713618
27400	1.1569195	1.403275	-0.018187523	0.14709473	-0.5588622
21810	-0.161147475	-0.179971095	1.0323635	1.15970385	0.76352082
93679	-0.22450376	-0.1324327	0.649595	0.4862268	0.38879895
57430	0.24415135	-0.001662493	-0.29471374	-0.44568658	-0.025216818
15170	-0.44831073	-0.383123755	1.35995755	1.09803615	1.20869575
