#NAME	GSM1432676	GSM1432677	GSM1432646	GSM1432647	GSM1432648
#CLASS	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED
12475	-0.21862721	-0.5031073	3.9299304	3.7526968	3.3355143
110842	0.347290837	0.458677607	-1.6379053	-0.856828217	-1.0732835
18631	0.370635117	-0.037604092	-0.16219163	-0.34518838	-0.275810957
18844	0.6201744	1.2700477	-0.9794178	-0.6758871	-0.6501279
64930	0.20151305	0.027487516	-0.1562283	-0.23431611	-0.081350565
270084	0.018307368	-0.044536749	0.058134715	0.001620928	0.095884165
14262	0.68879855	1.89921535	-3.6870164	-4.13965165	-3.849273
14369	-0.13374782	0.14603019	-0.6808593	-0.5265901	-0.5766127
67742	-0.079125404	-0.06381941	1.2482471	1.1961708	0.9099908
23871	-0.117053035	-0.17666912	-0.042648556	0.13680911	0.12769747
100561	0.293860075	0.223403815	-0.3625251	-0.166195275	-0.180526375
72585	0.18935227	0.098260164	-0.048246145	-0.32979465	0.09897637
212632	0.06033063	0.75724816	-0.000522	-0.23996425	0.10467267
27357	0.053913355	-0.015938043	0.185096265	0.195144414	0.15885973
71538	0.265063285	0.330428365	-0.49817133	-0.522099255	-0.25806284
20356	0.10105634	-0.03476119	-0.073631525	-0.001028299	-0.19863105
20678	0.091427448	-0.052090527	-0.285072685	-0.288479803	-0.14524531
106952	-0.43860555	-0.53828025	0.5872867	0.6437299	0.33400273
14204	-0.0607574	-0.33616138	1.0606868	1.0685422	0.31246972
68680	0.27886248	0.14642096	-0.29501057	-0.2711153	-0.1435175
16177	0.051931143	-0.08693433	-0.011500597	-0.30352283	0.04693055
57746	0.06259704	0.10288215	-0.008734465	-0.23908257	-0.08718848
268860	-0.05366977	-0.028918425	-1.062579953	-0.92387595	-0.868464453
194974	0.09122181	0.13020134	-0.17278099	-0.19023943	-0.07691145
17155	0.5744374	0.54315495	-0.21164727	-0.32255673	-0.034991026
19329	0.242210265	0.058231235	-0.439885	-0.445537925	-0.300775645
18452	0.11493254	-0.03444624	0.22755575	0.49173498	0.06825447
235712	-0.066794634	0.004775286	0.7126734	0.7312348	0.2664039
380732	0.07035613	-0.035339594	0.3089621	0.113930464	0.0665524
12400	-0.22162215	0.161495687	0.353758655	0.374553523	0.383170763
243537	0.23013973	0.47594786	-0.66261196	-0.90579796	-0.73894644
231506	0.36522555	0.26669812	0.015828848	-0.02295041	0.10672879
75104	-0.20624971	0.47368145	-1.032268	-1.3125978	-0.3726921
215653	0.108351946	-0.00739185	0.175207853	0.107536233	0.199021896
20719	-0.5903065	-0.8288963	1.1349123	1.1061437	1.0925181
242785	0.080034256	0.39898634	-0.152524	-0.041038513	-0.28610563
208677	0.40577984	0.32678747	-0.8080082	-0.8393698	-0.5498462
66071	0.11940074	-0.2923143	-1.3581402	-0.9226649	-0.83922267
22283	-0.025329828	-0.20101142	0.03188777	-0.08547521	-0.14997554
16597	0.125542722	0.000227054	-0.104400553	-0.248802103	-0.01231583
72981	0.29092836	0.19252586	-0.2336955	-0.113963604	-0.058794975
74018	0.128798167	0.346008137	-0.644385647	-0.42442593	-0.405334163
14958	-0.27540278	-0.3533461	0.16384912	-0.24747634	-0.0562222
76467	0.34268296	0.31232989	-0.66372622	-0.58407125	-0.31577003
408062	0.119451284	0.008574247	-0.14242244	-0.105866194	-0.008574247
71912	0.10130882	0.21639824	-0.14837265	-0.14865637	-0.18732882
11988	0.269295847	0.630254433	-0.512248367	-0.477578467	-0.352402047
17256	0.3264606	0.05544305	-0.1774056	-0.25888085	-0.32230163
14687	0.08039069	0.000263	0.2710998	0.5320556	0.581105
13063	0.058442115	0.175199505	-0.095557929	-0.30096244	-0.145173547
243382	0.23855996	0.046967268	-0.88818717	-0.84562564	-1.0978692
69745	-0.32358003	0.003460169	-0.071754694	0.15604568	0.069322824
66701	-0.005958198	0.3092674	-0.4587792	-0.365676045	-0.148246887
73724	0.15207624	0.45108032	-0.9514499	-0.7830672	-0.72715855
12236	0.03187585	-0.12860036	0.10100007	0.12856174	0.029809237
407785	-0.12289333	-0.06537676	-0.12538052	-0.31467438	-0.15479708
56464	0.36699963	0.10370207	-0.46887922	-0.5680752	-0.47369432
19769	-0.46262288	-0.6958978	0.6404846	0.59427905	0.4210255
209760	-0.088858366	0.1162231	0.07154155	0.07956958	0.10435939
57357	0.060992956	-0.056703647	0.145895084	0.26362745	0.238738295
66061	-0.24499536	-0.3431723	0.5905373	1.0194199	0.1209209
72033	-0.05971265	0.4509518	-0.2033341	0.006602049	0.103186846
19325	0.009777425	0.147130616	-0.06041324	-0.071197152	-0.253216385
18616	0.08027434	0.016624212	-0.13617206	-0.15765786	-0.05102372
18414	-0.19134831	-0.3428142	0.64445806	0.6571686	0.622195
22247	0.195156895	0.56059981	-0.297810553	-0.29537344	-0.19883744
55938	0.23818779	0.22845602	-0.36024284	-0.49746037	-0.2279582
246707	-0.048587322	-0.13676548	1.6777773	1.7956381	1.912355
242939	0.10388136	-0.19325638	-0.18365097	-0.188766	-0.07626915
69574	0.4378488	0.34123254	-1.452081	-1.82216	-1.8658664
16773	-0.020196915	-0.00842905	-0.08807182	0.003289223	-0.07534027
65970	0.035379887	0.446671975	0.040239812	-0.019209879	-0.118610857
231903	0.23004723	0.65735483	-0.8405981	-0.73470116	-0.5498409
66665	0.11139989	0.023091078	0.352679	0.12028003	0.11549306
76892	0.19734478	0.21785212	-0.050672054	-0.29579782	-0.13592911
238673	0.184536815	0.128799797	-0.042426707	-0.271155475	-0.017912508
19260	0.014229415	-0.094456793	0.09342897	0.070027235	0.131040217
380712	0.269447205	0.50655638	-1.26523505	-1.17903505	-1.1369597
22359	0.412636754	0.628847875	-0.492873764	-0.493294138	-0.432343287
16195	-0.591568	-0.6067929	0.7272749	0.46933174	0.5239768
68453	-0.41862965	-0.8736577	0.052636147	0.246068	-0.1353488
71238	0.1977117	0.32274652	-0.5400746	-0.35383677	-0.2216866
229898	0.027456045	-0.017329931	0.64446616	0.054949045	0.18102956
68436	-0.123878	-0.19004631	0.2061944	0.28423262	0.12083721
18627	-0.357134817	1.23134296	0.037727517	-0.38955561	-0.174906572
19703	-0.0769968	-0.25936222	1.0526686	1.1083183	0.9350629
26382	-0.10437727	0.035711765	1.0108252	0.927639	1.0469756
109161	0.28911829	0.415193403	-0.240976971	-0.16908185	-0.113412222
12445	-0.1037279	-0.01789673	0.201379696	0.095099537	0.179993703
67078	0.046244144	-0.2029295	0.5712075	0.29781294	0.630353
117591	0.065136037	0.235900633	-0.311409873	-0.329755387	-0.15173618
13858	0.15929699	-0.06084013	0.09063339	0.29824734	0.08258486
226971	0.01858139	0.023692131	0.47375584	0.24552155	0.38113737
73242	0.20308399	0.026783466	-0.17761564	-0.22040844	-0.1122551
331535	-0.011524916	0.7222431	0.21862626	1.0427554	0.010116339
14462	0.13111043	-0.023793936	0.11462426	0.016193628	-0.03244424
232201	0.026808897	-0.069757303	0.211610473	0.12824917	0.214334647
67680	0.349339957	0.654373177	-0.98567721	-1.026573967	-0.873541043
50753	0.477327585	0.271713015	-0.169754501	-0.18017006	-0.129522081
108075	0.179033757	0.033474605	-0.551467577	-0.47763682	-0.477182068
280662	0.53575754	0.5485668	-0.8792577	-0.94146967	-1.0131054
20963	0.07890129	0.14788294	0.000231	-0.019691944	-0.02039051
231327	0.24130034	0.5525887	-0.18211913	-0.16930604	-0.11955428
68346	-0.1500572	0.033100725	-0.604626525	-0.5399531	-0.505373365
233876	0.06937933	-0.000488	0.29768562	-0.05828476	0.18733263
232493	0.3913982	1.4253418	-0.6603229	-0.72590137	-0.5012009
16987	-0.79668427	0.098655224	-1.0448341	-0.6245861	-0.5863509
101502	-0.034208774	-0.08705807	-1.10075	-0.7658329	-0.618852615
76263	-0.172791	-0.016942978	-1.3756804	-1.2206845	-0.9661827
54634	0.14580941	0.049990416	-0.8032739	-0.6332834	-0.57875085
74114	0.35642552	-0.12285781	-0.21421885	-0.42155433	0.024083853
110385	0.1303029	0.12957191	-0.13097525	-0.256886	-0.16852713
27015	-0.02800703	-0.06571436	0.05033207	0.038511276	0.1689539
29864	0.323840153	0.43066867	-0.429779045	-0.264976817	-0.181914329
64075	-0.30589557	-0.03001523	-0.35894942	-0.4316995	-0.15443921
227613	-0.086163044	-0.16014862	0.23758364	0.14608335	0.53129387
18604	0.06451225	0.5432	-0.78104687	-0.6632967	-0.52609396
12908	0.364339983	0.081960837	-0.132835227	-0.128881612	-0.10682408
20352	0.05134821	-0.46122265	0.40334558	0.3577695	0.3914461
20130	-0.6070001	-0.17938542	0.546119	0.72198224	0.67877173
239463	0.08510113	0.06490469	0.017866135	-0.21066427	-0.08942652
72027	0.0127548	0.31903541	-0.16092718	-0.40804303	-0.361103655
17936	0.151062487	0.333947559	-0.201674651	-0.109994508	-0.083122539
19682	-0.003293991	0.034217358	-0.15480232	-0.31552982	0.09720564
66395	-0.295715568	-0.21959058	0.124240636	0.180344513	0.053832612
225887	0.040338993	0.23252201	-0.65053225	-0.70957327	-0.44243336
212647	-0.13523483	0.28250647	-1.1498146	-1.1898127	-1.0615935
11867	-0.373684807	-0.102966388	1.402781253	1.358523133	1.287067
74136	-0.0164212	-0.023411393	0.151192545	0.288162113	0.1689924
63959	-0.25474596	0.28857613	-1.1483159	-1.3188329	-0.89275455
227612	-0.06834245	-0.10087752	0.6895745	0.5610478	0.49688506
67028	0.38051176	0.14674711	-0.2805171	-0.2404952	0.001973629
107375	0.072773695	0.25742173	-0.44969296	-0.48217416	-0.20205188
94190	-0.058721542	-0.035327435	0.20510292	-0.006883621	0.20270443
229473	0.1448443	-0.024299383	-0.24025846	-0.30231452	-0.29967952
77037	0.051595688	-0.07897043	-0.26556778	-0.45694065	-0.03296423
216445	-0.12523961	0.009754896	0.9032953	0.8588083	0.9689057
103724	-0.167707562	0.009033325	-0.073018195	-0.093594432	-0.062192798
23831	0.26248527	-0.011227369	-1.6646931	-1.7990983	-1.1899183
94192	-0.011253834	-0.08963013	0.021267414	-0.22422314	0.047861576
66067	0.20535052	0.096594915	-0.123790625	-0.252127055	0.015771508
68126	0.228809295	0.329020908	-0.686333835	-0.52489477	-0.5502525
18726	-0.045712945	-0.074397325	0.77204895	0.65157175	0.89917328
21354	-0.58038616	-0.6571412	0.8963046	0.57930326	0.6733513
11740	0.31480026	0.5171304	-0.7342596	-0.6707783	-0.3546195
18451	0.25026035	0.094736576	0.14562798	0.046914577	0.09192848
13819	0.14766133	0.31604111	-0.028925777	-0.268580555	-0.081859232
81703	0.04614854	-0.05155921	0.4238093	0.1095407	0.26102138
236312	0.17948246	0.04557085	-0.16424799	-0.07206631	0.000773
52589	0.20365357	0.24357867	-0.254215	-0.3264749	-0.12937665
14205	0.2345016	-0.019480467	0.038982153	-0.26855254	-0.17770886
232334	-0.013852119	1.0681872	-0.22890854	-0.11120796	-0.22206116
112417	0.035653114	0.089826584	0.09141827	-0.20872545	-0.12937593
14961	-1.128798713	-1.284551067	2.348768633	2.0537441	1.9418032
53817	-0.61749303	-0.489199995	0.451176285	0.443096755	0.42225565
20821	-0.018751025	-0.039949298	-0.07025523	-0.152218701	-0.008004546
67622	-0.08162904	-0.09143376	0.1952374	0.032684088	0.06359124
22339	0.377626493	0.589811563	-0.450067603	-0.191855353	-0.46962587
20111	-0.592422	0.12878036	1.0752397	0.9208293	0.95181084
14085	-0.16945457	0.014686108	-0.75136185	-0.7178869	-0.55960894
11482	0.05807972	-0.041784286	0.14680481	-0.01076746	0.16061544
17281	-0.082871675	-0.009479284	-0.19935822	-0.1312449	-0.31407523
102657	-0.06133175	-0.04168272	0.004502773	-0.04019451	-0.04288912
231507	-0.61632395	0.045378685	2.5603375	2.5420804	2.4591694
18712	0.020720125	0.03554785	0.069983126	0.02067554	-0.066713214
21974	0.31711507	-0.08103871	-0.01768279	-0.07312322	-0.07747102
22262	0.365267635	0.90732995	-0.89666643	-0.554252015	-0.83131065
209837	0.17693019	-0.010248423	0.16113639	0.1936481	0.14941859
11601	-0.22913647	-0.187217235	0.270829202	0.61226747	0.040037869
18762	0.083441256	0.131779193	-0.201841513	-0.44474776	-0.17631308
21454	0.241192456	0.105451228	-0.322077155	-0.141777395	-0.312135575
17394	0.010574818	0.072291374	-0.008812428	-0.18726778	-0.011582375
18194	0.090143205	0.408095953	-0.682923078	-0.413867238	-0.5559348
72400	-0.024425983	-0.10395861	-0.02121687	-0.023823738	0.16383743
211347	0.3248186	0.61902714	-0.34576178	-0.35204268	-0.3069601
70750	0.5258777	0.3537314	-0.21219993	-0.37826228	-0.19231915
17150	0.042575995	0.017850169	0.03726832	-0.019497553	-0.04955578
12984	0.00424552	-0.13015056	0.51581883	0.26731753	0.51717496
20250	-0.086657286	-0.20128131	0.19489408	-0.04559636	-0.029480696
16165	-0.016597033	-0.02707839	0.4740312	-0.065781355	0.35780072
12631	-0.02432847	-0.06750178	0.027406454	0.020620108	0.24204183
17260	-0.021852889	-0.130126555	0.351039013	0.297053257	0.14405767
11684	0.198734045	-0.018470049	0.695409299	0.708570953	0.690478338
330192	0.20030212	0.11673117	0.35224438	4.77E-05	0.5015397
108115	0.077227712	0.009138227	0.145729421	0.02083123	0.00468695
16651	-0.09184742	-0.053761482	0.084959984	0.07750368	-0.23186779
52626	-0.37359667	-0.49729538	0.693769	0.43914747	0.43182755
13731	0.037607193	0.114531994	-0.20302773	-0.05170822	-0.20968962
102614	0.039752007	-0.006587982	0.006876469	0.2316041	-0.15497065
51944	0.091791869	-0.077599289	0.363149723	0.243243771	0.285099107
12550	-0.0511055	-0.4584422	0.39703846	0.29509163	-0.17405367
15160	0.1934483	0.3233087	-1.0920017	-0.7765882	-0.6060622
12125	0.099029537	-0.001821678	0.056208452	-0.014969507	0.049333572
68713	0.14018178	-0.001259393	0.396359653	0.21154492	0.20069242
20708	0.060216665	0.028346777	0.38502765	0.033815145	-0.08262372
217715	-0.017876387	0.13783336	-0.024587393	0.12230992	0.118799925
68177	-0.10762143	0.182172061	-0.44625735	-0.47038673	-0.260049105
22200	0.3385477	0.40353584	-0.25117302	-0.43369818	-0.13973618
22032	0.344007079	0.38818675	-0.399042075	-0.485596953	-0.359043423
12766	0.02016139	-0.06199193	0.33334708	0.025366545	0.009726286
67896	-1.0912693	-1.3576119	1.197006	1.5017011	0.8061011
19415	0.123530865	0.004869938	0.30708647	-0.08247423	-0.004869938
11668	0.60950947	0.6102443	-0.5660076	-0.95308685	-0.47044134
64008	0.09591961	-0.036706448	-0.8606386	-0.56719875	-0.37244368
13052	-0.182308794	-0.288656837	0.031745553	0.059780715	0.013700128
11409	0.17596221	0.361249685	-0.5063727	-0.41118385	-0.296099425
94226	0.067373873	0.024689555	-0.22767484	-0.26799619	-0.146977782
26456	-0.4612887	-0.1276424	-0.5874865	-0.6078608	-0.661103
26895	0.2605269	0.1884706	-0.06661248	-0.13783336	-0.14224124
24116	0.08091068	-0.2780366	-0.13333607	-0.000551	0.020143986
59013	0.232278168	0.326351938	-0.145888985	0.010116637	-0.008747518
20198	0.001375198	-0.12081766	0.23761988	0.1205554	0.21516562
69216	-0.45257902	-0.5516033	0.07844877	0.5201268	0.13156319
100088	0.05657077	-0.19266725	0.7162311	0.5227735	0.86488175
270163	0.058078766	-0.075366974	0.14428616	0.16592789	0.35046005
17110	-0.087747417	-0.290301163	0.629649151	0.500678848	0.582887184
67608	0.16988182	0.62259007	-0.1763668	-0.20721245	-0.23017788
17826	0.40985036	0.365443	-0.02540183	-0.11622739	-0.024891615
20195	-1.5125968	-1.3641798	1.8703969	2.1021426	1.6294172
108176	-0.93891	-0.7387886	-0.13013029	0.075537205	0.00137043
18793	0.034591198	-0.11937332	0.47423697	0.25469542	0.3563857
214854	0.120378494	0.050557772	0.035848459	0.03340117	0.077858288
217869	0.56847834	0.250270763	-0.613898833	-0.305414757	-0.330213627
208846	0.045686841	0.315698493	-0.192424654	-0.15863526	-0.13323486
69611	0.096316814	0.06068802	-0.16670322	-0.25371122	-0.06585407
22259	0.05388379	0.05726433	0.048546075	0.005770205	0.197810649
50765	-0.05702889	-0.164950013	-0.713038565	-0.505217195	-0.217931388
72094	0.32894015	0.323597443	-0.992235167	-0.961935265	-0.815261125
104759	-0.22171211	-0.3831067	1.5775962	1.5691867	1.7549992
12192	-0.099539834	-0.018958966	-0.275573333	-0.052846512	-0.379132987
11655	-0.09703159	2.3309102	0.23289299	-0.24557686	0.023188114
56298	0.20712548	0.394706668	-0.381088199	-0.377460653	-0.277367408
68678	0.08602548	0.011888266	-0.004054785	-0.27228808	0.004054785
230837	0.25648212	0.045117855	0.4051609	-0.15326023	0.26782656
140740	-0.18422079	-0.22800636	0.15554762	0.17916346	0.354846
226830	0.0800606	0.156793475	-0.39011824	-0.36212051	-0.28727949
319625	0.43080282	0.813962	-1.2516246	-1.2261558	-1.0729094
20322	0.18190575	0.51837397	-1.7458401	-1.6786594	-1.6924338
14160	0.010489702	-0.15195394	-0.30827832	-0.10436177	-0.12119603
56209	-0.024676482	0.48825105	0.081868012	0.061708927	0.073499363
332110	0.20754115	0.040863355	-0.162722109	-0.179635843	-0.10164881
17938	0.24171535	0.409374317	-0.529930193	-0.224755057	-0.446260053
330836	0.05627966	0.1058445	-0.08084345	-0.039309025	0.013676643
12122	-0.2972269	-0.11501074	0.007893562	0.34109497	0.21173143
225027	-0.7200732	-0.320179	-0.16604948	-0.087956905	0.13616848
27052	-0.1333735	0.050320387	0.5574992	0.54991174	1.0207603
14345	0.006345272	-0.09847021	0.0783844	-0.006345272	0.19033384
21987	0.23049712	0.3793428	-0.325897455	-0.49105883	-0.249310015
56706	-0.14939976	0.16008997	0.35002613	0.1602745	-0.11482954
433247	0.18795943	0.017916441	-0.00221324	-0.16323638	0.05827403
21934	0.06516266	-0.09407902	0.43622065	0.16653442	0.26346922
12909	-0.013023853	0.8058262	-0.4449563	-0.4272046	-0.41678238
67684	-0.41348743	-0.34401083	0.372728667	0.437838243	0.069931507
17219	-0.048208954	-0.125122667	0.933490155	0.723500858	0.813064208
14130	-0.05201888	-0.440953653	0.274687211	0.35798143	0.178846757
103844	-0.10386491	-0.14228415	-0.92959666	-0.87403846	-0.7802856
245038	-0.048559666	0.6743746	-1.5358315	-1.1813893	-1.2883468
22319	-0.490998635	-0.223726869	0.597753645	0.6697222	0.57317315
80885	0.0052948	-0.25804472	0.70685434	0.32924652	0.13036013
54128	0.242271242	0.315567306	-0.188691318	-0.27731973	-0.147430958
74646	-0.0941565	-0.28804517	0.93404555	0.9433572	0.33403134
54720	0.118025064	0.66030717	0.007329226	-0.09779954	0.15840745
71923	-0.44006563	-0.31540703	0.165786028	0.207315207	0.286202675
72075	-0.36808848	-0.29134774	0.40490365	0.2960055	0.5361078
224897	-0.113224148	-0.28570592	0.061807035	0.006437183	0.186195255
12626	0.27740884	0.52540374	-0.06280398	0.10637975	-0.050902605
108089	0.2321701	-0.3354435	0.27628613	0.15677166	-0.035456657
66700	-0.09585333	-0.025743484	-0.13464403	-0.37135363	-0.035889626
16541	-0.196486393	-0.183157365	1.117831633	1.121072683	1.00230242
320878	-0.04317093	0.03308153	0.10123873	-0.00372982	0.12482548
242700	0.035456418	0.07026553	-0.033246437	-0.107216279	-0.016524712
54343	-0.120779514	-0.20675278	0.35305357	0.3758502	0.21063423
27998	-0.029248476	0.35577416	-0.236974	-0.2727387	-0.2185266
236900	-0.074721575	-0.07906747	0.27515817	0.19103837	0.24222255
207781	-0.34445882	-0.27849078	-0.20356965	0.082574606	0.006064653
57436	0.64510155	0.68985605	-1.5134144	-0.87871647	-1.0930333
12822	0.085151751	0.278934558	-0.581736168	-0.633481427	-0.54190868
14468	-0.26344442	-0.42464972	2.4129672	1.9364209	2.58679
67326	-0.2801447	-0.1339078	0.6292429	0.5325413	0.15527773
53859	-0.20844197	-0.31412768	0.38820004	0.20757318	0.37600398
22351	0.059268475	-0.019554854	0.175705197	0.239336735	0.21017146
215900	-0.2887354	-0.44669676	1.1453366	0.9274516	1.0558405
56289	-0.03573978	-0.126206995	0.588760025	0.6157371	0.53340305
21391	0.009838104	-0.201596025	1.12109735	1.1508701	1.13735935
64934	-0.332932	-0.328712	0.32840014	0.12412119	0.11468506
110173	-0.3146286	-0.264170648	0.11868644	0.33048034	0.13353419
17386	0.08512918	0.010917583	0.269412597	0.363287374	0.035299222
69635	-0.018277525	0.00622475	-0.79427947	-0.60003412	-0.54388129
67226	-0.06150055	-0.11913252	-0.4556446	-0.09145546	-0.1611247
11636	-0.03174901	-0.09713054	0.1265719	0.23052478	-0.06724143
58860	-0.010418177	-0.044327497	0.097023726	-0.17596602	0.06949258
14191	0.05532694	-0.012662888	0.7776251	0.5736799	0.67636204
17701	0.110675335	0.1185379	-0.028507233	-0.21055603	-0.008572578
15507	0.15458393	0.10283327	0.4261999	-0.036362648	-0.69827604
14744	-0.13484383	-0.056607246	0.9325414	0.5927434	0.68149567
58246	0.13533425	0.119277716	-0.40690112	-0.35073543	-0.09050107
68631	0.3312025	0.6273923	-0.78553104	-0.84429646	-0.7478328
74175	0.1195066	0.038285017	-0.17879272	-0.020011187	0.11975646
20682	-0.28109527	-0.34623218	0.83035827	0.7021301	0.8070023
50706	0.18778348	0.045295954	-0.06778979	-0.13940024	-0.0642674
80719	-0.02523017	0.04800248	0.08422494	-0.13128257	0.08031297
11932	0.009444237	0.04004574	-0.038176537	-0.15490389	0.05128479
13557	0.1941061	-0.033936024	0.017795086	0.09422064	0.12388277
75617	-0.007826805	-0.112048626	0.06213665	0.27380085	-0.061604023
15510	0.25563025	0.50203299	-0.6204765	-0.41008306	-0.721163285
11520	0.4813285	0.12413025	-0.8094697	-0.7910695	-0.6827812
12323	0.20684838	-0.40810657	-0.09108567	-0.27477765	-0.087519884
625360	0.10649085	0.01501298	0.20746875	-0.082933664	0.15423894
67468	0.23766446	-0.000267	-1.2250097	-1.0495145	-1.0178874
215751	-0.041543484	-0.0990839	0.21635485	0.094842434	-0.042224884
20728	0.0378083	-0.0857836	0.880546935	0.661761905	0.887326365
224273	0.22921348	-0.20813441	0.07160401	0.09815383	-0.003134489
18613	-0.116101025	-0.37518739	0.737070085	0.969068535	0.646935465
60440	0.2182982	0.05856967	-0.12702966	-0.2889526	0.048396826
52633	0.44981825	0.4277488	-1.3565563	-1.21461355	-1.12030855
59031	0.11279988	-0.06512332	-0.041897535	-0.039438486	0.066343546
14797	0.005987167	0.39922857	-0.60711956	-1.0742855	-0.82043123
20973	0.675772107	0.71761696	-0.20693803	-0.175600136	-0.01651152
224796	0.20484328	-0.000411	-0.09728646	-0.19097495	-0.12952352
71985	-0.008076906	0.261542717	-0.7511998	-0.7197306	-0.627559727
13667	-0.03519416	-0.3122723	0.1739304	0.1919949	0.24620509
13113	-0.03249025	-0.097370623	-0.556880483	-0.405256117	-0.3016812
104183	0.19372702	0.1918745	-0.03659916	-0.22584295	-0.030666828
14362	0.1879108	0.24306035	0.004018545	-0.17441249	0.000308
11842	-0.06260514	0.005250216	-0.09415841	-0.17849183	0.18274808
326620	0.19782257	0.04607725	-0.040885925	-0.15666056	-0.1301322
242083	0.12084353	0.07936251	-0.47720396	-0.42946255	-0.32870186
11837	0.02761829	-0.093016745	0.092814325	0.134825348	0.035327794
17068	-0.848373425	-0.78502655	3.00557565	1.5816498	2.14315365
19116	-0.047974028	0.228265363	-0.842348969	-0.673962503	-0.713822613
71706	0.12794685	0.5408273	-0.6266842	-0.78440094	-0.20144415
20135	-0.000714	-0.1509459	0.49972844	0.2087071	0.40629554
80294	0.2583835	0.25947833	-0.042556524	-0.14420581	0.12186885
67857	-0.07629061	-0.18284512	0.012585163	0.1911645	0.06764603
71779	-0.008573055	-0.017918587	-0.33759165	-0.021571636	-0.14248228
66448	-0.031163692	-0.091451645	0.46513128	0.27729368	-0.17999268
230752	0.078848719	-0.061263444	0.07330096	0.114241005	0.236252893
211006	0.207934697	0.283950169	-0.297887007	-0.38352553	-0.17747418
14544	0.10734415	0.023875713	0.00457859	0.062217712	0.09888077
58185	-0.10821462	-0.86070323	-0.029941797	0.7203462	-0.003093481
66445	0.48289442	0.78808975	-1.2669997	-1.3155341	-1.0295229
67198	0.016404549	-0.101440033	0.16628639	0.055887619	0.092030287
76438	-0.06792617	-0.11943364	0.28304935	0.3133018	0.22306228
17872	-0.06950426	-0.21525478	0.4208789	0.8600936	0.25628757
52715	-0.09804344	-0.07915211	-0.22757769	-0.11628485	-0.09043932
71679	0.41392422	0.6945033	-0.75845623	-0.41182995	-0.5231614
59048	0.43483114	-0.15749264	-0.16074514	0.113395214	-0.10651302
12740	0.18157482	0.11869955	0.12753487	-0.09362173	-0.1437707
67019	0.10441518	0.37523675	-0.08196092	-0.25662923	-0.1131618
72293	0.054204226	0.11833358	-0.03945756	-0.12181449	0.013082266
15495	0.3671019	-0.13743758	-0.22053266	-0.2523563	0.16166663
170752	-0.12446022	-0.02171278	-0.79995155	-0.8640156	-0.78305674
257635	-0.000434	-0.16720533	0.012765884	-0.01696968	0.23765421
17067	-1.0093935	-0.95673394	2.0125873	2.2679088	1.9484398
52639	-0.137612403	-0.017646477	0.067372003	0.12091128	0.176281611
58198	0.2053777	0.358716845	-0.367969155	-0.30810678	-0.25847614
64384	0.5403259	0.5228903	-1.2620566	-1.2059767	-1.2869604
75991	0.026070595	-0.001513958	-0.13584518	0.005689621	-0.05555296
57373	0.2437551	0.2363236	-0.07367873	-0.30162454	-0.20137763
11676	-0.27010727	0.07857895	-0.59452915	-0.1345954	-0.48643303
69903	-0.21499658	-0.15530801	0.68129945	0.80912805	0.4760635
12982	0.1835823	0.012086868	0.58692026	0.61371756	0.73087215
65114	0.21784759	0.7621319	-0.5543082	-0.19249845	-0.08206725
15425	0.16466904	-0.006649971	0.081202984	0.5665202	0.02494526
14199	-0.38044345	-0.14418733	0.17430365	0.277887935	0.21704972
78339	-0.001893282	-0.38082576	0.61747384	0.47291684	0.65841174
229517	-0.57918406	0.43540382	-0.8836913	-0.8961568	-0.8738165
12579	0.010124922	0.011684179	-0.005321264	-0.0728147	0.020951033
105785	-0.010494232	-0.10675573	0.72163105	0.93332005	0.031497955
80796	0.17365527	0.17155862	-0.014971972	-0.3029616	-0.040690184
229599	0.124156952	1.582849	-0.03828907	-0.21108818	-0.111461402
213393	-0.55970144	-2.6128807	-1.606586	0.000183	-1.1752272
20624	-0.23447863	-0.361566223	0.278224947	0.25813548	0.299252987
14859	-0.027325153	0.33231878	-1.08587455	-0.854620925	-1.4056263
213053	-0.101477385	0.116693499	0.278565406	0.198854447	0.396630515
30940	0.31226015	0.20139122	0.055440426	-0.25774527	-0.14692545
545288	0.53498745	0.395912175	-1.4524777	-1.12378645	-1.2020502
19017	-0.07533383	0.00626874	-0.4834063	-0.51555705	-0.5734298
23961	0.110714316	-0.00153463	-0.041878105	-0.17334974	-0.033826948
67452	0.44907689	0.21398902	-0.62083509	-0.299419645	-0.388257025
67880	-0.045635935	0.40244603	-1.4771559	-1.1847422	-1.02038645
53856	-0.04720044	-0.15724683	0.4355843	0.33145165	0.39830565
74570	0.202684765	0.107735039	-0.36620748	-0.29239046	-0.280799985
20930	0.201700805	0.31355202	-0.6163069	-0.48764337	-0.489131815
21412	-0.016693115	-0.09161377	-0.14353609	0.022984982	0.19005394
18131	-0.07364273	0.033596992	0.045743942	-0.08215141	-0.121442795
110960	0.069425109	-0.02848149	-0.043433188	-0.330361365	-0.17347622
20088	-0.333502187	-0.39231217	0.496739985	0.654669405	0.2215501
76205	-0.21770811	0.21716022	0.004326344	0.07733679	0.25085926
380709	0.30413675	0.21002913	-0.05445814	-0.2773447	-0.14120388
71137	0.34359916	0.019635833	-0.340390993	-0.426121713	-0.259636085
66257	0.087392924	0.037191033	-0.20083034	-0.26375711	-0.339203235
