#NAME	GSM631514	GSM631515	GSM631516	GSM631517	GSM631518	GSM631519	GSM631520	GSM631521	GSM631522	GSM631523	GSM631524	GSM631525	GSM631526	GSM631527	GSM631528	GSM631529	GSM631530	GSM631531	GSM631532	GSM631533	GSM631534	GSM631535	GSM631536	GSM631537
#CLASS	CONTROL	CONTROL	CONTROL	CONTROL	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED
380773	-0.39830686	-0.032627345	-0.244587899	0.430934895	0.23999023	0.004597664	-0.13786602	-0.202775955	0.02602005	0.389925475	0.23247814	0.239462379	-0.398512843	-0.306362637	-0.265351295	0.277391432	-0.057476995	-0.016133309	-0.45134163	-1.17140105	-0.38255882	0.08371067	-0.09275198	-0.091157914
214459	-0.2871914	0.1912384	-0.062994	0.09595299	0.10746956	-0.044475555	0.50974655	-0.086933136	0.13689041	0.2851982	0.02541542	0.13136196	0.75243187	0.7004223	0.40103912	0.25227928	0.58915615	0.24543953	0.2098093	-1.7916622	0.64041996	0.48980904	0.33963108	0.5805645
70110	-0.061850548	0.019255638	-0.010847092	0.042595863	-0.19094658	0.20179367	0.85197544	-0.18621254	0.6497011	0.21024132	-0.5217972	-0.43384933	-0.0709734	-0.41899967	0.05649662	-0.12140083	0.029226303	-0.6489277	-0.23887539	0.5517092	-0.5501318	-0.7410307	-1.0781832	0.070711136
66117	-0.10891056	0.051285744	-0.06450367	0.057627678	0.21443653	-0.14993191	-0.061570168	0.005667687	-0.462018	-0.08307457	-0.26002026	-0.157897	-1.0800219	-0.6140442	-0.8811865	-0.89688396	-1.3769054	-0.9077101	-0.7542534	-0.6095991	-0.5450411	-0.8602896	-0.6995983	-0.95057774
27273	0.8604717	-0.28061867	-0.38866138	-0.57985306	0.054926872	0.33373547	-0.09980583	-0.53033924	0.33465004	-0.4241476	-0.1525755	-0.24983883	0.11688423	-1.1169367	0.18670654	-0.7868414	-0.1607523	-0.9696989	-0.26334476	-0.14540672	-1.6089897	-0.21957397	-1.3959551	-1.5542192
268741	0.04109478	0.13271809	0.012827873	-0.17381382	0.13804722	-0.15087414	0.4429884	0.27232075	0.26474667	0.23282051	0.065348625	0.06604767	0.48580265	0.60635567	0.4984579	0.6177225	0.44390583	0.65178394	0.10742664	0.79554653	0.6328573	0.32114315	0.4379797	0.5999727
24059	0.042625427	0.20804691	0.075767835	-0.25067218	-0.088807424	0.013040544	0.077100593	0.238629023	0.372785888	-0.16387558	-0.32252868	-0.27457857	-0.133524257	-0.5968272	-0.04053688	-0.945420567	-0.402830277	-0.80507183	0.532735025	0.044795195	-0.683878747	-0.170877777	-0.70503521	-0.785060877
20102	0.086437225	-0.020748138	0.018445015	-0.06568718	-0.06823826	0.04979229	0.12300587	0.45706844	-0.17236137	-0.2722969	0.028607368	0.08306694	0.55459595	0.8411541	0.29512215	0.40224743	0.22570229	0.4703474	0.59337044	0.5087414	0.4106245	0.32910728	0.30586052	0.48400974
27226	-0.47889996	-0.038921356	-0.17420769	0.5178218	0.09003687	0.084171295	-0.011790276	1.0184379	0.07133436	1.4813781	0.9774523	0.32216454	1.3386989	2.0591626	1.6191154	3.490169	1.7635875	2.3151793	1.2422547	1.3405032	1.750484	2.4780765	2.2302823	1.5051246
20556	-0.031624794	-0.016440392	-0.058612347	0.048065662	0.19375563	-0.13514376	0.58458376	0.015866756	0.27396965	0.83952856	0.024661064	0.7883463	1.2157941	1.1106625	1.3910775	2.23176	1.4420991	0.7775974	0.94270086	1.695828	0.7324047	1.484858	1.0780954	0.8275738
71916	-0.2210741	0.2690649	-0.19394016	-0.047989845	-0.050938606	0.24487972	0.0496912	0.21058178	0.16650677	0.05893612	0.15248775	-0.26191616	-0.2501974	-0.115478516	0.12071705	-0.68788624	-0.32526016	-0.330554	0.20545006	-0.82947254	-0.016132355	-0.13192081	-0.047154427	-0.031229973
20339	0.11027527	-0.034307003	0.08707523	-0.07596874	-0.1416583	0.05458355	0.5295868	0.3169427	0.28816795	0.10551834	0.16584063	0.09001875	0.60038614	0.46498346	0.8334451	0.43086767	0.47287607	0.32864094	0.24327517	0.27168512	0.28663874	0.35264015	0.07504225	0.34213877
14727	0.011739731	-0.007004261	0.033736706	-0.004736424	-0.10755396	0.07381821	0.577827	0.079060555	0.22568846	0.6540966	0.65746164	0.6345582	1.1760201	1.467917	1.4145322	2.9892268	1.4183965	2.019939	0.8886795	0.8570132	1.3970599	1.8539491	1.9371114	1.851419
53817	-0.071159363	0.19155407	-0.110186575	-0.120394706	0.02956104	0.080624583	0.3107953	0.139523507	0.172828675	-0.003684044	-0.004012108	-0.077742097	0.44332885	0.485834115	0.43795585	0.27754307	0.621000765	0.347717285	0.483829485	1.0126896	0.345316885	0.39394856	0.124066828	0.498852735
19125	-0.1282177	0.23554611	-0.119503975	-0.107328415	-0.02395153	0.14345646	-0.16398716	-0.49418736	-0.12684059	0.50385	-0.10605526	0.1876688	-1.3779316	-1.9803829	-0.85751724	-2.4855986	-1.6135321	-1.8551474	-1.5251074	-0.5205555	-1.3943634	-1.8488789	-1.7703304	-1.258172
23921	0.008167267	-0.046304703	-0.04684019	0.038137913	0.10127592	-0.05443573	0.20423365	-0.0373168	0.1538372	0.18356895	-0.2137742	-0.22574615	0.5272355	0.19411278	0.59434986	0.15189457	0.39507866	0.2878518	0.3693576	0.89452887	-0.076654434	0.21798038	0.13993359	0.089794636
13214	0.07888937	0.023056984	-0.01712799	-0.1019454	-0.031416893	0.048545837	0.42372656	0.2972536	0.13601351	0.25268793	0.041193485	0.43764782	-0.08188009	0.17195463	0.24004793	0.1582365	0.39802027	0.46920586	1.0943594	0.59190416	0.7870989	0.85926485	-0.14359665	0.5374851
13510	0.069349766	-0.013179302	0.19122505	-0.056171894	-0.19824362	0.00701952	-0.32604885	0.027105331	-0.13313532	-0.17558908	0.15511322	0.22884893	-0.058416367	-0.10824728	-0.28518724	-0.16810417	-0.1347065	0.015300274	-0.26092482	-0.2073164	0.15494156	-0.53673744	-0.12367678	0.052169323
244882	0.20143365	-0.196464775	0.17731667	-0.004968882	-0.262884615	0.085568668	0.89926315	0.3808918	0.93509815	0.77656435	0.12036252	0.284111745	0.144122122	-0.220283747	-0.2532115	-0.249281882	-0.307965275	-0.123520615	-0.422641515	-0.00777435	-0.117870332	-0.464564315	-0.30990147	-0.04886794
66570	-0.051791032	0.170623619	-0.048651537	-0.118832271	-0.252841153	0.301492373	0.54367383	0.085491338	0.255377767	0.006855329	-0.029815039	0.247666357	0.770273853	1.279495267	1.053702667	1.174941667	0.74702295	1.317407267	0.208448411	1.0767695	0.90469137	0.13396438	0.39551703	0.85669168
15510	0.030249595	-0.053792	0.02098894	0.02354431	0.107388975	-0.128379348	-0.107821464	0.031454565	-0.488192565	-0.109902384	0.17439413	0.154504775	-0.4987936	-0.573610305	-0.308789255	-0.427435415	-1.053400035	-0.424882415	-0.5861535	-1.68227005	-0.409936425	-0.57170105	-0.29186964	-1.015961185
68636	-0.028804779	-0.023145676	-0.082538605	0.051952362	0.013339996	0.069200516	-0.25641537	-0.21827698	-0.3290367	-0.46679783	-0.60037994	-0.5077448	-1.1242695	-1.0145693	-0.91913986	-1.959383	-1.1907892	-1.5404396	-1.4012556	-1.7555599	-1.2238007	-1.6661911	-1.4235888	-1.0620213
22330	-0.11796856	0.08978367	-0.064938545	0.02818203	0.35585308	-0.2909155	0.21853828	0.08799267	0.16867542	0.60134983	0.38919353	0.27628422	0.73840237	0.7842798	0.7335596	0.91320133	0.9856043	0.82189274	0.60021496	0.8100538	0.25767612	1.1722994	0.73911095	0.47848225
17194	-0.032097816	-0.026173592	-0.17696667	0.058270454	-0.11985111	0.29681492	0.053549767	0.10974026	0.10360813	-0.33625793	-0.12959957	0.010138512	0.05720234	0.19628906	0.4545126	-0.19897175	0.18762684	-0.03542614	-0.19903469	-0.015267372	0.39786243	0.027350426	0.37815762	0.21244144
55991	0.077106476	-0.1334095	0.1077261	0.056301594	-0.055513382	-0.05221176	0.7512994	0.24700022	0.3607087	0.5355301	0.13888311	0.20382929	1.3116574	1.5702748	0.9822545	1.6667857	1.2162175	1.1060481	0.7496886	1.5196519	0.7637181	1.0866418	1.0144792	0.9236636
56454	0.47033787	-0.075115204	0.051795006	-0.3952222	-0.08212948	0.030335426	0.8426633	0.56875753	0.59308577	0.4736638	0.4882331	0.936296	1.6399379	1.6260505	1.3741107	1.8624244	1.63938	1.7215781	0.96679926	2.4934497	1.2991319	1.639669	1.37639	1.4506202
66912	0.211277487	-0.140026567	0.029373169	-0.071250435	0.092684746	-0.122057915	0.042737484	0.074131966	-0.04038477	0.039835452	0.24021149	0.033591273	0.67130615	0.6738591	0.401349555	0.8248787	0.701170925	0.604672425	0.36316062	0.34768057	0.352988245	0.43195678	0.5781889	0.39787102
68801	-0.08754349	0.24208641	0.082131386	-0.15454292	-0.037852287	-0.044280052	0.05492592	0.3275385	0.087049484	-0.15082836	0.3544321	0.21987724	-0.35471535	-0.43771362	-0.7287369	-1.152812	-0.88678646	-0.11493397	-1.1463022	-0.6302376	-0.5268326	-1.0201359	-1.1823225	-0.56494236
76117	0.13171784	-0.179544927	-0.004956404	0.047826768	-0.068347613	0.073304491	0.559633097	0.225011987	0.275180182	0.169882457	0.253662585	0.266737143	0.871892757	0.803253495	0.92340805	0.818004767	0.90428875	0.635739012	0.611886477	0.628807217	0.48837757	1.049066553	0.403863423	0.4461565
70383	0.03385067	0.10397053	0.03778553	-0.13782406	0.0344038	-0.07218838	0.23149014	-0.052264214	0.08892155	0.27230644	-0.17431736	-0.07326794	-0.2632494	-0.14637184	-0.18119335	-0.37671947	-0.49342823	-0.21268749	-0.58348083	0.036444664	-0.3489771	-0.88304996	-0.48289776	-0.1658411
654467	-0.03020382	0.13763905	-0.006039619	-0.10743427	-0.38408375	0.39012432	0.06885052	0.04301548	-0.22588253	-0.46049023	-0.11272526	-0.14754772	0.21870899	0.44014168	0.2295599	0.7199507	0.18168354	0.22565937	-0.024580002	-0.2085371	0.044584274	0.11656666	0.026581764	0.1081934
16534	0.057152748	-0.047784805	-0.022995472	-0.009366989	0.23956537	-0.21657038	0.044333935	0.002315521	-0.1438427	0.3451209	-0.11496067	-0.08951378	0.19133663	0.43086386	0.170578	0.62358475	0.37252378	0.68867826	-0.1261177	0.7106328	0.074738026	0.10678053	0.53783226	0.20022583
269424	-0.13774395	0.113752365	-0.076714992	0.02398968	0.046811818	0.029902698	-0.58193111	-0.156339405	-0.43948747	-0.71655059	0.01185918	-0.20943618	-0.97098518	-0.25772977	-0.669006585	-0.337649593	-1.00609827	-0.262231588	-0.8370719	-1.89420725	-0.3597939	-0.77025127	-0.33907652	-0.16350603
13163	0.003736496	0.12916183	-0.1926508	-0.13289833	-0.2795496	0.47219944	0.76109123	-0.0862093	0.556139	-0.3071804	-0.292037	-0.11856651	0.39164734	0.40586567	0.35497284	0.7773962	0.90731716	0.03927517	0.38786316	1.0354538	0.2517166	0.072761536	-0.1287899	0.91668034
12831	0.21583843	-0.017613411	-0.037391663	-0.19822598	-0.09748459	0.13487625	0.58406353	0.43904686	0.21033001	0.282876	0.3186493	0.06787968	2.749383	3.4564848	2.6700735	3.388029	3.2212248	3.3674774	1.9963169	3.5437765	1.9384823	2.1998987	2.5207415	2.1234226
106143	-0.24088287	0.067316055	-0.16378403	0.17356682	0.14437866	0.019405365	0.048238754	0.12975311	0.072402954	0.13641167	0.18630219	0.35754395	0.15627861	0.4248581	0.000292	0.3875599	0.583457	0.43265915	-0.09113598	-1.1120625	-0.053897858	0.27272606	0.24125004	0.2941742
15275	0.045054913	0.090497494	0.026892185	-0.13555288	-0.15319252	0.12630081	0.39427805	0.41545773	0.27446032	0.027530193	0.29157543	0.4174528	0.81681585	0.9556699	0.9860282	1.2874489	1.319488	1.0120001	0.57443	1.7781463	0.58490944	0.7503753	0.6685691	0.79382896
23880	-0.17092705	0.052192688	-0.3744383	0.11873436	0.1658144	0.20862484	2.1085072	1.7031069	1.4276218	1.6478958	0.9110937	1.230258	2.4722843	1.7875957	2.5415955	2.3228636	1.9811335	1.7355509	1.2763805	1.892046	1.2996807	1.7323704	1.2199192	1.5304499
224897	-0.187084198	0.11151123	0.086692811	0.07557297	-0.296397205	0.2097044	0.206000805	-0.161006927	0.37509155	0.046919348	-0.38025093	-0.169749735	0.149413105	-0.17151022	0.260815625	-0.490487095	0.50603676	-0.31711389	0.582232475	0.9127264	0.244083405	0.239722245	-0.086834433	0.160401343
73373	-0.060750008	0.08655453	-0.19932842	-0.025805473	0.27489948	-0.075572014	-0.21659184	0.15177059	0.002869606	0.014970779	0.41018963	0.3488741	0.24363613	0.58727455	0.23040485	0.1464796	0.28982067	0.32561207	0.40928078	-0.9756937	0.5305681	0.30936718	0.61801624	0.5898142
13350	0.110619545	0.100512505	-0.17226315	-0.2111311	0.13023663	0.042027473	-0.061017036	-0.16061306	-0.18749523	-0.14178276	-0.6206274	-0.359869	-0.18800831	-0.44668102	0.08168888	-0.5369158	0.024506569	-0.7140608	-0.21710682	0.40167713	-0.4484291	-0.06216526	-0.32705688	-0.5423994
17119	-0.15424585	0.17906618	0.0954833	-0.02481985	0.11932945	-0.21481276	0.11504936	-0.077848434	0.18610144	-0.099151134	0.048982143	-0.08215332	0.6125493	0.65006256	0.8490858	0.48495436	0.6322632	0.4498496	0.23600721	0.5647359	0.24630547	0.17029238	0.3033147	0.34900045
50914	-0.07521057	-0.13480568	0.002048492	0.21001625	0.048785686	-0.050833702	-0.11111641	-0.21791744	-0.30106974	-1.0159874	0.04616165	-0.23051453	-0.97694826	-0.19280529	-0.96784544	-0.23320007	-1.0904326	-0.1840396	0.042506218	-0.91454935	-0.26882267	-1.0671253	-0.36423206	-0.26019144
57874	0.042170525	-0.078492165	0.036200523	0.036320686	0.04498005	-0.08117962	0.07519436	0.20502758	-0.12757587	-0.08074856	0.23326206	0.3032732	0.072672844	0.452384	0.019602776	0.1840601	0.12501049	0.2506628	0.4218521	-0.45476246	0.5675211	0.041514397	0.24362946	0.34394932
54613	0.49551868	-0.2531538	-0.057873726	-0.24236393	-0.090836525	0.1487093	0.2728567	0.3892641	-0.4968233	0.1601162	0.54692745	0.20212555	0.15271091	0.5145922	0.082556725	0.577899	-0.2681265	0.17943287	-0.0927124	-0.3531351	0.067038536	-0.002095223	0.09578323	0.4991312
76073	0.11913967	0.056088448	-0.04879284	-0.17522907	-0.044068336	0.09286213	0.39669895	0.16528416	0.2586336	-0.018351555	0.29858112	0.4432068	0.65682316	0.6173334	0.48481655	1.0225592	0.81732464	0.8696108	0.3793707	0.35342312	0.46114445	0.3433714	0.32319355	0.7565203
260409	0.23561478	0.009080887	0.05097246	-0.24469566	-0.04711342	-0.003858089	0.2228365	0.1942296	0.20780754	0.4462843	0.62919426	0.3747058	1.5216846	1.8001423	1.7459278	1.8904457	2.3165236	1.568758	1.5903721	1.990303	0.9345064	2.2952538	1.4605417	1.1952076
238024	-0.08264208	-0.024335384	0.09454489	0.10697651	-0.089457035	-0.005088329	-0.009130478	0.03904915	0.06516218	0.06703138	-0.3912711	-0.02437687	-0.13781643	-0.11528683	-0.1170578	-0.214221	-0.14708328	-0.082965374	-0.13811922	-0.023525238	-0.1419959	-0.087442875	-0.17645788	-0.46831656
70503	0.14400069	0.081961631	-0.044647855	-0.225962007	-0.363080983	0.407728823	-0.350976627	-0.172822953	-0.082885424	0.01677418	-0.055265427	-0.208037377	-0.42010721	-0.7018601	-0.538982077	-1.21885762	-0.803958737	-0.81581243	-0.86544068	-1.193072333	-0.456362407	-0.900765083	-0.950628923	-0.64696947
26561	0.46542358	-0.1436944	0.13883257	-0.32172823	-0.07701206	-0.06182003	0.1647067	0.2660675	0.2558241	0.10638666	0.4342165	-0.06770086	1.8142085	2.2964702	1.6342998	2.376103	2.3362088	1.4767003	1.7680573	3.0925212	1.6373162	1.8346324	1.6443019	1.7293649
19267	-0.015789668	-0.105921903	0.125599061	0.121711253	-0.03079319	-0.09480508	0.104160467	0.375853537	0.064416887	0.151616575	0.113073507	0.107058525	0.832434471	1.006091745	0.828772853	1.3049167	0.769858375	0.873018257	0.6789012	0.860575343	0.890222694	1.167777067	1.182598427	0.836895927
81003	-0.062852065	0.063384055	-0.067473728	-0.000531673	0.05646912	0.011004131	-0.090844156	0.131391525	-0.31018607	0.011720022	0.070522308	0.12098074	-0.360706487	-0.042500177	-0.38886595	0.093069233	-0.969632167	-0.262259643	-0.28630876	-1.331016853	-0.090466341	0.053006173	-0.045842963	-0.17194414
70556	0.08719158	-0.012537956	-0.01731205	-0.07465267	-0.5966444	0.6139555	0.4789133	0.22485065	0.23933315	-0.12197399	-0.1827364	-0.3016081	1.3785734	0.46382904	1.3301497	0.20260143	1.0032911	0.49551105	1.8950653	2.009513	0.8269291	1.363143	-0.008476257	0.14564037
64339	-0.22682428	-0.12683249	0.17125797	0.35365677	0.095116615	-0.26637554	-0.24474335	-0.1380701	-0.38229418	-0.029259682	-0.82504225	-0.41922998	-0.30306005	-0.5643239	-0.34700346	-0.6829891	-0.5017967	-0.8315644	-0.50037193	-0.05548048	-0.6831775	-0.40201998	-0.5182948	-0.73908806
14430	-0.190106395	0.36272907	-0.23199034	-0.172620775	-0.075973037	0.307962895	0.119102001	-0.15240145	0.028873445	-0.219410898	-0.137133123	-0.270189765	-0.39104271	-0.82809495	-0.525276195	-1.31788205	-0.7813945	-0.77178145	-0.604866975	0.07800865	-0.80926038	-0.77614975	-0.935255535	-0.884460915
17878	1.2338176	-0.52271414	-0.098623276	-0.7111044	0.20579195	-0.1071682	-0.7162523	-0.17924166	-0.6820369	-0.8772168	0.5401244	0.09355974	-0.6131935	-0.02961731	-0.64325047	-0.52044106	-0.627965	-0.06148529	-0.5903115	-0.4270234	-0.18969917	-0.7115216	-0.0410161	-0.27910042
15284	-0.079571724	0.097088814	0.027040482	-0.017518044	-0.13259888	0.105558395	0.2402277	0.4637394	-0.04590702	0.061844826	0.22157097	0.19621563	0.9784937	1.3536234	0.7408819	1.0126286	1.0062637	0.7574692	0.8289833	1.5635538	0.87915134	0.4638033	0.6296158	0.8828583
56720	-1.1420965	-0.09812641	-1.0500822	1.240222	0.66214275	0.3879385	-1.0413465	-1.9093637	-0.7677355	0.67567635	0.2601633	0.40636444	-2.196209	-2.0185194	-1.2636213	-1.5288591	-0.91363144	-0.6853533	-1.186243	-2.4671206	-1.7652102	0.56286335	-0.4915867	-0.40331364
77721	-0.07647991	0.11840534	-0.16728687	-0.041926384	-0.32234287	0.4896307	0.055042267	-0.324193	-0.14278507	-0.04118061	-0.63000584	-0.30950642	-0.3584757	-0.7287321	-0.29183292	-1.0045786	-0.57400227	-0.6000471	-0.46906948	-0.23098087	-0.5458317	-0.9209795	-0.8391981	-0.9672365
52004	-0.10060024	-0.000348	0.12354565	0.100951195	-0.08596325	-0.037579536	0.23596	0.029917717	0.20046711	-0.18045807	-0.4405012	-0.3223219	0.044581413	0.025847435	-0.028931618	-0.26404285	0.22033405	-0.06571674	0.09253883	0.7987299	-0.2354126	-0.62938976	-0.6632395	-0.42503452
78372	0.001694679	0.0883646	-0.11589527	-0.090060234	-0.06298351	0.17887974	0.54282284	0.31917858	0.18753529	-0.10181713	0.06737423	0.1773386	0.3632326	0.79428005	0.5778971	0.6124449	0.5257597	0.5980959	0.27079964	1.0162706	0.23355103	-0.058220863	0.1410904	0.40435886
67043	-0.046452522	0.059633255	-0.062837124	-0.013180733	0.074152469	-0.011314869	-0.02564764	0.163265705	-0.153406145	-0.17357111	0.105268953	0.145863055	-0.28370475	-0.09413147	-0.319864275	-0.43088961	-0.5955963	-0.406289565	-0.289747715	-2.22678945	-0.41488981	-0.37313652	-0.622754565	-0.236322875
226646	-0.089986803	0.095264432	-0.121827125	-0.005275728	-0.055393218	0.177218435	-0.30409288	-0.058048252	-0.367135045	-0.22103262	0.11358166	-0.024598123	-0.73296835	-0.769218445	-0.475088115	-0.67982006	-0.7984786	-0.459962835	-0.45752622	-0.120971682	-0.5676341	-0.602208135	-0.57040215	-0.786234855
238257	-0.32445526	-0.20011234	-0.28913736	0.52456903	0.3419962	-0.0528574	-0.60120916	-0.63017416	0.006742001	0.22254753	0.21985102	-0.21082497	-0.5002265	-0.5024924	-0.36004877	0.36173344	0.29875422	-0.3670354	-0.25335455	-0.075567245	-0.503675	0.8129773	0.47884846	0.08919668
110842	-0.076166153	-0.0451266	-0.123630843	0.121290843	0.1313893	-0.007758777	-0.384193103	-0.143683433	-0.476629897	-0.343989371	-0.058721859	-0.048064231	-0.80921046	-0.51123969	-0.798287073	-0.7687629	-0.803323113	-0.433675447	-0.441733043	-1.336751933	-0.5574239	-0.440146767	-0.56481744	-0.460156453
109978	0.21324205	0.057396412	0.05052042	-0.27063942	-0.08292532	0.032405853	0.32231617	0.63836	0.14689398	0.24241686	0.4266553	0.2326169	1.1211	1.8779774	0.7919564	1.2930107	0.9847722	1.6347523	1.5451493	1.5403275	1.5652771	1.5131001	1.2902441	1.5547295
17022	0.40062237	0.114216805	0.101735115	-0.5148382	-0.06967449	-0.03205967	0.3282776	0.98448086	-0.58293056	0.06360245	0.96813107	0.45833397	2.5175447	4.3282337	1.5207701	3.7303514	2.2446346	3.6819487	2.246233	1.2789469	3.5139933	2.4377337	3.468443	3.651122
232491	-0.06764221	0.12561226	-0.17044163	-0.057970047	-0.050572395	0.22101307	0.006937981	-0.26151752	-0.044706345	-0.3139658	-0.001208305	0.12233448	-0.17092896	-0.024490356	-0.3118496	-0.005530357	-0.18713284	0.005553246	0.0542593	-1.8795986	0.40108967	-0.06320953	0.3050747	0.43849277
107022	0.0967741	0.01809669	-0.034560919	-0.11487007	-0.28135824	0.315918205	0.18098116	0.25339103	-0.001893045	-0.044643402	0.17448139	0.265185835	-0.129917145	-0.59214735	0.025142908	-0.410466199	-0.595564125	-0.209424733	-0.156749485	-0.3562678	-0.26023412	-0.25003673	-0.41689465	-0.37442685
18033	0.029597282	0.17584705	-0.076275826	-0.20544529	-0.16296864	0.23924541	0.6838379	0.46369267	0.13794994	0.30339622	0.31385708	0.315732	1.0554667	0.92985535	0.96905804	1.0990973	1.0346746	1.0660906	0.5961256	1.2582846	0.5552807	0.60875607	0.42551517	0.81504536
11684	0.054123877	0.035089255	0.199416875	-0.089212654	-0.087594985	-0.111821415	0.541706071	0.215826037	0.547372575	0.383200655	0.14005423	0.24625778	1.101963745	0.234649655	1.62096285	0.504541865	1.46487908	0.672685385	0.966367505	1.9561577	0.232158185	0.99542854	0.089862825	0.317401175
12700	0.66834164	0.13418674	-0.090979576	-0.8025274	0.43022633	-0.3392477	0.68901443	1.5971231	0.5038519	0.60731125	0.08141422	-0.28784847	1.226512	1.3085642	1.1850653	1.2716303	0.9276581	0.84504986	1.594903	1.8365088	0.4342804	0.69180584	0.8123865	0.81455326
235956	-0.019849775	-0.159157755	-0.071142673	0.179007528	0.09642744	-0.025285243	-0.188339713	0.15114069	-0.32345581	-0.071808817	-0.172442915	-0.13701391	-0.194548605	0.004716875	-0.207040785	-0.022772312	-0.62796307	-0.30653905	-0.47166252	-1.4176187	-0.110164163	-0.19162083	0.03915596	0.074548246
19252	0.06937504	0.06552601	0.2355833	-0.134902	-0.08262539	-0.15295887	-0.31356907	-0.947711	-0.24938107	-0.74053764	-1.0336847	-0.8922148	-0.70847225	-1.2997332	-0.5718298	-1.030694	-0.71269417	-0.86539745	-0.18113613	-0.50394917	-1.5896444	-0.79539585	-0.8898344	-1.2616911
24055	0.080908775	-0.061297417	-0.101267815	-0.019610405	0.09911442	0.002152443	0.7904177	0.46986485	0.71059513	0.48366356	-0.08108425	0.062517166	0.70029354	0.48474503	0.7887354	0.5066824	0.7761488	0.28926182	0.33499527	1.1467676	0.3229351	0.3774767	0.351449	0.42104244
72040	0.04494667	0.048217773	-0.08672047	-0.09316254	-0.075722694	0.16244411	0.26628494	0.02206707	0.2762642	0.44581604	0.075873375	-0.27169704	0.37591743	0.16830349	0.5904789	0.06273174	0.21777725	0.12198353	0.22812462	0.82717323	0.50438976	0.19185448	0.25380135	0.40681744
69123	0.46316814	-0.000308	0.7627592	-0.46286106	-0.1963396	-0.56642056	-0.45066643	-0.72879314	0.15539074	-1.6201286	-1.06845	-0.41995335	-1.5705509	-2.3360677	-1.8335853	-2.3125482	-1.9334574	-2.1498742	-1.8286519	-1.6085534	-2.1282926	-2.4035802	-2.141828	-1.8376384
240263	-0.088510513	0.120840075	-0.138637067	-0.032330276	0.128052235	0.010584354	0.31079483	0.1996131	0.213908195	-0.024400711	0.118755815	0.362267965	1.08882235	0.99214505	0.845784175	1.15379475	0.63928175	0.95912027	0.92209145	0.42294883	0.99554015	0.926854125	0.84109354	0.9143901
16803	-0.13184547	-0.019720078	0.07249451	0.15156555	0.05975151	-0.13224602	0.15250874	0.12007332	0.33080292	0.41448212	-0.000742	0.10956669	1.183485	1.1678448	1.9176807	1.201994	1.8760977	1.146225	2.3919315	2.086382	2.169839	2.4895592	1.8923883	1.6505413
58521	-0.11115742	-0.07720995	-0.19074392	0.18836784	0.25282907	-0.06208515	0.09937811	-0.17579365	0.16808271	0.32664585	0.15391827	0.51302814	-0.011543751	-0.053078175	0.13453484	0.6048498	0.31079388	0.56978464	-0.009146214	-0.057634354	0.03529167	1.2140012	1.0164714	0.44081926
13870	0.012112618	0.052532196	0.042717934	-0.06464434	-0.0629015	0.020184517	0.087154865	0.15694714	0.005892754	-0.006372452	-0.2247448	0.0938015	0.4791603	0.45769405	0.343647	0.16854191	0.52959156	0.13596058	0.5402851	1.0521679	-0.17271042	0.56960106	-0.22469425	-0.057450294
107569	-0.02667141	0.1380415	-0.17637539	-0.11136913	-0.09582615	0.2722025	0.5099497	0.010785103	0.031371117	0.027598381	0.29274845	0.23874378	0.27933025	0.47792053	0.017428398	0.8712168	0.31983376	0.49160862	0.23789787	-0.64122677	0.12973404	0.1474638	0.07856178	0.57771015
268566	-0.077977179	0.083308854	-0.024392763	-0.005330086	-0.05907917	0.08347098	-0.009407361	0.000894864	-0.021500585	-0.079974494	-0.006222725	0.060683569	-0.773694667	-0.4671421	-0.49454721	-0.796261167	-0.80040771	-0.534361837	-0.782619163	-1.158423433	-0.677536317	-0.79079787	-0.96198275	-0.555818237
72157	-0.23821545	-0.13462734	-0.28529167	0.37283993	0.39917374	-0.113882065	-0.5872717	-0.48351288	-0.33966923	0.038568497	-0.2719307	-0.13951015	-1.0489359	-0.7689352	-0.75513554	-0.30324745	-0.75061226	-0.7871723	-0.5612173	-0.28403568	-0.54182816	0.1367178	-0.28398705	-0.4802723
11931	0.042036057	-0.05950737	0.03186798	0.017471313	0.0723896	-0.10425758	-0.30538845	-0.4069805	-0.19787025	-0.33719826	0.022018433	-0.088721275	-0.7122135	-0.061433792	-0.69537735	-0.4809265	-0.281847	-0.40387917	-0.74753475	-1.0195618	-0.32118702	-1.0206242	0.34936333	0.48246384
13040	-0.59420633	-0.33374977	-0.6584363	0.9279556	0.536314	0.12212181	0.6342516	-0.15983391	0.5952835	2.0213919	1.1753635	1.5639229	0.94309044	1.4380264	1.3757	3.3389473	2.1698837	2.603529	0.5132637	0.64655876	0.94368076	2.7734509	2.556283	2.5206165
228607	0.04299164	0.07985687	-0.04561901	-0.1228466	-0.07706928	0.12268925	-0.13964653	0.021269798	-0.014383316	-0.28110886	-0.33076954	-0.1549654	-0.22649956	-0.32208824	-0.00995636	-0.93869686	-0.6026602	-0.71815395	-0.74008083	-0.06977272	-0.0666008	-1.0156975	-0.6780977	-0.33609295
