#NAME	GSM631514	GSM631515	GSM631516	GSM631517	GSM631518	GSM631519	GSM631520	GSM631521	GSM631522	GSM631523	GSM631524	GSM631525	GSM631526	GSM631527	GSM631528	GSM631529	GSM631530	GSM631531	GSM631532	GSM631533	GSM631534	GSM631535	GSM631536	GSM631537
#CLASS	CONTROL	CONTROL	CONTROL	CONTROL	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED
18519	0.069475653	0.093859832	0.00854842	-0.163335483	-0.125126043	0.116577785	-0.13744418	0.238165537	-0.185758748	-0.248196443	-0.145073253	-0.163833777	-0.341526033	-0.550699383	-0.533751647	-0.596259917	-0.677791753	-0.48348266	-0.161932307	-1.198047933	-0.191595557	-0.425949253	-0.427886013	-0.597548823
76279	0.097780227	0.093690873	0.064203898	-0.1914711	0.00487073	-0.069075901	-0.314206753	-0.293821337	-0.593910847	-0.840307233	-0.39687284	-0.46899159	-1.093748133	-1.318724967	-1.040953967	-1.782944333	-1.7276443	-1.2789847	-0.88458316	-0.618122727	-1.030431767	-1.262269333	-1.344607367	-1.739839533
12502	0.21904516	0.00753355	-0.05100727	-0.22657824	-0.2783537	0.32936144	2.0196338	1.3540883	1.6215577	1.3426518	1.1922517	1.4372067	1.5603147	1.9958434	1.2537179	2.3880086	1.4994864	1.7285752	0.64616823	1.6332726	1.3878064	1.1660295	1.346086	1.9446626
56318	0.087863763	-0.047492981	0.034004686	-0.040370625	-0.053763074	0.019758542	-0.167361737	0.050580818	-0.064645927	-0.19578473	0.02080695	0.121063073	0.298450635	0.367763061	0.105092693	0.378756527	0.48932106	0.287060895	1.676188503	0.158387981	0.337805265	1.5381724	0.281982263	0.251927697
18037	0.041967392	0.011471272	-0.083140851	-0.053438662	-0.139931682	0.223072292	0.44657086	0.33967852	0.42404866	0.32400894	0.141358855	0.390092375	1.09160302	0.679554465	0.8841405	0.757366435	0.91141393	0.72210979	0.40304231	1.2459409	0.485608805	0.540731674	0.695753815	0.502848385
19063	0.060465813	0.050013542	-0.041954994	-0.11048031	-0.27665043	0.31860638	1.0578165	0.6667299	0.22611904	0.31169033	0.6579466	0.64679146	0.87502575	0.7692051	0.88416386	0.5723486	0.38884735	0.70240307	0.38562393	1.1693583	0.49980068	0.19972134	0.24061394	0.2261076
22004	2.467220567	-1.127055167	0.096691448	-1.340165757	-0.155957066	0.059265612	-1.3288983	-0.092143217	-1.208390717	-1.334997167	2.301502873	-0.107107957	-0.871609543	0.179842477	-0.995537119	0.319339745	-0.791050107	0.240676083	-1.054335757	-0.64514049	0.076916853	-0.865698351	0.164938293	-0.011026858
66180	0.04061842	0.16006184	-0.04248619	-0.20068073	-0.12890387	0.17139006	0.01679802	0.26090574	0.05101347	-0.2946329	0.19248533	0.13316917	0.61330795	1.2899408	0.59851074	1.0610309	1.0795865	1.2187042	0.20635557	1.3744922	0.7033076	0.38733673	0.59149647	0.783484
101612	-0.02281618	0.11408568	-0.033789158	-0.091269972	-0.05474615	0.088535784	0.27776479	-0.224779605	-0.006693365	-0.08083725	-0.492690565	-0.29225826	0.755979065	0.29133368	0.43220091	0.53723478	0.608567235	0.220518585	0.45125008	1.11559725	0.271535875	0.195063112	0.469589235	0.54980612
223881	-0.08534479	0.2676711	0.15749931	-0.18232632	-0.1698699	0.012370586	0.17456198	-0.32282972	-0.03990221	-0.20604944	-0.055817604	0.03975582	0.0990715	-0.21306992	0.06285143	-0.018009186	-0.12175608	-0.24829769	-0.21149635	-0.108477116	0.10608959	-0.11836672	-0.4060011	-0.007067204
13032	0.023376783	0.009118081	0.11262639	-0.032494228	-0.170900665	0.058274747	0.68147452	0.511912187	0.469317913	0.331703983	0.168550017	0.33979114	0.965414197	0.430518313	1.045723767	0.4004995	0.64782572	0.458208243	0.331710657	0.196386973	0.880439933	0.676035717	0.368827347	0.638207907
27377	-0.138973711	-0.035172623	-0.080665592	0.17414586	-0.089977263	0.170642535	-0.135144398	-0.226087243	-0.108754478	0.296095047	0.123379549	0.214689733	-0.355116039	-0.36231629	-0.24507618	0.01959499	-0.243359407	0.013922851	-0.360119663	-1.209420367	-0.148267581	0.135315575	-0.101847967	-0.694775567
106393	1.004573815	-0.53313208	0.068514824	-0.47144173	-0.00475621	-0.063758612	-0.721900225	0.04139948	-0.5248499	-0.52494335	0.66773031	-0.00172162	-0.809279425	-0.228670835	-0.864263275	-0.47093225	-0.8732233	-0.201022626	-0.86780335	-0.734386675	-0.224410533	-0.92331765	-0.29785776	-0.287964345
26364	0.053752899	0.137210847	-0.184747693	-0.19096454	-0.027726491	0.212474187	1.114581767	0.830566417	0.75047366	0.59987131	0.54544321	0.715534833	1.673891067	1.562127733	1.623915333	1.997788733	1.033710167	1.328069687	0.733116797	1.982158633	1.209359767	0.74388569	1.001502367	1.330826433
69956	-0.21720982	0.07008648	-0.37735748	0.14712429	0.3912654	-0.013906479	-0.25992107	-0.32872295	-0.22178555	0.06378651	0.063304424	-0.11879778	-0.52468777	-0.4561267	-0.637763	-0.032813072	-0.8235798	-0.4958868	-0.50418377	-1.7815218	-0.7293253	-0.25843716	0.12212324	-0.2628603
18194	-0.147888899	0.561261888	0.007753132	-0.413373708	-0.289501429	0.281747578	0.377629045	0.283323528	0.392558335	0.805849548	0.593715898	0.716800925	0.857088315	0.465726618	0.99997831	0.338691955	0.35012722	0.651762723	1.066439138	0.241873503	0.68098832	0.89005827	0.769111138	-0.19397425
70380	-0.060655593	0.039426804	-0.067085585	0.02122879	0.039480527	0.027605377	-0.307949387	0.032863298	-0.122945784	0.137339272	0.16263739	0.04168129	-0.152441027	0.064256983	-0.21221288	0.158298176	-0.240938494	0.046102207	-0.039996783	-1.198263833	0.07247988	0.30281448	0.311788247	0.383567497
26365	0.38194847	0.326708477	0.056496619	-0.708656933	-0.035324417	-0.021172523	-0.427723883	0.021890322	0.033666611	-0.259459503	-0.255448977	0.048944473	-0.878742213	-0.922748567	-0.83915265	-1.212493577	-1.1556438	-1.165280983	-0.56389204	-1.3808543	-0.656058633	-1.1577568	-0.435305277	-1.543841833
16668	-0.14927387	0.086815834	0.11002445	0.062457085	0.020041466	-0.13006687	0.21227837	-0.036992073	0.40147877	-0.23733711	0.25882435	0.006958008	1.0661287	1.1334734	0.6612978	1.4982767	0.8799286	1.4985857	0.32674122	0.8672743	1.0198889	0.57833195	1.0080538	1.3111258
56194	-0.116639615	0.07429552	-0.152259828	0.042343617	0.27178764	-0.11952877	0.00718593	-0.28656483	0.107414722	0.291889195	-0.32999039	0.020810125	0.1115098	0.0485878	-0.059183595	0.40053272	0.28327322	0.134210586	-0.05467558	-1.22572805	-0.073715685	0.26093245	0.2976284	0.187822355
56455	-0.057042122	-0.1183691	-0.08153057	0.17540836	0.2708044	-0.18927479	0.772048	0.3693552	0.39425182	0.4937992	0.33581257	0.13258171	1.7474718	2.053153	1.722867	2.094533	2.048706	1.908803	1.5132866	1.710576	1.696145	1.6305208	1.801836	1.7358522
72042	0.044781685	0.030087471	-0.12325096	-0.07487011	-0.26988792	0.3931389	1.4260073	0.8485012	1.0523596	0.8276758	0.65732193	0.68384457	2.4557505	2.3664665	2.388175	2.601738	2.74788	2.2225113	1.916606	3.478303	1.3588419	2.0559607	1.7726784	1.4908142
245944	-0.13772297	0.1171484	-0.03985119	0.020575523	0.043780327	-0.003926277	0.32538605	0.13748646	0.1595087	0.251606	0.16806316	0.21482086	0.06899738	0.20722294	0.01066494	-0.3168497	0.1282177	-0.10774708	0.08346653	-1.4644747	-0.068787575	0.12482166	-0.2602129	0.29762745
21386	0.040600775	0.409524925	-0.223105905	-0.45012545	-0.23208666	0.45519304	-0.223246585	-0.12962199	0.017450331	-0.36526489	0.05884409	-0.091204168	-0.760553125	-0.947179075	-0.388990645	-1.14595485	-0.25550962	-0.846739525	0.55027151	-0.14993763	-0.9369502	-0.120932578	-0.156158448	-0.940199625
12972	-0.079431535	0.059250355	0.014616488	0.020180703	-0.111918925	0.09730339	-0.414553645	-0.108439921	-0.521678918	-0.58607078	-0.257413389	-0.235793615	-1.05361465	-1.162860875	-0.963715075	-1.2572565	-1.417310475	-1.09424354	-1.0157175	-0.835329525	-0.903725378	-1.065672875	-1.063375975	-1.22210311
239122	-0.277532417	0.248056413	-0.082546077	0.029475846	-0.02502791	0.10757367	0.046992143	-0.23880259	-0.08682998	0.019658723	0.005208968	-0.032534281	-0.121694565	-0.26493741	-0.225172677	0.001361688	-0.2267917	-0.214913055	-0.100559233	-0.60664415	0.01950073	0.070052146	-0.25454823	-0.164560317
19165	-0.344182	0.4163313	-0.052916527	-0.07215023	-0.050847054	0.10376263	0.4167223	-0.078671455	0.6572542	0.64565754	-0.21519947	0.033563614	-0.14117908	-0.2498045	0.22786617	-0.4252882	-0.15565872	-0.26899815	-0.5187721	0.26065922	-0.04167652	-0.20413113	0.028229713	0.13733578
15488	0.106728554	-0.05354595	-0.044296265	-0.05318165	0.09961128	-0.055315018	-0.17916489	0.011816025	-0.31459522	-0.44499493	-0.15624428	-0.069005966	-0.46688366	-0.5484228	-0.25381947	-1.0479813	-0.6998615	-0.73900795	-0.5075407	-1.0901403	-0.5540228	-0.7731848	-0.902627	-0.7807636
50875	-0.18629456	0.1562748	-0.12646866	0.03001976	0.09436226	0.0321064	0.19771862	0.037651062	-0.13635826	0.23833275	0.3758545	0.1499939	0.47533417	0.6669197	0.1395073	0.6639862	0.29977703	0.20381165	0.010612488	-1.3110447	0.33697033	0.32746124	0.03791523	0.62335205
230752	-0.084949015	0.159281733	0.025212765	-0.07433319	-0.090497016	0.065284014	0.410741565	0.362011195	0.115327836	0.145390513	0.17803693	0.207339045	0.49008037	0.95530225	0.7105503	0.665039295	0.42816401	0.58048152	0.530273665	0.9783156	0.450525285	0.54858374	0.44121146	0.49937056
67528	-0.020157576	0.108799933	-0.327154165	-0.088641407	-0.064897535	0.392051685	0.052470207	0.159172058	0.185177325	0.35664701	-0.43212317	-0.19325066	-0.61757469	-0.917329335	-0.592372165	-1.7467518	-0.64255784	-0.9498949	-1.28710198	-0.618421065	-0.490913877	-1.06813859	-0.65155554	-0.491963385
28200	-0.019607542	-0.053057671	-0.011294841	0.072666167	-0.079926013	0.09122133	-0.38242197	-0.311616425	-0.39086531	-0.47472191	-0.74070311	-0.824409	-0.96988105	-0.811171525	-0.476434705	-0.99983265	-1.33575105	-1.29424145	-0.73002575	-0.9971857	-0.76294375	-0.91714096	-0.7824793	-1.180585375
73178	-0.04451561	0.11201477	0.072888374	-0.06749725	0.13055897	-0.20344448	-0.19598961	0.103863716	0.050395966	-0.058033943	0.10614872	0.13432884	-0.17061806	0.030531883	-0.35935402	-0.4362173	-0.2370367	-0.18251705	-0.19466877	-1.44631	-0.12780666	-0.29929733	-0.3465662	0.048277855
16911	-0.0817976	0.24615574	-0.14585781	-0.164361	0.40782452	-0.26196384	0.7366648	0.60340595	0.6395235	0.52402496	0.56581783	0.6658726	1.7488012	1.5326595	1.5280046	1.1453142	2.0316315	1.2775297	1.5288439	1.9892645	0.7048702	1.724679	0.81312084	0.20903683
224440	-0.027848959	0.098224165	0.02141881	-0.070375921	0.07143092	-0.09284973	-0.069231275	-0.32383704	-0.153120758	-0.10831678	-0.20866108	-0.21994257	-0.375860458	-0.47825765	-0.520756243	-0.71881413	-0.512786135	-0.59254002	-0.28526258	-0.483066315	-0.617360335	-0.54353714	-0.636327275	-0.484583615
19012	-0.114877384	0.2413613	0.160797914	-0.1264836	-0.047955513	-0.112842403	0.028459232	0.468780673	-0.57083082	0.348533947	0.7812686	0.354115007	-0.059051833	0.489315837	-0.030487378	0.74160147	-0.33816909	0.87731885	0.35257593	0.039345104	0.370939097	0.12301477	0.36761395	0.395466643
108098	-0.036409378	0.18954849	0.08431435	-0.15313911	0.19344139	-0.27775574	0.20297337	0.28700066	0.14540482	0.27534103	0.14684486	0.46967697	0.54408836	0.7888775	0.52222824	1.036766	0.5409956	0.81424713	0.34146786	-0.38344765	0.58018875	0.5116806	0.44640827	0.6528206
68818	0.024987698	0.111477852	0.024076703	-0.136465073	-0.062540769	0.038463829	-0.040328265	0.074931383	-0.105398177	-0.237244602	-0.257806543	-0.22758341	-0.376783849	-0.403697968	-0.164070605	-0.714385748	-0.64419222	-0.722774755	-0.273879533	0.072469234	-0.309842828	-0.586661333	-0.67670871	-0.703818558
97064	0.137060165	-0.119598865	-0.1010921	-0.01746106	-0.12443183	0.225523235	-0.0123837	-0.040177345	-0.046867845	0.222495086	0.03714943	0.029332399	0.192341805	0.23045087	0.33786011	0.44579934	0.27550745	0.37591815	0.472786415	-0.3765571	0.319873095	0.626234055	0.534862755	0.449343915
94185	0.1070807	0.079912188	0.014984847	-0.18699217	-0.11549592	0.100511788	0.9889877	0.786363135	0.720258965	0.4979918	0.567139865	0.82259322	1.8283012	1.59528065	1.79571035	1.78561355	1.83130145	1.67316485	1.47797655	2.1989486	1.360806935	1.61475345	1.34337615	1.57467225
58998	0.037430525	0.082703829	0.004301905	-0.120133995	0.112640377	-0.116941929	-0.212435718	-0.018518089	-0.172168135	-0.347216016	-0.060512424	-0.136512996	-0.335100895	-0.270950915	-0.514238718	-0.470054985	-0.75578641	-0.349202512	-0.144291761	-0.897861732	-0.265454769	-0.453272452	-0.167747497	-0.262660382
16364	0.098646164	-0.009539127	0.053856373	-0.08910608	0.061307907	-0.11516571	0.30512953	0.32096052	0.2547331	0.08244085	0.09414816	0.43931818	1.3977017	1.9123778	0.7965293	2.455586	1.1265655	1.4067769	0.87581825	1.7882886	1.6654754	1.4058194	1.5070329	1.2749772
20677	0.204090835	-0.263215785	-0.03553009	0.059124708	0.070587155	-0.035057307	0.046185972	-0.14673996	0.104526285	-0.11558223	0.136762858	-0.054348946	0.9334674	0.963117115	0.640735854	0.873424785	0.873279318	0.75646951	0.54744839	0.7469184	0.22921372	0.53831885	0.63850333	0.589805373
106326	-0.28098965	-0.168643	-0.61370945	0.4496336	0.4989996	0.1147089	-0.48300648	-0.3471079	-0.24106503	0.6712322	-0.10158634	0.09481621	-0.51413107	-0.28315163	-0.14747524	0.41084766	0.303504	-0.21848965	-0.37279034	-0.4073739	-0.28484535	0.87525845	0.5397558	0.27707577
14873	0.13986206	0.059595108	0.05924511	-0.19945717	-0.00137043	-0.057875633	-0.28831673	-0.07379055	-0.39287758	-0.4816208	-0.4205103	-0.5095043	-0.6349144	-1.0448828	-0.45516014	-1.1550798	-0.9653511	-1.0889635	-0.6421242	-0.45371246	-0.6886072	-0.7120533	-1.1482267	-0.9050913
53332	-0.21607876	-0.007796288	-0.31060886	0.223876	0.12014675	0.19046116	-0.25362396	-0.5148783	-0.07403469	0.49902916	0.0410223	0.07961559	-0.61324406	-0.5641432	-0.5027685	-0.1953001	-0.29390335	0.044089317	-0.22803116	-1.1476283	-0.5058594	0.1194067	-0.41789055	-0.19422436
67075	-0.09928417	0.23373032	-0.09643841	-0.13444567	0.35319424	-0.25675488	-0.2673807	0.03319645	-0.4137373	-0.17840385	0.2791767	0.04277706	-0.5596633	-0.21951294	-0.29255915	-0.118059635	-0.44594526	-0.13333797	-0.48608828	-0.36671734	-0.12832499	-0.04689741	-0.06447458	-0.05991316
66880	-0.02197218	0.217624185	-0.081972602	-0.195651535	-0.052894115	0.134866235	-0.171284206	-0.000126365	0.02661085	-0.07255411	-0.024292465	-0.00987196	-0.263124935	0.164069177	-0.3782382	0.054800509	-0.241544725	-0.203280926	-0.099035262	-1.24134685	-0.19068288	-0.403780465	-0.132826805	-0.099283698
108115	0.10966277	-0.08219266	0.21512675	-0.027469873	-0.25825262	0.04312563	0.258247375	-0.04481411	0.185397388	0.182614327	-0.031993153	0.361307389	0.890659352	0.98833489	0.838064425	0.70568201	1.112388372	0.800277702	0.82085226	1.152519925	0.357738975	0.713083514	0.340507275	0.40644454
223696	-0.37295103	-0.21277237	-0.33806562	0.5857229	0.32465267	0.013413429	-0.30949354	-0.6338043	-0.152421	0.71356773	-0.21721554	0.031288147	-0.35898876	-0.47341824	-0.10221386	0.33199978	0.3659916	-0.0774889	-0.17110348	-0.020588875	-0.5080595	0.8405752	0.41959095	0.26338482
26926	-0.370226703	-0.027656553	-0.383544447	0.397883257	0.274564268	0.108979539	-0.359239888	-0.551583457	-0.26893234	0.38489548	0.113969007	0.15131235	-0.910936533	-0.758043933	-0.513068367	-0.234614533	-0.695076797	-0.46780283	-0.562423397	-1.167670087	-0.447402002	0.046264967	-0.229924357	-0.337136898
27050	-0.21504402	-0.095090866	-0.32236767	0.3101368	-0.05425358	0.3766241	-0.22944164	-0.30465412	-0.36600685	0.2037201	0.006403923	-0.09036255	0.3419094	0.149477	0.23570442	0.65494823	0.82107544	0.39862728	0.46611595	1.1558533	0.130929	0.72172165	0.64421654	0.08796406
76252	-0.16337395	0.11167717	-0.029973507	0.051696777	0.19178247	-0.16180849	0.17821503	0.1087904	0.07940483	0.70771027	0.12737513	0.13136053	0.06435013	0.41500425	0.15293121	0.37878466	-0.20327663	0.3771577	-0.4406166	0.38973045	0.2256341	-0.4588642	0.11656141	0.12190294
12780	0.114469054	-0.038159848	-0.091526987	-0.07630873	0.0781927	0.01333332	-0.455742828	-0.404283522	-0.363149165	-0.612383835	-0.574343685	-0.477722645	-0.4840312	-0.536689275	-0.23808336	-0.412264825	-0.670811155	-0.790637985	-0.184041979	-1.21313045	-0.388504985	-0.42677259	-0.50928117	-0.917566315
622402	0.08635521	-0.002519608	-0.030041695	-0.0838356	-0.0365057	0.06654835	-0.051163673	0.24704838	-0.5239353	-0.46006775	0.14399242	0.048748016	-0.89796066	-1.0348749	-0.84952545	-0.8826952	-1.8385468	-0.80619526	-0.853425	-1.6517868	-0.69222546	-1.0524845	-0.99037457	-1.0425692
328949	0.006747405	0.067234358	-0.016415756	-0.073982714	-0.030548256	0.046964009	-0.173250683	-0.04399983	-0.223921299	-0.318454265	-0.239067077	-0.15649128	-0.469282483	-0.3016998	-0.379583835	-0.728240817	-0.801084027	-0.461877033	-0.478151963	-0.689772937	-0.452569963	-0.664108593	-0.557247633	-0.593368517
23942	-0.33591652	0.07614708	-0.24351788	0.25976944	0.13042355	0.11309528	0.1173954	-0.32534122	0.13030052	0.26108265	-0.1284666	-0.053915977	0.30280495	0.37641907	0.1785469	0.6322317	0.7446327	0.20158291	0.24749088	0.8400154	0.12009716	0.7670479	0.249897	0.39384174
170789	0.127583981	-0.109923203	-0.035596848	-0.017660618	-0.134566783	0.170164266	-0.062700431	-0.083453813	-0.121163051	-0.082049528	-0.170371054	0.00582377	-0.4591837	-0.378182887	-0.146310646	-0.62638268	-0.126672743	-0.44416095	-0.510548583	0.095346131	-0.51627095	-0.498397827	-0.633836905	-0.438119895
110095	-0.076079846	0.019170284	-0.046317101	0.056908131	0.19008541	-0.143769265	-0.130800725	-0.072077751	-0.100145815	0.179007053	-0.093624115	-0.126055717	-0.620928275	-0.8231859	-0.51822995	-0.82308295	-1.06900505	-0.90732955	-0.69218302	-0.80573893	-0.717064865	-0.58138895	-0.9001889	-0.796240805
15979	-0.106453896	0.07073307	-0.14844322	0.03572178	-0.003883362	0.15232658	0.5975466	0.58236885	0.41710567	0.4623804	0.37145805	0.7312784	1.4138689	1.3558245	1.4280119	1.8712578	1.18818	1.3868294	1.360467	1.4376135	0.9518461	1.5162973	1.4398222	1.6329441
103655	-0.335054158	0.063305855	-0.09718275	0.2717495	0.052436345	0.044745924	-0.227169989	-0.41840124	-0.037013055	0.290655138	-0.25996256	-0.277721405	-0.88814903	-1.2021565	-0.43788385	-1.3602159	-0.766932725	-1.187879575	-0.846072185	-0.30722236	-0.884648775	-0.581034645	-0.690234175	-0.76285602
381110	-0.30059099	0.091260913	0.052857398	0.209332465	0.2195673	-0.27242589	-0.181310655	-0.401832115	-0.112572676	0.2075572	-0.169493437	-0.244410275	-0.811394695	-0.72807645	-0.659608605	-0.634405118	-1.2444477	-0.8168056	-1.28475952	-1.8075831	-1.01126575	-1.10706185	-0.76783251	-0.8250961
57742	-0.015138947	0.20478789	-0.009474756	-0.189649903	-0.147924107	0.157399176	0.040405591	-0.139788628	-0.058136305	0.361302697	0.27995078	-0.009213129	-0.276932717	-0.365702947	0.002726553	-0.746596323	-0.50813358	-0.315015473	-0.212649663	-0.028903642	-0.20947838	-0.40634314	-0.548844017	-0.61564414
11949	0.2433443	-0.02382183	-0.041214943	-0.21952534	-0.073887825	0.115101814	0.0297575	0.113814354	-0.31332493	-0.44522762	-0.06956005	-0.06200981	-0.34097958	-0.22439575	-0.30889606	-0.7451048	-0.51669884	-0.23769665	-0.19508457	-0.37772274	-0.28717613	-0.75426006	-0.8076935	-0.6357336
12738	-0.078080653	0.21783781	-0.100908756	-0.139757635	-0.148469445	0.24937773	0.27445364	0.201462273	0.3868022	-0.25132561	0.025608541	0.139213088	0.40263986	-0.009613039	0.509806155	-0.33202028	0.343366145	-0.316054825	0.31570768	0.293761725	-0.056446077	0.095410825	-0.231921195	0.075707912
13733	-0.17230034	-0.12032032	-0.268253799	0.292620654	0.276522318	-0.008268516	1.5034194	1.545341033	0.995962483	1.435272077	1.427694467	1.554876833	1.935668467	1.621435633	2.166704933	2.272408367	1.247423967	1.8330741	0.621841587	1.5480927	0.9982551	1.42077972	1.411307667	1.221985667
12934	0.05326009	-0.023222924	-0.006058216	-0.030036688	-0.046833753	0.052892209	0.15918731	0.5005579	-0.00095415	-0.08175444	0.243273965	0.183852195	0.393503903	0.725878481	0.39392542	0.74343992	0.295524125	0.736326235	0.291776898	0.53521562	0.565228445	0.21348333	0.545127625	0.76653766
73914	0.14071417	-0.27317905	-0.22386503	0.13246393	0.060275078	0.16358948	0.55423594	1.0962696	0.40751266	0.6539397	0.11868858	0.4330225	2.6176782	2.0206718	2.9336648	2.7097034	2.8727632	2.2196007	2.7752986	2.4378896	2.9767895	3.2954774	2.5932083	2.7628365
15902	-0.609695685	-0.00453377	-0.53988695	0.614229675	0.4524622	0.087424275	-0.266174555	-0.45206665	-0.387048005	0.7188616	-0.201775551	-0.333373543	-0.6490736	-0.93891932	-0.448545935	0.078336715	-0.206447127	-0.6425874	-0.45048785	-0.803818935	-0.873312	0.89853905	-0.18227625	-0.46451758
20621	0.094344293	-0.071567059	0.063675564	-0.022777715	-0.063544116	-0.000130972	0.45980151	0.430347287	0.390807153	0.074982643	0.334439117	0.453040427	0.832611407	0.9337754	0.647122537	0.987517197	0.677092695	0.711429463	0.361344029	0.77630521	0.674335168	0.271860127	0.571738401	0.65644884
217837	-0.27513885	0.29603767	-0.118618965	-0.020898819	0.43951702	-0.3208971	0.71410847	0.13903713	0.74220085	0.9135294	-0.14766979	0.11059475	-0.1826191	-0.3755703	0.020526886	-0.18838787	-0.003446579	-0.46246052	-0.39212608	0.844677	-0.38546276	-0.048513412	-0.52768135	-0.57015896
68052	0.20446491	-0.16165066	0.072143555	-0.0428133	0.22938347	-0.30152512	0.12703896	0.46846008	-0.30689144	-0.15960121	0.2096672	0.17156029	0.32538128	0.79746246	0.3471403	0.6856632	0.11249924	0.42682838	0.38694954	0.8174734	0.48891926	0.38561535	0.67662334	0.497118
18174	-0.008472443	0.087991714	0.13885593	-0.07951927	0.17009258	-0.30894756	-0.100476265	0.24779034	0.09482956	-0.06888771	-0.1093092	0.097807884	0.64188766	0.6243849	0.7136574	0.59930134	0.82349205	0.5858393	0.3111105	0.62841034	0.36954594	-0.032798767	0.21734142	0.25492573
70478	-0.179920197	-0.016916752	-0.122618437	0.196835755	-0.088060615	0.210678815	-0.174137593	-0.20747304	-0.10837984	0.122189281	0.039657355	0.074978115	-0.62253285	-0.555208914	-0.351019853	-0.444598682	-0.4493947	-0.216048705	-0.434317828	-0.413939713	-0.494866628	-0.461119175	-0.414948223	-0.36014389
18613	0.069908617	-0.01640749	0.02867985	-0.053500655	0.02593136	-0.054611206	0.54791641	0.692687985	0.17832422	0.3160491	0.5225563	0.559416775	1.05069397	1.17722655	0.84377528	1.82407095	0.74386597	1.23375318	0.7233715	0.910140525	0.865127575	0.488482	0.870022775	0.9323292
229317	0.005099297	0.10913372	0.17265129	-0.114230156	-0.055301666	-0.11735153	0.021202087	0.1922741	-0.21661663	-0.15957451	0.1265049	0.13072586	-0.13024998	0.18950844	-0.15666103	0.04519081	-0.18212986	0.22560501	0.10814476	-1.7077036	0.40093327	-0.17364025	-0.02662754	0.15230179
12372	1.077683	-0.34384632	-0.21726656	-0.7338371	0.22277212	-0.005505562	-0.1971407	0.15554237	-0.38110542	-0.5821924	0.66813517	0.071193695	-0.27200365	0.06241846	-0.6256404	-0.20004368	-0.42228127	0.15707874	-0.6149931	-0.53450346	0.17774487	-0.5712652	-0.08966589	0.09859562
16905	-0.035609086	-0.019973596	0.140639463	0.055582205	0.012242477	-0.152882417	0.072034043	-0.161770978	0.141445957	-0.168123405	-0.257693768	-0.33226586	0.462212403	0.666701483	0.358098508	0.635630773	0.68985971	0.62594143	0.256879168	1.1571339	0.606498877	0.151898543	0.564282262	0.569619662
13077	0.007196427	0.057871819	-0.048851013	-0.065069199	0.00017929	0.048672677	-0.08390188	-0.112125398	-0.272787095	-0.739350795	0.031424523	0.20863056	-1.56023125	-1.1940856	-1.211524	-2.0276394	-1.8098974	-1.39081005	-2.39576245	-1.43946555	-1.122004	-2.70818425	-1.9606204	-1.30914595
22271	0.027694065	-0.132314367	-0.090523085	0.104620934	0.058665752	0.03185765	0.759440883	0.849934097	0.581148473	0.594605127	0.50345136	0.778969757	2.3641604	1.664467333	2.345425767	2.232134333	2.501529533	1.940177167	1.165977953	2.402377267	0.87345618	1.4635911	0.9382488	1.510952467
74148	-0.2554531	0.17705536	-0.118021965	0.07839584	-0.048636436	0.16665936	-0.1091423	-0.48718548	0.086257935	-0.099972725	-0.870265	-0.68691444	-0.75058556	-0.9835777	-0.41435623	-1.0256586	-0.9485302	-1.3221388	-0.4165659	0.1816864	-0.716486	-0.26746178	-0.7685375	-1.0759058
14793	-0.08845687	0.029587031	-0.17571807	0.05887127	0.10867715	0.067041158	0.849603185	0.127325058	0.713411085	0.194569825	-0.100023747	0.304240465	1.32785675	1.4342983	1.44381975	2.3381278	1.7386124	2.1050079	0.79534695	1.7291124	0.364992865	1.2089076	0.531309605	1.1590848
68279	0.1747899	-0.010308743	-0.12101078	-0.16448069	0.19772768	-0.07671642	0.6010542	0.4080987	0.17716408	0.08202982	0.055654526	0.09925413	0.78367996	1.1541018	0.68351746	1.3516278	0.09063673	0.54286814	0.2124219	0.42834473	0.47366953	0.3833928	0.6997838	0.8441224
18654	0.26581955	-0.019243717	-0.07558012	-0.24657679	0.21971226	-0.14413261	0.049094677	-0.001579762	0.08331013	-0.097905636	-0.011013985	0.25764465	0.18958378	0.35876322	0.17844296	1.2084546	0.08340645	0.5951657	0.028797626	0.5718694	0.27247667	-0.15548515	0.23417282	0.44972134
269261	-0.02045536	-0.09014034	0.024037361	0.11059475	0.061779976	-0.08581829	0.15113926	0.19360256	-0.004418373	-0.056280136	0.09478092	-0.044714928	0.635478	0.9861183	0.5856428	0.85506344	0.80674744	0.77896404	0.9878998	1.0340681	0.6888933	0.88720036	0.8405819	0.6861639
21899	-0.12162495	0.05987835	0.029483795	0.061745644	-0.20801353	0.17852974	0.6980133	0.5465927	0.044407845	0.26102448	0.28133392	0.36207676	0.9329004	1.0654659	0.9295187	1.1096935	0.97773266	1.0727634	0.707077	0.82726765	0.90133953	0.85158825	0.6915207	0.6807213
