#NAME	GSM1704234	GSM1704235	GSM1704236	GSM1704237	GSM1704238	GSM1704239	GSM1704240	GSM1704241	GSM1704242
#CLASS	CONTROL	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED
665378	8.114470856	7.653308356	7.704476281	8.389031561	8.113907092	7.496649699	7.322526543	7.042226596	8.254813687
434484	6.877184416	6.813046017	6.721425653	7.56296604	7.440608865	7.150812877	7.23664892	6.616386709	7.699708816
20684	8.038644974	7.831870538	7.841092755	8.799126103	8.762896779	8.184529439	8.189880471	7.752105541	8.961578429
17975	8.15994433	8.285535604	8.242183895	8.426958722	8.41447916	8.472812805	8.813913854	8.583608696	8.601285099
26895	7.836085762	8.050082635	7.497978949	8.078835108	8.137589177	7.836085762	7.645485637	7.809178944	7.547696369
23956	7.139434209	7.336978908	6.716636066	6.756915622	6.716636066	6.655730718	6.118204661	6.19909429	6.391196119
16331	7.0972241	7.211000912	7.298451744	7.923314544	7.475115436	7.375129083	8.510385512	7.98593614	8.407066503
75396	9.885777656	9.708244653	9.937857863	9.720195603	9.910652247	9.932759455	8.000476655	8.66285187	8.843189101
108679	9.14141192	9.178906997	8.871094592	8.89634186	8.884123603	8.865950323	8.64704497	8.675559041	8.884123603
51801	6.534398496	6.312823295	6.760705816	6.809164035	6.776050844	6.764927623	7.187050524	7.069795251	7.090357319
50880	10.29774062	10.45550636	10.0512625	10.28680724	10.13602727	10.16526301	8.933777801	9.642218538	9.314753454
64095	6.690524026	6.420832752	6.956064587	6.990215918	6.694244	6.840858191	7.319584862	6.944003651	7.64121152
14733	7.131324292	7.277530225	7.141968775	7.058749692	7.137832911	7.331130312	7.313120371	7.424790487	7.243688777
67446	7.789630486	7.704949278	7.634599749	7.634599749	7.598286224	7.649895215	7.328208457	7.545278435	7.478562362
11611	11.18722862	11.12963079	11.22487091	11.29920838	10.86422538	10.91065542	8.834682984	9.681946883	10.14078593
51800	7.555373597	7.463630163	7.600280359	7.47078684	7.611574614	7.585379048	8.863003532	7.94988304	8.024042264
12340	9.567088391	9.83154901	9.446458572	9.954073763	9.924359465	9.832479923	10.25205875	10.15704368	10.08749947
21934	6.347321825	6.022972328	6.317136874	6.484005739	6.500265047	6.402925009	7.204607409	6.839162441	6.898813163
98432	8.352190064	8.186923102	8.48219475	8.134122371	8.277405114	8.197953735	7.421033993	7.205582602	7.643179894
71869	4.30183472	4.41554817	4.431324396	3.975961305	4.131023055	4.131023055	4.208973842	3.977714087	4.080997298
66957	3.553111016	3.647184468	3.652474831	3.511008005	3.417364505	3.572140328	3.585044967	3.524280503	3.618822412
18788	5.099530345	4.776627935	5.022788824	5.53296126	4.967357399	5.057184585	6.424278339	5.388893204	6.129459254
226351	8.164181448	8.013246677	7.961761135	7.65549808	7.558886463	7.535052596	7.6609547	7.571339816	7.713586393
74150	10.18463683	10.01352023	9.736694135	9.969630164	9.979581833	9.969813261	10.03457077	10.38127998	10.33245934
226418	8.477844165	7.856123344	8.762518344	7.886988502	7.973083078	8.235288795	7.30682302	8.065346359	7.819271221
18703	12.44099775	12.25361349	12.25729234	12.42319869	12.17900916	12.17900916	10.82068202	11.35799167	12.14478393
69169	6.062850274	6.016249519	5.859167215	6.12324141	6.135934242	6.160322112	6.162625336	6.062850274	6.062850274
13034	10.31681377	10.21639287	10.48466139	9.132463081	9.666576377	9.52701094	8.408915655	7.90330807	8.959249416
226421	6.15874978	5.858930751	6.376392123	6.48458483	6.179477524	6.202470187	7.134484005	6.430465875	7.054224955
212980	9.059905212	8.719027663	9.440796865	8.392507101	8.417811431	7.818471969	7.545708229	8.370971772	8.353070707
74137	7.614560672	7.840996579	7.411212899	7.986906429	7.635689972	7.650192732	7.295720147	7.603029576	7.688078762
240753	8.917686491	8.64171189	9.08723946	8.541821333	8.350963961	8.256573376	8.428292459	7.638715664	7.786374611
68338	8.670078082	8.591851989	9.043504393	8.604865561	8.098982468	8.291658333	7.587418493	7.826356132	7.933033317
214253	10.28714166	10.33379241	11.28757538	10.56907525	10.36992506	10.4253925	9.170501652	10.24352345	9.922973954
12654	5.892047771	6.139287374	6.454501031	6.177726295	6.253881725	6.228557056	8.155584364	7.286994548	8.568661364
72017	7.207518035	7.267746702	6.953616694	7.314513301	7.206998813	7.181350655	8.116950645	7.790794915	7.938031033
320139	6.742731074	6.751206786	6.680720997	7.417979673	6.893278893	7.011117756	7.397218653	7.375570902	7.656548802
68724	10.17649154	9.998598338	9.753162749	10.07084892	9.987161251	10.14169252	10.67703015	10.64451577	10.91075969
13007	9.051651915	8.922813029	9.709224331	9.155816253	8.912774285	8.763766762	10.10971027	9.40781249	9.585818366
27280	6.659919051	6.542818614	7.051296661	6.767393833	6.652916372	6.603380858	7.976050451	7.547894413	7.442407025
16565	5.986814255	6.235312635	6.318536488	6.638040616	6.440917441	6.423679902	7.182008775	6.731321077	7.273691487
226442	9.548010539	9.473502292	10.10986193	9.711479873	9.287761147	9.68500226	9.572710851	9.760707489	9.640387674
226470	8.408721052	8.152864001	8.012229247	8.177323553	8.140661614	8.305902632	7.645098354	8.140661614	7.846875936
12316	5.22012758	5.234707364	5.032466058	5.449011606	5.393978179	5.407768343	5.447962224	6.152638858	5.890752878
14060	11.11694837	11.13861073	10.97332692	10.911076	11.11621645	10.94234116	8.579499417	9.63206199	10.22927689
19225	5.748593932	5.559443954	5.492932045	5.60461389	5.673547619	5.660394535	6.995043345	5.696943063	8.473709145
117198	9.500257734	9.769277756	10.01241897	9.631094241	9.595548495	9.42050163	9.760189257	9.640423155	9.85272302
63913	7.026051251	7.258944957	7.084182879	7.62218388	7.504746634	7.30712462	7.607516021	7.210899972	7.6812772
19734	11.22400666	9.805779694	11.60921701	11.2181175	12.1956528	11.54347646	8.465548121	7.286826038	10.49705765
14645	11.94421284	11.94903003	11.97036918	12.00232047	12.05898154	12.1782033	11.21543398	11.7647836	12.01093075
68026	5.836089083	5.635367635	6.043497011	7.011669041	6.631477101	6.500603521	6.466478728	6.470999847	6.232640524
89867	9.186511931	9.770241034	9.232470651	9.428626593	9.481359609	9.166735101	7.962408175	8.970617853	8.741600108
11905	12.87870404	12.88429365	12.82055656	12.77205252	12.87607885	12.875055	11.98483578	12.42592228	12.3872264
70454	5.088362409	5.129791073	4.548519634	5.11187841	5.164742064	5.091095931	5.11187841	5.245186819	5.11187841
20339	6.19098499	6.103031881	6.297627997	6.358737377	6.360368444	6.292590734	6.618197392	6.403829749	7.998294243
20343	6.567364834	6.703479576	6.918683319	7.515777634	7.130780496	6.623786649	8.597412672	7.788015644	9.418099342
20344	6.743832571	6.200985453	6.548323803	6.968441409	6.875162656	6.398567313	8.072124439	8.192320474	10.02676172
14067	11.73514376	11.76783933	11.74091465	11.66822227	11.65603415	11.65773916	10.91267877	11.59753495	11.53259788
116914	10.67239513	10.51434097	10.4869398	10.19819368	9.92223361	10.03457744	9.715565582	9.544222842	10.00680144
56429	8.61705996	7.675575716	9.180337543	7.910763194	7.938616278	7.254070098	10.07049128	9.030995759	9.520082783
70456	10.51622857	10.48175417	10.72731499	11.04268211	11.05843192	11.14983902	9.513848303	10.37310383	9.796501134
20183	8.90516589	8.54791054	7.427169646	8.056947158	8.038644983	7.884065498	6.675627438	6.457358992	7.425371983
19737	8.036696144	8.288985197	8.231955903	7.857077343	7.932048867	8.101108825	9.13144399	7.949102066	8.90273167
320078	6.191630379	5.598056277	6.390541958	6.101124094	5.821659595	5.944174041	6.733077987	6.58865035	6.593369488
246256	7.472174496	7.296756483	7.772132764	8.806710947	8.526049439	8.233117791	8.251399069	7.725738166	9.153107175
12355	10.91206524	10.62620971	11.13556657	10.40110605	10.35920448	10.37570108	8.898205101	9.210036416	9.772198322
11807	13.42156989	13.35297192	13.37627486	13.55295181	13.54711699	13.56771871	13.0365937	13.09840141	13.38811484
57370	7.492515048	7.177698846	7.344576256	7.321153669	7.020189413	7.321153669	7.321153669	7.433877778	7.321153669
18637	9.963743897	10.0990238	10.53933655	9.591229086	9.6522806	9.701190861	9.420629954	9.464995216	9.4514348
226652	6.844886027	6.294929267	6.692686833	7.057308141	6.584565493	6.931243926	7.876208434	7.01462361	7.736155718
12506	5.81046253	6.051487007	5.956635752	7.343192131	6.724302362	6.809218105	7.743640304	6.899800507	7.524504744
12523	6.243061763	6.339462529	6.334361807	7.337297765	6.822584679	6.825108558	8.188879957	7.443714198	8.127013548
19298	10.28853153	10.0134799	10.48623404	9.607774816	9.665179651	9.789976642	8.50068705	9.498417202	8.822236325
98365	6.224607074	6.138941928	5.974995628	6.332752742	6.386574629	6.377948254	6.288024191	6.114033567	6.154679012
383619	5.720105366	6.160856945	5.890579555	6.641407604	6.268768219	6.265665332	6.797916165	6.268768219	6.386094615
236312	4.867065181	4.988793819	4.675170869	6.246874331	6.046331253	5.161163283	5.161163283	4.711169398	6.808414761
98256	11.50326876	11.51847905	11.70892319	11.17163208	11.17163208	11.11880055	9.625759063	11.05299247	10.48359009
66359	9.608421904	9.798337178	9.52924559	9.258171403	9.496817875	9.641347123	9.579131863	9.162594492	9.462279664
226744	7.474971382	7.251815589	8.32220382	7.094803044	7.286005331	7.251815589	6.689638913	6.98791487	7.251815589
109232	6.422892957	6.590187238	5.710703908	6.373044296	6.887461601	6.221332871	6.89332197	6.818395145	6.816160109
170760	8.619894571	8.70518341	8.542508877	8.680688277	8.847071305	8.56790816	8.71485073	9.080235706	8.791619657
69051	7.044397584	7.121365739	6.686489683	6.98769195	7.044458462	6.991382844	7.321372787	7.320081991	7.217354051
96935	5.874545708	5.760212724	5.985719944	5.583035785	5.964368228	6.315920581	5.895550072	5.872089589	5.537862826
23827	10.61417487	10.77298505	10.78781748	10.49490911	10.49490911	10.66278875	9.030174589	9.921105433	9.747033704
107508	9.759587721	9.95440878	9.938892981	10.03198397	9.994282789	10.02655788	9.664403913	10.36965497	10.05174526
226781	9.453853739	9.727304157	8.722642048	9.534238191	9.42392957	9.288026239	7.985169327	8.682547817	8.094077375
26381	7.321111953	6.873288555	7.57277236	6.884752505	6.867765146	6.873288555	6.368613682	6.274113388	6.460905564
22283	5.040440822	5.110152301	5.367907723	5.110152301	5.084753845	5.110152301	5.153154988	5.178958345	5.110152301
381319	6.334537593	6.438637676	6.29832469	6.463368568	6.136874718	6.438637676	6.850767168	6.553618956	6.509509812
226856	10.58003631	10.39745155	10.48907164	10.49172082	10.46397428	10.48907164	9.950483404	10.95638023	10.40406905
22782	8.796741184	8.576617783	8.646835665	8.628875791	8.322762963	8.602836885	9.056910607	8.354520653	8.905098143
54139	9.732886293	9.857089091	9.862146612	9.474579694	9.737656702	9.63183855	8.638276175	8.974810831	9.080536413
12490	7.967538913	6.585369042	7.658762303	7.108398325	7.196635038	6.695946425	8.878254284	7.807223516	8.571696499
20671	5.502705843	5.698718897	5.835482543	5.711558416	5.612632956	5.719652685	6.571057597	5.876607113	5.94964003
17864	4.640163492	4.622342364	4.626854806	4.801044231	4.414372559	4.640279393	6.225675475	9.683692849	6.339912323
212442	11.12080176	11.26652706	11.01168764	11.19307259	11.49922075	11.50289841	9.156332012	10.22764687	10.20924949
17681	6.153983467	6.038654538	6.050963708	6.107232304	5.993977761	6.20900974	6.987279039	6.277041898	6.572785709
67923	9.442121079	9.528389332	9.676486536	9.468147396	9.468147396	9.603075372	8.904330833	9.437247781	9.219381259
17215	6.579574582	6.705018206	6.10399672	7.116341323	6.844854072	6.85687709	7.151704083	7.108736443	6.844814654
68002	6.989810716	7.038661412	6.832927923	7.523278647	7.880683503	7.964212797	6.656531932	7.050180548	6.917900989
214854	7.294075025	7.456286389	7.456286389	7.754077845	7.309565699	7.168113294	8.140021276	7.456286389	8.32144428
214895	8.690447332	8.8590033	8.951786728	8.439336504	8.313489904	8.509797201	7.426620463	7.715787224	7.935837471
78321	6.100835365	6.221919058	5.981176396	6.128592836	6.009766132	5.922176177	6.273651469	6.128592836	6.207992673
269261	8.945587734	8.900513576	9.028365117	9.285171651	9.330963829	9.285730904	9.899883336	9.670995972	9.48951995
98258	9.551431105	9.593398884	9.167845987	9.630061789	9.590760561	9.501991955	8.980068102	9.440821161	9.224095498
54610	7.955276125	7.660467594	9.695898519	8.148665948	8.103676122	7.897879378	8.091647808	8.021829272	8.464599409
14200	5.910517259	5.815672008	6.268768219	6.003865832	6.089716081	6.106348319	8.336665624	7.498903854	6.394125411
72050	6.142694033	6.853838702	6.2717299	6.605630458	6.621615631	6.372480204	6.30999661	6.995911564	6.52524732
17904	9.539798914	9.61203239	9.408753498	9.607779563	9.38531562	9.393483153	10.32097359	10.01747055	9.800488252
53945	11.28838087	11.18899559	10.74833558	11.68240232	11.52667917	11.54821419	11.47377517	10.98872937	10.96348148
109019	7.333322177	7.367367663	7.513552569	8.171721166	7.680347174	7.781186263	8.839347789	8.655917559	8.80602131
17912	11.19944727	11.3453781	11.3137989	11.00955156	11.07380737	10.98102514	10.18831768	11.05146264	10.74205678
17936	10.00090644	9.855828313	10.17052311	9.783823357	9.720727707	9.947342057	9.293723718	9.909017185	9.299093634
98267	8.396208985	8.07625931	8.820366659	9.059142955	8.398556082	8.803252324	10.6751992	9.183576982	9.814585589
98488	7.689744332	7.864472802	7.093525621	7.479870887	7.565337311	7.315103166	6.95045324	7.11118264	7.354660329
15510	11.46883788	11.72709114	11.67498618	11.22311311	11.31863502	11.37098087	9.903235911	10.97566672	10.54410327
213056	8.70947586	8.375839665	9.309844868	7.623757928	8.000258754	7.826747555	6.425902575	6.700307596	7.359815822
227157	5.356033961	5.551793016	5.560854854	5.915996028	5.488032107	5.488478167	5.297161022	5.282238596	5.308821789
74018	10.02829597	10.68666156	10.15457041	10.6029274	10.5142447	10.27645809	9.025252392	9.272284063	9.245379812
93691	7.963585161	8.227164245	8.245655081	8.071881421	7.87931759	7.842516644	8.523048668	8.094491013	8.604684318
241075	6.114003341	5.88663042	5.932780309	6.287845299	5.990683126	6.040811431	6.879066582	6.231669372	7.051315651
15926	12.1620017	12.23309394	12.21181662	12.15516052	12.36289218	12.29240354	10.98132544	11.68584407	11.29966721
11363	11.03249638	11.02499133	11.10467541	10.92591535	10.96363585	11.03100682	10.62362773	10.87958447	10.86976466
17901	4.337850778	4.088200047	4.239137251	4.214824306	4.444112354	4.347564425	4.643192787	4.347564425	4.303326354
381269	9.951919354	9.673498322	8.969671621	9.191159407	8.969038632	8.995468964	7.61785161	7.522432791	8.706707504
111175	11.64100421	11.77464146	11.62853409	11.80568566	11.73415044	11.82710578	9.76742167	10.46809124	10.82741276
16011	8.371279968	7.403355856	6.677029758	6.978090618	7.408293283	7.088579195	7.088579195	6.45006096	7.088579195
227288	6.053236184	6.099660245	6.267479226	5.955340971	6.099660245	6.132651392	6.099660245	6.32776812	6.179229694
74104	9.699793741	9.587863334	9.647287118	9.379513526	9.251232662	9.466141131	8.3303868	9.219171483	8.469447741
22145	11.19555642	11.7127353	10.78694857	11.38790215	11.20437929	11.32970767	9.825320827	11.33090146	9.4539688
11740	12.00049451	11.94979744	12.03481898	11.9096428	11.90733279	11.94468923	11.29164516	11.61344085	11.49837741
26554	10.35727706	10.42106623	10.28487951	10.27232013	10.30269681	10.30453113	10.20782618	10.30453113	10.42599672
22038	8.871127231	9.10614686	8.976504999	8.9806394	9.173560046	9.103566965	9.865181289	10.6337745	10.38913493
16367	9.040978574	8.827448733	8.564573018	9.212876924	8.564573018	8.570509512	6.87277229	7.684668904	7.353451783
98496	10.21792934	10.21240333	9.496930765	10.12317786	9.980935605	9.751710686	9.259720553	10.07261645	9.939664082
14897	10.04631785	10.10860438	10.01775599	10.23167462	10.15846705	10.11344563	10.28292495	10.45954525	10.41414135
620078	4.893340311	4.873549103	5.072691498	5.41898084	5.162359329	5.154227824	5.865415005	5.110460975	6.350510272
15559	4.468073571	4.528579429	4.628469527	4.544834135	4.594646758	4.62279974	4.925352569	4.709918124	5.126495736
53972	8.068125937	7.669907223	8.016953342	7.737556364	7.64090505	7.937843479	7.247338213	7.47194235	7.313383965
381280	8.882432923	8.847595815	9.455913774	8.864896485	8.771691378	8.663937538	9.015654712	9.917540759	8.521124262
320982	6.421216699	6.421388729	6.244777793	6.520667084	6.362304078	6.456907581	7.155771616	6.734629013	6.721229036
14472	6.44502345	6.062546706	6.491288237	6.319229717	6.571220691	6.620083463	6.491288237	6.617730209	6.405122663
19329	9.652822759	9.522161757	9.045116671	9.270572493	9.045116671	9.056160641	8.147638462	8.208745904	8.656862582
55927	8.698817899	9.15031257	8.900019622	8.926564567	8.438709166	8.612282027	7.843959464	8.176034234	7.271437665
18627	7.307540202	7.841510189	8.080340917	8.392478772	7.790599342	7.622014597	7.813522161	7.94937642	7.564108208
67273	11.12718647	11.04055994	10.9342382	11.2844396	11.17356699	11.34024484	10.80429059	11.02940523	10.96747299
71874	5.826087401	6.00401086	5.831641396	5.74257955	5.831641396	5.831641396	6.052214977	5.81390028	5.831641396
67026	7.318010288	6.907977093	7.119575909	7.119575909	7.119575909	7.119575909	7.151588404	7.000649687	7.107456862
20452	5.422013229	5.706279298	5.417520744	5.812837588	5.587951999	5.530783878	6.709066098	5.859111802	6.552230979
227399	9.895178237	9.941266914	10.50015847	9.793680872	9.9291845	9.701978317	9.661881795	10.47118142	9.9291845
18484	8.810128216	8.706748132	8.902012518	8.50133747	8.626665692	8.631064609	9.268445558	9.003668679	8.981337598
70750	9.376408007	9.035529348	9.517781817	9.148454309	9.287104891	9.311049563	7.97004378	8.60925883	8.630840018
20479	9.079604125	9.043421204	8.912782549	9.11910021	9.015978399	9.13351033	8.964946738	8.862717357	9.088754983
20248	3.357474282	3.269253007	3.348718371	3.220511797	3.348718371	3.269253007	3.223549628	3.269253007	3.269253007
381286	3.676869707	3.956183248	3.814992525	3.776724964	3.676869707	3.57944246	3.699423582	3.676869707	3.631836508
64143	7.63689275	7.622614731	7.77380515	7.919227821	7.857042955	7.665516564	8.339153021	8.163791647	8.398161763
72999	12.31536959	12.04331803	12.97754999	12.00804342	12.31536959	12.31347058	12.03369799	12.97278818	12.54218472
74117	8.943434406	9.151417316	8.92334143	9.515369141	9.249665034	9.510911557	10.28315335	9.688524683	10.13500974
72585	5.754177447	5.938369411	6.076959217	5.885296396	5.971003774	5.921586491	5.938369411	5.980764395	5.938369411
226409	7.232349984	6.947254006	6.93746718	6.724923696	6.72126676	6.634692091	6.594898337	6.681638446	6.742018589
17219	5.846056154	5.730786531	5.679268553	6.288181703	6.362560539	6.296461796	6.665617359	6.939593437	6.179500706
226414	9.503568686	9.752422775	9.338847404	9.569139998	9.568385555	9.503568686	9.100669929	9.347755504	9.407869758
13136	6.89078072	7.13871257	6.975632707	7.276345856	7.471842985	7.175945952	6.665730271	7.192640948	7.171643967
12269	11.90861153	11.90078047	11.85549006	12.15185929	12.2061715	12.12164016	11.67657761	12.57119508	12.03493997
18640	8.297531255	8.297531255	8.917977779	8.17599888	7.973449774	7.709596346	7.745078176	8.749067189	8.534963165
17164	9.953524216	9.60537218	10.58197753	10.13455047	9.742175285	9.941262613	10.61751556	10.40945091	10.39408922
226419	6.719224788	6.605100648	6.580954293	6.622684914	6.641513637	6.956115789	7.31025366	7.505526995	6.960699644
54354	7.579640795	7.936657758	7.385007947	7.982074869	7.661134856	7.715141808	7.931791309	7.709311669	8.05813976
56489	8.014406469	8.935868363	8.608970608	8.723585285	8.627978608	8.497207376	8.340445019	8.85088413	8.814122017
116847	10.7399458	10.64167287	10.77689453	10.48829613	10.4912989	10.40338907	11.2899444	11.57496371	10.52973543
12227	7.873729358	7.842385596	9.330935687	8.055614128	8.569846605	7.45027759	10.89318137	10.76059729	10.77122885
57439	10.3626758	10.26971605	10.45165029	10.05861267	10.08354822	10.10671567	9.117073444	9.51582038	9.585656216
13710	5.978501582	5.865553048	5.637774042	6.013410659	6.075567473	6.130157754	7.402184157	8.522014066	7.832972244
215615	9.376798736	9.585023773	8.600553266	9.436988837	9.332863225	9.156953511	9.048464344	9.381563646	9.080881579
215690	7.519575296	7.420083628	7.582377194	7.601125907	7.380502032	7.150306126	8.732107702	8.017084933	8.204608126
26424	9.992819912	9.891282515	10.02293066	9.915391185	9.843324398	9.777403596	8.595325232	9.183373606	9.44151728
19264	7.000470495	7.484883939	7.401776061	8.752182724	8.192300481	8.005104534	9.147830981	8.339435064	9.350014262
214403	10.79131488	10.79897769	10.83432139	10.94039929	10.98779671	10.96698136	9.503780633	10.45625798	10.61582581
50702	10.61925035	10.6290056	10.59919842	10.86020335	10.87200177	10.91128244	8.51139256	9.288960552	10.13839248
545366	8.916881767	8.916881767	8.46172201	8.9803143	9.115673593	9.043650257	7.494386969	8.568859225	8.853623287
20822	7.258217299	7.265406072	6.480444193	7.052494732	6.722605722	6.935397207	7.675927966	6.900696566	7.605804997
50778	5.645683086	6.02065013	7.01357325	6.739312416	6.739312416	6.517499788	9.14814249	6.739312416	8.882231837
235956	9.056690954	9.155692072	8.649528532	9.273873243	9.387592463	9.336116149	7.791049035	8.680262825	8.433953979
66875	7.128821293	7.504851163	7.475328548	7.143782818	7.578232148	7.277028294	5.750590095	6.682078935	6.728191905
19821	9.080507334	8.822886898	8.856604821	8.856604821	8.913072396	9.001422185	8.807799813	8.729753827	8.78297784
