#NAME	GSM1704234	GSM1704235	GSM1704236	GSM1704237	GSM1704238	GSM1704239	GSM1704240	GSM1704241	GSM1704242
#CLASS	CONTROL	CONTROL	CONTROL	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED	INFECTED
27261	7.160883416	7.106702426	7.094766438	7.414683184	7.249107204	7.255743347	8.202084978	7.529312664	7.803449836
57266	6.257391592	6.278632251	6.336757906	6.249250527	6.522931167	6.464437334	8.322652789	9.944606113	7.761967168
56278	7.867009226	7.746765902	7.963570758	7.736147185	7.725309804	7.831887114	7.311807251	7.579481333	7.666105658
105348	6.030385015	5.966826975	6.030700951	6.153626982	6.190489553	6.120388592	7.210344646	7.77541402	6.762558382
13024	4.399980409	4.790486158	4.804856284	4.919196162	4.681230863	4.457726169	6.356759437	5.369056665	6.970677581
26898	4.346082293	4.440645614	4.415906849	4.156820226	4.33672231	4.475354932	4.939300322	4.839175153	5.07594167
14121	13.01027821	12.98115411	12.95240861	12.98472628	13.13086908	13.07511271	11.61340146	12.18341407	12.47684253
238673	8.102459704	7.91059308	7.78191747	8.362321064	8.269679653	8.483144011	8.236258137	8.750193463	8.534520528
218294	9.113380447	8.7248441	8.322918387	8.325192001	8.322918387	8.632913507	7.190367542	7.804841349	7.897682657
66129	10.10986927	9.997872501	9.946833913	9.895412335	9.969362702	10.00616893	9.512319051	8.919640616	9.475601201
66631	8.70468754	8.707049796	8.51681392	8.596561252	8.586777532	8.544312575	8.018885638	8.09860351	8.174839968
431706	7.914412586	8.199306077	7.803349178	7.559313753	7.669446606	7.559313753	6.959076882	7.093412759	7.219760634
238693	7.61793518	7.247269793	6.903203215	6.919822387	6.863053909	6.919372867	5.559023087	5.996885366	6.168176752
407785	9.850204073	9.787136466	9.742506025	9.655728558	9.880980449	9.996043326	9.085294496	9.517199378	9.568862033
72293	5.783200068	5.6902422	5.502339961	5.491603631	5.7649092	5.793765387	5.874633239	5.914522651	5.785519503
211446	8.092189357	8.337017813	7.734001868	8.642396797	8.294331135	8.271882193	7.477970713	7.774058224	7.710043576
432779	5.980831633	6.166109487	5.465159629	6.111664626	6.175111841	6.173794569	6.127175068	6.063744367	6.718589577
73296	7.619459924	7.589149301	7.401964876	7.160873869	7.083354868	7.042401196	6.928928291	7.020795394	7.060756882
218341	7.297176747	7.722375168	7.553087231	7.413675381	7.297176747	7.159261857	6.484241629	6.521013725	7.271384327
67486	7.643878807	7.333099315	6.61076276	6.61076276	6.61076276	6.512376979	6.536101694	6.597981168	6.308507785
218397	8.642713436	8.780787179	8.343681585	8.868248489	8.6621674	8.624614599	8.6621674	8.611660309	8.688771483
13003	4.697990823	4.974758826	4.739834092	5.211907682	4.836219771	5.152847395	7.356162087	6.467348072	7.026513935
66795	8.393415832	8.381854141	8.302777014	8.038554446	7.986868684	8.030698075	7.481168736	7.267067653	7.594612811
69085	8.17141798	8.062226353	7.927389077	8.083929179	7.909123984	8.062226353	8.062226353	8.336571177	8.115909895
76722	5.25291026	5.659500705	5.596526274	5.425720495	5.376676962	5.477647881	5.512042206	5.535008757	5.477647881
12116	11.36604483	11.44108802	11.19927225	11.16881779	11.21106847	11.04135535	11.13683356	11.02768174	11.4859105
64918	12.05171117	11.88884148	11.62372972	11.71879687	11.60763994	11.46560291	10.49681422	10.78795247	11.12347687
14062	8.317326082	7.938664322	8.562787693	8.612877775	8.612877775	8.15197449	10.40423089	9.647791341	9.558007425
544963	11.56868928	11.6285497	11.6322753	11.47594314	11.47214983	11.47286463	10.49408815	11.3304744	11.29809435
27015	6.919478529	6.771721396	6.898135599	7.036765125	6.588344521	6.614657056	6.928288857	7.008964692	7.392134811
18824	7.242927161	6.652059497	6.671435342	7.529437411	6.886967097	6.831737837	9.210883633	8.228180076	8.623109067
15212	9.065354373	9.073387956	9.023435896	9.064776063	8.749062321	8.854203049	9.631514375	8.810017414	9.504092767
218503	9.645499204	9.637508367	9.654505949	9.50141096	9.53930932	9.334105842	9.33367019	9.26440042	9.762886887
17948	7.172145903	7.200512513	6.906654919	7.689260694	7.398654408	7.34675017	7.770579453	7.269583003	7.914028821
17951	4.806689252	5.308548319	5.08981881	5.884178236	5.474665731	5.463903588	5.92682359	5.583685824	6.063807227
23894	7.93208794	8.190336384	7.144469189	7.77340129	7.68049691	7.537082621	7.458714554	7.358094311	7.585387069
18260	8.540549172	9.089813606	8.639671141	8.54087087	8.612823754	8.589341781	8.497903891	8.539474089	8.555221757
26886	4.262668362	4.411441249	4.383894679	4.383894679	4.354358616	4.379515823	4.626452798	4.604347986	4.295990229
268697	4.689248213	4.864463136	4.975571029	5.352170855	5.376191277	5.405211603	5.551633544	7.053993541	5.729554889
66975	8.73337267	9.130867313	8.914698471	8.867891717	9.120295414	8.906420587	7.846372105	8.669969474	8.286337251
238875	6.384423924	6.419367223	6.161697287	6.661471837	6.243535593	6.100203613	7.456286619	6.98810373	7.411731121
73274	9.24870415	9.130064576	9.119364752	9.190319481	9.299107281	9.161189966	8.636424838	9.13098721	9.47048749
26401	7.770051266	7.76162752	7.513001709	7.797462122	7.437849907	7.376542009	9.578611493	8.453276213	8.911175474
72198	8.170986315	8.631197461	7.85739066	8.235225696	8.012643722	7.748825441	7.647420311	7.975855697	7.98930097
69590	7.638195648	6.952094945	7.419645736	7.437046358	7.426590298	6.937740533	9.518243244	8.444461068	8.749105394
170625	8.146912454	8.379619763	8.298126698	8.283938789	8.140788818	8.143852959	8.862714034	8.378198732	8.784471437
17993	11.03256827	11.21531182	11.21940596	11.28658393	11.67638803	11.73487371	10.71943068	11.26406009	11.16752875
14313	6.899977605	6.984538082	7.859379402	7.080227672	7.21292609	7.077010853	8.337643294	8.051726319	8.907446735
105083	6.956830213	7.290924903	7.122873236	7.283790329	7.290924903	7.29748515	7.293436754	7.487314246	7.45004511
52552	6.40796353	6.284121844	6.273242835	6.41654565	6.293379451	5.996929065	8.000961747	6.979902738	7.572307817
72465	7.914950055	7.465730577	7.493882123	7.789492355	7.616156187	7.998819976	7.297762103	7.697596417	7.642852996
66082	10.49161483	10.31849918	11.50442508	9.942278349	10.0004563	10.31490398	8.714654057	9.264020076	8.98779126
16188	7.216783799	7.177386894	7.241574974	7.387147755	7.442107402	7.374265857	8.018929646	7.81965424	7.719917847
21974	8.017815062	8.073489654	7.673071129	8.147866193	7.975975982	8.089553747	7.739541659	7.7956407	8.005101301
21834	9.016835338	9.159542595	9.366876969	8.696702893	8.685818154	8.729200448	7.002036583	7.927161394	8.070556374
69721	9.202062347	9.432843474	9.312712084	9.309108544	9.184591432	9.085856145	7.671801862	8.843550749	8.280182826
18074	7.044132824	7.107439512	6.746946565	7.166742865	7.179535932	7.086526853	8.046346129	7.164970918	7.372871788
105428	9.210211572	9.306287885	9.08067746	8.910076524	8.910076524	8.910076524	8.150686278	8.51220785	8.156749203
218811	10.456609	10.79681002	10.32699682	10.46495866	10.32699682	10.02910133	9.687552124	10.27361569	10.31444162
66121	7.638709079	7.982105897	7.54243606	8.577565836	8.324564103	8.44988353	9.073989722	8.682038895	8.61309387
18792	6.038321279	5.959147545	5.962827248	6.333609781	6.15638489	6.079834102	7.344103522	6.473329508	6.851026293
22330	8.361927455	8.634002029	8.586299603	8.605088685	8.382912103	8.204289805	9.392365363	9.179164412	9.476231941
11534	11.83943441	11.92143375	11.98944309	11.90595314	11.93299988	11.90595314	11.66653076	11.90595314	11.91985627
20088	8.848229342	8.932634359	8.68700244	10.04641184	9.999143253	9.930698265	10.87102438	10.44184874	10.29800164
105675	10.98992263	10.8655604	10.90576695	10.37288744	10.25184897	10.16672336	9.165477954	10.10456786	9.747652932
105594	5.341866204	6.330272185	6.601400581	5.881446589	5.91372845	6.059446423	6.35330383	5.863245937	5.560460464
71704	9.718059855	9.129183098	10.48635566	9.373723234	9.293102557	9.266633258	9.450523834	9.181338647	9.981745339
319476	9.103072657	8.742632317	8.96802224	8.699441838	8.413529542	8.674604425	6.689440086	7.380847268	7.558994336
66175	9.287193486	8.528963933	9.434624082	9.276465286	9.239082995	9.450879133	10.42892466	10.50383358	10.70470715
66923	9.177063942	9.061245742	8.825716937	8.850645282	8.732911483	8.846924096	8.397401213	8.625606126	8.632550718
21924	6.230609565	6.199070736	6.808894143	6.217629889	6.228143926	6.269896841	6.644949543	6.501321548	6.458305873
12339	9.299408722	9.628354871	9.015712717	9.240743136	9.314277302	9.261528165	8.829141352	9.133163983	9.012698182
26363	8.974739299	8.818600097	8.774991032	8.64709919	8.749740043	8.64709919	7.023958448	7.398158092	7.690318805
218885	8.356175809	8.577853765	8.30439615	8.363707256	8.490287335	8.361876981	6.800248787	8.6803131	8.083581173
320736	7.935163972	7.615853689	7.963570758	7.746310682	7.805409217	7.904918318	9.408109171	8.330626952	8.105636308
14560	7.963485318	8.059494705	8.709868998	8.332072809	8.367070911	8.476537566	9.520774596	9.273200086	8.928471243
14661	12.5895939	12.71235015	12.45413575	12.64147729	12.65861248	12.68637599	12.15205946	12.52743824	12.36184315
105450	7.983447572	7.89850599	8.105332992	8.057385584	8.201638627	8.146102182	7.806937146	7.59274278	7.827735046
239037	8.16519205	7.458601821	7.799857557	7.477628039	7.458601821	7.458601821	6.28803252	6.583270554	6.817691114
239038	6.225978913	5.682919366	5.647583134	5.540382117	5.474739147	5.691309357	4.735541119	4.891664689	4.971603769
17194	11.16481091	11.01411728	10.62330128	11.0081924	11.13592747	11.32833318	9.339937294	10.55135018	10.56991957
13587	7.773725671	8.015490427	7.436363568	9.915093975	8.617993212	8.433998912	9.881815988	9.132900342	10.50422523
67089	9.507020036	9.841557233	9.257486281	9.840425807	9.95143	9.975822334	9.481819006	9.730515193	9.624636165
68755	8.676922192	8.424167203	8.673608979	8.424167203	8.430634224	8.635234611	7.449466054	8.045650325	7.784556646
16854	7.276437091	7.381760965	7.632998696	9.173531548	8.204637975	7.853437946	10.71814597	9.677459184	10.59071749
78416	5.881908547	5.614576213	5.703074942	6.565155169	6.302581717	6.186469647	6.786219703	6.357994169	6.979620574
93719	5.38687503	5.354843173	5.699967078	5.774811719	5.475033162	5.478982407	7.044112579	6.100248048	6.327769153
268741	9.395501223	9.498993973	9.744570015	9.550089923	9.546198755	9.274674763	10.09487587	9.735159353	9.916840892
17387	9.277091008	9.402253343	9.202000254	9.332348546	8.995336323	8.984079214	10.56640525	9.928754088	10.13501581
65107	9.124891795	9.091358213	9.02647209	9.07363647	8.928743589	8.972097192	8.971666826	9.102242318	9.067721309
105663	7.925230168	8.083787416	7.587950207	7.577051506	7.467198379	7.467198379	6.812193573	7.042860328	6.697410272
28200	10.73901193	10.65499062	10.69759265	10.44436101	10.45221996	10.66990603	9.362460038	9.785814152	9.548349429
28199	10.57518454	10.62300432	10.55957898	10.83499766	10.57886508	10.62944177	9.486319097	10.13800895	10.0373286
68680	7.529183538	7.507197138	7.662628252	7.32058275	7.420241409	7.848333542	6.712557609	7.037426749	6.561487566
19186	9.835561941	9.860364871	9.889365843	10.59503237	10.30329953	10.31523115	10.14362856	9.976063164	10.18577259
268749	8.279999641	8.235077511	8.122081006	8.157993843	8.157993843	7.789734563	8.110585081	7.944349519	8.545486172
16391	9.174898093	9.162695235	8.715280747	9.497958281	9.599396831	9.146224816	8.187680218	8.031992379	9.094533499
16995	5.208826966	5.049993871	5.27239451	5.297722631	5.227253388	5.209432247	5.516781507	5.608916111	5.34499258
73181	5.769609597	5.948489901	5.827005645	5.906668503	5.79677692	5.948489901	6.45440278	6.049790465	6.113853834
21821	7.26847038	7.231541732	6.757738409	7.18295308	7.202245984	7.1159605	7.18295308	7.18295308	7.316458013
104367	5.990257544	6.007295827	6.070970937	6.107151084	6.107151084	5.884676138	7.00422791	6.605727826	6.55235606
69008	9.963366074	9.824383796	9.775852335	9.948619212	10.00465027	9.855081216	8.856881713	9.554891633	9.754129537
70478	9.28486613	9.120254353	8.801478866	8.739401371	8.739401371	8.768967401	7.707713537	8.143815137	7.971256549
219144	5.177551207	5.145669959	5.023081982	5.160997318	5.276242402	5.166542147	5.405527282	5.139286213	5.322685712
219148	5.870571199	5.957113871	6.258281754	6.242307799	6.186640564	6.283979066	5.64039759	5.676224257	5.671843593
72400	8.216268096	8.276154344	7.286111335	7.84657026	7.786563217	7.738935439	7.083612701	7.889370805	7.386801453
380912	8.270508457	7.924694984	7.845112359	7.920067608	7.368915885	7.37732718	7.71911243	6.842563017	7.282714047
71145	6.056557973	6.0452287	6.294173172	6.152167814	6.093197311	6.354479952	6.881637541	7.089005361	6.485231708
52033	5.061616668	5.425062896	5.341646329	5.341235963	5.344475528	5.213069618	5.307782692	6.217253219	5.417660574
67179	8.180213335	8.513922635	7.924592817	8.320472215	8.528408769	8.35899277	7.681065587	8.206157992	7.757153421
110902	7.468714949	7.026962477	8.39682653	6.440144361	6.573233324	6.888227187	5.582581488	6.169944795	5.976794271
11549	7.930980494	7.611463523	7.885052641	7.127136731	6.968664272	7.026480043	6.659976407	6.48841895	6.731051883
20855	5.568628108	5.606929803	5.523606028	5.291756451	5.405902075	5.523606028	6.089287253	5.358853632	6.285903117
72549	9.265755377	8.691933626	8.857955874	8.664914295	8.671462624	8.550193727	8.46088649	8.971615187	8.691638254
15460	5.924425614	5.948555118	6.316348191	5.842917842	6.05263637	6.099148361	6.110477454	6.166720698	6.100763648
213484	7.379149987	7.252981687	7.690612657	7.1523623	7.178716588	7.320851882	7.5694763	7.62711496	7.452528879
13449	6.747878549	7.075737685	6.864785571	7.119575909	7.037930864	7.00818094	7.450474624	7.137946439	7.556111937
67168	9.104645848	9.436080716	9.528269534	8.995006479	9.086740863	8.825372593	8.763879264	8.873706389	8.73169346
271221	5.48111034	5.463338317	5.528963314	5.616933984	5.536653011	5.547424774	6.375380131	5.889369513	5.904078519
18826	10.09798731	9.984181622	9.805623726	10.44845466	10.2505836	10.22434072	10.84304465	10.12983632	10.96636325
56373	12.50373809	12.41957316	12.28933369	12.57605258	12.66368412	12.59488609	12.24143518	12.75976659	12.52213856
22070	11.96919	12.01898861	11.90405652	12.2154027	12.23218648	12.242973	12.38818505	12.27393355	12.31159168
21807	8.399240535	8.351741114	7.936957441	8.143270091	8.417600784	8.38413265	8.647843457	7.421582446	7.725242442
108670	6.27350889	6.276084946	6.133313383	6.907708442	6.653438781	6.58625141	6.500050255	6.314953146	6.808057915
211253	6.148112807	6.757205262	5.613923459	6.438576626	6.518122301	6.42279443	5.803950153	5.907449418	6.051058589
432879	4.958070664	4.39206413	4.413211339	4.772254209	4.772254209	4.775825298	4.782434617	4.772254209	4.772254209
13709	7.903793742	7.504846114	7.358810503	8.2348356	8.043827124	8.094711586	7.997044266	7.942495639	8.39739637
67955	8.634869019	8.908930004	8.574522125	9.029122203	9.035316863	9.125822648	9.12413793	8.991095986	9.162553
380924	5.737428792	5.593832366	5.783270307	5.721514105	5.820131563	5.85658449	6.837490443	6.012229157	6.343089937
219228	6.046331253	6.059712837	6.21831217	5.96913294	6.102594593	6.21831217	6.813213646	6.553122332	6.383482526
77744	5.459356635	5.476559103	5.476559103	5.476559103	5.280752874	5.256109064	5.480699665	5.648928567	5.425240017
12224	6.942488004	6.73771688	6.967874579	6.927786885	6.862757822	6.912600493	7.439518363	7.092552925	7.126501332
50933	8.976641165	8.762862016	8.430430875	9.234771618	9.222569215	9.375815582	8.716412573	9.348371732	9.098501953
76273	9.411116157	9.399001213	9.52143895	9.41909515	9.542594723	9.543756813	9.665613126	9.964644793	9.813483143
105559	10.01051592	10.16419774	10.97238556	10.30058532	10.07714184	9.958473093	10.90538414	10.95306686	10.89358047
68059	10.87187815	10.98796726	10.82230973	10.82407925	10.8740152	10.83431808	10.05318484	10.65513856	10.34017721
69634	10.60788548	10.42924807	10.36228467	10.37094186	10.4405673	10.47757289	9.253229751	9.354241999	9.690925302
110821	10.07779335	10.01118637	10.04496685	9.652113739	9.653789748	9.652113739	7.630365733	8.667600507	8.758217031
223272	5.586942382	5.337095692	5.778999592	5.329755464	5.405625925	5.384846705	7.506482226	6.252828926	5.586942382
68263	8.447232243	8.601364798	8.554397192	8.871186158	8.987362321	8.674017409	7.298011129	7.673748734	7.748923518
66413	9.782504053	10.11566805	9.740194605	9.959153533	10.07873529	10.29843966	9.552404289	9.910357425	9.655442832
353187	8.778640536	9.234289288	9.949732946	9.521085092	9.20227363	9.743441376	8.826207862	8.086554446	9.061835664
68045	9.10108106	9.271164852	9.01942304	9.567837519	9.518790225	9.685993907	9.645524985	9.581782699	9.390021343
14702	7.066056999	6.858399713	7.063896097	7.443895814	7.499447715	7.443895814	8.394757906	7.443895814	7.963051304
16529	9.090346281	8.888377996	9.628701049	8.942693844	7.823020967	8.336655556	7.074002295	7.844190145	7.43756046
66242	8.704555697	8.789341802	8.876927487	8.954051023	9.014260695	9.014260695	9.597778381	9.227303137	9.023801072
59011	5.871930245	5.761844593	5.692207151	5.871930245	5.871930245	5.902092877	5.871930245	5.871930245	6.044242162
66039	11.40206457	11.17723579	11.18814582	10.72508546	10.68750711	10.72508546	8.607018878	9.456547381	9.578585193
83997	9.049959346	9.054757795	9.152180995	9.16179072	8.956195707	9.054757795	8.906554689	9.087600771	8.968202929
211948	6.875100648	7.068992294	6.791525015	7.039870995	6.882513964	6.929717324	6.702173046	7.249251019	6.849962824
72993	7.766062512	7.773987195	6.844759549	7.85137914	7.651328406	7.720219784	8.002112021	8.17940192	8.381439016
50905	7.499454086	7.538539537	8.241263401	7.623679679	7.394269593	7.538807357	9.378206215	7.844984115	9.135676136
18753	8.044297381	7.884614356	7.918568615	8.739709482	8.293253869	8.244816111	9.335940441	8.808945613	9.5232883
16426	12.32294966	12.31357616	12.32511113	12.8470495	12.76697149	12.76697149	12.80304273	13.34326853	13.05395897
30877	8.310744281	8.216225074	8.303133805	8.397473857	8.447039159	8.46684882	8.565400492	8.744295693	8.902810704
192187	8.859611057	8.670768268	8.976286634	8.953772006	8.683375799	8.763230987	10.10959244	9.46586779	9.470990093
56794	12.65343498	12.43213479	12.29639995	12.13001499	12.19077904	12.13001499	9.519437478	10.41908827	10.77654014
69134	8.061775145	8.640178165	8.113667846	8.142421141	8.908747318	8.685372366	9.577969001	10.24893692	8.783849738
12166	9.10645564	9.141351588	9.469205086	9.082586452	9.297820754	9.102497523	8.720481887	8.938228841	8.593351729
66092	10.76173652	10.88077347	10.76173652	10.79378704	10.83528594	10.88940538	10.27419322	10.52599903	10.51454123
52588	10.54847227	10.20518688	9.893886221	9.833455453	9.700700504	9.519982024	9.827857668	9.732908694	9.487064621
70564	11.76387816	11.7342778	11.74720596	11.09540407	11.19493868	11.03731897	9.35004003	9.925727581	10.01137729
20390	6.046331253	5.866494838	6.05062386	6.046331253	6.019305394	6.046331253	6.925654956	6.388374613	6.130797268
50527	8.914341736	9.512167477	9.528370567	9.52531997	9.264576678	9.095256663	11.47712912	10.03697254	11.73966927
114874	8.530247025	8.534429524	8.227711406	8.630605233	8.457504166	8.468841068	8.384877246	8.657632987	8.500583967
14528	7.936887617	7.909253755	8.316571707	8.242718862	8.051646671	8.577142773	6.782174963	7.609729234	7.777940703
72654	6.063845265	5.814249837	5.787798296	6.594790656	6.409446658	6.594756666	6.825865108	6.438476644	6.513707677
19752	8.420451744	5.734776007	6.039786096	5.969108963	5.775633881	5.833071275	5.920233704	5.969108963	6.754238474
93726	4.562783387	4.30552947	4.577648291	9.949825065	5.219804491	4.263224701	10.09748281	10.01406416	10.96139907
29811	13.13007301	13.09009158	12.99689377	12.9644272	12.97691794	13.06417297	11.84189197	12.68106419	12.44243057
20540	7.456283572	7.724132199	7.605221775	7.739594079	7.473391432	7.337030534	7.473391432	7.230250762	7.323973926
110794	6.221556203	6.161645795	6.456799979	6.604389988	6.511267809	6.605222487	6.921290619	7.118698435	6.698165934
50934	7.907080012	7.841568948	7.538772535	7.841568948	7.330210081	7.574762763	8.49550482	7.892475704	8.342323363
85308	6.651607123	6.571211813	6.718046248	7.33322508	6.718046248	6.986039737	6.839507698	6.569855077	6.480926236
75751	9.059330809	9.115636296	9.059330809	9.059330809	8.88598854	8.953851968	9.252913709	9.414058268	9.090734244
21816	8.802919157	9.407520697	9.405270465	8.83424131	8.968597713	8.989039617	8.841465308	10.11480614	9.030414137
52585	12.42035943	12.31860314	12.19027011	11.88855847	11.99994057	11.96780754	10.58255444	11.43742702	10.87720056
12684	13.0491704	12.8989484	12.81361737	12.6847952	12.78729157	12.69299968	11.27623598	12.10930562	12.00186846
104110	7.732043355	7.669370032	7.828486961	8.023625999	7.607667087	7.650583932	7.331151057	7.617026283	7.42433606
56532	6.701212139	6.452465791	6.552493513	7.353867753	7.017449494	6.989527137	7.586902845	7.017449494	7.333796579
17227	4.621915463	4.665053491	4.717533093	4.555532468	4.621915463	4.621915463	4.650138214	4.781949065	4.621915463
17231	4.712585468	4.692827832	4.530008965	4.857522716	4.861654661	4.813354289	5.417205674	5.437427072	5.075735112
13035	5.544732887	5.649528944	5.464551793	5.41037809	5.408198384	5.334678853	7.872564219	7.641704986	6.484336883
14939	6.088301148	6.519900463	6.084565468	7.80254685	7.291633472	6.663934164	5.911890402	5.627860537	7.197068962
219105	8.735534546	8.631450838	8.532598287	8.763633168	8.643626441	8.618045372	8.111873324	8.254708783	8.863345919
14619	11.8947287	11.97026995	12.29557786	11.89293775	11.72202719	11.93465024	11.25852356	11.82978865	11.54394625
68631	9.002944292	8.771627985	8.861339418	8.549537845	8.561754298	8.74828499	7.995259734	7.67098923	7.735420314
68043	6.643168268	6.922099581	5.938898315	7.339481431	7.150185831	7.37828394	6.653712066	7.144118898	6.867699057
219114	4.634913984	4.295691435	4.507866813	4.646567719	4.634913984	4.634913984	4.634913984	5.04682683	4.589532333
68514	8.995024191	9.073091306	8.510094024	9.143102755	9.37959367	9.169920411	9.04170967	9.219309943	9.052647956
219131	5.652997511	5.735892557	6.177641016	7.072937169	7.109977204	6.366892112	6.328431771	6.070970062	7.179952524
219132	6.686761427	6.609853178	6.907393538	8.239224884	8.524814765	7.322479494	7.206111013	6.804370764	8.242040415
239122	6.679199396	6.900079822	8.008687824	7.054744331	7.029887345	7.045167567	6.599505217	6.906436532	8.398629325
29820	7.675489503	6.863752132	6.793599525	7.054711173	6.971443792	7.278494157	6.078928655	6.351111136	6.512436974
68177	10.49345417	10.55153074	10.40433801	10.71191074	10.99944964	10.73029453	9.390612001	10.15920207	9.930715701
16648	9.964738519	10.09256078	9.776366665	9.805307538	9.814827738	9.776366665	8.824323674	9.498942497	9.647484262
66674	9.237152889	9.287349457	9.552300464	9.237152889	9.237152889	9.353036639	8.58437962	9.500823736	8.936499067
71988	4.973594548	4.508881601	4.920719163	5.446204664	5.50749586	5.570806645	5.621802074	6.288572352	5.535172039
219151	7.044967726	6.505478	6.490238101	6.427713401	6.651451661	6.650592901	7.030896413	6.495892023	6.894469863
268756	12.50576145	12.48533933	12.34843229	12.2728564	12.07740981	12.17452515	11.44455574	12.05435664	11.84801514
13850	11.44016213	11.29333726	11.67626825	11.40390032	11.34211313	11.66270892	9.997189997	10.57453322	10.62776564
12934	9.062614779	9.041517758	9.276828492	9.041517758	8.927167572	8.543791421	9.820385701	9.02778203	9.129691299
108912	5.142459283	5.422699309	5.570519377	5.58657366	5.698332159	5.583018507	5.611069874	6.242682904	5.599011175
58860	8.027122382	8.125263393	7.865519878	8.612088621	8.656675564	8.091119687	7.567353579	7.165279174	7.970227181
213019	6.458807217	6.395127903	6.642481871	6.522731246	6.668423637	6.708100227	7.538419454	6.668423637	6.933669589
20410	8.529319191	8.078646801	8.940613062	8.021006607	7.690190851	7.720353845	8.781613236	7.23083478	9.018939786
19057	7.281785594	7.265411248	7.041967754	7.333873933	7.132200447	6.73891426	7.206797856	6.996878675	7.38163305
213053	10.66830013	10.70320222	11.07627126	10.70612843	10.65511723	10.41220536	10.88694984	11.03897766	11.42380945
57746	5.466517194	5.434484625	5.800880474	5.409428955	5.465526552	5.466517194	5.554292943	5.500498244	5.466517194
20389	4.747589222	4.698272109	5.047723607	4.373835565	4.611911931	4.674644258	4.701136427	4.788925324	4.69290419
19645	7.799643554	7.596117414	7.653927783	7.757651674	7.373121506	7.564209709	8.21985594	7.737305922	8.075801766
67554	11.34031688	10.4598956	10.9641603	9.426137099	10.80522352	11.00074733	9.452277496	10.6291931	8.958624598
210808	7.232607985	7.693023349	8.285171242	7.664190839	7.488637076	7.494688546	7.635750879	9.036040872	7.585293659
66214	5.497289427	5.653242637	5.586744272	5.641280676	5.595034784	5.653242637	6.155858454	5.936748514	6.020901824
56419	6.470036816	6.518932289	6.500911397	6.759796101	6.813519128	6.931272423	7.081729103	7.052388766	6.791491274
19982	9.743298334	9.830812831	9.597648565	9.977599832	10.10506926	10.08601813	10.43762168	10.31414269	10.22390818
16597	9.939946858	9.429844329	9.298802915	9.27735407	9.460321033	9.370091848	7.663967203	8.334164656	8.744768796
239217	8.551159798	8.643547012	8.679064819	8.730394834	8.484738678	8.730394834	9.47298657	8.788579565	8.940194684
13618	8.261375509	8.379373712	8.656855954	8.400350654	8.109743167	8.234430778	9.550413936	9.369329068	9.072329599
72486	5.915184792	5.85642691	5.496159048	5.804827906	5.915184792	5.915184792	6.345487181	5.983454537	6.207280621
13190	5.281168492	5.281168492	5.470897545	5.281168492	5.022081618	5.336515936	5.490138659	5.324660337	5.281168492
110168	6.234173646	6.392037779	6.007848951	6.132783228	6.265877836	6.234173646	6.141499012	6.234173646	6.3619012
223267	11.36397415	11.31762208	11.07971849	11.20604624	11.29428943	11.31271746	9.454284617	10.02325564	10.2346719
20363	13.06373502	13.12961588	13.01416628	13.13764323	13.26588279	13.17631914	13.05586482	12.93693065	13.17159856
67041	6.001657628	6.303370135	6.082185009	6.739362192	6.456475595	6.53814717	7.55550779	7.012069288	7.263496032
12274	7.954268846	8.285947463	8.192505255	8.858254623	8.495041175	8.375104436	7.739708224	8.054640212	8.131896339
13132	9.28342132	9.486342215	9.786878418	9.465135625	9.191266368	9.0803452	10.03300432	9.528251597	9.685943861
12279	11.38505738	11.34329635	11.32640874	11.58606198	11.83339747	11.57545206	10.3820655	11.79284967	11.66899812
23880	7.195311738	7.369298223	6.562049546	8.460667917	7.776782342	7.676393127	8.722049818	7.860531574	8.503415598
16880	11.60345926	11.84838606	11.39228218	11.49454071	11.42441129	11.58408875	9.833986753	10.22306342	10.29171579
68646	10.50280326	10.64699102	10.45579882	10.33520299	10.33309949	10.39312632	9.130481855	9.762439383	9.776407224
105887	11.21175233	11.51404835	11.21829737	10.97234843	11.07367249	11.37398729	7.287933297	8.838442915	9.718392835
223337	12.16026945	12.1824774	12.0675969	12.19015714	12.09736024	12.33411522	9.224037318	10.87464857	11.54132982
75568	4.325700571	4.662394132	4.517476013	4.305509324	4.517476013	4.544030282	4.647254425	4.517476013	4.517476013
19116	10.50997875	10.85560327	10.05645801	10.25966211	10.28605182	10.09867475	7.078113622	8.278479562	9.156886901
268782	10.44820952	10.74338429	10.59589526	10.48534204	10.5166002	10.36727704	9.632657497	10.07296997	10.28283121
17117	11.74670893	11.69828982	11.98949857	11.53498626	11.46073847	11.57139145	10.04767203	11.35618077	10.58520471
239337	5.890793034	6.036647627	5.951220995	6.215754399	6.144750642	5.961322489	8.84085535	7.876274847	7.838752112
268783	8.184608597	8.546659412	8.306324018	7.693613609	7.774734145	7.634827501	7.625395056	8.141821534	7.786553142
66270	9.152449866	9.02925082	10.15715423	8.587888756	8.598906598	8.773350492	8.954842051	8.992474317	9.654745504
11732	8.990195481	9.040418101	9.104181931	8.685304383	8.719701197	8.673059242	7.698049417	7.761751197	7.928649339
69574	11.74258302	11.80925575	11.7397261	11.32477751	11.32223325	11.44406389	9.706025237	10.163747	10.61607591
20356	6.293035115	5.784002878	5.968884286	5.59987578	5.546924463	5.533100963	6.336983548	5.848241035	5.996631897
